method,o,coverage_mean,coverage_std,coverage_se,width_income_median,width_income_mean,width_income_std,n
Donor-HCP,0,1.0,0.0,0.0,,,,1000
Donor-HCP,5,1.0,0.0,0.0,,,,1000
Donor-HCP,10,1.0,0.0,0.0,,,,1000
Donor-HCP,15,0.998,0.04469897088298564,0.0014127986409959495,882409.2939963422,702213.6906617327,302170.9764275958,1000
Donor-HCP,20,0.989,0.10435463521037237,0.0032983329122452166,284714.9532946942,413191.2379906897,282985.5075700421,1000
HCP,0,1.0,0.0,0.0,,,,1000
Pooled-Income-Quantile,0,0.961,0.19369180807797864,0.006122009474020767,244000.0,244000.0,0.0,1000
Pooled-Income-Quantile,5,0.961,0.19369180807797864,0.006122009474020767,244000.0,244000.0,0.0,1000
Pooled-Income-Quantile,10,0.961,0.19369180807797864,0.006122009474020767,244000.0,244000.0,0.0,1000
Pooled-Income-Quantile,15,0.961,0.19369180807797864,0.006122009474020767,244000.0,244000.0,0.0,1000
Pooled-Income-Quantile,20,0.961,0.19369180807797864,0.006122009474020767,244000.0,244000.0,0.0,1000
Pooling,0,0.941,0.2357426023750789,0.007451107300260817,201784.1437613188,205280.65721223867,36441.56488858926,1000
Repeated,0,1.0,0.0,0.0,,,,1000
S-HCP,0,1.0,0.0,0.0,,,,1000
S-HCP,5,0.953,0.21174474216810163,0.00669260786241059,210614.54226122022,255357.08403985767,158235.8070113519,1000
S-HCP,10,0.948,0.22213812222431648,0.007021111023192843,196700.01763811894,225399.80711734068,117223.34255774198,1000
S-HCP,15,0.951,0.21597603025716913,0.006826346021115546,199026.79324438947,218204.79698224703,85653.67975086233,1000
S-HCP,20,0.947,0.22414558046332572,0.007084560677981384,177514.23783725765,187098.25146622868,53594.05221703992,1000
Std-CP,0,1.0,0.0,0.0,,,,1000
Std-CP,5,0.952,0.21387319079712103,0.006759881655768837,104040.0,150450.7014354067,162111.44101640643,1000
Std-CP,10,0.946,0.2261307920985887,0.0071473071852271785,116016.0,177444.00883280757,196003.07760365872,1000
Std-CP,15,0.956,0.2051977244174655,0.006485676526007139,134269.74285714282,218630.91159513133,235896.82141660387,1000
Std-CP,20,0.959,0.19838941090279583,0.006270486424512857,153578.0,221178.37431734317,223986.98941478436,1000
Subsampling,0,1.0,0.0,0.0,,,,1000
