o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,,,238000.0,293695.8399576155,,,,
5,,,238000.0,,,454456.7647732962,20312.285809057394,
10,,,238000.0,,,355134.53335910075,11355.461927605258,
15,663935.3980206652,,238000.0,,,281148.7493649192,7977.741450626082,
20,344017.63023852714,,238000.0,,,308071.2188811747,6357.004901925051,
