method,o,coverage_mean,coverage_std,coverage_se,width_income_median,width_income_mean,width_income_std,n
Donor-HCP,0,1.0,0.0,0.0,,,,1000
Donor-HCP,5,1.0,0.0,0.0,,,,1000
Donor-HCP,10,1.0,0.0,0.0,,,,1000
Donor-HCP,15,0.9994444444444445,0.0053410175861615585,0.0007451489204046549,663935.3980206652,672786.2865631231,173711.31455267227,1000
Donor-HCP,20,0.957925925925926,0.044117981909201555,0.006348531039924383,344017.63023852714,392925.7896487826,159047.50856512281,1000
HCP,0,1.0,0.0,0.0,,,,1000
Pooled-Income-Quantile,0,1.0,0.0,0.0,238000.0,238000.0,0.0,1000
Pooled-Income-Quantile,5,1.0,0.0,0.0,238000.0,238000.0,0.0,1000
Pooled-Income-Quantile,10,1.0,0.0,0.0,238000.0,238000.0,0.0,1000
Pooled-Income-Quantile,15,1.0,0.0,0.0,238000.0,238000.0,0.0,1000
Pooled-Income-Quantile,20,1.0,0.0,0.0,238000.0,238000.0,0.0,1000
Pooling,0,0.9351111111111111,0.049222518493412935,0.0077896290661144015,293695.8399576155,296460.4051358173,54358.24423138896,1000
Repeated,0,1.0,0.0,0.0,,,,1000
S-HCP,0,1.0,0.0,0.0,,,,1000
S-HCP,5,0.9644074074074075,0.036221302636123706,0.005858818988937125,454456.7647732962,455642.9829661415,76198.53503552653,1000
S-HCP,10,0.9511851851851852,0.04261996222397246,0.006814097788365683,355134.53335910075,359370.7082034728,59549.2716596904,1000
S-HCP,15,0.9354074074074074,0.04809327571428512,0.007773055356470838,281148.7493649192,284488.4282141519,37408.60273271647,1000
S-HCP,20,0.9451851851851852,0.04346098603619862,0.007197926846782505,308071.2188811747,311941.52970184066,42374.697232598475,1000
Std-CP,0,1.0,0.0,0.0,,,,1000
Std-CP,5,0.1422962962962963,0.06859821657676167,0.011047536393090224,20312.285809057394,20878.140492997652,4441.340977951538,1000
Std-CP,10,0.09018518518518517,0.05150290932569319,0.009058245832295513,11355.461927605258,11527.013473617131,2128.359061765804,1000
Std-CP,15,0.06666666666666665,0.04693055321693688,0.007888106377466154,7977.741450626082,8048.4944794191715,1409.0845910143757,1000
Std-CP,20,0.053481481481481484,0.04197046691998654,0.007114858580465773,6357.004901925051,6401.011272099821,1078.4092884795455,1000
Subsampling,0,1.0,0.0,0.0,,,,1000
