dataset,alpha,method,o,nominal_coverage,coverage_mean,coverage_std,coverage_se,coverage_n,width_mean,width_std,width_se,width_median,width_q25,width_q75,width_min,width_max,width_n_total,width_n_finite,width_n_infinite,width_finite_rate,width_infinite_rate
poissonNmean21,0.05,D-HCP,0,0.95,1.0,0.0,0.0,1000.0,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
poissonNmean21,0.05,D-HCP,5,0.95,1.0,0.0,0.0,1000.0,21.627681256511423,,,21.627681256511423,21.627681256511423,21.627681256511423,21.627681256511423,21.627681256511423,1000.0,1.0,999.0,0.001,0.999
poissonNmean21,0.05,D-HCP,10,0.95,0.996,0.06315051850925683,0.0019959959919799443,1000.0,16.363038588463525,3.808959925223529,0.2800403031993675,15.978036394475923,13.723908787769716,19.088605780236975,8.064003864755175,27.81348490803589,1000.0,185.0,815.0,0.185,0.815
poissonNmean21,0.05,D-HCP,15,0.95,0.978,0.14675672910479282,0.004638534251247911,1000.0,13.253646652252867,2.801943308776086,0.08991863987922208,12.918134824867238,11.252960977604463,14.902078956164175,7.106917536601312,23.46848186966111,1000.0,971.0,29.0,0.971,0.029
poissonNmean21,0.05,D-HCP,20,0.95,0.979,0.14345584540052586,0.00453420334788814,1000.0,10.730768187758889,2.1699490220193716,0.07123206639220181,10.466335587867665,9.22665242294914,11.852112471830083,5.957253337846492,23.076051840693275,1000.0,928.0,72.0,0.928,0.072
poissonNmean21,0.05,D-HCP,25,0.95,0.993,0.08341437500789631,0.002636474919281427,1000.0,9.68385485998471,2.185535581730119,0.0996518448652541,9.56319064032882,8.135864548850847,10.961632511057733,4.724373814700769,17.152717973061606,1000.0,481.0,519.0,0.481,0.519
poissonNmean21,0.05,D-HCP,30,0.95,1.0,0.0,0.0,1000.0,10.07008048246324,2.8306817547973044,0.5447649577074619,9.817752831156994,7.878419401715297,11.614620853947386,6.324178143247437,16.60395891414438,1000.0,27.0,973.0,0.027,0.973
poissonNmean21,0.05,D-HCP,35,0.95,1.0,0.0,0.0,1000.0,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
poissonNmean21,0.05,D-HCP no within,0,0.95,1.0,0.0,0.0,1000.0,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
poissonNmean21,0.05,D-HCP no within,5,0.95,1.0,0.0,0.0,1000.0,36.281810713879715,7.181302807972086,2.270927344055458,36.99952477104214,31.63301605065963,43.183031260083894,24.003830822837912,44.07237440408595,1000.0,10.0,990.0,0.01,0.99
