tau_B,alpha,o,method,coverage_mean,coverage_std,width_mean,width_median,width_std,proportion_infinite,n_infinite,base_seed
5.0,0.1,25,Subsampling,0.8976,0.30320393553729613,29.98113485817552,27.54851269303948,10.340327969631554,0.0,0,12345
5.0,0.1,30,Donor-HCP-no-within,0.9128,0.282156131275723,14.757797978805371,13.23182603266606,7.5700552635011045,0.02,100,12345
5.0,0.1,30,Donor-HCP-within,0.9462,0.22564517089587746,6.021891388466244,5.831942001072532,1.67482994040357,0.14,700,12345
5.0,0.1,30,HCP,0.9392,0.2389869932791143,33.9300824788325,31.75319472781841,10.009759825684815,0.0,0,12345
5.0,0.1,30,Pooling,0.8696,0.33677666739954054,26.8467280195452,24.41283494318779,9.014965819837276,0.0,0,12345
5.0,0.1,30,Repeated,0.9044,0.29407131037746165,29.930436017907237,27.312150438654633,9.688834930510106,0.0,0,12345
5.0,0.1,30,S-HCP-within,0.9244,0.26438347097340426,15.950235971262076,14.324754911279499,7.512673236537435,0.0,0,12345
5.0,0.1,30,Std-CP,0.9382,0.240816026193637,6.476085390712842,6.137907828678034,2.133165961903475,0.0,0,12345
5.0,0.1,30,Subsampling,0.8976,0.30320393553729613,29.98113485817552,27.54851269303948,10.340327969631554,0.0,0,12345
5.0,0.1,35,Donor-HCP-no-within,0.9206,0.2703890938118816,14.739523384242275,13.266196831788825,7.522571886582479,0.0,0,12345
5.0,0.1,35,Donor-HCP-within,0.948,0.22204923141554556,6.206847203669387,5.992053999434253,1.6714460213756483,0.0,0,12345
5.0,0.1,35,HCP,0.9392,0.2389869932791143,33.9300824788325,31.75319472781841,10.009759825684815,0.0,0,12345
5.0,0.1,35,Pooling,0.8696,0.33677666739954054,26.8467280195452,24.41283494318779,9.014965819837276,0.0,0,12345
5.0,0.1,35,Repeated,0.9044,0.29407131037746165,29.930436017907237,27.312150438654633,9.688834930510106,0.0,0,12345
5.0,0.1,35,S-HCP-within,0.945,0.22800306375006416,15.921606011240526,14.52707576711078,7.720799574623923,0.0,0,12345
5.0,0.1,35,Std-CP,0.9464,0.22524916745126394,6.494990210190774,6.204116374456399,1.9929640167673546,0.0,0,12345
5.0,0.1,35,Subsampling,0.8976,0.30320393553729613,29.98113485817552,27.54851269303948,10.340327969631554,0.0,0,12345
