method,o,coverage_mean,coverage_std,coverage_se,width_income_median,width_income_mean,width_income_std,n
Donor-HCP,0,0.983,0.1293357171384909,0.004087909000944127,400440.9049746868,523195.39320326375,243026.2952313445,1000
Donor-HCP,5,0.97,0.17067257872642908,0.0053944415837044735,277373.62674579595,315772.77070050535,135506.48852784387,1000
Donor-HCP,10,0.963,0.18885620632287056,0.005969170796685251,227259.7199670188,247713.60129062308,95706.53632231844,1000
Donor-HCP,15,0.95,0.21805400144814485,0.006892024376045114,191862.92404003866,200556.68138043463,58330.14647948174,1000
Donor-HCP,20,0.938,0.2412762197445372,0.00762600813007697,167949.6573935118,174906.06233975262,50433.111950234124,1000
HCP,0,0.983,0.1293357171384909,0.004087909000944127,410721.85485442745,531276.8991476219,244186.2563720818,1000
Pooled-Income-Quantile,0,0.917,0.27602026589942125,0.008724161850859943,180000.0,180000.0,0.0,1000
Pooled-Income-Quantile,5,0.917,0.27602026589942125,0.008724161850859943,180000.0,180000.0,0.0,1000
Pooled-Income-Quantile,10,0.917,0.27602026589942125,0.008724161850859943,180000.0,180000.0,0.0,1000
Pooled-Income-Quantile,15,0.917,0.27602026589942125,0.008724161850859943,180000.0,180000.0,0.0,1000
Pooled-Income-Quantile,20,0.917,0.27602026589942125,0.008724161850859943,180000.0,180000.0,0.0,1000
Pooling,0,0.882,0.3227695465501357,0.01020176455325254,152014.49617458356,152895.04740666182,26953.95995438915,1000
Repeated,0,0.958,0.20068950215762726,0.006343185319695463,244345.04843008792,247916.7186049791,57538.19730605564,1000
S-HCP,0,0.911,0.28488622318420415,0.009004387819280108,182941.21693790553,252126.50460186077,213510.4022095084,1000
S-HCP,5,0.905,0.29336165574434064,0.009272270487857868,153835.9001857203,159458.2688634614,44106.76842000681,1000
S-HCP,10,0.903,0.296105857217784,0.009359006357514668,144356.1230613403,147727.94466175674,34501.85882330024,1000
S-HCP,15,0.907,0.290577761426155,0.009184280047995052,138901.56051990952,141581.5914649114,28312.8582581201,1000
S-HCP,20,0.9,0.3001501125938321,0.009486832980505136,130201.55967076674,133225.62746217585,24638.533314136686,1000
Std-CP,0,1.0,0.0,0.0,,,,1000
Std-CP,5,0.894,0.30799165387857325,0.009734680272099335,94490.0,140054.07024390245,152621.81822686386,1000
Std-CP,10,0.9,0.3001501125938321,0.009486832980505136,114857.6,172087.43499176274,183744.0192941089,1000
Std-CP,15,0.913,0.2819760814510878,0.008912407082264588,135318.2857142857,207667.8345898722,219133.5814752448,1000
Std-CP,20,0.9,0.3001501125938321,0.009486832980505136,144535.0,211222.60648,218711.24067129256,1000
Subsampling,0,0.897,0.304110972316823,0.009612023720320294,186317.32021127394,248822.74267893945,205398.91221087475,1000
