experiment,o_observed,coverage_donor_hcp_randomized,coverage_donor_hcp_derandomized,coverage_sample_hcp_randomized,coverage_sample_hcp_derandomized,coverage_stdcp,coverage_hcp,coverage_pool,coverage_sub,coverage_rep,width_donor_hcp_randomized,width_donor_hcp_derandomized,width_sample_hcp_randomized,width_sample_hcp_derandomized,width_stdcp,width_hcp,width_pool,width_sub,width_rep,infinite_donor_hcp_randomized,infinite_donor_hcp_derandomized,infinite_sample_hcp_randomized,infinite_sample_hcp_derandomized,infinite_stdcp,infinite_hcp,infinite_pool,infinite_sub,infinite_rep,test_sample_size_o
24,5,0.99,1.0,0.94,0.99,0.73,1.0,0.97,0.97,0.98,7.447229461344705,inf,5.5713982143392045,7.283582760808109,5.623508564735921,10.15597602091318,5.918481511419635,5.961506722061884,6.906506961099133,0,100,0,0,0,0,0,0,0,5
24,10,0.97,1.0,0.9,0.99,0.81,1.0,0.97,0.97,0.98,6.84462179805579,12.542196043711947,5.523632078228275,7.0791874716945955,14.828942389547063,10.15597602091318,5.918481511419635,5.961506722061884,6.906506961099133,0,0,0,0,0,0,0,0,0,10
24,15,0.97,0.99,0.94,0.98,0.88,1.0,0.97,0.97,0.98,5.928769315245745,7.9830925827355586,5.55579722699926,7.032485391554992,9.092735748814508,10.15597602091318,5.918481511419635,5.961506722061884,6.906506961099133,0,0,0,0,0,0,0,0,0,15
24,20,0.94,0.98,0.94,0.98,0.92,1.0,0.97,0.97,0.98,5.503659770952716,6.93035121438119,5.360724437342334,7.032485391554992,7.645114867120884,10.15597602091318,5.918481511419635,5.961506722061884,6.906506961099133,0,0,0,0,0,0,0,0,0,20
25,0,0.99,1.0,0.9,1.0,1.0,0.99,0.91,0.97,0.94,9.455450861825398,inf,6.141586132192494,inf,inf,9.455450861825398,5.491896782813882,7.571339694676851,6.455885643504608,0,100,0,100,100,0,0,0,0,0
25,5,0.99,1.0,0.87,0.99,0.75,0.99,0.91,0.97,0.94,8.634635151755475,inf,5.841416075714434,7.222567358543579,5.604187942197434,9.455450861825398,5.491896782813882,7.571339694676851,6.455885643504608,0,100,0,0,0,0,0,0,0,5
25,10,0.98,1.0,0.9,0.98,0.88,0.99,0.91,0.97,0.94,8.022857847476558,10.420036840908224,5.6704072240307255,6.841617739932637,15.298311854521899,9.455450861825398,5.491896782813882,7.571339694676851,6.455885643504608,0,0,0,0,0,0,0,0,0,10
25,15,0.96,0.98,0.9,0.97,0.92,0.99,0.91,0.97,0.94,6.943702947744789,7.934415470782028,5.6704072240307255,6.822508864004231,10.094003963212966,9.455450861825398,5.491896782813882,7.571339694676851,6.455885643504608,0,0,0,0,0,0,0,0,0,15
25,20,0.94,0.96,0.88,0.95,0.89,0.99,0.91,0.97,0.94,6.176326864330058,7.072543610153311,5.623722108465195,6.841617739932637,7.835709962074404,9.455450861825398,5.491896782813882,7.571339694676851,6.455885643504608,0,0,0,0,0,0,0,0,0,20
26,0,0.98,1.0,0.92,1.0,1.0,0.98,0.9,0.89,0.95,7.082355387329137,inf,6.053246875221326,inf,inf,7.082355387329137,5.2472196857685915,4.960960124139319,5.8195199871252115,0,100,0,100,100,0,0,0,0,0
26,5,0.97,1.0,0.92,0.94,0.71,0.98,0.9,0.89,0.95,6.786786903995086,inf,5.67500099084338,6.3313341122801035,4.99936624802461,7.082355387329137,5.2472196857685915,4.960960124139319,5.8195199871252115,0,100,0,0,0,0,0,0,0,5
26,10,0.95,1.0,0.92,0.94,0.88,0.98,0.9,0.89,0.95,6.060080189478654,11.824132474410703,5.63808444020988,6.295022095614556,16.728689761186182,7.082355387329137,5.2472196857685915,4.960960124139319,5.8195199871252115,0,0,0,0,0,0,0,0,0,10
26,15,0.95,0.97,0.94,0.94,0.88,0.98,0.9,0.89,0.95,5.951735807020832,6.664907268284381,5.527476285141688,6.3313341122801035,9.348543864827636,7.082355387329137,5.2472196857685915,4.960960124139319,5.8195199871252115,0,0,0,0,0,0,0,0,0,15
26,20,0.9,0.95,0.93,0.94,0.94,0.98,0.9,0.89,0.95,5.365251727712156,6.018656065073273,5.519724229148139,6.295022095614556,8.390167813696234,7.082355387329137,5.2472196857685915,4.960960124139319,5.8195199871252115,0,0,0,0,0,0,0,0,0,20
27,0,1.0,1.0,0.92,1.0,1.0,1.0,0.94,1.0,0.96,8.4084654266942,inf,6.257407356247079,inf,inf,8.4084654266942,5.501313092862233,11.81076140532656,6.286953642026859,0,100,0,100,100,0,0,0,0,0
27,5,0.97,1.0,0.89,0.98,0.73,1.0,0.94,1.0,0.96,7.37552342501246,inf,5.420364696532488,6.600286624516286,5.230828732746822,8.4084654266942,5.501313092862233,11.81076140532656,6.286953642026859,0,100,0,0,0,0,0,0,0,5
27,10,0.97,1.0,0.89,0.97,0.83,1.0,0.94,1.0,0.96,6.565798529223201,11.603155444232144,5.317415980201879,6.261612721901898,13.787706819507662,8.4084654266942,5.501313092862233,11.81076140532656,6.286953642026859,0,0,0,0,0,0,0,0,0,10
27,15,0.96,0.97,0.92,0.97,0.88,1.0,0.94,1.0,0.96,6.09309899186259,7.309778410253436,5.317415980201879,6.259504522989772,8.520342637676077,8.4084654266942,5.501313092862233,11.81076140532656,6.286953642026859,0,0,0,0,0,0,0,0,0,15
27,20,0.94,0.97,0.89,0.97,0.9,1.0,0.94,1.0,0.96,5.501313092862233,6.456222888651951,5.16753258724264,6.261612721901898,8.144458879427036,8.4084654266942,5.501313092862233,11.81076140532656,6.286953642026859,0,0,0,0,0,0,0,0,0,20
28,0,0.94,1.0,0.9,1.0,1.0,0.94,0.82,0.57,0.89,8.23865889052204,inf,7.053328353864174,inf,inf,8.23865889052204,5.146906345844187,3.059133710113535,6.202388441886782,0,100,0,100,100,0,0,0,0,0
28,5,0.93,1.0,0.88,0.92,0.76,0.94,0.82,0.57,0.89,7.326411083298943,inf,7.010839316539993,7.509874076229416,6.0841477623364675,8.23865889052204,5.146906345844187,3.059133710113535,6.202388441886782,0,100,0,0,0,0,0,0,0,5
28,10,0.92,0.97,0.88,0.93,0.87,0.94,0.82,0.57,0.89,6.642068208587254,8.6696539331627,6.813922400812906,7.390679550667542,14.204741470670774,8.23865889052204,5.146906345844187,3.059133710113535,6.202388441886782,0,0,0,0,0,0,0,0,0,10
28,15,0.88,0.93,0.89,0.92,0.86,0.94,0.82,0.57,0.89,6.154505074195605,7.43579019203073,6.813922400812906,7.3076974581413054,9.094485195567863,8.23865889052204,5.146906345844187,3.059133710113535,6.202388441886782,0,0,0,0,0,0,0,0,0,15
28,20,0.82,0.9,0.88,0.92,0.85,0.94,0.82,0.57,0.89,5.190505278806427,6.702830733304133,6.669049637460041,7.3076974581413054,7.695269186101417,8.23865889052204,5.146906345844187,3.059133710113535,6.202388441886782,0,0,0,0,0,0,0,0,0,20
29,0,0.98,1.0,0.89,1.0,1.0,0.98,0.92,0.98,0.96,9.012014861002932,inf,6.42731190164664,inf,inf,9.012014861002932,5.914409135052487,9.168078675388408,6.777300922393373,0,100,0,100,100,0,0,0,0,0
29,5,0.98,1.0,0.89,0.94,0.68,0.98,0.92,0.98,0.96,7.86589463850968,inf,6.252962830785592,6.98839039136341,5.412388563447941,9.012014861002932,5.914409135052487,9.168078675388408,6.777300922393373,0,100,0,0,0,0,0,0,0,5
29,10,0.96,1.0,0.89,0.92,0.82,0.98,0.92,0.98,0.96,7.1368845662783755,11.80349388821142,6.252962830785592,6.655611524020458,15.249745800976694,9.012014861002932,5.914409135052487,9.168078675388408,6.777300922393373,0,0,0,0,0,0,0,0,0,10
29,15,0.96,0.97,0.9,0.92,0.88,0.98,0.92,0.98,0.96,6.5774339445104175,8.47261517276155,6.252962830785592,6.8288517484068905,9.027281965815028,9.012014861002932,5.914409135052487,9.168078675388408,6.777300922393373,0,0,0,0,0,0,0,0,0,15
29,20,0.92,0.96,0.88,0.92,0.92,0.98,0.92,0.98,0.96,6.025898203243077,7.3500100120108876,6.192398750038585,6.655611524020458,7.750841084945346,9.012014861002932,5.914409135052487,9.168078675388408,6.777300922393373,0,0,0,0,0,0,0,0,0,20
30,0,0.98,1.0,0.88,1.0,1.0,0.98,0.88,0.98,0.92,7.225284205690526,inf,5.6917627439840714,inf,inf,7.225284205690526,5.067243369827125,7.225284205690526,5.328318989179294,0,100,0,100,100,0,0,0,0,0
30,5,0.97,1.0,0.9,0.96,0.7,0.98,0.88,0.98,0.92,6.750125985739743,inf,5.24667508208589,6.2768514083100015,6.154599843497241,7.225284205690526,5.067243369827125,7.225284205690526,5.328318989179294,0,100,0,0,0,0,0,0,0,5
30,10,0.92,0.99,0.89,0.95,0.84,0.98,0.88,0.98,0.92,5.610373248151653,8.612049474226836,5.600440700596053,6.1949107505943175,13.456161833629167,7.225284205690526,5.067243369827125,7.225284205690526,5.328318989179294,0,0,0,0,0,0,0,0,0,10
30,15,0.91,0.97,0.9,0.95,0.93,0.98,0.88,0.98,0.92,5.266653186252334,6.761625163239636,5.488632824772218,6.2768514083100015,9.236235232069884,7.225284205690526,5.067243369827125,7.225284205690526,5.328318989179294,0,0,0,0,0,0,0,0,0,15
30,20,0.88,0.93,0.89,0.95,0.93,0.98,0.88,0.98,0.92,4.713160851804048,5.841290086994,5.104351507361997,6.1949107505943175,8.21024079726491,7.225284205690526,5.067243369827125,7.225284205690526,5.328318989179294,0,0,0,0,0,0,0,0,0,20
31,0,0.98,1.0,0.93,1.0,1.0,0.98,0.95,0.95,0.98,7.863122665154833,inf,6.120003411115874,inf,inf,7.863122665154833,5.45715049854455,5.344445331884735,6.085740668321897,0,100,0,100,100,0,0,0,0,0
31,5,0.98,1.0,0.91,0.96,0.74,0.98,0.95,0.95,0.98,6.998186155796866,inf,5.422666709091274,6.131864087407067,5.685914427327873,7.863122665154833,5.45715049854455,5.344445331884735,6.085740668321897,0,100,0,0,0,0,0,0,0,5
31,10,0.98,1.0,0.9,0.95,0.84,0.98,0.95,0.95,0.98,6.801035363146404,11.163479096686736,5.402628415378572,6.131630410624204,20.02174628486851,7.863122665154833,5.45715049854455,5.344445331884735,6.085740668321897,0,0,0,0,0,0,0,0,0,10
31,15,0.98,0.98,0.9,0.95,0.88,0.98,0.95,0.95,0.98,5.865234981702574,7.38481785894551,5.3798546959255305,6.131864087407067,9.300756815386325,7.863122665154833,5.45715049854455,5.344445331884735,6.085740668321897,0,0,0,0,0,0,0,0,0,15
31,20,0.96,0.97,0.91,0.95,0.9,0.98,0.95,0.95,0.98,5.631152154373538,6.852578927760206,5.3570809764724885,6.131630410624204,7.746209510052754,7.863122665154833,5.45715049854455,5.344445331884735,6.085740668321897,0,0,0,0,0,0,0,0,0,20
32,0,0.98,1.0,0.83,1.0,1.0,0.98,0.91,0.98,0.91,8.867074068013665,inf,5.180748646183513,inf,inf,8.867074068013665,5.695450146096739,9.684885046908065,6.384430923460172,0,100,0,100,100,0,0,0,0,0
32,5,0.96,1.0,0.83,0.94,0.82,0.98,0.91,0.98,0.91,7.167361870823989,inf,5.084899308246669,6.061243183583109,6.036904971113209,8.867074068013665,5.695450146096739,9.684885046908065,6.384430923460172,0,100,0,0,0,0,0,0,0,5
32,10,0.95,0.98,0.86,0.92,0.87,0.98,0.91,0.98,0.91,6.929051974569781,9.037480583388664,4.85088700260609,5.970726697318057,14.754232701367311,8.867074068013665,5.695450146096739,9.684885046908065,6.384430923460172,0,0,0,0,0,0,0,0,0,10
32,15,0.93,0.96,0.86,0.9,0.94,0.98,0.91,0.98,0.91,6.621481129421028,7.121702701763098,4.828265229828283,6.061243183583109,9.12744449867543,8.867074068013665,5.695450146096739,9.684885046908065,6.384430923460172,0,0,0,0,0,0,0,0,0,15
32,20,0.89,0.93,0.82,0.9,0.95,0.98,0.91,0.98,0.91,5.429344317713841,6.657272111176468,4.697406403270286,5.970726697318057,8.032790695919875,8.867074068013665,5.695450146096739,9.684885046908065,6.384430923460172,0,0,0,0,0,0,0,0,0,20
33,0,0.97,1.0,0.96,1.0,1.0,0.97,0.94,0.96,0.96,7.34802932156402,inf,6.446255448053805,inf,inf,7.34802932156402,5.785711655451017,6.97259772835671,6.383442425719927,0,100,0,100,100,0,0,0,0,0
33,5,0.97,1.0,0.94,0.97,0.7,0.97,0.94,0.96,0.96,7.172140007931603,inf,6.176499784711951,7.567228909387737,5.6013703454928425,7.34802932156402,5.785711655451017,6.97259772835671,6.383442425719927,0,100,0,0,0,0,0,0,0,5
33,10,0.96,1.0,0.94,0.97,0.81,0.97,0.94,0.96,0.96,6.9336813154890535,11.276316026694772,6.208487172969704,7.529837344274249,16.833888464416873,7.34802932156402,5.785711655451017,6.97259772835671,6.383442425719927,0,0,0,0,0,0,0,0,0,10
33,15,0.96,0.98,0.95,0.97,0.89,0.97,0.94,0.96,0.96,6.138087621892101,7.443972895157046,6.18421553562608,6.835414926617339,9.72647861763182,7.34802932156402,5.785711655451017,6.97259772835671,6.383442425719927,0,0,0,0,0,0,0,0,0,15
33,20,0.93,0.97,0.95,0.97,0.88,0.97,0.94,0.96,0.96,5.6617950498898395,6.913346714395914,5.938745037630305,7.010068953938756,7.756887148286602,7.34802932156402,5.785711655451017,6.97259772835671,6.383442425719927,0,0,0,0,0,0,0,0,0,20
34,0,0.98,1.0,0.94,1.0,1.0,0.98,0.88,0.88,0.96,7.5412144204326665,inf,6.510208093586293,inf,inf,7.5412144204326665,5.138610056933906,5.113690735033529,6.047205911716226,0,100,0,100,100,0,0,0,0,0
34,5,0.98,1.0,0.95,0.97,0.71,0.98,0.88,0.88,0.96,7.048267325654152,inf,5.515369382335617,6.572037693049531,6.110820790384942,7.5412144204326665,5.138610056933906,5.113690735033529,6.047205911716226,0,100,0,0,0,0,0,0,0,5
34,10,0.97,1.0,0.93,0.97,0.8,0.98,0.88,0.88,0.96,6.56290567009313,10.552315161630808,5.303512668331187,6.510208093586293,20.139230603619954,7.5412144204326665,5.138610056933906,5.113690735033529,6.047205911716226,0,0,0,0,0,0,0,0,0,10
34,15,0.93,0.97,0.93,0.97,0.85,0.98,0.88,0.88,0.96,5.775291532865026,7.130257365195085,5.409235341770422,6.380603687224184,8.62184377376973,7.5412144204326665,5.138610056933906,5.113690735033529,6.047205911716226,0,0,0,0,0,0,0,0,0,15
34,20,0.89,0.96,0.9,0.97,0.92,0.98,0.88,0.88,0.96,5.138610056933906,6.53806436536437,5.303512668331187,6.510208093586293,8.11731188122717,7.5412144204326665,5.138610056933906,5.113690735033529,6.047205911716226,0,0,0,0,0,0,0,0,0,20
35,0,1.0,1.0,0.95,1.0,1.0,1.0,0.94,0.98,0.97,8.015482245412919,inf,5.816881757491732,inf,inf,8.015482245412919,5.094599875669665,7.095952670704321,6.099953349667395,0,100,0,100,100,0,0,0,0,0
35,5,0.99,1.0,0.95,0.99,0.72,1.0,0.94,0.98,0.97,7.611661948417961,inf,5.598512688665636,6.596966363499845,5.599623469223001,8.015482245412919,5.094599875669665,7.095952670704321,6.099953349667395,0,100,0,0,0,0,0,0,0,5
35,10,0.98,1.0,0.94,0.98,0.87,1.0,0.94,0.98,0.97,6.332418864554882,8.970635354918898,5.507485512279295,6.33200838131976,20.244653516866702,8.015482245412919,5.094599875669665,7.095952670704321,6.099953349667395,0,0,0,0,0,0,0,0,0,10
35,15,0.94,0.98,0.94,0.98,0.9,1.0,0.94,0.98,0.97,5.466919959500181,6.804481914489521,5.570100630841601,6.432269591612531,9.215767457614447,8.015482245412919,5.094599875669665,7.095952670704321,6.099953349667395,0,0,0,0,0,0,0,0,0,15
35,20,0.92,0.98,0.94,0.98,0.92,1.0,0.94,0.98,0.97,4.794063158727006,6.433425178044104,5.507485512279295,6.33200838131976,7.854511232570662,8.015482245412919,5.094599875669665,7.095952670704321,6.099953349667395,0,0,0,0,0,0,0,0,0,20
36,0,1.0,1.0,0.94,1.0,1.0,1.0,0.83,1.0,0.96,9.588170997369183,inf,6.799750648733706,inf,inf,9.588170997369183,5.357380491870231,9.588170997369183,6.966279734246541,0,100,0,100,100,0,0,0,0,0
36,5,0.99,1.0,0.9,0.96,0.74,1.0,0.83,1.0,0.96,8.4314054126882,inf,6.049537737473717,6.855405829355675,5.741501307401979,9.588170997369183,5.357380491870231,9.588170997369183,6.966279734246541,0,100,0,0,0,0,0,0,0,5
36,10,0.96,1.0,0.93,0.95,0.79,1.0,0.83,1.0,0.96,7.155699019065942,10.479581649986137,6.004187979756843,6.832784102431781,16.595417035275037,9.588170997369183,5.357380491870231,9.588170997369183,6.966279734246541,0,0,0,0,0,0,0,0,0,10
36,15,0.89,0.98,0.93,0.95,0.89,1.0,0.83,1.0,0.96,6.030480762850942,7.481761886084421,6.004187979756843,6.799750648733706,8.729693225938622,9.588170997369183,5.357380491870231,9.588170997369183,6.966279734246541,0,0,0,0,0,0,0,0,0,15
36,20,0.83,0.95,0.89,0.95,0.93,1.0,0.83,1.0,0.96,5.4290446717563725,6.708693809005226,5.777616396996194,6.832784102431781,8.289486667316911,9.588170997369183,5.357380491870231,9.588170997369183,6.966279734246541,0,0,0,0,0,0,0,0,0,20
37,0,0.99,1.0,0.93,1.0,1.0,0.99,0.94,0.78,0.96,7.397036128945999,inf,5.898977422692759,inf,inf,7.397036128945999,5.559957963547127,3.680107773065906,6.063519744243656,0,100,0,100,100,0,0,0,0,0
37,5,0.98,1.0,0.9,0.98,0.69,0.99,0.94,0.78,0.96,6.988480582022532,inf,5.79756173524143,6.847532359249918,5.855469589031468,7.397036128945999,5.559957963547127,3.680107773065906,6.063519744243656,0,100,0,0,0,0,0,0,0,5
37,10,0.96,1.0,0.91,0.98,0.81,0.99,0.94,0.78,0.96,6.5883082770129064,9.549700225472975,5.592745336740663,6.693023442143286,12.40490294896857,7.397036128945999,5.559957963547127,3.680107773065906,6.063519744243656,0,0,0,0,0,0,0,0,0,10
37,15,0.96,0.98,0.9,0.95,0.87,0.99,0.94,0.78,0.96,6.0942451723520605,7.003783072908767,5.611237134652647,6.6230273610268355,9.37307291803565,7.397036128945999,5.559957963547127,3.680107773065906,6.063519744243656,0,0,0,0,0,0,0,0,0,15
37,20,0.93,0.97,0.93,0.96,0.96,0.99,0.94,0.78,0.96,5.559957963547127,6.519358136057377,5.592745336740663,6.693023442143286,8.349875346596033,7.397036128945999,5.559957963547127,3.680107773065906,6.063519744243656,0,0,0,0,0,0,0,0,0,20
38,0,1.0,1.0,0.94,1.0,1.0,1.0,0.92,0.99,0.96,8.409278645626648,inf,6.498543390003157,inf,inf,8.409278645626648,5.307770026646601,7.759055139151158,5.963231086101786,0,100,0,100,100,0,0,0,0,0
38,5,0.99,1.0,0.91,0.96,0.71,1.0,0.92,0.99,0.96,7.759055139151158,inf,5.958943252413909,7.016023014257824,5.433103564570899,8.409278645626648,5.307770026646601,7.759055139151158,5.963231086101786,0,100,0,0,0,0,0,0,0,5
38,10,0.98,1.0,0.92,0.96,0.89,1.0,0.92,0.99,0.96,6.24531248889577,9.292713693526188,5.9988445484813155,6.968264264194502,17.247145332363843,8.409278645626648,5.307770026646601,7.759055139151158,5.963231086101786,0,0,0,0,0,0,0,0,0,10
38,15,0.95,0.99,0.92,0.96,0.9,1.0,0.92,0.99,0.96,5.688669687287877,7.304485929294891,5.917196391432796,6.888149639855442,9.435473884790245,8.409278645626648,5.307770026646601,7.759055139151158,5.963231086101786,0,0,0,0,0,0,0,0,0,15
38,20,0.95,0.98,0.9,0.96,0.95,1.0,0.92,0.99,0.96,5.573678712543838,6.451345448244595,5.917196391432796,6.888149639855442,7.7451166228033435,8.409278645626648,5.307770026646601,7.759055139151158,5.963231086101786,0,0,0,0,0,0,0,0,0,20
39,0,1.0,1.0,0.91,1.0,1.0,1.0,0.95,0.99,0.99,7.990753858141275,inf,6.198664103905919,inf,inf,7.990753858141275,5.438642803603585,6.0088820179351785,6.551303844779859,0,100,0,100,100,0,0,0,0,0
39,5,1.0,1.0,0.96,0.98,0.77,1.0,0.95,0.99,0.99,7.390876666657469,inf,5.932032344593022,6.762360578541426,5.636002943774262,7.990753858141275,5.438642803603585,6.0088820179351785,6.551303844779859,0,100,0,0,0,0,0,0,0,5
39,10,1.0,1.0,0.96,0.98,0.88,1.0,0.95,0.99,0.99,6.903091128851642,9.580220404199082,5.934264523432727,6.755765113955583,15.435296190686724,7.990753858141275,5.438642803603585,6.0088820179351785,6.551303844779859,0,0,0,0,0,0,0,0,0,10
39,15,0.99,1.0,0.94,0.98,0.91,1.0,0.95,0.99,0.99,6.55138828714265,7.051607314768674,5.871854976799128,6.750486991020551,9.001569251921811,7.990753858141275,5.438642803603585,6.0088820179351785,6.551303844779859,0,0,0,0,0,0,0,0,0,15
39,20,0.99,0.99,0.95,0.98,0.97,1.0,0.95,0.99,0.99,6.0625256623564,6.80881720447055,5.871854976799128,6.755765113955583,7.719504423634586,7.990753858141275,5.438642803603585,6.0088820179351785,6.551303844779859,0,0,0,0,0,0,0,0,0,20
40,0,0.98,1.0,0.94,1.0,1.0,0.98,0.9,0.88,0.95,7.026189567180559,inf,6.048471444896602,inf,inf,7.026189567180559,5.101170475640956,4.812297712614061,5.658471845710245,0,100,0,100,100,0,0,0,0,0
40,5,0.98,1.0,0.95,0.97,0.73,0.98,0.9,0.88,0.95,6.542064646894211,inf,5.9404524358503465,7.141077568674312,5.703315354861974,7.026189567180559,5.101170475640956,4.812297712614061,5.658471845710245,0,100,0,0,0,0,0,0,0,5
40,10,0.97,0.99,0.94,0.97,0.81,0.98,0.9,0.88,0.95,5.952719419358587,7.932509417284116,5.926990894089833,6.929049597763047,18.8922441489808,7.026189567180559,5.101170475640956,4.812297712614061,5.658471845710245,0,0,0,0,0,0,0,0,0,10
40,15,0.9,0.99,0.93,0.97,0.83,0.98,0.9,0.88,0.95,5.12555391398687,6.7759503311349185,5.926990894089833,7.141077568674312,8.74756577861379,7.026189567180559,5.101170475640956,4.812297712614061,5.658471845710245,0,0,0,0,0,0,0,0,0,15
40,20,0.87,0.97,0.94,0.97,0.94,0.98,0.9,0.88,0.95,4.788430329792462,6.260537222002519,5.794829853015436,6.929049597763047,8.134245253981117,7.026189567180559,5.101170475640956,4.812297712614061,5.658471845710245,0,0,0,0,0,0,0,0,0,20
41,0,0.97,1.0,0.88,1.0,1.0,0.97,0.9,0.93,0.93,8.345255328952463,inf,5.773521320499022,inf,inf,8.345255328952463,5.5998266433634,6.213719292444203,6.274418424535668,0,100,0,100,100,0,0,0,0,0
41,5,0.95,1.0,0.88,0.94,0.66,0.97,0.9,0.93,0.93,7.271924028247838,inf,5.700428896365175,6.299742851510821,5.233363660240077,8.345255328952463,5.5998266433634,6.213719292444203,6.274418424535668,0,100,0,0,0,0,0,0,0,5
41,10,0.94,0.98,0.87,0.94,0.84,0.97,0.9,0.93,0.93,6.942009143444174,8.89212356986684,5.630299938219402,6.257910750095512,16.763904978203474,8.345255328952463,5.5998266433634,6.213719292444203,6.274418424535668,0,0,0,0,0,0,0,0,0,10
41,15,0.93,0.96,0.9,0.93,0.87,0.97,0.9,0.93,0.93,6.23350458848914,6.900923548894426,5.556981787388779,6.299742851510821,9.403929722833468,8.345255328952463,5.5998266433634,6.213719292444203,6.274418424535668,0,0,0,0,0,0,0,0,0,15
41,20,0.92,0.94,0.86,0.93,0.91,0.97,0.9,0.93,0.93,5.8855312652459055,6.292004238670742,5.0741276118443395,6.257910750095512,7.656386837435331,8.345255328952463,5.5998266433634,6.213719292444203,6.274418424535668,0,0,0,0,0,0,0,0,0,20
42,0,1.0,1.0,0.92,1.0,1.0,1.0,0.92,0.94,0.97,7.797497770795637,inf,6.299076993508734,inf,inf,7.797497770795637,5.587772507632138,5.968883717524591,6.3173524533754986,0,100,0,100,100,0,0,0,0,0
42,5,1.0,1.0,0.93,1.0,0.8,1.0,0.92,0.94,0.97,7.570679455583075,inf,5.994576973479248,7.0684923291972055,5.686916564338716,7.797497770795637,5.587772507632138,5.968883717524591,6.3173524533754986,0,100,0,0,0,0,0,0,0,5
42,10,0.99,1.0,0.95,0.99,0.84,1.0,0.92,0.94,0.97,6.846234649725815,9.465768518065921,5.895691110178589,6.786897414770671,16.696105664097818,7.797497770795637,5.587772507632138,5.968883717524591,6.3173524533754986,0,0,0,0,0,0,0,0,0,10
42,15,0.95,1.0,0.92,0.99,0.87,1.0,0.92,0.94,0.97,5.968883717524591,7.440480149408728,5.7647875443160785,6.594455746156072,9.692083200135976,7.797497770795637,5.587772507632138,5.968883717524591,6.3173524533754986,0,0,0,0,0,0,0,0,0,15
42,20,0.92,1.0,0.93,0.99,0.91,1.0,0.92,0.94,0.97,5.587772507632138,6.967118238402584,5.314602331111516,6.786897414770671,8.080436233715176,7.797497770795637,5.587772507632138,5.968883717524591,6.3173524533754986,0,0,0,0,0,0,0,0,0,20
43,0,0.95,1.0,0.84,1.0,1.0,0.95,0.82,0.93,0.82,7.6110605048564395,inf,7.710263588468891,inf,inf,7.6110605048564395,5.168404745839041,6.60575727384645,5.192727644184288,0,100,0,100,100,0,0,0,0,0
43,5,0.94,1.0,0.86,0.91,0.78,0.95,0.82,0.93,0.82,7.181963470095013,inf,6.918103262788009,8.262077695909568,6.300179023371208,7.6110605048564395,5.168404745839041,6.60575727384645,5.192727644184288,0,100,0,0,0,0,0,0,0,5
43,10,0.93,0.96,0.85,0.9,0.86,0.95,0.82,0.93,0.82,6.400761552142825,8.366165708087557,6.971884338523189,8.177771973894728,17.79111553190303,7.6110605048564395,5.168404745839041,6.60575727384645,5.192727644184288,0,0,0,0,0,0,0,0,0,10
43,15,0.85,0.93,0.87,0.9,0.89,0.95,0.82,0.93,0.82,5.605287654342209,7.639368383195745,7.02566541425837,8.135365114140328,9.205772232749812,7.6110605048564395,5.168404745839041,6.60575727384645,5.192727644184288,0,0,0,0,0,0,0,0,0,15
43,20,0.83,0.91,0.86,0.9,0.84,0.95,0.82,0.93,0.82,5.281152315649784,6.576491414874532,6.883057782481202,8.16541003196037,7.815443823320571,7.6110605048564395,5.168404745839041,6.60575727384645,5.192727644184288,0,0,0,0,0,0,0,0,0,20
44,0,0.99,1.0,0.91,1.0,1.0,0.99,0.94,0.96,0.97,8.678295320291205,inf,6.164162326515786,inf,inf,8.678295320291205,5.595560134578037,6.00382942771423,6.533414782914626,0,100,0,100,100,0,0,0,0,0
44,5,0.97,1.0,0.9,0.97,0.7,0.99,0.94,0.96,0.97,7.8381745643326255,inf,5.6466626481549795,7.202654817467575,6.074069765149294,8.678295320291205,5.595560134578037,6.00382942771423,6.533414782914626,0,100,0,0,0,0,0,0,0,5
44,10,0.97,1.0,0.86,0.97,0.85,0.99,0.94,0.96,0.97,7.418426027596119,9.449476762850182,5.6466626481549795,7.025127351912452,13.998655085512702,8.678295320291205,5.595560134578037,6.00382942771423,6.533414782914626,0,0,0,0,0,0,0,0,0,10
44,15,0.97,0.97,0.92,0.97,0.91,0.99,0.94,0.96,0.97,7.276492493177805,7.621079221571172,5.431364950311558,6.950131592457385,10.049819315543395,8.678295320291205,5.595560134578037,6.00382942771423,6.533414782914626,0,0,0,0,0,0,0,0,0,15
44,20,0.93,0.97,0.86,0.97,0.94,0.99,0.94,0.96,0.97,5.595560134578037,7.244871468987128,5.328691187458006,7.025127351912452,7.978863473790618,8.678295320291205,5.595560134578037,6.00382942771423,6.533414782914626,0,0,0,0,0,0,0,0,0,20
45,0,0.98,1.0,0.9,1.0,1.0,0.98,0.86,0.76,0.96,8.722951779861326,inf,6.628106950035381,inf,inf,8.722951779861326,5.358231992656194,4.257594877217159,6.772528549891447,0,100,0,100,100,0,0,0,0,0
45,5,0.97,1.0,0.92,0.99,0.74,0.98,0.86,0.76,0.96,8.066279331977476,inf,5.917225098613272,7.531297056953875,6.4693677714404,8.722951779861326,5.358231992656194,4.257594877217159,6.772528549891447,0,100,0,0,0,0,0,0,0,5
