puma,n_obs,eligible_min_size,target_eligible,baplus_share,baplus_stratum,income_min,income_median,income_mean,income_max,income_range,income_iqr,dhcp_width_o20_ols_trim2_corr,width_over_puma_range_ols_trim2_corr,width_over_puma_iqr_ols_trim2_corr,width_over_puma_median_ols_trim2_corr,dhcp_width_o20_rf_trim2_corr,width_over_puma_range_rf_trim2_corr,width_over_puma_iqr_rf_trim2_corr,width_over_puma_median_rf_trim2_corr
3750,12,False,False,0.08333333333333333,"(-0.001, 0.2]",16800.0,28000.0,34683.333333333336,79600.0,62800.0,13800.0,120067.0,1.9118949044585987,8.700507246376812,4.288107142857143,111566.0,1.7765286624203822,8.084492753623188,3.9845
3751,15,False,False,0.0,"(-0.001, 0.2]",11000.0,25000.0,27533.333333333332,43000.0,32000.0,16400.0,120067.0,3.75209375,7.321158536585366,4.80268,111566.0,3.4864375,6.80280487804878,4.46264
3752,8,False,False,0.375,"(0.2, 0.429]",12000.0,21500.0,25350.0,50000.0,38000.0,6150.0,120067.0,3.159657894736842,19.52308943089431,5.584511627906977,111566.0,2.9359473684210524,18.14081300813008,5.189116279069768
3753,8,False,False,0.625,"(0.612, 0.8]",15600.0,48000.0,51450.0,100000.0,84400.0,22500.0,120067.0,1.4225947867298578,5.336311111111111,2.5013958333333335,111566.0,1.321872037914692,4.958488888888889,2.324291666666667
3754,4,False,False,0.75,"(0.612, 0.8]",20000.0,38550.0,36782.5,50030.0,30030.0,14932.5,120067.0,3.998235098235098,8.04064958982086,3.114578469520104,111566.0,3.7151515151515153,7.471354428260506,2.894059662775616
3755,8,False,False,0.625,"(0.612, 0.8]",26400.0,51000.0,80800.0,160000.0,133600.0,70500.0,120067.0,0.8987050898203592,1.703078014184397,2.3542549019607844,111566.0,0.8350748502994012,1.5824964539007091,2.1875686274509802
3756,6,False,False,0.3333333333333333,"(0.2, 0.429]",21600.0,25900.0,34566.666666666664,60000.0,38400.0,24050.0,120067.0,3.126744791666667,4.9923908523908525,4.635791505791506,111566.0,2.9053645833333333,4.638918918918919,4.307567567567568
3757,5,False,False,0.0,"(-0.001, 0.2]",12000.0,32000.0,29500.0,38000.0,26000.0,7500.0,120067.0,4.617961538461539,16.008933333333335,3.75209375,111566.0,4.291,14.875466666666666,3.4864375
3758,31,True,True,0.0967741935483871,"(-0.001, 0.2]",10000.0,25700.0,37175.16129032258,156000.0,146000.0,16850.0,120067.0,0.8223767123287671,7.125637982195846,4.671867704280156,111566.0,0.7641506849315068,6.621127596439169,4.341089494163424
3759,8,False,False,0.25,"(0.2, 0.429]",10000.0,25150.0,30725.0,60000.0,50000.0,19125.0,120067.0,2.40134,6.278013071895425,4.77403578528827,111566.0,2.23132,5.833516339869281,4.436023856858847
3760,7,False,False,1.0,"(0.8, 1.0]",52000.0,115000.0,116474.28571428571,208000.0,156000.0,82140.0,120067.0,0.7696602564102564,1.461736060384709,1.0440608695652174,111566.0,0.7151666666666666,1.3582420258095933,0.9701391304347826
3761,26,True,True,0.7307692307692307,"(0.612, 0.8]",10000.0,67500.0,71730.76923076923,150000.0,140000.0,55750.0,120067.0,0.8576214285714285,2.1536681614349775,1.7787703703703703,111566.0,0.7969,2.001183856502242,1.6528296296296296
3762,5,False,False,0.2,"(-0.001, 0.2]",10000.0,50000.0,37900.0,58000.0,48000.0,42500.0,120067.0,2.5013958333333335,2.825105882352941,2.40134,111566.0,2.324291666666667,2.6250823529411766,2.23132
3763,4,False,False,0.5,"(0.429, 0.612]",15000.0,50000.0,45750.0,68000.0,53000.0,28250.0,120067.0,2.2654150943396227,4.2501592920353986,2.40134,111566.0,2.105018867924528,3.9492389380530972,2.23132
3764,9,False,False,0.5555555555555556,"(0.429, 0.612]",20000.0,31600.0,42844.444444444445,132000.0,112000.0,12000.0,120067.0,1.0720267857142858,10.005583333333334,3.7995886075949366,111566.0,0.996125,9.297166666666667,3.5305696202531647
3765,4,False,False,0.5,"(0.429, 0.612]",30000.0,40000.0,63750.0,145000.0,115000.0,28750.0,120067.0,1.0440608695652174,4.1762434782608695,3.001675,111566.0,0.9701391304347826,3.8805565217391305,2.78915
3766,7,False,False,0.2857142857142857,"(0.2, 0.429]",12000.0,31800.0,34542.857142857145,62000.0,50000.0,5600.0,120067.0,2.40134,21.440535714285716,3.775691823899371,111566.0,2.23132,19.9225,3.508364779874214
3767,19,False,False,0.47368421052631576,"(0.429, 0.612]",11000.0,29200.0,37977.36842105263,150000.0,139000.0,29800.0,120067.0,0.8637913669064748,4.029093959731544,4.111883561643836,111566.0,0.8026330935251799,3.743825503355705,3.8207534246575343
3768,6,False,False,0.6666666666666666,"(0.612, 0.8]",26000.0,96500.0,103500.0,215000.0,189000.0,99500.0,120067.0,0.6352751322751323,1.2067035175879397,1.244217616580311,111566.0,0.5902962962962963,1.1212663316582914,1.1561243523316063
3769,4,False,False,0.75,"(0.612, 0.8]",16000.0,38500.0,40750.0,70000.0,54000.0,45750.0,120067.0,2.2234629629629628,2.624415300546448,3.1186233766233764,111566.0,2.066037037037037,2.438601092896175,2.897818181818182
3900,2,False,False,0.5,"(0.429, 0.612]",36000.0,63000.0,63000.0,90000.0,54000.0,27000.0,120067.0,2.2234629629629628,4.4469259259259255,1.9058253968253969,111566.0,2.066037037037037,4.132074074074074,1.770888888888889
4101,4,False,False,0.75,"(0.612, 0.8]",30000.0,90050.0,95025.0,170000.0,140000.0,95075.0,120067.0,0.8576214285714285,1.262866158296082,1.3333370349805664,111566.0,0.7969,1.1734525374704181,1.2389339255968905
4102,10,False,False,0.5,"(0.429, 0.612]",10000.0,36850.0,38340.0,70000.0,60000.0,29575.0,120067.0,2.001116666666667,4.059746407438715,3.2582632293080054,111566.0,1.8594333333333333,3.772307692307692,3.027571234735414
4701,3,False,False,0.0,"(-0.001, 0.2]",15000.0,23400.0,42800.0,90000.0,75000.0,37500.0,120067.0,1.6008933333333333,3.2017866666666666,5.131068376068376,111566.0,1.4875466666666666,2.975093333333333,4.767777777777778
4702,6,False,False,0.3333333333333333,"(0.2, 0.429]",20000.0,24500.0,37166.666666666664,99000.0,79000.0,12000.0,120067.0,1.5198354430379746,10.005583333333334,4.900693877551021,111566.0,1.4122278481012658,9.297166666666667,4.553714285714285
5301,13,False,False,0.46153846153846156,"(0.429, 0.612]",12000.0,56000.0,58769.230769230766,130000.0,118000.0,74000.0,120067.0,1.0175169491525424,1.6225270270270271,2.1440535714285716,111566.0,0.9454745762711865,1.5076486486486487,1.99225
5302,18,False,False,0.1111111111111111,"(-0.001, 0.2]",12000.0,21500.0,33261.11111111111,155000.0,143000.0,12000.0,120067.0,0.8396293706293706,10.005583333333334,5.584511627906977,111566.0,0.7801818181818182,9.297166666666667,5.189116279069768
5303,9,False,False,0.1111111111111111,"(-0.001, 0.2]",16000.0,28000.0,41888.88888888889,100000.0,84000.0,20000.0,120067.0,1.4293690476190477,6.00335,4.288107142857143,111566.0,1.3281666666666667,5.5783,3.9845
