state_fips,age,cow,english,marital,educ,sex,hours,yoep,nativity,income,state_abb,entry_recency,age_sq,educ_level,married,female,y
53,28,1.0,1.0,1,24.0,2,40.0,2017.0,2,140000.0,WA,1.0,784,BAplus,1,1,11.849404844423074
53,38,1.0,2.0,1,22.0,1,40.0,2018.0,2,150000.0,WA,0.0,1444,BAplus,1,0,11.918397239722838
53,35,1.0,3.0,1,21.0,1,40.0,2017.0,2,150000.0,WA,1.0,1225,BAplus,1,0,11.918397239722838
53,34,1.0,1.0,1,22.0,1,40.0,2018.0,2,120000.0,WA,0.0,1156,BAplus,1,0,11.695255355062795
53,39,1.0,2.0,1,24.0,1,50.0,2017.0,2,178600.0,WA,1.0,1521,BAplus,1,0,12.092909546513004
53,36,1.0,1.0,1,21.0,1,40.0,2017.0,2,135500.0,WA,1.0,1296,BAplus,1,0,11.816734299348461
54,29,1.0,1.0,1,22.0,2,40.0,2017.0,2,60000.0,WV,1.0,841,BAplus,1,1,11.002116507732017
55,34,1.0,1.0,1,22.0,1,40.0,2017.0,2,87000.0,WI,1.0,1156,BAplus,1,0,11.373674891823535
55,28,1.0,1.0,1,22.0,2,40.0,2017.0,2,79000.0,WI,1.0,784,BAplus,1,1,11.277215789596893
55,34,1.0,4.0,5,9.0,1,40.0,2017.0,2,55000.0,WI,1.0,1156,<HS,0,0,10.915106645867503
55,39,1.0,1.0,1,22.0,1,40.0,2017.0,2,108000.0,WI,1.0,1521,BAplus,1,0,11.58989576532275
55,35,1.0,1.0,1,21.0,1,40.0,2017.0,2,100000.0,WI,1.0,1225,BAplus,1,0,11.51293546492023
55,26,3.0,1.0,5,22.0,2,42.0,2017.0,2,48000.0,WI,1.0,676,BAplus,0,1,10.778977123006351
56,40,4.0,2.0,1,24.0,1,40.0,2018.0,2,30000.0,WY,0.0,1600,BAplus,1,0,10.308985993422082
