state_fips,age,cow,english,marital,educ,sex,hours,yoep,nativity,income,state_abb,entry_recency,age_sq,educ_level,married,female,y
42,34,1.0,3.0,1,16.0,1,50.0,2017.0,2,70000.0,PA,1.0,1156,HS,1,0,11.156264806643742
42,30,2.0,2.0,1,24.0,2,40.0,2017.0,2,60000.0,PA,1.0,900,BAplus,1,1,11.002116507732017
42,43,1.0,2.0,5,21.0,1,40.0,2017.0,2,73000.0,PA,1.0,1849,BAplus,0,0,11.19822841866684
42,53,2.0,2.0,1,22.0,2,35.0,2017.0,2,70000.0,PA,1.0,2809,BAplus,1,1,11.156264806643742
42,34,1.0,2.0,1,21.0,1,90.0,2017.0,2,83000.0,PA,1.0,1156,BAplus,1,0,11.326607934898927
42,48,1.0,1.0,1,22.0,1,40.0,2017.0,2,69000.0,PA,1.0,2304,BAplus,1,0,11.141876276228
42,33,1.0,1.0,1,22.0,1,40.0,2017.0,2,80000.0,PA,1.0,1089,BAplus,1,0,11.289794413577894
44,40,1.0,1.0,1,22.0,1,40.0,2017.0,2,80000.0,RI,1.0,1600,BAplus,1,0,11.289794413577894
44,38,1.0,1.0,5,21.0,2,40.0,2018.0,2,125000.0,RI,0.0,1444,BAplus,0,1,11.736077016252437
44,29,2.0,1.0,3,22.0,2,20.0,2017.0,2,30000.0,RI,1.0,841,BAplus,0,1,10.308985993422082
44,28,1.0,1.0,1,21.0,1,40.0,2017.0,2,65000.0,RI,1.0,784,BAplus,1,0,11.082157933374816
45,25,1.0,1.0,5,21.0,1,40.0,2017.0,2,57000.0,SC,1.0,625,BAplus,0,0,10.950824090522445
45,37,1.0,1.0,1,20.0,1,50.0,2017.0,2,60000.0,SC,1.0,1369,SomeCollege,1,0,11.002116507732017
45,34,1.0,1.0,1,21.0,1,40.0,2018.0,2,140000.0,SC,0.0,1156,BAplus,1,0,11.849404844423074
45,42,1.0,1.0,1,22.0,1,50.0,2017.0,2,84000.0,SC,1.0,1764,BAplus,1,0,11.338583982516495
45,46,1.0,1.0,1,22.0,1,40.0,2017.0,2,130000.0,SC,1.0,2116,BAplus,1,0,11.775297421715827
45,30,1.0,1.0,1,21.0,2,40.0,2018.0,2,60000.0,SC,0.0,900,BAplus,1,1,11.002116507732017
45,37,1.0,1.0,1,21.0,1,40.0,2017.0,2,79000.0,SC,1.0,1369,BAplus,1,0,11.277215789596893
45,36,4.0,1.0,5,21.0,1,40.0,2018.0,2,127000.0,SC,0.0,1296,BAplus,0,0,11.751950239425476
46,27,1.0,1.0,5,23.0,2,72.0,2017.0,2,55000.0,SD,1.0,729,BAplus,0,1,10.915106645867503
47,41,2.0,1.0,5,24.0,2,40.0,2017.0,2,60000.0,TN,1.0,1681,BAplus,0,1,11.002116507732017
47,41,2.0,1.0,5,24.0,2,40.0,2017.0,2,60000.0,TN,1.0,1681,BAplus,0,1,11.002116507732017
47,41,2.0,1.0,5,24.0,2,40.0,2017.0,2,60000.0,TN,1.0,1681,BAplus,0,1,11.002116507732017
47,41,2.0,1.0,5,24.0,2,40.0,2017.0,2,60000.0,TN,1.0,1681,BAplus,0,1,11.002116507732017
47,41,2.0,1.0,5,24.0,2,40.0,2017.0,2,60000.0,TN,1.0,1681,BAplus,0,1,11.002116507732017
47,41,2.0,1.0,5,24.0,2,40.0,2017.0,2,60000.0,TN,1.0,1681,BAplus,0,1,11.002116507732017
47,31,2.0,1.0,1,21.0,1,40.0,2017.0,2,67000.0,TN,1.0,961,BAplus,1,0,11.112462823634855
47,35,1.0,2.0,5,16.0,1,40.0,2018.0,2,60000.0,TN,0.0,1225,HS,0,0,11.002116507732017
47,29,1.0,1.0,1,21.0,1,40.0,2017.0,2,65000.0,TN,1.0,841,BAplus,1,0,11.082157933374816
47,50,1.0,3.0,1,1.0,1,40.0,2018.0,2,200000.0,TN,0.0,2500,<HS,1,0,12.206077645517674
47,38,1.0,2.0,1,21.0,1,40.0,2018.0,2,90000.0,TN,0.0,1444,BAplus,1,0,11.407576060361786
47,32,1.0,1.0,1,21.0,1,45.0,2017.0,2,95000.0,TN,1.0,1024,BAplus,1,0,11.461642696843066
47,34,1.0,1.0,3,23.0,2,40.0,2017.0,2,73000.0,TN,1.0,1156,BAplus,0,1,11.19822841866684
47,35,1.0,1.0,1,23.0,2,40.0,2017.0,2,72000.0,TN,1.0,1225,BAplus,1,1,11.184435286790631
47,30,1.0,1.0,1,22.0,1,50.0,2017.0,2,70000.0,TN,1.0,900,BAplus,1,0,11.156264806643742
47,46,1.0,2.0,1,22.0,1,40.0,2018.0,2,100000.0,TN,0.0,2116,BAplus,1,0,11.51293546492023
47,51,1.0,1.0,1,21.0,1,55.0,2018.0,2,90000.0,TN,0.0,2601,BAplus,1,0,11.407576060361786
47,32,2.0,2.0,1,21.0,1,40.0,2017.0,2,99000.0,TN,1.0,1024,BAplus,1,0,11.502885230075814
47,45,1.0,1.0,1,16.0,1,40.0,2017.0,2,68600.0,TN,1.0,2025,HS,1,0,11.136062390867204
47,48,1.0,2.0,1,21.0,1,50.0,2018.0,2,180000.0,TN,0.0,2304,BAplus,1,0,12.100717685412471
48,39,1.0,1.0,1,22.0,1,40.0,2018.0,2,123200.0,TX,0.0,1521,BAplus,1,0,11.72157244693173
48,36,1.0,4.0,3,1.0,2,40.0,2017.0,2,131900.0,TX,1.0,1296,<HS,0,1,11.789806920177805
48,35,4.0,1.0,1,21.0,2,40.0,2018.0,2,59000.0,TX,0.0,1225,BAplus,1,1,10.985309671896763
48,41,1.0,2.0,1,10.0,1,45.0,2017.0,2,92000.0,TX,1.0,1681,<HS,1,0,11.429554725537322
48,30,1.0,1.0,5,22.0,1,40.0,2018.0,2,110000.0,TX,0.0,900,BAplus,0,0,11.608244735642321
48,29,1.0,1.0,5,23.0,1,60.0,2018.0,2,60000.0,TX,0.0,841,BAplus,0,0,11.002116507732017
48,39,1.0,1.0,1,21.0,2,40.0,2017.0,2,93000.0,TX,1.0,1521,BAplus,1,1,11.440365524765756
48,39,1.0,1.0,1,24.0,1,40.0,2017.0,2,101100.0,TX,1.0,1521,BAplus,1,0,11.52387529615648
48,38,1.0,1.0,1,22.0,1,40.0,2017.0,2,70000.0,TX,1.0,1444,BAplus,1,0,11.156264806643742
48,32,1.0,1.0,1,21.0,1,40.0,2017.0,2,76000.0,TX,1.0,1024,BAplus,1,0,11.23850177707664
48,27,1.0,1.0,5,22.0,1,40.0,2018.0,2,70000.0,TX,0.0,729,BAplus,0,0,11.156264806643742
48,46,1.0,1.0,1,22.0,1,70.0,2017.0,2,200000.0,TX,1.0,2116,BAplus,1,0,12.206077645517674
48,46,2.0,2.0,1,24.0,1,80.0,2018.0,2,140000.0,TX,0.0,2116,BAplus,1,0,11.849404844423074
48,40,1.0,2.0,1,22.0,1,50.0,2018.0,2,60000.0,TX,0.0,1600,BAplus,1,0,11.002116507732017
48,36,1.0,2.0,1,21.0,2,50.0,2018.0,2,110000.0,TX,0.0,1296,BAplus,1,1,11.608244735642321
48,45,7.0,3.0,1,19.0,1,40.0,2017.0,2,276000.0,TX,1.0,2025,SomeCollege,1,0,12.52815976788113
48,32,1.0,1.0,1,21.0,1,85.0,2018.0,2,140000.0,TX,0.0,1024,BAplus,1,0,11.849404844423074
48,33,1.0,2.0,1,21.0,1,40.0,2017.0,2,65000.0,TX,1.0,1089,BAplus,1,0,11.082157933374816
48,32,1.0,1.0,1,21.0,1,40.0,2017.0,2,56000.0,TX,1.0,1024,BAplus,1,0,10.933124826700707
48,27,1.0,1.0,1,22.0,1,40.0,2018.0,2,69000.0,TX,0.0,729,BAplus,1,0,11.141876276228
48,51,1.0,1.0,1,21.0,2,60.0,2017.0,2,140000.0,TX,1.0,2601,BAplus,1,1,11.849404844423074
48,51,1.0,2.0,1,19.0,1,60.0,2017.0,2,65000.0,TX,1.0,2601,SomeCollege,1,0,11.082157933374816
48,40,1.0,1.0,1,19.0,1,40.0,2017.0,2,100000.0,TX,1.0,1600,SomeCollege,1,0,11.51293546492023
48,32,1.0,2.0,1,22.0,1,40.0,2018.0,2,100000.0,TX,0.0,1024,BAplus,1,0,11.51293546492023
48,37,1.0,1.0,1,21.0,2,40.0,2018.0,2,96000.0,TX,0.0,1369,BAplus,1,1,11.472113887062386
48,29,1.0,1.0,5,22.0,1,40.0,2017.0,2,102010.0,TX,1.0,841,BAplus,0,0,11.53283592958901
48,50,1.0,1.0,1,22.0,1,60.0,2017.0,2,468000.0,TX,1.0,2500,BAplus,1,0,13.056225711649638
48,33,1.0,1.0,5,21.0,1,50.0,2017.0,2,170000.0,TX,1.0,1089,BAplus,0,0,12.04355959836804
48,25,1.0,4.0,5,11.0,1,40.0,2017.0,2,104000.0,TX,1.0,625,<HS,0,0,11.552155793461898
48,53,4.0,1.0,1,22.0,1,40.0,2018.0,2,81440.0,TX,0.0,2809,BAplus,1,0,11.307634110687353
48,31,2.0,1.0,1,22.0,2,40.0,2018.0,2,85000.0,TX,0.0,961,BAplus,1,1,11.350418300109132
48,31,1.0,1.0,1,22.0,1,40.0,2018.0,2,85000.0,TX,0.0,961,BAplus,1,0,11.350418300109132
48,41,1.0,3.0,1,11.0,1,40.0,2017.0,2,60000.0,TX,1.0,1681,<HS,1,0,11.002116507732017
48,40,1.0,1.0,1,21.0,2,40.0,2018.0,2,98000.0,TX,0.0,1600,BAplus,1,1,11.49273296168228
48,30,1.0,1.0,5,21.0,1,40.0,2017.0,2,75000.0,TX,1.0,900,BAplus,0,0,11.225256725762893
48,41,1.0,2.0,1,22.0,1,40.0,2017.0,2,209500.0,TX,1.0,1681,BAplus,1,0,12.252483791602627
48,30,4.0,2.0,5,24.0,2,50.0,2018.0,2,61000.0,TX,0.0,900,BAplus,0,1,11.0186455364637
48,45,1.0,1.0,1,22.0,1,40.0,2017.0,2,185000.0,TX,1.0,2025,BAplus,1,0,12.128116509451258
48,28,1.0,1.0,1,21.0,1,40.0,2017.0,2,65000.0,TX,1.0,784,BAplus,1,0,11.082157933374816
48,37,1.0,1.0,1,20.0,1,50.0,2017.0,2,150000.0,TX,1.0,1369,SomeCollege,1,0,11.918397239722838
48,43,1.0,1.0,1,22.0,1,40.0,2017.0,2,72000.0,TX,1.0,1849,BAplus,1,0,11.184435286790631
48,52,1.0,4.0,1,14.0,1,40.0,2017.0,2,79000.0,TX,1.0,2704,<HS,1,0,11.277215789596893
48,38,1.0,1.0,5,22.0,1,50.0,2017.0,2,468000.0,TX,1.0,1444,BAplus,0,0,13.056225711649638
48,43,1.0,1.0,1,22.0,1,40.0,2018.0,2,118000.0,TX,0.0,1849,BAplus,1,0,11.678448377988165
48,30,1.0,1.0,1,21.0,2,40.0,2018.0,2,73000.0,TX,0.0,900,BAplus,1,1,11.19822841866684
48,36,1.0,2.0,1,21.0,2,30.0,2017.0,2,80000.0,TX,1.0,1296,BAplus,1,1,11.289794413577894
48,43,1.0,1.0,1,22.0,1,40.0,2017.0,2,234000.0,TX,1.0,1849,BAplus,1,0,12.36308066783498
48,38,1.0,2.0,1,22.0,1,50.0,2018.0,2,85000.0,TX,0.0,1444,BAplus,1,0,11.350418300109132
48,30,1.0,1.0,5,24.0,1,40.0,2018.0,2,92000.0,TX,0.0,900,BAplus,0,0,11.429554725537322
48,34,1.0,1.0,1,21.0,1,40.0,2017.0,2,110000.0,TX,1.0,1156,BAplus,1,0,11.608244735642321
48,54,1.0,1.0,1,22.0,1,40.0,2017.0,2,140000.0,TX,1.0,2916,BAplus,1,0,11.849404844423074
48,48,7.0,2.0,1,18.0,1,70.0,2017.0,2,200000.0,TX,1.0,2304,SomeCollege,1,0,12.206077645517674
48,41,1.0,2.0,5,23.0,1,45.0,2018.0,2,80000.0,TX,0.0,1681,BAplus,0,0,11.289794413577894
48,37,1.0,2.0,5,24.0,1,40.0,2018.0,2,70000.0,TX,0.0,1369,BAplus,0,0,11.156264806643742
48,32,1.0,1.0,1,23.0,1,40.0,2018.0,2,57000.0,TX,0.0,1024,BAplus,1,0,10.950824090522445
48,38,1.0,1.0,1,22.0,1,40.0,2017.0,2,69000.0,TX,1.0,1444,BAplus,1,0,11.141876276228
48,38,1.0,1.0,1,21.0,1,40.0,2017.0,2,90000.0,TX,1.0,1444,BAplus,1,0,11.407576060361786
48,43,1.0,1.0,1,22.0,1,40.0,2017.0,2,98000.0,TX,1.0,1849,BAplus,1,0,11.49273296168228
48,38,1.0,1.0,1,21.0,1,45.0,2017.0,2,60000.0,TX,1.0,1444,BAplus,1,0,11.002116507732017
48,40,2.0,1.0,1,24.0,1,40.0,2017.0,2,60000.0,TX,1.0,1600,BAplus,1,0,11.002116507732017
48,27,1.0,1.0,5,22.0,1,40.0,2017.0,2,78000.0,TX,1.0,729,BAplus,0,0,11.264476926102367
48,43,1.0,1.0,1,22.0,1,44.0,2018.0,2,140000.0,TX,0.0,1849,BAplus,1,0,11.849404844423074
48,40,1.0,1.0,1,22.0,1,40.0,2018.0,2,140040.0,TX,0.0,1600,BAplus,1,0,11.849690515860017
48,39,1.0,1.0,1,21.0,1,40.0,2017.0,2,87000.0,TX,1.0,1521,BAplus,1,0,11.373674891823535
48,27,1.0,1.0,1,21.0,2,40.0,2017.0,2,95000.0,TX,1.0,729,BAplus,1,1,11.461642696843066
48,31,1.0,1.0,1,21.0,1,40.0,2017.0,2,80000.0,TX,1.0,961,BAplus,1,0,11.289794413577894
48,37,1.0,2.0,1,21.0,1,48.0,2018.0,2,120000.0,TX,0.0,1369,BAplus,1,0,11.695255355062795
48,45,1.0,1.0,1,22.0,1,50.0,2018.0,2,166000.0,TX,0.0,2025,BAplus,1,0,12.019749091416921
48,46,1.0,2.0,1,21.0,1,55.0,2017.0,2,200000.0,TX,1.0,2116,BAplus,1,0,12.206077645517674
48,25,1.0,1.0,5,21.0,2,32.0,2018.0,2,98000.0,TX,0.0,625,BAplus,0,1,11.49273296168228
48,47,3.0,2.0,1,22.0,1,40.0,2017.0,2,151500.0,TX,1.0,2209,BAplus,1,0,11.928347504569842
48,49,1.0,1.0,3,19.0,1,48.0,2017.0,2,99000.0,TX,1.0,2401,SomeCollege,0,0,11.502885230075814
48,52,1.0,4.0,1,1.0,1,40.0,2018.0,2,60000.0,TX,0.0,2704,<HS,1,0,11.002116507732017
48,46,1.0,2.0,1,21.0,2,30.0,2017.0,2,200000.0,TX,1.0,2116,BAplus,1,1,12.206077645517674
48,34,1.0,1.0,1,22.0,1,40.0,2017.0,2,115000.0,TX,1.0,1156,BAplus,1,0,11.652696102959753
48,32,6.0,1.0,1,16.0,1,40.0,2018.0,2,100000.0,TX,0.0,1024,HS,1,0,11.51293546492023
48,30,1.0,1.0,1,22.0,1,40.0,2017.0,2,115000.0,TX,1.0,900,BAplus,1,0,11.652696102959753
48,27,1.0,1.0,1,21.0,1,50.0,2017.0,2,95000.0,TX,1.0,729,BAplus,1,0,11.461642696843066
48,36,1.0,1.0,1,23.0,1,40.0,2017.0,2,60000.0,TX,1.0,1296,BAplus,1,0,11.002116507732017
48,33,1.0,2.0,1,21.0,1,40.0,2017.0,2,60000.0,TX,1.0,1089,BAplus,1,0,11.002116507732017
48,42,1.0,1.0,1,22.0,1,40.0,2018.0,2,120000.0,TX,0.0,1764,BAplus,1,0,11.695255355062795
48,27,1.0,1.0,1,21.0,1,40.0,2017.0,2,60000.0,TX,1.0,729,BAplus,1,0,11.002116507732017
48,31,1.0,1.0,1,22.0,1,40.0,2017.0,2,99000.0,TX,1.0,961,BAplus,1,0,11.502885230075814
48,45,1.0,1.0,5,21.0,1,40.0,2018.0,2,93800.0,TX,0.0,2025,BAplus,0,0,11.448930795918299
48,36,1.0,1.0,3,21.0,1,45.0,2017.0,2,146000.0,TX,1.0,1296,BAplus,0,0,11.891368749982085
48,37,2.0,1.0,1,24.0,2,40.0,2017.0,2,175000.0,TX,1.0,1369,BAplus,1,1,12.07254696717504
48,50,2.0,1.0,1,24.0,1,40.0,2017.0,2,225000.0,TX,1.0,2500,BAplus,1,0,12.323860125621126
48,35,1.0,2.0,5,21.0,2,50.0,2018.0,2,68000.0,TX,0.0,1225,BAplus,0,1,11.127277689932466
48,30,1.0,3.0,1,21.0,1,40.0,2018.0,2,74000.0,TX,0.0,900,BAplus,1,0,11.211833885608513
48,35,1.0,1.0,1,23.0,1,40.0,2017.0,2,100000.0,TX,1.0,1225,BAplus,1,0,11.51293546492023
48,49,1.0,1.0,1,12.0,1,45.0,2017.0,2,119000.0,TX,1.0,2401,<HS,1,0,11.686887175419702
48,53,7.0,1.0,1,21.0,1,40.0,2018.0,2,468000.0,TX,0.0,2809,BAplus,1,0,13.056225711649638
48,51,1.0,2.0,1,15.0,2,40.0,2018.0,2,468000.0,TX,0.0,2601,<HS,1,1,13.056225711649638
48,49,1.0,1.0,1,21.0,1,40.0,2018.0,2,220000.0,TX,0.0,2401,BAplus,1,0,12.301387370778713
48,31,1.0,1.0,5,21.0,1,55.0,2017.0,2,65000.0,TX,1.0,961,BAplus,0,0,11.082157933374816
48,38,1.0,1.0,1,22.0,1,42.0,2018.0,2,160000.0,TX,0.0,1444,BAplus,1,0,11.982935344196433
48,32,1.0,1.0,1,21.0,2,40.0,2018.0,2,89000.0,TX,0.0,1024,BAplus,1,1,11.39640288460621
48,50,1.0,1.0,1,21.0,1,40.0,2017.0,2,215000.0,TX,1.0,2500,BAplus,1,0,12.278397958261774
48,43,1.0,2.0,1,21.0,1,40.0,2017.0,2,96000.0,TX,1.0,1849,BAplus,1,0,11.472113887062386
48,35,1.0,1.0,1,21.0,1,40.0,2017.0,2,75000.0,TX,1.0,1225,BAplus,1,0,11.225256725762893
48,33,1.0,1.0,1,24.0,1,40.0,2017.0,2,65000.0,TX,1.0,1089,BAplus,1,0,11.082157933374816
48,39,1.0,1.0,1,21.0,2,40.0,2017.0,2,100000.0,TX,1.0,1521,BAplus,1,1,11.51293546492023
48,41,1.0,1.0,1,21.0,1,40.0,2017.0,2,89000.0,TX,1.0,1681,BAplus,1,0,11.39640288460621
48,44,1.0,1.0,1,21.0,2,40.0,2017.0,2,90000.0,TX,1.0,1936,BAplus,1,1,11.407576060361786
48,49,2.0,1.0,1,21.0,2,40.0,2018.0,2,75000.0,TX,0.0,2401,BAplus,1,1,11.225256725762893
48,40,1.0,2.0,1,1.0,1,55.0,2017.0,2,77000.0,TX,1.0,1600,<HS,1,0,11.251573687764477
48,33,1.0,1.0,1,20.0,1,40.0,2017.0,2,70000.0,TX,1.0,1089,SomeCollege,1,0,11.156264806643742
49,46,5.0,2.0,1,20.0,1,40.0,2017.0,2,116000.0,UT,1.0,2116,SomeCollege,1,0,11.661354090741
49,26,1.0,1.0,5,22.0,1,40.0,2017.0,2,50000.0,UT,1.0,676,BAplus,0,0,10.819798284210286
49,48,3.0,3.0,1,21.0,2,40.0,2017.0,2,53000.0,UT,1.0,2304,BAplus,1,1,10.87806606028079
49,33,4.0,2.0,1,21.0,1,30.0,2017.0,2,52000.0,UT,1.0,1089,BAplus,1,0,10.859018228147887
49,41,1.0,2.0,1,21.0,1,40.0,2017.0,2,100000.0,UT,1.0,1681,BAplus,1,0,11.51293546492023
49,33,4.0,1.0,1,21.0,2,40.0,2017.0,2,50000.0,UT,1.0,1089,BAplus,1,1,10.819798284210286
49,33,1.0,1.0,1,22.0,1,40.0,2017.0,2,64000.0,UT,1.0,1089,BAplus,1,0,11.06665398721974
50,50,3.0,4.0,3,16.0,1,50.0,2017.0,2,105000.0,VT,1.0,2500,HS,0,0,11.561725152903833
50,25,1.0,3.0,5,16.0,1,60.0,2017.0,2,55900.0,VT,1.0,625,HS,0,0,10.93133754807084
51,32,6.0,1.0,1,23.0,1,60.0,2018.0,2,100000.0,VA,0.0,1024,BAplus,1,0,11.51293546492023
51,40,3.0,2.0,1,24.0,2,40.0,2017.0,2,52400.0,VA,1.0,1600,BAplus,1,1,10.866680954096502
51,36,2.0,1.0,1,22.0,1,40.0,2017.0,2,110000.0,VA,1.0,1296,BAplus,1,0,11.608244735642321
51,29,2.0,1.0,1,22.0,2,40.0,2017.0,2,106000.0,VA,1.0,841,BAplus,1,1,11.571203807011969
51,39,1.0,2.0,1,22.0,1,40.0,2018.0,2,127000.0,VA,0.0,1521,BAplus,1,0,11.751950239425476
51,31,3.0,3.0,5,21.0,2,40.0,2017.0,2,115000.0,VA,1.0,961,BAplus,0,1,11.652696102959753
51,39,1.0,1.0,1,22.0,1,40.0,2018.0,2,105600.0,VA,0.0,1521,BAplus,1,0,11.567423119906431
51,36,2.0,1.0,1,22.0,2,40.0,2017.0,2,71010.0,VA,1.0,1296,BAplus,1,1,11.17059007360057
51,43,5.0,2.0,1,22.0,2,40.0,2018.0,2,70000.0,VA,0.0,1849,BAplus,1,1,11.156264806643742
51,34,1.0,1.0,1,22.0,1,40.0,2017.0,2,106000.0,VA,1.0,1156,BAplus,1,0,11.571203807011969
51,32,1.0,1.0,1,22.0,2,40.0,2017.0,2,107000.0,VA,1.0,1024,BAplus,1,1,11.580593459194764
51,41,5.0,2.0,1,22.0,1,40.0,2017.0,2,130000.0,VA,1.0,1681,BAplus,1,0,11.775297421715827
51,47,5.0,2.0,1,19.0,1,42.0,2017.0,2,120000.0,VA,1.0,2209,SomeCollege,1,0,11.695255355062795
51,30,1.0,1.0,5,22.0,1,50.0,2017.0,2,98000.0,VA,1.0,900,BAplus,0,0,11.49273296168228
51,30,1.0,1.0,1,21.0,1,40.0,2018.0,2,105000.0,VA,0.0,900,BAplus,1,0,11.561725152903833
51,28,2.0,3.0,1,21.0,1,40.0,2017.0,2,81000.0,VA,1.0,784,BAplus,1,0,11.302216779257382
51,33,1.0,1.0,5,24.0,1,40.0,2017.0,2,55000.0,VA,1.0,1089,BAplus,0,0,10.915106645867503
51,48,1.0,1.0,1,22.0,1,40.0,2018.0,2,79270.0,VA,0.0,2304,BAplus,1,0,11.280627640864537
51,30,1.0,2.0,1,22.0,1,40.0,2017.0,2,100000.0,VA,1.0,900,BAplus,1,0,11.51293546492023
51,40,3.0,1.0,1,21.0,2,40.0,2018.0,2,73000.0,VA,0.0,1600,BAplus,1,1,11.19822841866684
51,48,7.0,1.0,1,20.0,2,77.0,2017.0,2,75000.0,VA,1.0,2304,SomeCollege,1,1,11.225256725762893
51,31,1.0,1.0,5,22.0,1,40.0,2017.0,2,75000.0,VA,1.0,961,BAplus,0,0,11.225256725762893
51,54,5.0,1.0,1,21.0,1,40.0,2018.0,2,106000.0,VA,0.0,2916,BAplus,1,0,11.571203807011969
51,37,5.0,2.0,1,21.0,1,65.0,2017.0,2,90000.0,VA,1.0,1369,BAplus,1,0,11.407576060361786
51,39,4.0,1.0,1,24.0,2,40.0,2017.0,2,55000.0,VA,1.0,1521,BAplus,1,1,10.915106645867503
51,45,3.0,1.0,1,22.0,1,40.0,2018.0,2,67000.0,VA,0.0,2025,BAplus,1,0,11.112462823634855
51,33,1.0,2.0,1,23.0,1,50.0,2018.0,2,110000.0,VA,0.0,1089,BAplus,1,0,11.608244735642321
51,51,5.0,1.0,1,22.0,1,50.0,2017.0,2,130000.0,VA,1.0,2601,BAplus,1,0,11.775297421715827
51,46,5.0,3.0,1,21.0,1,40.0,2017.0,2,100000.0,VA,1.0,2116,BAplus,1,0,11.51293546492023
51,33,1.0,1.0,5,22.0,1,40.0,2018.0,2,105000.0,VA,0.0,1089,BAplus,0,0,11.561725152903833
51,35,1.0,1.0,1,21.0,2,40.0,2017.0,2,90000.0,VA,1.0,1225,BAplus,1,1,11.407576060361786
51,47,1.0,2.0,1,21.0,1,40.0,2017.0,2,90000.0,VA,1.0,2209,BAplus,1,0,11.407576060361786
51,39,1.0,1.0,1,21.0,1,40.0,2017.0,2,70000.0,VA,1.0,1521,BAplus,1,0,11.156264806643742
51,43,1.0,1.0,1,22.0,2,40.0,2017.0,2,60000.0,VA,1.0,1849,BAplus,1,1,11.002116507732017
53,43,1.0,1.0,1,23.0,1,40.0,2017.0,2,275000.0,WA,1.0,1849,BAplus,1,0,12.524530013005734
53,44,1.0,2.0,1,21.0,1,40.0,2017.0,2,150000.0,WA,1.0,1936,BAplus,1,0,11.918397239722838
53,25,1.0,2.0,5,21.0,1,40.0,2017.0,2,132000.0,WA,1.0,625,BAplus,0,0,11.790564777297387
53,26,1.0,2.0,5,21.0,1,40.0,2017.0,2,138000.0,WA,1.0,676,BAplus,0,0,11.835016210489899
53,36,1.0,1.0,1,21.0,1,40.0,2017.0,2,150000.0,WA,1.0,1296,BAplus,1,0,11.918397239722838
53,31,1.0,2.0,5,22.0,1,40.0,2018.0,2,200000.0,WA,0.0,961,BAplus,0,0,12.206077645517674
53,37,1.0,1.0,1,21.0,1,40.0,2017.0,2,150000.0,WA,1.0,1369,BAplus,1,0,11.918397239722838
53,31,1.0,2.0,1,24.0,1,40.0,2018.0,2,170000.0,WA,0.0,961,BAplus,1,0,12.04355959836804
53,25,1.0,1.0,5,22.0,1,40.0,2017.0,2,248000.0,WA,1.0,625,BAplus,0,0,12.421188057397055
53,31,1.0,1.0,5,22.0,2,45.0,2017.0,2,150000.0,WA,1.0,961,BAplus,0,1,11.918397239722838
53,28,1.0,1.0,1,21.0,1,40.0,2017.0,2,138600.0,WA,1.0,784,BAplus,1,0,11.839354580719126
53,35,1.0,1.0,1,21.0,1,40.0,2018.0,2,160000.0,WA,0.0,1225,BAplus,1,0,11.982935344196433
53,32,1.0,1.0,1,21.0,1,40.0,2017.0,2,200020.0,WA,1.0,1024,BAplus,1,0,12.20617764001806
53,33,1.0,2.0,1,21.0,1,40.0,2017.0,2,153070.0,WA,1.0,1089,BAplus,1,0,11.93865714502319
53,31,1.0,2.0,1,22.0,2,40.0,2017.0,2,184000.0,WA,1.0,961,BAplus,1,1,12.122696471358964
53,37,1.0,1.0,1,22.0,2,40.0,2017.0,2,120000.0,WA,1.0,1369,BAplus,1,1,11.695255355062795
53,37,7.0,1.0,1,22.0,1,50.0,2017.0,2,819000.0,WA,1.0,1369,BAplus,1,0,13.615840583835682
53,40,1.0,2.0,1,21.0,1,40.0,2017.0,2,180000.0,WA,1.0,1600,BAplus,1,0,12.100717685412471
53,36,1.0,1.0,1,21.0,1,40.0,2018.0,2,130100.0,WA,0.0,1296,BAplus,1,0,11.776066350866136
53,33,1.0,2.0,1,22.0,1,40.0,2018.0,2,182000.0,WA,0.0,1089,BAplus,1,0,12.111767460549332
53,36,1.0,1.0,1,24.0,1,40.0,2017.0,2,150700.0,WA,1.0,1296,BAplus,1,0,11.923053020292636
53,41,1.0,2.0,1,22.0,2,60.0,2017.0,2,125000.0,WA,1.0,1681,BAplus,1,1,11.736077016252437
53,47,5.0,1.0,1,22.0,1,50.0,2017.0,2,150000.0,WA,1.0,2209,BAplus,1,0,11.918397239722838
53,41,1.0,1.0,1,24.0,1,40.0,2017.0,2,140000.0,WA,1.0,1681,BAplus,1,0,11.849404844423074
53,29,1.0,1.0,5,22.0,2,50.0,2017.0,2,206000.0,WA,1.0,841,BAplus,0,1,12.235636302128867
53,47,1.0,1.0,1,22.0,2,55.0,2017.0,2,151000.0,WA,1.0,2209,BAplus,1,1,11.92504173829169
53,36,1.0,1.0,1,22.0,1,40.0,2017.0,2,162000.0,WA,1.0,1296,BAplus,1,0,11.995357787034976
53,29,1.0,1.0,5,22.0,2,40.0,2018.0,2,170000.0,WA,0.0,841,BAplus,0,1,12.04355959836804
53,26,1.0,1.0,1,22.0,2,45.0,2018.0,2,120000.0,WA,0.0,676,BAplus,1,1,11.695255355062795
53,44,1.0,1.0,1,22.0,1,40.0,2018.0,2,250000.0,WA,0.0,1936,BAplus,1,0,12.429220196836383
53,36,1.0,2.0,1,21.0,1,40.0,2017.0,2,130300.0,WA,1.0,1296,BAplus,1,0,11.77760243768057
53,29,1.0,1.0,1,22.0,1,40.0,2018.0,2,130000.0,WA,0.0,841,BAplus,1,0,11.775297421715827
