o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,,,176965.0,209904.95168844805,,,,
5,614932.1673279061,,176965.0,,,232182.1796248476,20312.285809057394,
10,449601.348646816,,176965.0,,,205502.7301951957,11355.461927605258,
15,271530.44774473656,,176965.0,,,195874.7011733831,7977.741450626082,
20,209918.01793829043,,176965.0,,,203953.80760090286,6357.004901925051,
