o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,1.0,1.0,1.0,0.8848518518518519,1.0,1.0,1.0,1.0
5,0.9972962962962963,,1.0,,,0.8993333333333333,0.1422962962962963,
10,0.975962962962963,,1.0,,,0.888,0.09018518518518517,
15,0.934962962962963,,1.0,,,0.8837037037037037,0.06666666666666665,
20,0.9,,1.0,,,0.8925185185185185,0.053481481481481484,
