dataset,method,o,alpha,nominal_coverage,width_mean,width_se,width_std,width_median,width_q25,width_q75,width_min,width_max,width_n_total,width_n_finite,width_n_infinite,width_finite_rate,width_infinite_rate
fixedN21,D-HCP,0,0.25,0.75,6.782552252071091,0.06012606767405757,1.901353205994444,6.367239746366565,5.492206211507979,7.499843862627897,3.715509008685352,17.780047189246815,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,0,0.225,0.775,7.2385871738078205,0.06313834814552868,1.9966098784053898,6.769046065561741,5.897673595596229,7.994210688543436,3.957602265102672,19.11683279826172,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,0,0.2,0.8,7.669055602483087,0.06664178083815755,2.107398147783428,7.1535310456248205,6.248946534374056,8.464897317573508,4.174433770907971,21.119177380210974,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,0,0.175,0.825,8.296701249795875,0.07088844574670355,2.2416894834885883,7.772583272628832,6.822279894106573,9.17374544166903,4.653090033615069,22.88570228481152,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,0,0.15,0.85,9.080266324189564,0.07605751597919937,2.405149836689217,8.523563052465343,7.457676018056348,10.033179019836949,4.967327866004464,24.828371853659135,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,0,0.125,0.875,10.162128450848595,0.08121645976382336,2.5682899634910266,9.618625660897383,8.420171432861176,11.401129827927495,5.820931516052518,26.867515745128635,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,0,0.1,0.9,11.730310364493146,0.0881068386645885,2.7861828761708782,11.19398034399465,9.883438992830692,13.021954154769231,6.509418930580367,31.80890820877316,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,0,0.075,0.925,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,D-HCP,0,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,D-HCP,5,0.25,0.75,4.98387292591692,0.030577563328485376,0.9669474541605317,4.797243430270626,4.322663325460076,5.350718754283063,3.194865132802101,10.971930847574384,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,5,0.225,0.775,5.284631479936745,0.032186067601221405,1.017812825440117,5.085016544762898,4.599438290855096,5.656163034171893,3.3735644205459714,11.27344787705478,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,5,0.2,0.8,5.705249659254254,0.034482513257515286,1.0904328134070056,5.480337526883307,4.960465012779185,6.140617665621065,3.753513249046633,11.891171989493635,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,5,0.175,0.825,6.109647395795013,0.0365390954793609,1.155467653571424,5.864853868138258,5.335683649156886,6.5627693348889835,3.924467633202069,12.175547778119569,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,5,0.15,0.85,6.620646245380767,0.03939880340564951,1.245899558470513,6.331021103764046,5.7854815691993835,7.096936829525919,4.57718795072045,13.37003545503854,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,5,0.125,0.875,7.271586028809825,0.042364790338567514,1.3396923006536923,6.989017306136352,6.386410261360296,7.833996834074487,4.9135724308906035,14.49721278023366,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,5,0.1,0.9,8.474394065489676,0.04745012127602205,1.5005045848344485,8.232679196234582,7.468201697813732,9.231134001356068,5.611327362997855,20.7325894451195,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,5,0.075,0.925,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,D-HCP,5,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,D-HCP,10,0.25,0.75,4.121007768192382,0.017104276052693268,0.5408847005478491,4.0672307748341865,3.769371404923599,4.370447512986303,2.5906538263687473,7.392858739392517,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,10,0.225,0.775,4.4156080239344195,0.018199910906918332,0.5755317167800267,4.334190492064208,4.03911005978665,4.679123708155842,2.765881918564558,7.862168517569755,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,10,0.2,0.8,4.688574383471797,0.019174487511562165,0.6063505350299061,4.616249373750927,4.294940894720244,4.960101453535761,2.8487874053806586,8.191714336326712,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,10,0.175,0.825,5.080431216264641,0.02088732750650066,0.6605152915442754,4.995638716141588,4.643602655034337,5.396545039285782,3.0252245992030877,8.796222357070514,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,10,0.15,0.85,5.446230972004434,0.022550647382007034,0.7131140843845539,5.337050830641253,4.982976336363754,5.775295401844774,3.2831374930570196,9.6608295087913,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,10,0.125,0.875,5.914743895249582,0.024415070533879202,0.7720723212072147,5.801944503044545,5.38958767136856,6.298999573781079,3.8222531739747048,9.94460294076935,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,10,0.1,0.9,6.733065964615159,0.027503469167996536,0.8697360612708525,6.626451083142554,6.15272349568564,7.178402824095312,4.562160100547985,14.26328558965198,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,10,0.075,0.925,8.038366182194025,0.0350608114072214,1.1087202066043291,7.880291334728398,7.265574030464106,8.651727667162914,5.294820887890623,13.848968269538592,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,10,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,D-HCP,15,0.25,0.75,3.8004350007656247,0.013830117325696955,0.43734671056559127,3.7564608790644,3.516216587300843,4.024878252891299,2.62782213232083,6.35623344338471,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,15,0.225,0.775,4.032909815076701,0.014602711944140435,0.4617782975882926,3.986334391078455,3.7309277477854916,4.283328065676032,2.7091400824029375,6.51025729360348,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,15,0.2,0.8,4.297231440748145,0.015431415364191793,0.487984200709628,4.264534411810011,3.9625326706287947,4.544583917178795,2.853713933360175,6.698666047437996,1000.0,1000.0,0.0,1.0,0.0
fixedN21,D-HCP,15,0.175,0.825,4.597265734654547,0.016251839542771086,0.5139282912274609,4.558816368124894,4.247779657237423,4.867099881553688,3.065244394901569,7.23582394601182,1000.0,1000.0,0.0,1.0,0.0
