o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,529497.8422633561,491994.76881921856,176965.0,214466.83621458983,270556.62080792966,235530.0948143531,,237801.3235340765
5,389555.631330066,,176965.0,,,,143962.1087971392,
10,298057.89218787523,,176965.0,,,,221753.96208609408,
15,233887.94135152345,,176965.0,,,,180639.4616603097,
20,200400.88047613658,,176965.0,,,,203766.77331818658,
