experiment,o,alpha,coverage,width,method,dataset,nominal_coverage
410046,30,0.05,1,7.343774712576058,Std-CP,fixedN21,0.95
410047,30,0.05,1,10.01585729472993,Std-CP,fixedN21,0.95
410048,30,0.05,1,6.641431768798852,Std-CP,fixedN21,0.95
410049,30,0.05,1,7.784115660720195,Std-CP,fixedN21,0.95
410050,30,0.05,1,7.475788824929097,Std-CP,fixedN21,0.95
410051,30,0.05,0,4.3015880482336115,Std-CP,fixedN21,0.95
410052,30,0.05,1,10.11765987315946,Std-CP,fixedN21,0.95
410053,30,0.05,0,9.786946751161445,Std-CP,fixedN21,0.95
410054,30,0.05,1,7.710018639123056,Std-CP,fixedN21,0.95
410055,30,0.05,1,5.756070882837566,Std-CP,fixedN21,0.95
410056,30,0.05,1,7.126899620551271,Std-CP,fixedN21,0.95
410057,30,0.05,1,9.783411725614954,Std-CP,fixedN21,0.95
410058,30,0.05,1,5.0611120377708705,Std-CP,fixedN21,0.95
410059,30,0.05,0,2.7519817268611177,Std-CP,fixedN21,0.95
410060,30,0.05,1,6.387387249230432,Std-CP,fixedN21,0.95
410061,30,0.05,1,4.088639352591514,Std-CP,fixedN21,0.95
410062,30,0.05,1,7.496498746490232,Std-CP,fixedN21,0.95
410063,30,0.05,1,8.137876254905677,Std-CP,fixedN21,0.95
410064,30,0.05,0,7.378916965921341,Std-CP,fixedN21,0.95
410065,30,0.05,1,4.367046300961452,Std-CP,fixedN21,0.95
410066,30,0.05,1,6.495240499901213,Std-CP,fixedN21,0.95
410067,30,0.05,1,5.607822809369466,Std-CP,fixedN21,0.95
410068,30,0.05,1,4.517411217121593,Std-CP,fixedN21,0.95
410069,30,0.05,1,6.172258918356107,Std-CP,fixedN21,0.95
410070,30,0.05,1,7.454630079025314,Std-CP,fixedN21,0.95
410071,30,0.05,1,10.587075530808098,Std-CP,fixedN21,0.95
410072,30,0.05,1,6.265380860724509,Std-CP,fixedN21,0.95
410073,30,0.05,1,5.488009979318278,Std-CP,fixedN21,0.95
410074,30,0.05,1,7.095415245417534,Std-CP,fixedN21,0.95
410075,30,0.05,1,8.578330800617604,Std-CP,fixedN21,0.95
410076,30,0.05,1,6.541481436875777,Std-CP,fixedN21,0.95
410077,30,0.05,0,4.470366217109074,Std-CP,fixedN21,0.95
410078,30,0.05,1,7.308338734553715,Std-CP,fixedN21,0.95
410079,30,0.05,1,8.206721705404401,Std-CP,fixedN21,0.95
410080,30,0.05,1,6.993118664788433,Std-CP,fixedN21,0.95
410081,30,0.05,1,6.340243902440669,Std-CP,fixedN21,0.95
410082,30,0.05,1,7.39751843744949,Std-CP,fixedN21,0.95
410083,30,0.05,1,11.282399154783546,Std-CP,fixedN21,0.95
410084,30,0.05,1,5.222776066620963,Std-CP,fixedN21,0.95
410085,30,0.05,1,5.056174901186822,Std-CP,fixedN21,0.95
410086,30,0.05,1,8.881870253157125,Std-CP,fixedN21,0.95
410087,30,0.05,1,5.558740782091817,Std-CP,fixedN21,0.95
410088,30,0.05,1,4.938530121365139,Std-CP,fixedN21,0.95
410089,30,0.05,1,8.70171690654954,Std-CP,fixedN21,0.95
410090,30,0.05,1,4.589651408950962,Std-CP,fixedN21,0.95
410091,30,0.05,1,4.772237064772944,Std-CP,fixedN21,0.95
410092,30,0.05,1,6.405762367860554,Std-CP,fixedN21,0.95
410093,30,0.05,1,5.150415630472862,Std-CP,fixedN21,0.95
410094,30,0.05,1,5.902388151238232,Std-CP,fixedN21,0.95
410095,30,0.05,1,4.783839998455274,Std-CP,fixedN21,0.95
410096,30,0.05,1,15.751027107539356,Std-CP,fixedN21,0.95
410097,30,0.05,1,6.4994612475058995,Std-CP,fixedN21,0.95
410098,30,0.05,1,4.752215631650422,Std-CP,fixedN21,0.95
410099,30,0.05,1,9.1136292446134,Std-CP,fixedN21,0.95
420000,30,0.05,1,5.698887780397008,Std-CP,fixedN21,0.95
420001,30,0.05,1,7.879350264915926,Std-CP,fixedN21,0.95
420002,30,0.05,1,4.4027665819670965,Std-CP,fixedN21,0.95
420003,30,0.05,1,5.878163088291696,Std-CP,fixedN21,0.95
420004,30,0.05,1,9.318392552509458,Std-CP,fixedN21,0.95
420005,30,0.05,1,3.9549054130010326,Std-CP,fixedN21,0.95
420006,30,0.05,1,6.2904908858057595,Std-CP,fixedN21,0.95
420007,30,0.05,1,4.316946309551575,Std-CP,fixedN21,0.95
420008,30,0.05,1,5.166273110385534,Std-CP,fixedN21,0.95
420009,30,0.05,1,3.976404476620053,Std-CP,fixedN21,0.95
420010,30,0.05,1,5.6516691528837555,Std-CP,fixedN21,0.95
420011,30,0.05,1,6.784560946304627,Std-CP,fixedN21,0.95
420012,30,0.05,1,5.735344326556559,Std-CP,fixedN21,0.95
420013,30,0.05,1,8.952368212314328,Std-CP,fixedN21,0.95
420014,30,0.05,1,5.384031596109583,Std-CP,fixedN21,0.95
420015,30,0.05,1,4.891236453874988,Std-CP,fixedN21,0.95
420016,30,0.05,1,8.863683420490425,Std-CP,fixedN21,0.95
420017,30,0.05,1,3.0238349681377983,Std-CP,fixedN21,0.95
420018,30,0.05,1,5.3107182669075215,Std-CP,fixedN21,0.95
420019,30,0.05,1,5.6793308643200415,Std-CP,fixedN21,0.95
420020,30,0.05,1,5.083637111483217,Std-CP,fixedN21,0.95
420021,30,0.05,1,8.413992112205312,Std-CP,fixedN21,0.95
420022,30,0.05,1,5.355243202650499,Std-CP,fixedN21,0.95
420023,30,0.05,1,6.780725336748061,Std-CP,fixedN21,0.95
420024,30,0.05,1,6.248486469033452,Std-CP,fixedN21,0.95
420025,30,0.05,1,3.574653396677512,Std-CP,fixedN21,0.95
420026,30,0.05,0,2.937733325423128,Std-CP,fixedN21,0.95
420027,30,0.05,1,4.349622612889949,Std-CP,fixedN21,0.95
420028,30,0.05,1,3.664927557997327,Std-CP,fixedN21,0.95
420029,30,0.05,1,8.196783229483646,Std-CP,fixedN21,0.95
420030,30,0.05,0,4.4530596034608045,Std-CP,fixedN21,0.95
420031,30,0.05,1,4.879973211568121,Std-CP,fixedN21,0.95
420032,30,0.05,1,5.858159218271728,Std-CP,fixedN21,0.95
420033,30,0.05,1,4.6097989089917135,Std-CP,fixedN21,0.95
420034,30,0.05,1,4.150973730752312,Std-CP,fixedN21,0.95
420035,30,0.05,1,5.66149421681191,Std-CP,fixedN21,0.95
420036,30,0.05,1,5.808984604371876,Std-CP,fixedN21,0.95
420037,30,0.05,1,8.805464429090549,Std-CP,fixedN21,0.95
420038,30,0.05,1,5.962392098830978,Std-CP,fixedN21,0.95
420039,30,0.05,1,7.530951715741146,Std-CP,fixedN21,0.95
420040,30,0.05,1,6.289738013764879,Std-CP,fixedN21,0.95
420041,30,0.05,1,9.192137174368431,Std-CP,fixedN21,0.95
420042,30,0.05,1,3.258242734018882,Std-CP,fixedN21,0.95
420043,30,0.05,1,9.733243051214956,Std-CP,fixedN21,0.95
420044,30,0.05,1,6.919505462612756,Std-CP,fixedN21,0.95
420045,30,0.05,1,8.070694911871493,Std-CP,fixedN21,0.95
420046,30,0.05,1,4.325307655033853,Std-CP,fixedN21,0.95
420047,30,0.05,1,5.642630608827567,Std-CP,fixedN21,0.95
420048,30,0.05,1,10.590625056749117,Std-CP,fixedN21,0.95
420049,30,0.05,1,5.73128701356838,Std-CP,fixedN21,0.95
420050,30,0.05,1,6.051985394261848,Std-CP,fixedN21,0.95
420051,30,0.05,1,5.765657288074337,Std-CP,fixedN21,0.95
420052,30,0.05,1,6.4671468567859804,Std-CP,fixedN21,0.95
420053,30,0.05,1,8.057446442796692,Std-CP,fixedN21,0.95
420054,30,0.05,1,10.138896440335168,Std-CP,fixedN21,0.95
420055,30,0.05,1,5.393070891141966,Std-CP,fixedN21,0.95
420056,30,0.05,1,5.584945469426087,Std-CP,fixedN21,0.95
420057,30,0.05,1,9.546941347271463,Std-CP,fixedN21,0.95
420058,30,0.05,1,6.622737721380051,Std-CP,fixedN21,0.95
420059,30,0.05,1,3.8760078115815553,Std-CP,fixedN21,0.95
420060,30,0.05,1,8.811655652611492,Std-CP,fixedN21,0.95
420061,30,0.05,1,5.133329704642964,Std-CP,fixedN21,0.95
420062,30,0.05,1,5.057977790979236,Std-CP,fixedN21,0.95
420063,30,0.05,1,10.02562608604532,Std-CP,fixedN21,0.95
420064,30,0.05,1,6.542071029251064,Std-CP,fixedN21,0.95
420065,30,0.05,1,5.3287995705485365,Std-CP,fixedN21,0.95
420066,30,0.05,1,7.313957862152051,Std-CP,fixedN21,0.95
420067,30,0.05,1,5.2770673060286235,Std-CP,fixedN21,0.95
420068,30,0.05,1,6.339519650766434,Std-CP,fixedN21,0.95
420069,30,0.05,1,12.272073821129126,Std-CP,fixedN21,0.95
420070,30,0.05,1,6.052744431371032,Std-CP,fixedN21,0.95
420071,30,0.05,1,6.763094405370666,Std-CP,fixedN21,0.95
420072,30,0.05,1,8.261321026682317,Std-CP,fixedN21,0.95
420073,30,0.05,1,5.852435773669583,Std-CP,fixedN21,0.95
420074,30,0.05,1,5.949535669669125,Std-CP,fixedN21,0.95
420075,30,0.05,1,8.178797475288086,Std-CP,fixedN21,0.95
420076,30,0.05,1,5.347629826098281,Std-CP,fixedN21,0.95
420077,30,0.05,1,4.754070120821629,Std-CP,fixedN21,0.95
420078,30,0.05,1,5.925877331297025,Std-CP,fixedN21,0.95
420079,30,0.05,1,8.727345652762274,Std-CP,fixedN21,0.95
420080,30,0.05,1,5.327710849165763,Std-CP,fixedN21,0.95
420081,30,0.05,1,7.056685394405914,Std-CP,fixedN21,0.95
420082,30,0.05,1,5.029000278996084,Std-CP,fixedN21,0.95
420083,30,0.05,1,8.950388981956209,Std-CP,fixedN21,0.95
420084,30,0.05,1,6.533454748538205,Std-CP,fixedN21,0.95
420085,30,0.05,1,3.8700271769911736,Std-CP,fixedN21,0.95
420086,30,0.05,1,8.81998637971225,Std-CP,fixedN21,0.95
420087,30,0.05,1,4.342813431486022,Std-CP,fixedN21,0.95
420088,30,0.05,1,7.087032261656994,Std-CP,fixedN21,0.95
420089,30,0.05,1,3.2526559933717216,Std-CP,fixedN21,0.95
420090,30,0.05,1,6.147760603285288,Std-CP,fixedN21,0.95
420091,30,0.05,1,8.546088386869577,Std-CP,fixedN21,0.95
420092,30,0.05,1,7.811899235387216,Std-CP,fixedN21,0.95
420093,30,0.05,1,6.5022903593021795,Std-CP,fixedN21,0.95
420094,30,0.05,1,7.110211914040104,Std-CP,fixedN21,0.95
420095,30,0.05,1,4.302565511414533,Std-CP,fixedN21,0.95
420096,30,0.05,1,3.1269567729276453,Std-CP,fixedN21,0.95
420097,30,0.05,1,4.327446332676434,Std-CP,fixedN21,0.95
420098,30,0.05,1,4.989544309672967,Std-CP,fixedN21,0.95
420099,30,0.05,1,5.187289189716466,Std-CP,fixedN21,0.95
430000,30,0.05,1,4.122146754437768,Std-CP,fixedN21,0.95
430001,30,0.05,1,9.39757016517811,Std-CP,fixedN21,0.95
430002,30,0.05,1,7.0134420483964846,Std-CP,fixedN21,0.95
430003,30,0.05,1,3.8149863338757046,Std-CP,fixedN21,0.95
430004,30,0.05,1,10.478442762814382,Std-CP,fixedN21,0.95
430005,30,0.05,1,5.0894415770829315,Std-CP,fixedN21,0.95
430006,30,0.05,1,8.53444370990212,Std-CP,fixedN21,0.95
430007,30,0.05,1,3.4052560978810256,Std-CP,fixedN21,0.95
430008,30,0.05,1,14.494561536322024,Std-CP,fixedN21,0.95
430009,30,0.05,1,6.223383226407812,Std-CP,fixedN21,0.95
430010,30,0.05,1,6.138441203950894,Std-CP,fixedN21,0.95
430011,30,0.05,1,4.318769830445554,Std-CP,fixedN21,0.95
430012,30,0.05,1,3.740232461979265,Std-CP,fixedN21,0.95
430013,30,0.05,1,6.311160066698464,Std-CP,fixedN21,0.95
430014,30,0.05,1,7.356741990950255,Std-CP,fixedN21,0.95
430015,30,0.05,1,5.395103664390369,Std-CP,fixedN21,0.95
430016,30,0.05,1,4.935844259380971,Std-CP,fixedN21,0.95
430017,30,0.05,1,5.2864321922065685,Std-CP,fixedN21,0.95
430018,30,0.05,1,6.756487570620752,Std-CP,fixedN21,0.95
430019,30,0.05,1,3.4374669265234896,Std-CP,fixedN21,0.95
430020,30,0.05,1,3.2897316443224103,Std-CP,fixedN21,0.95
430021,30,0.05,1,9.83729555516173,Std-CP,fixedN21,0.95
430022,30,0.05,1,2.7722725072460666,Std-CP,fixedN21,0.95
430023,30,0.05,1,6.329520166636314,Std-CP,fixedN21,0.95
430024,30,0.05,1,10.687087178574302,Std-CP,fixedN21,0.95
430025,30,0.05,1,5.324585124192916,Std-CP,fixedN21,0.95
430026,30,0.05,1,5.578157764807536,Std-CP,fixedN21,0.95
430027,30,0.05,1,5.267247386720735,Std-CP,fixedN21,0.95
430028,30,0.05,1,5.070517370011814,Std-CP,fixedN21,0.95
430029,30,0.05,1,4.098492208306283,Std-CP,fixedN21,0.95
430030,30,0.05,0,3.364431849549522,Std-CP,fixedN21,0.95
430031,30,0.05,1,5.941743823761177,Std-CP,fixedN21,0.95
430032,30,0.05,1,8.043363314227044,Std-CP,fixedN21,0.95
430033,30,0.05,1,10.92090763965871,Std-CP,fixedN21,0.95
430034,30,0.05,1,4.883072977511156,Std-CP,fixedN21,0.95
430035,30,0.05,1,4.549239283216972,Std-CP,fixedN21,0.95
430036,30,0.05,1,7.046110304479619,Std-CP,fixedN21,0.95
430037,30,0.05,1,8.13803368408577,Std-CP,fixedN21,0.95
430038,30,0.05,1,3.5143649111140416,Std-CP,fixedN21,0.95
430039,30,0.05,1,6.306074252891445,Std-CP,fixedN21,0.95
430040,30,0.05,0,3.705009748104418,Std-CP,fixedN21,0.95
430041,30,0.05,1,7.918333655532212,Std-CP,fixedN21,0.95
430042,30,0.05,1,5.686797535931621,Std-CP,fixedN21,0.95
430043,30,0.05,1,6.500056121709817,Std-CP,fixedN21,0.95
430044,30,0.05,1,6.546898654289478,Std-CP,fixedN21,0.95
430045,30,0.05,1,5.370040307728981,Std-CP,fixedN21,0.95
430046,30,0.05,1,5.4912719482922565,Std-CP,fixedN21,0.95
430047,30,0.05,1,9.375408823817333,Std-CP,fixedN21,0.95
430048,30,0.05,1,10.06766184637386,Std-CP,fixedN21,0.95
430049,30,0.05,1,4.166110218384784,Std-CP,fixedN21,0.95
430050,30,0.05,1,7.119803710202945,Std-CP,fixedN21,0.95
430051,30,0.05,1,7.719400326228914,Std-CP,fixedN21,0.95
430052,30,0.05,1,8.214266540380859,Std-CP,fixedN21,0.95
430053,30,0.05,1,5.812923147076597,Std-CP,fixedN21,0.95
430054,30,0.05,1,5.633365193249734,Std-CP,fixedN21,0.95
430055,30,0.05,1,9.642810292579698,Std-CP,fixedN21,0.95
430056,30,0.05,1,3.800204129115567,Std-CP,fixedN21,0.95
430057,30,0.05,1,6.426276679242353,Std-CP,fixedN21,0.95
430058,30,0.05,0,9.086771640592032,Std-CP,fixedN21,0.95
430059,30,0.05,0,2.768797466287099,Std-CP,fixedN21,0.95
430060,30,0.05,1,3.665687312663838,Std-CP,fixedN21,0.95
430061,30,0.05,1,7.80235036318029,Std-CP,fixedN21,0.95
430062,30,0.05,1,3.599898750110931,Std-CP,fixedN21,0.95
430063,30,0.05,1,6.47248773034028,Std-CP,fixedN21,0.95
430064,30,0.05,1,7.987642580552041,Std-CP,fixedN21,0.95
430065,30,0.05,1,7.927551433645974,Std-CP,fixedN21,0.95
430066,30,0.05,1,6.2574521413897095,Std-CP,fixedN21,0.95
430067,30,0.05,1,8.077182105151671,Std-CP,fixedN21,0.95
430068,30,0.05,1,7.052287864662448,Std-CP,fixedN21,0.95
430069,30,0.05,1,3.925781584648014,Std-CP,fixedN21,0.95
430070,30,0.05,1,5.263055119837057,Std-CP,fixedN21,0.95
430071,30,0.05,1,7.183067175988583,Std-CP,fixedN21,0.95
430072,30,0.05,1,8.718199163832914,Std-CP,fixedN21,0.95
430073,30,0.05,1,3.63182065905542,Std-CP,fixedN21,0.95
430074,30,0.05,1,4.989839193258273,Std-CP,fixedN21,0.95
430075,30,0.05,1,4.49447341616414,Std-CP,fixedN21,0.95
430076,30,0.05,1,5.335237989805654,Std-CP,fixedN21,0.95
430077,30,0.05,1,3.2092964683011864,Std-CP,fixedN21,0.95
430078,30,0.05,0,6.205264130475186,Std-CP,fixedN21,0.95
430079,30,0.05,1,4.322962941102432,Std-CP,fixedN21,0.95
430080,30,0.05,1,4.272437097146241,Std-CP,fixedN21,0.95
430081,30,0.05,1,6.144590499630297,Std-CP,fixedN21,0.95
430082,30,0.05,1,4.4519729395328,Std-CP,fixedN21,0.95
430083,30,0.05,1,3.555897375033261,Std-CP,fixedN21,0.95
430084,30,0.05,1,4.742366661287781,Std-CP,fixedN21,0.95
430085,30,0.05,1,4.712219065662502,Std-CP,fixedN21,0.95
430086,30,0.05,1,9.497753683107764,Std-CP,fixedN21,0.95
430087,30,0.05,1,6.361387883338622,Std-CP,fixedN21,0.95
430088,30,0.05,1,4.463596847716653,Std-CP,fixedN21,0.95
430089,30,0.05,1,5.686607780922632,Std-CP,fixedN21,0.95
430090,30,0.05,1,3.875504878666101,Std-CP,fixedN21,0.95
430091,30,0.05,1,5.53835084218732,Std-CP,fixedN21,0.95
430092,30,0.05,1,9.29609181726478,Std-CP,fixedN21,0.95
430093,30,0.05,1,7.1481708554942855,Std-CP,fixedN21,0.95
430094,30,0.05,1,5.449029480344006,Std-CP,fixedN21,0.95
430095,30,0.05,1,4.678145243361282,Std-CP,fixedN21,0.95
430096,30,0.05,1,6.0700176666660095,Std-CP,fixedN21,0.95
430097,30,0.05,1,7.213882148725407,Std-CP,fixedN21,0.95
430098,30,0.05,1,5.050983172477967,Std-CP,fixedN21,0.95
430099,30,0.05,1,10.053970447805147,Std-CP,fixedN21,0.95
440000,30,0.05,1,6.629583322999068,Std-CP,fixedN21,0.95
440001,30,0.05,1,5.402679416003883,Std-CP,fixedN21,0.95
440002,30,0.05,0,4.354420094616771,Std-CP,fixedN21,0.95
440003,30,0.05,0,8.007560476504889,Std-CP,fixedN21,0.95
440004,30,0.05,1,7.611526150404344,Std-CP,fixedN21,0.95
440005,30,0.05,1,7.964472517248467,Std-CP,fixedN21,0.95
440006,30,0.05,1,4.598070068855627,Std-CP,fixedN21,0.95
440007,30,0.05,1,5.129543346668779,Std-CP,fixedN21,0.95
440008,30,0.05,1,9.53654197339205,Std-CP,fixedN21,0.95
440009,30,0.05,1,6.94169831075372,Std-CP,fixedN21,0.95
440010,30,0.05,1,4.663912774154046,Std-CP,fixedN21,0.95
440011,30,0.05,1,4.812628646839934,Std-CP,fixedN21,0.95
440012,30,0.05,1,15.076632721725636,Std-CP,fixedN21,0.95
440013,30,0.05,1,8.558189839344315,Std-CP,fixedN21,0.95
440014,30,0.05,1,8.243966929408193,Std-CP,fixedN21,0.95
440015,30,0.05,1,10.644468735766544,Std-CP,fixedN21,0.95
440016,30,0.05,1,5.334339506186687,Std-CP,fixedN21,0.95
440017,30,0.05,1,7.32260525058356,Std-CP,fixedN21,0.95
440018,30,0.05,0,5.908328172439308,Std-CP,fixedN21,0.95
440019,30,0.05,1,5.223105673039381,Std-CP,fixedN21,0.95
440020,30,0.05,1,3.993698412796278,Std-CP,fixedN21,0.95
440021,30,0.05,1,6.5462857337339635,Std-CP,fixedN21,0.95
440022,30,0.05,1,5.772642115210332,Std-CP,fixedN21,0.95
440023,30,0.05,1,5.8858382121396025,Std-CP,fixedN21,0.95
440024,30,0.05,1,7.029575822242222,Std-CP,fixedN21,0.95
440025,30,0.05,1,4.872627109672217,Std-CP,fixedN21,0.95
440026,30,0.05,1,6.9248277670633485,Std-CP,fixedN21,0.95
440027,30,0.05,1,5.258552296058406,Std-CP,fixedN21,0.95
440028,30,0.05,1,10.527575115512931,Std-CP,fixedN21,0.95
440029,30,0.05,1,5.745133840280388,Std-CP,fixedN21,0.95
440030,30,0.05,1,5.069406574270548,Std-CP,fixedN21,0.95
440031,30,0.05,1,4.3735211264995035,Std-CP,fixedN21,0.95
440032,30,0.05,1,5.556292262493031,Std-CP,fixedN21,0.95
440033,30,0.05,1,6.834074216824539,Std-CP,fixedN21,0.95
440034,30,0.05,1,7.496823151459434,Std-CP,fixedN21,0.95
440035,30,0.05,1,9.723886828831583,Std-CP,fixedN21,0.95
440036,30,0.05,1,6.90130012808369,Std-CP,fixedN21,0.95
440037,30,0.05,1,7.307655832180405,Std-CP,fixedN21,0.95
440038,30,0.05,1,9.204895867277749,Std-CP,fixedN21,0.95
440039,30,0.05,1,5.0671187467302445,Std-CP,fixedN21,0.95
440040,30,0.05,1,5.956846656826812,Std-CP,fixedN21,0.95
440041,30,0.05,1,3.493253467129359,Std-CP,fixedN21,0.95
440042,30,0.05,1,5.576889326952109,Std-CP,fixedN21,0.95
440043,30,0.05,1,8.85014736432036,Std-CP,fixedN21,0.95
440044,30,0.05,0,4.648087301993458,Std-CP,fixedN21,0.95
440045,30,0.05,1,11.108052031720758,Std-CP,fixedN21,0.95
440046,30,0.05,1,6.24978279173299,Std-CP,fixedN21,0.95
440047,30,0.05,1,6.104921540642888,Std-CP,fixedN21,0.95
440048,30,0.05,1,5.074208728569447,Std-CP,fixedN21,0.95
440049,30,0.05,1,7.488441027298358,Std-CP,fixedN21,0.95
440050,30,0.05,1,5.623665519506464,Std-CP,fixedN21,0.95
440051,30,0.05,1,4.503076806301191,Std-CP,fixedN21,0.95
440052,30,0.05,1,6.334648324081186,Std-CP,fixedN21,0.95
440053,30,0.05,1,4.3650318976383815,Std-CP,fixedN21,0.95
440054,30,0.05,1,6.306462249952276,Std-CP,fixedN21,0.95
440055,30,0.05,1,9.815611280688728,Std-CP,fixedN21,0.95
440056,30,0.05,1,7.484908525466121,Std-CP,fixedN21,0.95
440057,30,0.05,1,8.445842707605292,Std-CP,fixedN21,0.95
440058,30,0.05,1,4.3279160522065325,Std-CP,fixedN21,0.95
440059,30,0.05,1,3.957912169379874,Std-CP,fixedN21,0.95
440060,30,0.05,1,7.102498493211073,Std-CP,fixedN21,0.95
440061,30,0.05,1,6.626553662275652,Std-CP,fixedN21,0.95
440062,30,0.05,1,6.609935700244854,Std-CP,fixedN21,0.95
440063,30,0.05,1,7.36606048954966,Std-CP,fixedN21,0.95
440064,30,0.05,1,6.3521506426878105,Std-CP,fixedN21,0.95
440065,30,0.05,1,5.6097685462729885,Std-CP,fixedN21,0.95
440066,30,0.05,1,10.977662060798572,Std-CP,fixedN21,0.95
440067,30,0.05,1,5.022793787616307,Std-CP,fixedN21,0.95
440068,30,0.05,1,7.305338762358005,Std-CP,fixedN21,0.95
440069,30,0.05,1,7.485340913854888,Std-CP,fixedN21,0.95
440070,30,0.05,1,3.5571980875400406,Std-CP,fixedN21,0.95
440071,30,0.05,1,3.4901378352708887,Std-CP,fixedN21,0.95
440072,30,0.05,1,14.612831605661754,Std-CP,fixedN21,0.95
440073,30,0.05,1,7.09768109433746,Std-CP,fixedN21,0.95
440074,30,0.05,1,8.103943731737587,Std-CP,fixedN21,0.95
440075,30,0.05,1,10.696210232583644,Std-CP,fixedN21,0.95
440076,30,0.05,1,5.366358771867967,Std-CP,fixedN21,0.95
440077,30,0.05,1,6.2636464977129975,Std-CP,fixedN21,0.95
440078,30,0.05,1,5.342908899305428,Std-CP,fixedN21,0.95
440079,30,0.05,1,8.918582110392576,Std-CP,fixedN21,0.95
440080,30,0.05,1,7.0206565844751525,Std-CP,fixedN21,0.95
440081,30,0.05,1,7.020166610192376,Std-CP,fixedN21,0.95
440082,30,0.05,1,6.82598957697185,Std-CP,fixedN21,0.95
440083,30,0.05,1,9.483639946383631,Std-CP,fixedN21,0.95
440084,30,0.05,1,5.1409231474390475,Std-CP,fixedN21,0.95
440085,30,0.05,1,6.189274058262973,Std-CP,fixedN21,0.95
440086,30,0.05,1,3.755019076603908,Std-CP,fixedN21,0.95
440087,30,0.05,1,4.691841906429486,Std-CP,fixedN21,0.95
440088,30,0.05,0,5.343400709531327,Std-CP,fixedN21,0.95
440089,30,0.05,1,9.076729907340573,Std-CP,fixedN21,0.95
440090,30,0.05,1,4.030117507511704,Std-CP,fixedN21,0.95
440091,30,0.05,1,4.1295155893232405,Std-CP,fixedN21,0.95
440092,30,0.05,1,9.402475360963493,Std-CP,fixedN21,0.95
440093,30,0.05,1,10.572049276818092,Std-CP,fixedN21,0.95
440094,30,0.05,0,4.019689547678581,Std-CP,fixedN21,0.95
440095,30,0.05,1,8.385245543253795,Std-CP,fixedN21,0.95
440096,30,0.05,0,4.264946225744957,Std-CP,fixedN21,0.95
440097,30,0.05,1,5.048585295716428,Std-CP,fixedN21,0.95
440098,30,0.05,1,14.743361912811876,Std-CP,fixedN21,0.95
440099,30,0.05,1,7.771933122340498,Std-CP,fixedN21,0.95
450000,30,0.05,1,6.180699249829949,Std-CP,fixedN21,0.95
450001,30,0.05,1,8.296515959935391,Std-CP,fixedN21,0.95
450002,30,0.05,1,7.79981592699621,Std-CP,fixedN21,0.95
450003,30,0.05,1,7.251633123837374,Std-CP,fixedN21,0.95
450004,30,0.05,1,4.346298288779664,Std-CP,fixedN21,0.95
450005,30,0.05,1,5.287924408466122,Std-CP,fixedN21,0.95
450006,30,0.05,1,6.591726620936765,Std-CP,fixedN21,0.95
450007,30,0.05,1,8.384550107123076,Std-CP,fixedN21,0.95
450008,30,0.05,1,5.181111073757581,Std-CP,fixedN21,0.95
450009,30,0.05,1,3.658830400200481,Std-CP,fixedN21,0.95
450010,30,0.05,1,6.438268552325091,Std-CP,fixedN21,0.95
450011,30,0.05,1,5.590495560261875,Std-CP,fixedN21,0.95
450012,30,0.05,1,6.252797534701401,Std-CP,fixedN21,0.95
450013,30,0.05,1,5.595089287133094,Std-CP,fixedN21,0.95
450014,30,0.05,1,7.616797099529572,Std-CP,fixedN21,0.95
450015,30,0.05,1,5.354865227927267,Std-CP,fixedN21,0.95
450016,30,0.05,1,5.608016570258997,Std-CP,fixedN21,0.95
450017,30,0.05,1,6.372098615972854,Std-CP,fixedN21,0.95
450018,30,0.05,0,4.342325097033562,Std-CP,fixedN21,0.95
450019,30,0.05,1,5.388715154500876,Std-CP,fixedN21,0.95
450020,30,0.05,1,9.641342542869223,Std-CP,fixedN21,0.95
450021,30,0.05,1,10.915664551991227,Std-CP,fixedN21,0.95
450022,30,0.05,1,8.537812533262574,Std-CP,fixedN21,0.95
450023,30,0.05,1,6.560418535985713,Std-CP,fixedN21,0.95
450024,30,0.05,1,7.629730159498003,Std-CP,fixedN21,0.95
450025,30,0.05,1,6.187462848816963,Std-CP,fixedN21,0.95
450026,30,0.05,1,7.876904247798969,Std-CP,fixedN21,0.95
450027,30,0.05,1,5.2699259127353635,Std-CP,fixedN21,0.95
450028,30,0.05,1,7.745237596652956,Std-CP,fixedN21,0.95
450029,30,0.05,1,6.9012822721254015,Std-CP,fixedN21,0.95
450030,30,0.05,1,4.028605369449409,Std-CP,fixedN21,0.95
450031,30,0.05,1,6.891853723451932,Std-CP,fixedN21,0.95
450032,30,0.05,1,5.226080248671089,Std-CP,fixedN21,0.95
450033,30,0.05,1,7.492508300685657,Std-CP,fixedN21,0.95
450034,30,0.05,1,6.664080320858828,Std-CP,fixedN21,0.95
450035,30,0.05,1,4.097094759639383,Std-CP,fixedN21,0.95
450036,30,0.05,1,4.6306243191700585,Std-CP,fixedN21,0.95
450037,30,0.05,1,5.043900201037989,Std-CP,fixedN21,0.95
450038,30,0.05,1,5.913075397109928,Std-CP,fixedN21,0.95
450039,30,0.05,1,5.508315729413383,Std-CP,fixedN21,0.95
450040,30,0.05,1,7.023354721154206,Std-CP,fixedN21,0.95
450041,30,0.05,1,3.9620088346755704,Std-CP,fixedN21,0.95
450042,30,0.05,1,8.011156337769343,Std-CP,fixedN21,0.95
