w_local,width_nonincreasing_o_gt0,max_upward_step,widths
0.1428571428571429,True,-0.5828003768324983,"o=5:19.86, o=10:18.91, o=15:17.82, o=20:17.24"
0.2857142857142857,True,-0.5061768410236063,"o=5:17.06, o=10:16.14, o=15:15.12, o=20:14.62"
0.4285714285714286,True,-0.45170367702521474,"o=5:14.36, o=10:13.45, o=15:12.52, o=20:12.07"
0.5714285714285715,True,-0.4070585274694558,"o=5:11.83, o=10:10.92, o=15:10.07, o=20:9.658"
0.7142857142857143,True,-0.3862244734753659,"o=5:9.648, o=10:8.657, o=15:7.873, o=20:7.487"
0.8571428571428572,True,-0.3632880697234402,"o=5:8.128, o=10:6.985, o=15:6.25, o=20:5.887"
