w_local,o,n,coverage_mean,coverage_se,width_mean,width_se,finite_rate
0.1428571428571429,0,1000,0.955,0.00655553201502365,24.243840693575084,0.18086144293442583,1.0
0.1428571428571429,5,1000,0.95,0.006892024376045114,19.86371660608315,0.14745311641002004,1.0
0.1428571428571429,10,1000,0.942,0.007391616873188169,18.905843539249044,0.14083379468641066,1.0
0.1428571428571429,15,1000,0.924,0.008379976133617564,17.82232817993046,0.13755609337648766,1.0
0.1428571428571429,20,1000,0.915,0.008819013550278736,17.23952780309796,0.13255521396517359,1.0
0.2857142857142857,0,1000,0.955,0.00655553201502365,24.243840693575084,0.18086144293442583,1.0
0.2857142857142857,5,1000,0.952,0.006759881655768837,17.064687325340696,0.12204972260596442,1.0
0.2857142857142857,10,1000,0.946,0.0071473071852271785,16.139173275853977,0.11570887139342069,1.0
0.2857142857142857,15,1000,0.927,0.008226238508577293,15.122229816231963,0.11232657045352383,1.0
0.2857142857142857,20,1000,0.913,0.008912407082264588,14.616052975208357,0.10836435638800904,1.0
0.4285714285714286,0,1000,0.955,0.00655553201502365,24.243840693575084,0.18086144293442583,1.0
0.4285714285714286,5,1000,0.954,0.006624499981130654,14.36336083301383,0.09707039182525128,1.0
0.4285714285714286,10,1000,0.949,0.006956938982052382,13.448195735309405,0.09111997546044233,1.0
0.4285714285714286,15,1000,0.929,0.008121514637061239,12.520725647456285,0.08723729488283638,1.0
0.4285714285714286,20,1000,0.913,0.008912407082264588,12.06902197043107,0.08432953522465118,1.0
0.5714285714285715,0,1000,0.955,0.00655553201502365,24.243840693575084,0.18086144293442583,1.0
0.5714285714285715,5,1000,0.958,0.006343185319695463,11.825708482705288,0.07324906758095862,1.0
0.5714285714285715,10,1000,0.944,0.007270763371201131,10.92001862782433,0.06714724695590887,1.0
0.5714285714285715,15,1000,0.927,0.008226238508577293,10.06545754033195,0.06296298705033247,1.0
0.5714285714285715,20,1000,0.907,0.009184280047995052,9.658399012862494,0.0610063414575966,1.0
0.7142857142857143,0,1000,0.955,0.00655553201502365,24.243840693575084,0.18086144293442583,1.0
0.7142857142857143,5,1000,0.965,0.005811626278418119,9.64845500711109,0.05187303383679817,1.0
0.7142857142857143,10,1000,0.949,0.006956938982052382,8.656561304519823,0.04446019000351501,1.0
0.7142857142857143,15,1000,0.927,0.008226238508577293,7.873008673703845,0.040212990794242856,1.0
0.7142857142857143,20,1000,0.901,0.009444522221901962,7.486784200228479,0.038355727576052046,1.0
0.8571428571428572,0,1000,0.955,0.00655553201502365,24.243840693575084,0.18086144293442583,1.0
0.8571428571428572,5,1000,0.977,0.004740358636221528,8.127908073037345,0.03604247368686357,1.0
0.8571428571428572,10,1000,0.959,0.006270486424512857,6.985406366855878,0.02660398616773519,1.0
0.8571428571428572,15,1000,0.933,0.007906389820898028,6.250138220389474,0.02267155584772985,1.0
0.8571428571428572,20,1000,0.913,0.008912407082264588,5.886850150666034,0.021148605511019082,1.0
