experiment,o_observed,coverage_donor_hcp_randomized,coverage_donor_hcp_derandomized,coverage_sample_hcp_randomized,coverage_sample_hcp_derandomized,coverage_stdcp,coverage_hcp,coverage_pool,coverage_sub,coverage_rep,width_donor_hcp_randomized,width_donor_hcp_derandomized,width_sample_hcp_randomized,width_sample_hcp_derandomized,width_stdcp,width_hcp,width_pool,width_sub,width_rep,infinite_donor_hcp_randomized,infinite_donor_hcp_derandomized,infinite_sample_hcp_randomized,infinite_sample_hcp_derandomized,infinite_stdcp,infinite_hcp,infinite_pool,infinite_sub,infinite_rep,test_sample_size_o
1,0,1.0,1.0,0.88,1.0,1.0,1.0,0.94,0.94,0.98,17.938857696727094,inf,17.376909136254795,inf,inf,17.938857696727094,14.035066550004451,13.982488470880412,15.751932626595408,0,100,0,100,100,0,0,0,0,0
1,5,1.0,1.0,0.9,0.91,0.69,1.0,0.94,0.94,0.98,17.09108543130339,inf,16.219100876509902,17.737715985159902,4.681971648694038,17.938857696727094,14.035066550004451,13.982488470880412,15.751932626595408,0,100,0,0,0,0,0,0,0,5
1,10,0.99,1.0,0.9,0.91,0.79,1.0,0.94,0.94,0.98,16.47172475597437,25.060495322004158,16.219100876509902,17.692352087508336,10.834836708190013,17.938857696727094,14.035066550004451,13.982488470880412,15.751932626595408,0,0,0,0,0,0,0,0,0,10
1,15,0.98,1.0,0.89,0.91,0.91,1.0,0.94,0.94,0.98,15.463299563674823,20.217345312133197,15.966674370941757,17.629029382046507,7.248137554507932,17.938857696727094,14.035066550004451,13.982488470880412,15.751932626595408,0,0,0,0,0,0,0,0,0,15
1,20,0.95,0.98,0.9,0.91,0.9,1.0,0.94,0.94,0.98,14.453413808310287,19.15829822215114,13.462015896707047,17.629029382046507,6.207802382420274,17.938857696727094,14.035066550004451,13.982488470880412,15.751932626595408,0,0,0,0,0,0,0,0,0,20
2,0,0.82,1.0,0.88,1.0,1.0,0.82,0.72,0.79,0.77,9.625549128232937,inf,10.112618382514711,inf,inf,9.625549128232937,7.5344625835630765,8.624532616310653,8.299874585278346,0,100,0,100,100,0,0,0,0,0
2,5,0.81,1.0,0.89,0.96,0.7,0.82,0.72,0.79,0.77,9.110783924113598,inf,8.37573444917232,10.939736004312522,4.400109278078726,9.625549128232937,7.5344625835630765,8.624532616310653,8.299874585278346,0,100,0,0,0,0,0,0,0,5
2,10,0.8,0.96,0.89,0.96,0.83,0.82,0.72,0.79,0.77,8.624532616310653,13.072425488763848,8.491364958615062,10.799244445616647,12.645067752706499,9.625549128232937,7.5344625835630765,8.624532616310653,8.299874585278346,0,0,0,0,0,0,0,0,0,10
2,15,0.78,0.92,0.88,0.96,0.87,0.82,0.72,0.79,0.77,7.858426375890417,10.303306019669456,8.20259198133708,10.779266244668936,6.141747612447322,9.625549128232937,7.5344625835630765,8.624532616310653,8.299874585278346,0,0,0,0,0,0,0,0,0,15
2,20,0.75,0.85,0.88,0.96,0.91,0.82,0.72,0.79,0.77,7.407121058895449,9.588650922606318,7.898953168962713,10.779266244668936,5.4304783958848475,9.625549128232937,7.5344625835630765,8.624532616310653,8.299874585278346,0,0,0,0,0,0,0,0,0,20
3,0,0.96,1.0,0.94,1.0,1.0,0.96,0.88,0.93,0.93,17.553588083501836,inf,18.25170334852424,inf,inf,17.553588083501836,12.466653156157452,15.092978303135627,14.228034156470194,0,100,0,100,100,0,0,0,0,0
