w_local,o,n,coverage_mean,coverage_se,width_mean,width_se,finite_rate
0.1428571428571429,0,1000,0.937,0.007683163410991592,34.57515602335753,0.2804655511388051,1.0
0.1428571428571429,5,1000,0.937,0.007683163410991592,28.57115700834644,0.23107675747656362,1.0
0.1428571428571429,10,1000,0.926,0.008277922444671728,27.616746297336917,0.2244052751159281,1.0
0.1428571428571429,15,1000,0.92,0.008579044235810886,26.395075149481716,0.21661258833835056,1.0
0.1428571428571429,20,1000,0.909,0.009094998625618366,25.391293140896714,0.20123299615767962,1.0
0.2857142857142857,0,1000,0.937,0.007683163410991592,34.57515602335753,0.2804655511388051,1.0
0.2857142857142857,5,1000,0.945,0.007209368904418752,24.27170417200568,0.1914138576581464,1.0
0.2857142857142857,10,1000,0.933,0.007906389820898028,23.339440808468467,0.18488988047967073,1.0
0.2857142857142857,15,1000,0.925,0.00832916562447884,22.14940763572377,0.1774866543740119,1.0
0.2857142857142857,20,1000,0.909,0.009094998625618366,21.279020395494662,0.1641480198053813,1.0
0.4285714285714286,0,1000,0.937,0.007683163410991592,34.57515602335753,0.2804655511388051,1.0
0.4285714285714286,5,1000,0.951,0.006826346021115546,20.03723394775954,0.15190525065532798,1.0
0.4285714285714286,10,1000,0.937,0.007683163410991592,19.10571375177298,0.1453311387354554,1.0
0.4285714285714286,15,1000,0.935,0.0077958322198467015,17.99430261877614,0.13834096220869055,1.0
0.4285714285714286,20,1000,0.909,0.009094998625618366,17.230463118702186,0.12709445342227887,1.0
0.5714285714285715,0,1000,0.937,0.007683163410991592,34.57515602335753,0.2804655511388051,1.0
0.5714285714285715,5,1000,0.96,0.00619677335393187,15.925956096604759,0.1126242795578265,1.0
0.5714285714285715,10,1000,0.945,0.007209368904418752,14.961840685746829,0.1061853720285775,1.0
0.5714285714285715,15,1000,0.936,0.007739767438366605,13.967728760360863,0.09898486028030752,1.0
0.5714285714285715,20,1000,0.906,0.009228434320078352,13.338588290232867,0.09086094285351017,1.0
0.7142857142857143,0,1000,0.937,0.007683163410991592,34.57515602335753,0.2804655511388051,1.0
0.7142857142857143,5,1000,0.966,0.005730968504537434,12.078331144602183,0.07461963156081293,1.0
0.7142857142857143,10,1000,0.945,0.007209368904418752,11.070265102808877,0.06722208083129774,1.0
0.7142857142857143,15,1000,0.926,0.008277922444671728,10.172404612990556,0.061214789436535334,1.0
0.7142857142857143,20,1000,0.917,0.008724161850859943,9.688702238552846,0.05653712062458594,1.0
0.8571428571428572,0,1000,0.937,0.007683163410991592,34.57515602335753,0.2804655511388051,1.0
0.8571428571428572,5,1000,0.972,0.005216895628628201,8.957455148655177,0.04343904216429619,1.0
0.8571428571428572,10,1000,0.957,0.006414904519944161,7.815144925248971,0.03397044396887097,1.0
0.8571428571428572,15,1000,0.931,0.008014923580421711,7.044183370186557,0.029378245153709272,1.0
0.8571428571428572,20,1000,0.909,0.009094998625618366,6.6478899889805625,0.026883867710330956,1.0
