replicate,method,o,coverage,width,width_income
29,donor-HCP-randomized,0,0.8333,2.1703,154500.2828
29,donor-HCP-randomized,5,0.8333,2.0798,137704.5486
29,donor-HCP-randomized,10,0.8333,2.0628,141621.718
29,donor-HCP-randomized,20,0.8667,1.7753,114813.6551
29,donor-HCP-derandomized,0,0.8667,3.482,328161.5146
29,donor-HCP-derandomized,5,0.9667,3.0866,248864.1486
29,donor-HCP-derandomized,10,1.0,2.9817,245229.0129
29,donor-HCP-derandomized,20,0.9667,2.4386,176609.5735
29,sample-HCP-randomized,0,0.8,2.2675,177534.0011
29,sample-HCP-randomized,5,0.8,1.9584,126415.1699
29,sample-HCP-randomized,10,0.7667,1.853,124594.2417
29,sample-HCP-randomized,20,0.8,1.6376,104834.7382
29,sample-HCP-derandomized,0,0.8667,3.4345,315833.2026
29,sample-HCP-derandomized,5,0.9333,2.694,198608.9127
29,sample-HCP-derandomized,10,0.9667,2.5915,196604.186
29,sample-HCP-derandomized,20,0.9667,2.3534,168023.5392
29,HCP,0,0.8333,2.1703,154500.2828
29,HCP,5,0.8333,2.1703,145398.3624
29,HCP,10,0.8333,2.1703,151360.2431
29,HCP,20,0.9,2.1703,153541.9526
29,Pooling,0,0.7667,1.7483,116645.8696
29,Pooling,5,0.7333,1.7483,109774.0283
29,Pooling,10,0.8,1.7483,114275.177
29,Pooling,20,0.8333,1.7483,115922.3417
29,Subsampling,0,0.8333,2.2445,161820.6693
29,Subsampling,5,0.8333,2.2445,152287.4903
29,Subsampling,10,0.8333,2.2445,158531.8511
29,Subsampling,20,0.9,2.2445,160816.9324
29,Repeated,0,0.8333,2.0683,144785.2005
29,Repeated,5,0.8333,2.0683,136255.615
29,Repeated,10,0.8333,2.0683,141842.6086
29,Repeated,20,0.9,2.0683,143887.1307
29,Std-CP,0,1.0,,
29,Std-CP,5,0.7333,10.7077,1.4272656209652456e+23
29,Std-CP,10,0.7667,5.1382,1256662464.7499
29,Std-CP,20,0.8333,23.1534,4.6296626937569263e+55
30,donor-HCP-randomized,0,0.9333,2.0631,172418.7283
30,donor-HCP-randomized,5,0.9,1.9906,135733.5405
30,donor-HCP-randomized,10,0.8667,1.9018,135278.82
30,donor-HCP-randomized,20,0.7667,1.7033,128327.9308
30,donor-HCP-derandomized,0,1.0,3.3902,370869.1031
30,donor-HCP-derandomized,5,0.9333,2.9326,239926.5391
30,donor-HCP-derandomized,10,0.9333,2.7307,227370.5206
30,donor-HCP-derandomized,20,0.9,2.2495,184426.5962
30,sample-HCP-randomized,0,0.9,2.0795,173259.6757
30,sample-HCP-randomized,5,0.8667,1.6952,106659.9759
30,sample-HCP-randomized,10,0.8,1.698,119391.6595
30,sample-HCP-randomized,20,0.7,1.5648,116727.9712
30,sample-HCP-derandomized,0,1.0,3.1574,318816.2579
30,sample-HCP-derandomized,5,0.9,2.4048,175001.8412
30,sample-HCP-derandomized,10,0.9333,2.4021,185829.0085
30,sample-HCP-derandomized,20,0.9,2.1721,175224.1801
30,HCP,0,0.9333,2.0631,172418.7283
30,HCP,5,0.9,2.0631,142304.9262
30,HCP,10,0.8667,2.0631,150710.6022
30,HCP,20,0.8333,2.0631,168248.0112
30,Pooling,0,0.8,1.7354,138097.5696
30,Pooling,5,0.8333,1.7354,113978.1313
30,Pooling,10,0.8333,1.7354,120710.5985
30,Pooling,20,0.7667,1.7354,134757.0631
30,Subsampling,0,0.9333,1.9796,163265.1512
30,Subsampling,5,0.9,1.9796,134750.0675
30,Subsampling,10,0.8667,1.9796,142709.4927
30,Subsampling,20,0.8,1.9796,159315.8542
30,Repeated,0,0.8333,1.837,148294.5362
30,Repeated,5,0.9,1.837,122394.1461
30,Repeated,10,0.8667,1.837,129623.731
30,Repeated,20,0.8,1.837,144707.3705
30,Std-CP,0,1.0,,
30,Std-CP,5,0.7333,10.3129,1.423813535599133e+33
30,Std-CP,10,0.8667,5.0749,4484503166019.152
30,Std-CP,20,0.8,7.3374,896644064495.0404
31,donor-HCP-randomized,0,0.8667,1.8984,121999.5293
31,donor-HCP-randomized,5,0.8667,1.8825,134701.2457
31,donor-HCP-randomized,10,0.9333,1.8984,133460.7976
31,donor-HCP-randomized,20,0.8,1.6822,118161.7328
31,donor-HCP-derandomized,0,0.9667,2.9626,231634.1664
31,donor-HCP-derandomized,5,1.0,2.7066,224409.548
31,donor-HCP-derandomized,10,0.9667,2.5243,195500.0597
31,donor-HCP-derandomized,20,0.9333,2.1841,164922.1109
31,sample-HCP-randomized,0,0.7667,1.8251,116312.3026
31,sample-HCP-randomized,5,0.8,1.7047,118162.6474
31,sample-HCP-randomized,10,0.8667,1.6956,113680.9863
31,sample-HCP-randomized,20,0.8333,1.5678,107205.2034
31,sample-HCP-derandomized,0,1.0,2.9791,235029.6911
31,sample-HCP-derandomized,5,0.9667,2.3061,177327.9951
31,sample-HCP-derandomized,10,0.9667,2.2302,164185.3395
31,sample-HCP-derandomized,20,0.9333,2.12,158596.2942
31,HCP,0,0.8667,1.8984,121999.5293
31,HCP,5,0.8667,1.8984,136183.7024
31,HCP,10,0.9333,1.8984,133460.7976
31,HCP,20,0.9,1.8984,139084.8163
31,Pooling,0,0.7333,1.5737,96703.6342
31,Pooling,5,0.7667,1.5737,107946.8012
31,Pooling,10,0.8667,1.5737,105788.4749
31,Pooling,20,0.7333,1.5737,110246.386
31,Subsampling,0,0.6333,1.3844,83176.5179
31,Subsampling,5,0.6667,1.3844,92846.9661
31,Subsampling,10,0.8333,1.3844,90990.5512
31,Subsampling,20,0.6333,1.3844,94824.8799
31,Repeated,0,0.7667,1.7762,112135.2905
31,Repeated,5,0.8667,1.7762,125172.6062
31,Repeated,10,0.9333,1.7762,122669.8611
31,Repeated,20,0.8333,1.7762,127839.1513
31,Std-CP,0,1.0,,
31,Std-CP,5,0.7667,12.1291,2.917004086739366e+16
31,Std-CP,10,0.8667,5.6349,1462040639580117.5
31,Std-CP,20,0.8,4.959,1695734374.4554
32,donor-HCP-randomized,0,0.8333,1.8947,134191.3048
32,donor-HCP-randomized,5,1.0,1.8947,150211.9095
32,donor-HCP-randomized,10,0.8333,1.8479,147237.4451
32,donor-HCP-randomized,20,0.8621,1.7108,107897.449
32,donor-HCP-derandomized,0,0.9333,2.8666,250207.3295
32,donor-HCP-derandomized,5,1.0,2.6944,257589.0808
32,donor-HCP-derandomized,10,0.8667,2.5417,234590.6209
32,donor-HCP-derandomized,20,0.9655,2.3361,166564.8947
32,sample-HCP-randomized,0,0.8,1.7458,122987.4024
32,sample-HCP-randomized,5,0.9667,1.7754,144026.632
32,sample-HCP-randomized,10,0.8,1.687,133406.6659
32,sample-HCP-randomized,20,0.8621,1.7094,109599.5914
32,sample-HCP-derandomized,0,0.9333,2.8686,248631.7179
32,sample-HCP-derandomized,5,1.0,2.3023,202561.8224
32,sample-HCP-derandomized,10,0.8667,2.2587,194065.9236
32,sample-HCP-derandomized,20,0.9655,2.2481,156112.8333
32,HCP,0,0.8333,1.8947,134191.3048
32,HCP,5,1.0,1.8947,150211.9095
32,HCP,10,0.8333,1.8947,151439.8518
32,HCP,20,0.931,1.8947,122681.1877
32,Pooling,0,0.8333,1.6319,111406.2521
32,Pooling,5,0.9333,1.6319,124706.6334
32,Pooling,10,0.8,1.6319,125726.0768
32,Pooling,20,0.8621,1.6319,101850.4988
32,Subsampling,0,0.8333,1.7069,117698.1719
32,Subsampling,5,0.9667,1.7069,131749.7224
32,Subsampling,10,0.8333,1.7069,132826.7411
32,Subsampling,20,0.8621,1.7069,107602.7359
32,Repeated,0,0.8333,1.722,118981.3228
32,Repeated,5,0.9667,1.722,133186.0639
32,Repeated,10,0.8333,1.722,134274.8244
32,Repeated,20,0.8621,1.722,108775.8258
32,Std-CP,0,1.0,,
32,Std-CP,5,0.7333,9.1153,5.886139690545156e+18
32,Std-CP,10,0.8333,5.8278,528709570.8605
32,Std-CP,20,0.8966,19.7595,4.9561073132870496e+17
33,donor-HCP-randomized,0,0.9,2.2955,176008.5779
33,donor-HCP-randomized,5,0.8333,2.2381,169451.5463
33,donor-HCP-randomized,10,0.9333,2.2671,198167.6334
33,donor-HCP-randomized,20,0.7667,1.9394,154147.0307
33,donor-HCP-derandomized,0,0.9667,3.5,347412.9379
33,donor-HCP-derandomized,5,0.9667,3.3941,324991.0896
33,donor-HCP-derandomized,10,0.9667,3.1299,325657.537
33,donor-HCP-derandomized,20,0.8667,2.4121,207727.1859
33,sample-HCP-randomized,0,0.8,2.0179,151279.6046
33,sample-HCP-randomized,5,0.8,2.1187,158882.8513
33,sample-HCP-randomized,10,0.8333,1.9372,162659.5842
33,sample-HCP-randomized,20,0.7333,1.8129,141286.3942
33,sample-HCP-derandomized,0,0.9667,3.4809,343224.2122
33,sample-HCP-derandomized,5,0.9333,2.6806,222903.0202
33,sample-HCP-derandomized,10,0.9667,2.6518,251507.3503
33,sample-HCP-derandomized,20,0.8667,2.349,198608.0696
33,HCP,0,0.9,2.2955,176008.5779
33,HCP,5,0.8333,2.2955,174955.6171
33,HCP,10,0.9,2.2955,202102.5432
33,HCP,20,0.8667,2.2955,198540.9256
33,Pooling,0,0.8333,1.9339,139731.17
33,Pooling,5,0.8,1.9339,138895.2367
33,Pooling,10,0.8333,1.9339,160446.8667
33,Pooling,20,0.8,1.9339,157619.3398
33,Subsampling,0,0.9,2.419,189645.2945
33,Subsampling,5,0.8333,2.419,188510.7529
33,Subsampling,10,0.9333,2.419,217760.9568
33,Subsampling,20,0.8667,2.419,213923.3938
33,Repeated,0,0.8667,2.2005,165965.5502
33,Repeated,5,0.8333,2.2005,164972.6713
33,Repeated,10,0.9,2.2005,190570.5971
33,Repeated,20,0.8667,2.2005,187212.205
33,Std-CP,0,1.0,,
33,Std-CP,5,0.9,8.4814,18331819420841.484
33,Std-CP,10,1.0,4.8931,8683895.2828
33,Std-CP,20,0.8667,6.4061,38214575046.0637
34,donor-HCP-randomized,0,0.9333,1.7724,111271.3854
34,donor-HCP-randomized,5,0.7,1.6596,121477.8644
34,donor-HCP-randomized,10,0.8667,1.6413,98800.6453
34,donor-HCP-randomized,20,0.8667,1.5485,100471.8608
34,donor-HCP-derandomized,0,1.0,3.1551,258374.3154
34,donor-HCP-derandomized,5,1.0,3.1551,305525.9447
34,donor-HCP-derandomized,10,1.0,2.724,198277.5217
34,donor-HCP-derandomized,20,0.9333,2.0524,143912.7493
34,sample-HCP-randomized,0,0.9,1.6394,96953.5012
34,sample-HCP-randomized,5,0.7,1.5561,113873.6852
34,sample-HCP-randomized,10,0.9,1.5415,92986.5001
34,sample-HCP-randomized,20,0.8667,1.4757,95782.8612
34,sample-HCP-derandomized,0,1.0,3.1533,256271.3374
34,sample-HCP-derandomized,5,0.8667,2.3881,196816.826
34,sample-HCP-derandomized,10,1.0,2.3204,155557.0674
34,sample-HCP-derandomized,20,0.9333,1.9757,136654.9619
34,HCP,0,0.9333,1.7724,111271.3854
34,HCP,5,0.7333,1.7724,131902.8454
34,HCP,10,0.9333,1.7724,108596.9142
34,HCP,20,0.8667,1.7724,121579.4513
34,Pooling,0,0.8667,1.5124,91765.5697
34,Pooling,5,0.6667,1.5124,108780.3455
34,Pooling,10,0.8333,1.5124,89559.9319
34,Pooling,20,0.8667,1.5124,100266.637
34,Subsampling,0,0.9333,1.581,96754.6299
34,Subsampling,5,0.6667,1.581,114694.4558
34,Subsampling,10,0.8667,1.581,94429.0772
34,Subsampling,20,0.8667,1.581,105717.8786
34,Repeated,0,0.9333,1.7402,108762.286
34,Repeated,5,0.7333,1.7402,128928.5197
34,Repeated,10,0.9333,1.7402,106148.1225
34,Repeated,20,0.8667,1.7402,118837.9116
34,Std-CP,0,1.0,,
34,Std-CP,5,0.7333,7.8927,3.406023360516579e+17
34,Std-CP,10,0.8,4.5974,15285299.0958
34,Std-CP,20,0.8,10.0451,1.1786115127997778e+16
35,donor-HCP-randomized,0,0.8333,1.9502,139520.6506
35,donor-HCP-randomized,5,0.8333,1.9369,125255.7391
35,donor-HCP-randomized,10,0.7667,1.9267,128746.0819
35,donor-HCP-randomized,20,0.8,1.7814,109603.9185
35,donor-HCP-derandomized,0,0.9667,3.023,263452.8997
35,donor-HCP-derandomized,5,0.8667,2.7714,207349.3886
35,donor-HCP-derandomized,10,0.8333,2.5367,187615.6574
35,donor-HCP-derandomized,20,1.0,2.2855,150930.4975
35,sample-HCP-randomized,0,0.7667,1.7808,125771.0076
35,sample-HCP-randomized,5,0.8,1.7674,111074.345
35,sample-HCP-randomized,10,0.7,1.703,109643.4588
35,sample-HCP-randomized,20,0.8,1.6704,101839.6563
35,sample-HCP-derandomized,0,0.9667,3.023,263452.8997
35,sample-HCP-derandomized,5,0.8667,2.3004,158334.6405
35,sample-HCP-derandomized,10,0.8,2.2685,159896.1298
35,sample-HCP-derandomized,20,1.0,2.1811,141279.3776
35,HCP,0,0.8333,1.9502,139520.6506
35,HCP,5,0.8333,1.9502,126429.914
35,HCP,10,0.7667,1.9502,130746.5988
35,HCP,20,0.9333,1.9502,121550.759
35,Pooling,0,0.8,1.7446,121124.7368
35,Pooling,5,0.8,1.7446,109760.0247
35,Pooling,10,0.7333,1.7446,113507.551
35,Pooling,20,0.8333,1.7446,105524.1904
35,Subsampling,0,0.9667,3.37,319422.964
35,Subsampling,5,0.8667,3.37,289452.6202
35,Subsampling,10,0.9,3.37,299335.374
35,Subsampling,20,1.0,3.37,278282.1293
35,Repeated,0,0.8667,2.2232,166260.5227
35,Repeated,5,0.8667,2.2232,150660.8771
35,Repeated,10,0.8333,2.2232,155804.8774
35,Repeated,20,1.0,2.2232,144846.6062
35,Std-CP,0,1.0,,
35,Std-CP,5,0.7,10.668,3.6246902110488986e+20
35,Std-CP,10,0.8333,4.7876,1851785757.1232
35,Std-CP,20,0.9333,7.8794,1091764111.0375
36,donor-HCP-randomized,0,0.8667,1.9554,154245.0981
36,donor-HCP-randomized,5,0.9,1.8995,134550.5699
36,donor-HCP-randomized,10,0.8667,1.8749,127800.8282
36,donor-HCP-randomized,20,0.931,1.7831,98877.0007
36,donor-HCP-derandomized,0,1.0,2.8963,275910.021
36,donor-HCP-derandomized,5,0.9667,2.7318,228302.3897
36,donor-HCP-derandomized,10,0.9333,2.6141,207139.5317
36,donor-HCP-derandomized,20,0.9655,2.3489,145403.7632
36,sample-HCP-randomized,0,0.8667,1.9633,161554.3819
36,sample-HCP-randomized,5,0.8333,1.8543,134220.6209
36,sample-HCP-randomized,10,0.8333,1.7976,124865.9182
36,sample-HCP-randomized,20,0.931,1.8237,104186.3671
36,sample-HCP-derandomized,0,1.0,2.8599,270351.5417
36,sample-HCP-derandomized,5,0.9667,2.3406,181270.4345
36,sample-HCP-derandomized,10,0.9333,2.3327,175216.5485
36,sample-HCP-derandomized,20,0.9655,2.3228,143284.7441
36,HCP,0,0.8667,1.9554,154245.0981
36,HCP,5,0.9,1.9554,139686.9639
36,HCP,10,0.8667,1.9554,134822.2918
36,HCP,20,0.931,1.9554,111106.6677
36,Pooling,0,0.8667,1.772,136058.5956
36,Pooling,5,0.8333,1.772,123216.9603
36,Pooling,10,0.8333,1.772,118925.8647
36,Pooling,20,0.931,1.772,98006.4673
36,Subsampling,0,0.9,2.5813,227097.7369
36,Subsampling,5,0.9667,2.5813,205663.5431
36,Subsampling,10,0.9333,2.5813,198501.2019
36,Subsampling,20,0.9655,2.5813,163584.2766
36,Repeated,0,0.8667,2.2458,185756.1555
36,Repeated,5,0.9333,2.2458,168223.9092
36,Repeated,10,0.9,2.2458,162365.4229
36,Repeated,20,0.9655,2.2458,133804.8839
36,Std-CP,0,1.0,,
36,Std-CP,5,0.7667,8.4561,365253160387195.3
36,Std-CP,10,0.8667,4.0046,1084942.6833
36,Std-CP,20,0.8621,8.2134,2.0094006394796147e+32
37,donor-HCP-randomized,0,0.8,1.8157,122048.5452
37,donor-HCP-randomized,5,0.7667,1.7455,106033.5102
37,donor-HCP-randomized,10,0.7667,1.6811,115538.9844
37,donor-HCP-randomized,20,0.7931,1.5869,104323.8339
37,donor-HCP-derandomized,0,0.9333,2.8741,233156.8823
37,donor-HCP-derandomized,5,0.9667,2.5691,180639.3696
37,donor-HCP-derandomized,10,0.8667,2.4489,190375.3575
37,donor-HCP-derandomized,20,0.8966,2.3014,168866.8664
37,sample-HCP-randomized,0,0.8333,1.8494,122065.7459
37,sample-HCP-randomized,5,0.8,1.5929,97558.7447
37,sample-HCP-randomized,10,0.7667,1.6134,111858.7569
37,sample-HCP-randomized,20,0.7931,1.5533,103865.938
37,sample-HCP-derandomized,0,0.9333,3.0451,257627.0798
37,sample-HCP-derandomized,5,0.9667,2.2899,155033.7959
37,sample-HCP-derandomized,10,0.8667,2.2874,174310.5833
37,sample-HCP-derandomized,20,0.8966,2.2438,166359.6011
37,HCP,0,0.8,1.8157,122048.5452
37,HCP,5,0.8,1.8157,111343.4711
37,HCP,10,0.7667,1.8157,126784.1107
37,HCP,20,0.8276,1.8157,123134.7336
37,Pooling,0,0.8,1.5805,102912.896
37,Pooling,5,0.7333,1.5805,93886.2404
37,Pooling,10,0.7667,1.5805,106905.9854
37,Pooling,20,0.7931,1.5805,103828.784
37,Subsampling,0,0.9,2.4725,185353.4485
37,Subsampling,5,0.9667,2.4725,169095.7997
37,Subsampling,10,0.8667,2.4725,192545.2868
37,Subsampling,20,0.931,2.4725,187003.028
37,Repeated,0,0.8,1.7348,115288.7018
37,Repeated,5,0.7667,1.7348,105176.5444
37,Repeated,10,0.7667,1.7348,119761.9808
37,Repeated,20,0.8276,1.7348,116314.73
37,Std-CP,0,1.0,,
37,Std-CP,5,0.8,9.9276,1.4156678108245145e+24
37,Std-CP,10,0.8,6.0172,778604061488.2644
37,Std-CP,20,0.931,9.2559,1.719363827894611e+36
38,donor-HCP-randomized,0,0.9333,2.0551,144561.2505
38,donor-HCP-randomized,5,0.8667,1.9788,153463.7869
38,donor-HCP-randomized,10,0.8667,1.9214,135082.2956
38,donor-HCP-randomized,20,0.8621,1.8407,126187.8251
38,donor-HCP-derandomized,0,1.0,3.1301,271150.2432
38,donor-HCP-derandomized,5,0.9,2.9518,276615.1864
38,donor-HCP-derandomized,10,0.9667,2.6881,218306.9195
38,donor-HCP-derandomized,20,0.931,2.453,186646.8219
38,sample-HCP-randomized,0,0.9667,1.9525,135059.2857
38,sample-HCP-randomized,5,0.8333,1.878,141876.3606
38,sample-HCP-randomized,10,0.9,1.888,131053.7915
38,sample-HCP-randomized,20,0.8621,1.8692,126075.7125
38,sample-HCP-derandomized,0,1.0,3.2009,273279.0747
38,sample-HCP-derandomized,5,0.9,2.4206,201335.4269
38,sample-HCP-derandomized,10,0.9333,2.3962,178597.061
38,sample-HCP-derandomized,20,0.8966,2.3822,177207.0388
38,HCP,0,0.9333,2.0551,144561.2505
38,HCP,5,0.9,2.0551,161505.4094
38,HCP,10,0.8667,2.0551,147581.719
38,HCP,20,0.8966,2.0551,145602.6273
38,Pooling,0,0.9333,1.8735,128154.1525
38,Pooling,5,0.8333,1.8735,143175.2201
38,Pooling,10,0.8333,1.8735,130831.8104
38,Pooling,20,0.8966,1.8735,129077.3374
38,Subsampling,0,0.9333,1.8252,123971.2577
38,Subsampling,5,0.8333,1.8252,138502.0443
38,Subsampling,10,0.8333,1.8252,126561.518
38,Subsampling,20,0.8621,1.8252,124864.3102
38,Repeated,0,0.9333,2.0257,141823.9282
38,Repeated,5,0.9,2.0257,158447.243
38,Repeated,10,0.8667,2.0257,144787.2029
38,Repeated,20,0.8966,2.0257,142845.5861
38,Std-CP,0,1.0,,
38,Std-CP,5,0.6667,11.9364,6.03055142264412e+24
38,Std-CP,10,0.8,5.1518,1109816960.3411
38,Std-CP,20,0.8276,8.5754,6.487874268511015e+24
39,donor-HCP-randomized,0,0.8667,2.154,149834.2527
39,donor-HCP-randomized,5,0.9333,2.1541,135272.7352
39,donor-HCP-randomized,10,0.8667,2.154,147573.5794
39,donor-HCP-randomized,20,0.7333,2.0312,151919.8732
39,donor-HCP-derandomized,0,1.0,3.8103,389215.065
39,donor-HCP-derandomized,5,0.9667,3.2164,254621.3884
39,donor-HCP-derandomized,10,0.9333,3.1486,269563.7363
39,donor-HCP-derandomized,20,0.8667,2.6238,223107.4047
39,sample-HCP-randomized,0,0.8333,2.1162,158377.2726
39,sample-HCP-randomized,5,0.8667,1.9451,122087.1943
39,sample-HCP-randomized,10,0.8,1.9031,127927.7087
39,sample-HCP-randomized,20,0.7,1.7849,127300.2227
39,sample-HCP-derandomized,0,1.0,3.6662,360892.8771
39,sample-HCP-derandomized,5,0.9667,2.7225,192282.214
39,sample-HCP-derandomized,10,0.9333,2.6381,201277.9785
39,sample-HCP-derandomized,20,0.8333,2.2416,171184.4844
39,HCP,0,0.8667,2.154,149834.2527
39,HCP,5,0.9333,2.154,135267.5457
39,HCP,10,0.8667,2.154,147573.5794
39,HCP,20,0.8,2.154,164584.9579
39,Pooling,0,0.8333,1.9221,128866.1654
39,Pooling,5,0.8667,1.9221,116337.9508
39,Pooling,10,0.8,1.9221,126921.855
39,Pooling,20,0.7333,1.9221,141552.6292
39,Subsampling,0,1.0,4.3647,505443.763
39,Subsampling,5,1.0,4.3647,456305.1243
39,Subsampling,10,1.0,4.3647,497817.7149
39,Subsampling,20,0.9667,4.3647,555203.0925
39,Repeated,0,0.8667,2.3872,172967.9591
39,Repeated,5,0.9667,2.3872,156152.2208
39,Repeated,10,0.8667,2.3872,170358.2484
39,Repeated,20,0.8667,2.3872,189996.1041
39,Std-CP,0,1.0,,
39,Std-CP,5,0.7667,11.6135,3.3946204075248406e+30
39,Std-CP,10,0.7667,5.9844,41361306187.1175
39,Std-CP,20,0.8667,4.287,801339.2454
40,donor-HCP-randomized,0,0.9667,2.1762,148456.2517
40,donor-HCP-randomized,5,0.9,2.1599,160821.5668
40,donor-HCP-randomized,10,0.9333,2.0546,125603.9155
40,donor-HCP-randomized,20,0.8667,1.7557,115361.0515
40,donor-HCP-derandomized,0,1.0,3.1402,262326.8516
40,donor-HCP-derandomized,5,0.9667,3.0353,268088.8264
40,donor-HCP-derandomized,10,1.0,2.8095,196388.9703
40,donor-HCP-derandomized,20,0.9333,2.3846,171635.9984
40,sample-HCP-randomized,0,0.9333,2.0956,138539.5666
40,sample-HCP-randomized,5,0.8333,1.8793,134349.965
40,sample-HCP-randomized,10,0.9,1.8284,105502.6788
40,sample-HCP-randomized,20,0.8,1.8011,117542.4762
40,sample-HCP-derandomized,0,1.0,3.1192,256993.5889
40,sample-HCP-derandomized,5,0.9,2.6286,212041.6134
40,sample-HCP-derandomized,10,0.9667,2.6086,174213.7185
40,sample-HCP-derandomized,20,0.9333,2.3136,164354.0387
40,HCP,0,0.9667,2.1762,148456.2517
40,HCP,5,0.9,2.1762,162416.1454
40,HCP,10,0.9667,2.1762,135628.8743
40,HCP,20,0.9333,2.1762,158149.3366
40,Pooling,0,0.9333,1.8506,119939.01
40,Pooling,5,0.8,1.8506,131217.3214
40,Pooling,10,0.9,1.8506,109575.6678
40,Pooling,20,0.8333,1.8506,127770.1319
40,Subsampling,0,0.9333,1.8656,121178.1586
40,Subsampling,5,0.8333,1.8656,132572.9917
40,Subsampling,10,0.9,1.8656,110707.7476
40,Subsampling,20,0.8333,1.8656,129090.1877
40,Repeated,0,0.9667,1.9505,128317.8606
40,Repeated,5,0.8667,1.9505,140384.0664
40,Repeated,10,0.9333,1.9505,117230.5429
40,Repeated,20,0.8667,1.9505,136696.0589
40,Std-CP,0,1.0,,
40,Std-CP,5,0.7667,14.5952,9.608002338849253e+18
40,Std-CP,10,0.9333,3.9217,7519232.3044
40,Std-CP,20,0.7667,5.8335,2243220226.8516
41,donor-HCP-randomized,0,0.9333,1.9857,138547.2966
41,donor-HCP-randomized,5,0.7,1.8833,133304.5915
41,donor-HCP-randomized,10,0.7333,1.8263,119150.6233
41,donor-HCP-randomized,20,0.8621,1.7741,103714.414
41,donor-HCP-derandomized,0,0.9667,3.112,276101.1243
41,donor-HCP-derandomized,5,0.9333,2.9445,263494.526
41,donor-HCP-derandomized,10,0.8333,2.7317,215442.2358
41,donor-HCP-derandomized,20,0.931,2.4647,165628.5892
41,sample-HCP-randomized,0,0.8333,1.872,133939.2038
41,sample-HCP-randomized,5,0.7,1.8028,133076.3991
41,sample-HCP-randomized,10,0.7333,1.8405,125731.3826
41,sample-HCP-randomized,20,0.8621,1.7913,107334.7775
41,sample-HCP-derandomized,0,0.9667,3.1271,276378.3642
41,sample-HCP-derandomized,5,0.9,2.5228,207354.0018
41,sample-HCP-derandomized,10,0.7667,2.4312,184523.5158
41,sample-HCP-derandomized,20,0.8966,2.3682,156833.5474
41,HCP,0,0.9333,1.9857,138547.2966
41,HCP,5,0.7667,1.9857,142802.1607
41,HCP,10,0.7333,1.9857,132677.8557
41,HCP,20,0.8621,1.9857,119882.4814
41,Pooling,0,0.8667,1.7985,122034.395
41,Pooling,5,0.6667,1.7985,125782.1387
41,Pooling,10,0.7333,1.7985,116864.5094
41,Pooling,20,0.8621,1.7985,105594.165
41,Subsampling,0,0.9333,2.1398,153044.2716
41,Subsampling,5,0.8,2.1398,157744.3458
41,Subsampling,10,0.7333,2.1398,146560.6784
41,Subsampling,20,0.8621,2.1398,132426.4529
41,Repeated,0,0.9,1.9023,131051.285
41,Repeated,5,0.7,1.9023,135075.9424
41,Repeated,10,0.7333,1.9023,125499.4064
41,Repeated,20,0.8621,1.9023,113396.3176
41,Std-CP,0,1.0,,
41,Std-CP,5,0.8333,6.8501,1212311700059592.2
41,Std-CP,10,0.8,4.6246,194223783.6094
41,Std-CP,20,0.8276,7.1494,70147268654.1444
42,donor-HCP-randomized,0,0.8,1.6563,123164.6016
42,donor-HCP-randomized,5,0.7333,1.5878,113684.505
42,donor-HCP-randomized,10,0.8,1.5301,99021.0665
42,donor-HCP-randomized,20,0.5172,1.4858,123721.7697
42,donor-HCP-derandomized,0,1.0,3.0056,288839.7545
42,donor-HCP-derandomized,5,0.9333,2.4921,207003.3157
42,donor-HCP-derandomized,10,0.9667,2.4343,183692.0371
42,donor-HCP-derandomized,20,0.7241,2.2491,210679.0
42,sample-HCP-randomized,0,0.7333,1.6174,125518.5119
42,sample-HCP-randomized,5,0.7333,1.611,114973.6408
42,sample-HCP-randomized,10,0.8,1.529,100584.1282
42,sample-HCP-randomized,20,0.5172,1.5169,126107.6874
42,sample-HCP-derandomized,0,1.0,3.0056,288839.7545
42,sample-HCP-derandomized,5,0.8333,2.2366,177452.9941
42,sample-HCP-derandomized,10,0.9333,2.1964,158949.5461
42,sample-HCP-derandomized,20,0.7241,2.1959,203872.2989
42,HCP,0,0.8,1.6563,123164.6016
42,HCP,5,0.7333,1.6563,119601.3215
42,HCP,10,0.8667,1.6563,108947.2778
42,HCP,20,0.5172,1.6563,140918.6187
42,Pooling,0,0.7333,1.4706,106839.9992
42,Pooling,5,0.7,1.4706,103749.0069
42,Pooling,10,0.7667,1.4706,94507.0817
42,Pooling,20,0.5172,1.4706,122240.8461
42,Subsampling,0,0.8,1.6519,122769.7733
42,Subsampling,5,0.7333,1.6519,119217.916
42,Subsampling,10,0.8667,1.6519,108598.0259
42,Subsampling,20,0.5172,1.6519,140466.8764
42,Repeated,0,0.8667,2.0238,158744.1778
42,Repeated,5,0.8333,2.0238,154151.5436
42,Repeated,10,0.9,2.0238,140419.7782
42,Repeated,20,0.6897,2.0238,181626.9445
42,Std-CP,0,1.0,,
42,Std-CP,5,0.8,13.8527,8.852813999852331e+19
42,Std-CP,10,0.9667,7.613,245962448418970.62
42,Std-CP,20,0.7931,8.9697,1.9123790161298214e+22
43,donor-HCP-randomized,0,0.8667,1.7834,125677.0177
43,donor-HCP-randomized,5,0.9333,1.7834,132365.2125
43,donor-HCP-randomized,10,0.9,1.775,108673.2806
