replicate,method,o,coverage,width,width_income
14,Std-CP,0,1.0,,
14,Std-CP,5,0.7667,8.271,63560398188426.33
14,Std-CP,10,0.8667,6.7785,23705415503190.94
14,Std-CP,20,0.9333,5.9102,12572169768.1017
15,donor-HCP-randomized,0,0.7333,2.1521,170826.006
15,donor-HCP-randomized,5,0.8667,2.1361,171301.6903
15,donor-HCP-randomized,10,0.9333,2.1326,174853.2537
15,donor-HCP-randomized,20,0.8333,1.7509,134447.2738
15,donor-HCP-derandomized,0,0.9333,3.7557,419986.1565
15,donor-HCP-derandomized,5,0.9667,3.239,325147.1944
15,donor-HCP-derandomized,10,0.9667,2.8365,267270.6151
15,donor-HCP-derandomized,20,0.9333,2.7259,248083.447
15,sample-HCP-randomized,0,0.6667,2.0793,162342.7025
15,sample-HCP-randomized,5,0.8333,1.88,144836.2089
15,sample-HCP-randomized,10,0.9333,1.7866,142307.7418
15,sample-HCP-randomized,20,0.8333,1.863,144013.9291
15,sample-HCP-derandomized,0,0.9333,3.725,413288.6004
15,sample-HCP-derandomized,5,0.9333,2.6936,240498.1946
15,sample-HCP-derandomized,10,0.9667,2.6663,242687.9663
15,sample-HCP-derandomized,20,0.9333,2.676,240633.3804
15,HCP,0,0.7333,2.1521,170826.006
15,HCP,5,0.8667,2.1521,173098.3354
15,HCP,10,0.9333,2.1521,177009.8495
15,HCP,20,0.9,2.1521,174880.3447
15,Pooling,0,0.5667,1.6932,125398.1148
15,Pooling,5,0.8333,1.6932,127066.1619
15,Pooling,10,0.9333,1.6932,129937.4841
15,Pooling,20,0.7667,1.6932,128374.2801
15,Subsampling,0,0.5,1.6134,118239.4675
15,Subsampling,5,0.8333,1.6134,119812.2902
15,Subsampling,10,0.9333,1.6134,122519.6962
15,Subsampling,20,0.7667,1.6134,121045.7314
15,Repeated,0,0.8667,2.4544,205514.9385
15,Repeated,5,0.8667,2.4544,208248.7005
15,Repeated,10,0.9667,2.4544,212954.5097
15,Repeated,20,0.9333,2.4544,210392.5751
15,Std-CP,0,1.0,,
15,Std-CP,5,0.7667,10.4123,2.9643046768389695e+26
15,Std-CP,10,0.9333,6.677,1838833478840.2288
15,Std-CP,20,0.9333,4.3767,5994740.6077
16,donor-HCP-randomized,0,0.9,2.0059,150140.0806
16,donor-HCP-randomized,5,0.9,1.9693,141177.3435
16,donor-HCP-randomized,10,0.8667,1.8885,127583.5421
16,donor-HCP-randomized,20,0.931,1.6571,107766.3278
16,donor-HCP-derandomized,0,0.9333,2.7956,248432.1555
16,donor-HCP-derandomized,5,0.9333,2.6473,220669.86
16,donor-HCP-derandomized,10,0.9667,2.5886,200841.3279
16,donor-HCP-derandomized,20,0.9655,2.2917,168169.2323
16,sample-HCP-randomized,0,0.8,1.897,147599.9492
16,sample-HCP-randomized,5,0.9,1.8862,140341.5478
16,sample-HCP-randomized,10,0.9,1.8055,124154.5288
16,sample-HCP-randomized,20,0.931,1.8068,125959.3027
16,sample-HCP-derandomized,0,0.9333,2.8692,261575.5717
16,sample-HCP-derandomized,5,0.9333,2.3753,190922.698
16,sample-HCP-derandomized,10,0.9333,2.3378,175105.8309
16,sample-HCP-derandomized,20,0.931,2.3322,175940.9385
16,HCP,0,0.9,2.0059,150140.0806
16,HCP,5,0.9,2.0059,144684.135
16,HCP,10,0.9,2.0059,137586.1907
16,HCP,20,0.931,2.0059,136898.8722
16,Pooling,0,0.8333,1.7327,124571.3429
16,Pooling,5,0.8667,1.7327,120044.5406
16,Pooling,10,0.8333,1.7327,114155.3706
16,Pooling,20,0.931,1.7327,113585.1019
16,Subsampling,0,0.9333,2.1621,165987.5192
16,Subsampling,5,0.9,2.1621,159955.693
16,Subsampling,10,0.9333,2.1621,152108.5534
16,Subsampling,20,0.931,2.1621,151348.6878
16,Repeated,0,0.9,1.9213,141947.0717
16,Repeated,5,0.9,1.9213,136788.8522
16,Repeated,10,0.8667,1.9213,130078.2363
16,Repeated,20,0.931,1.9213,129428.4241
16,Std-CP,0,1.0,,
16,Std-CP,5,0.7667,8.3433,9457475751969.12
16,Std-CP,10,0.8,5.5572,1584749191.4418
16,Std-CP,20,0.8966,5.6952,1.0124261471331877e+26
17,donor-HCP-randomized,0,0.9333,2.0448,138306.1118
17,donor-HCP-randomized,5,0.8333,1.9354,130660.294
17,donor-HCP-randomized,10,0.7667,1.8155,117105.399
17,donor-HCP-randomized,20,0.6897,1.7068,117998.8598
17,donor-HCP-derandomized,0,0.9667,3.5734,336056.7571
17,donor-HCP-derandomized,5,1.0,3.2624,290121.8354
17,donor-HCP-derandomized,10,0.9333,2.694,206110.0859
17,donor-HCP-derandomized,20,0.931,2.425,191687.1416
17,sample-HCP-randomized,0,0.9,2.0622,162491.8325
17,sample-HCP-randomized,5,0.8,1.8751,132328.2088
17,sample-HCP-randomized,10,0.7667,1.8154,119329.2074
17,sample-HCP-randomized,20,0.6897,1.821,132314.8204
17,sample-HCP-derandomized,0,0.9333,3.4908,321670.4648
17,sample-HCP-derandomized,5,0.9667,2.4417,182410.88
17,sample-HCP-derandomized,10,0.9,2.3967,172809.2257
17,sample-HCP-derandomized,20,0.931,2.3663,186022.5559
17,HCP,0,0.9333,2.0448,138306.1118
17,HCP,5,0.9,2.0448,140840.0655
17,HCP,10,0.9,2.0448,136428.3719
17,HCP,20,0.8621,2.0448,148892.2491
17,Pooling,0,0.8667,1.7738,115186.4747
17,Pooling,5,0.7667,1.7738,117296.8457
17,Pooling,10,0.7333,1.7738,113622.6231
17,Pooling,20,0.7241,1.7738,124003.0037
17,Subsampling,0,0.9333,2.5067,183813.916
17,Subsampling,5,0.9333,2.5067,187181.6339
17,Subsampling,10,0.9,2.5067,181318.3306
17,Subsampling,20,0.931,2.5067,197883.2824
17,Repeated,0,0.9333,2.5509,188647.2955
17,Repeated,5,0.9667,2.5509,192103.5674
17,Repeated,10,0.9,2.5509,186086.0888
17,Repeated,20,0.931,2.5509,203086.6154
17,Std-CP,0,1.0,,
17,Std-CP,5,0.9,8.2317,70792856304.2622
17,Std-CP,10,0.8667,6.5093,1530479608.8799
17,Std-CP,20,0.8966,6.0859,4.919097535311562e+18
18,donor-HCP-randomized,0,0.9,2.0338,131861.9748
18,donor-HCP-randomized,5,0.9333,1.9636,129253.4891
18,donor-HCP-randomized,10,0.9,2.0707,145943.8547
18,donor-HCP-randomized,20,0.8667,1.8675,133203.4736
18,donor-HCP-derandomized,0,1.0,3.5501,320769.9996
18,donor-HCP-derandomized,5,1.0,3.3929,307778.7058
18,donor-HCP-derandomized,10,0.9667,3.0947,273529.8924
18,donor-HCP-derandomized,20,0.9333,2.7857,240920.1711
18,sample-HCP-randomized,0,0.8667,2.0668,154329.1208
18,sample-HCP-randomized,5,0.9,1.8857,126734.8585
18,sample-HCP-randomized,10,0.8667,1.9045,135343.3763
18,sample-HCP-randomized,20,0.8333,1.7992,130795.2443
18,sample-HCP-derandomized,0,1.0,3.5311,317561.1074
18,sample-HCP-derandomized,5,1.0,2.8344,226654.991
18,sample-HCP-derandomized,10,0.9667,2.7737,228283.4209
18,sample-HCP-derandomized,20,0.9,2.6473,223597.4208
18,HCP,0,0.9,2.0338,131861.9748
18,HCP,5,0.9333,2.0338,135952.056
18,HCP,10,0.9,2.0338,142526.8367
18,HCP,20,0.8667,2.0338,150618.3267
18,Pooling,0,0.8333,1.7866,111606.0028
18,Pooling,5,0.9,1.7866,115067.7863
18,Pooling,10,0.8667,1.7866,120632.5823
18,Pooling,20,0.8333,1.7866,127481.0984
18,Subsampling,0,0.9,2.1908,145743.0727
18,Subsampling,5,1.0,2.1908,150263.7163
18,Subsampling,10,0.9,2.1908,157530.6236
18,Subsampling,20,0.9,2.1908,166473.9041
18,Repeated,0,0.9,2.2473,150958.631
18,Repeated,5,1.0,2.2473,155641.0503
18,Repeated,10,0.9,2.2473,163168.0109
18,Repeated,20,0.9,2.2473,172431.3354
18,Std-CP,0,1.0,,
18,Std-CP,5,0.7667,5.3053,28814280038.6407
18,Std-CP,10,0.8,7.0671,465934434099821.8
18,Std-CP,20,0.7333,11.823,4.174709402068832e+27
19,donor-HCP-randomized,0,0.9333,2.1572,155050.2217
19,donor-HCP-randomized,5,0.8667,2.1507,147490.8059
19,donor-HCP-randomized,10,0.9,2.1349,152313.9595
19,donor-HCP-randomized,20,0.8,1.8079,128375.4334
19,donor-HCP-derandomized,0,0.9333,3.5724,350698.9482
19,donor-HCP-derandomized,5,0.9667,3.1855,272530.9886
19,donor-HCP-derandomized,10,0.9333,2.7341,219837.381
19,donor-HCP-derandomized,20,0.9333,2.393,187907.6652
19,sample-HCP-randomized,0,0.8333,1.9857,140299.0169
19,sample-HCP-randomized,5,0.8667,1.9903,137755.976
19,sample-HCP-randomized,10,0.8333,1.8243,121639.217
19,sample-HCP-randomized,20,0.8,1.8011,129457.0618
19,sample-HCP-derandomized,0,0.9333,3.5799,345849.4882
19,sample-HCP-derandomized,5,0.9,2.5593,189085.1397
19,sample-HCP-derandomized,10,0.9333,2.4692,184524.9318
19,sample-HCP-derandomized,20,0.9,2.295,177577.5919
19,HCP,0,0.9333,2.1572,155050.2217
19,HCP,5,0.8667,2.1572,148063.6712
19,HCP,10,0.9,2.1572,154400.2877
19,HCP,20,0.8667,2.1572,167146.3659
19,Pooling,0,0.7333,1.8238,124452.0209
19,Pooling,5,0.8,1.8238,118844.2229
19,Pooling,10,0.8333,1.8238,123930.3473
19,Pooling,20,0.8,1.8238,134161.0659
19,Subsampling,0,0.7,1.6715,111674.4521
19,Subsampling,5,0.8,1.6715,106642.4103
19,Subsampling,10,0.8333,1.6715,111206.3391
19,Subsampling,20,0.7667,1.6715,120386.6633
19,Repeated,0,0.8,1.9621,136682.6569
19,Repeated,5,0.8333,1.9621,130523.7474
19,Repeated,10,0.9,1.9621,136109.7153
19,Repeated,20,0.8667,1.9621,147345.8671
19,Std-CP,0,1.0,,
19,Std-CP,5,0.8333,13.9676,8.390764815375088e+35
19,Std-CP,10,0.8333,8.1759,1.6461797985474562e+22
19,Std-CP,20,0.8667,12.7545,9.474912950735857e+43
20,donor-HCP-randomized,0,0.7333,1.8081,113763.5942
20,donor-HCP-randomized,5,0.8667,1.6629,101670.4937
20,donor-HCP-randomized,10,0.8,1.6054,115231.9175
20,donor-HCP-randomized,20,0.7586,1.5704,98057.1031
20,donor-HCP-derandomized,0,0.9667,3.2543,273402.9648
20,donor-HCP-derandomized,5,0.9333,2.8611,220848.7507
20,donor-HCP-derandomized,10,0.9333,2.8349,252921.3356
20,donor-HCP-derandomized,20,0.931,2.5036,184059.7254
20,sample-HCP-randomized,0,0.8,1.9089,136916.2829
20,sample-HCP-randomized,5,0.9,1.7916,118875.8985
20,sample-HCP-randomized,10,0.8667,1.7298,128788.6791
20,sample-HCP-randomized,20,0.7586,1.688,109133.565
20,sample-HCP-derandomized,0,0.9667,2.9625,234982.9726
20,sample-HCP-derandomized,5,0.9333,2.5058,181657.8256
20,sample-HCP-derandomized,10,0.9333,2.4834,207801.1036
20,sample-HCP-derandomized,20,0.931,2.4669,180772.2159
20,HCP,0,0.7333,1.8081,113763.5942
20,HCP,5,0.8667,1.8081,112731.1148
20,HCP,10,0.8667,1.8081,133386.456
20,HCP,20,0.7586,1.8081,116550.6968
20,Pooling,0,0.7333,1.5754,96064.8656
20,Pooling,5,0.8667,1.5754,95193.0138
20,Pooling,10,0.7667,1.5754,112634.9081
20,Pooling,20,0.7586,1.5754,98418.3658
20,Subsampling,0,0.7333,1.7377,108260.6398
20,Subsampling,5,0.8667,1.7377,107278.1033
20,Subsampling,10,0.8667,1.7377,126934.3077
20,Subsampling,20,0.7586,1.7377,110912.9252
20,Repeated,0,0.7333,1.7239,107190.8394
20,Repeated,5,0.8667,1.7239,106218.012
20,Repeated,10,0.8667,1.7239,125679.9795
20,Repeated,20,0.7586,1.7239,109816.9156
20,Std-CP,0,1.0,,
20,Std-CP,5,0.7333,15.1713,1.9253344239234328e+51
20,Std-CP,10,0.7333,4.679,64970202231.1237
20,Std-CP,20,0.8966,7.0019,1.8203937107370557e+19
21,donor-HCP-randomized,0,0.8333,1.8742,128879.7229
21,donor-HCP-randomized,5,0.8667,1.8796,129000.2122
21,donor-HCP-randomized,10,0.8,1.802,124038.842
21,donor-HCP-randomized,20,0.8966,1.6869,123269.0314
21,donor-HCP-derandomized,0,1.0,3.134,274685.3876
21,donor-HCP-derandomized,5,0.9333,2.624,206933.9485
21,donor-HCP-derandomized,10,0.9,2.4761,190994.4533
21,donor-HCP-derandomized,20,0.9655,2.2921,184678.0468
21,sample-HCP-randomized,0,0.8333,1.7903,117846.9244
21,sample-HCP-randomized,5,0.8333,1.7244,115393.9756
21,sample-HCP-randomized,10,0.7,1.6726,112558.4146
21,sample-HCP-randomized,20,0.8276,1.6334,115246.1599
21,sample-HCP-derandomized,0,1.0,3.1677,277420.8345
21,sample-HCP-derandomized,5,0.9,2.2795,166483.7037
21,sample-HCP-derandomized,10,0.8667,2.2641,166720.7195
21,sample-HCP-derandomized,20,0.9655,2.2608,177927.4635
21,HCP,0,0.8333,1.8742,128879.7229
21,HCP,5,0.8333,1.8742,128592.8061
21,HCP,10,0.8333,1.8742,130339.4638
21,HCP,20,0.8966,1.8742,141308.0129
21,Pooling,0,0.8,1.5626,102976.777
21,Pooling,5,0.8333,1.5626,102747.5264
21,Pooling,10,0.6,1.5626,104143.1313
21,Pooling,20,0.7931,1.5626,112907.1619
21,Subsampling,0,0.8,1.7249,116122.1007
21,Subsampling,5,0.8333,1.7249,115863.5854
21,Subsampling,10,0.7333,1.7249,117437.3439
21,Subsampling,20,0.8621,1.7249,127320.1318
21,Repeated,0,0.8333,1.7488,118115.8509
21,Repeated,5,0.8333,1.7488,117852.8971
21,Repeated,10,0.7667,1.7488,119453.6761
21,Repeated,20,0.8966,1.7488,129506.1459
21,Std-CP,0,1.0,,
21,Std-CP,5,0.8,9.3011,4.100572895991979e+25
21,Std-CP,10,0.8,4.5258,1928538700763.51
21,Std-CP,20,0.8966,7.0139,8891167052513.78
22,donor-HCP-randomized,0,0.8,2.2218,177645.6436
22,donor-HCP-randomized,5,0.8667,2.2355,151691.0285
22,donor-HCP-randomized,10,0.8667,2.2405,195530.6313
22,donor-HCP-randomized,20,0.931,2.222,179759.734
22,donor-HCP-derandomized,0,0.9333,3.4321,353234.5367
22,donor-HCP-derandomized,5,0.9,3.2212,266893.7151
22,donor-HCP-derandomized,10,0.9333,3.0685,317562.264
22,donor-HCP-derandomized,20,0.9655,2.7605,245544.5404
22,sample-HCP-randomized,0,0.7333,2.0325,165030.353
22,sample-HCP-randomized,5,0.8,2.0015,135466.4977
22,sample-HCP-randomized,10,0.8667,1.9164,159546.8635
22,sample-HCP-randomized,20,0.8966,1.9151,149217.9789
22,sample-HCP-derandomized,0,0.9333,3.3849,344426.0759
22,sample-HCP-derandomized,5,0.8667,2.7274,201443.3499
22,sample-HCP-derandomized,10,0.9,2.6885,256995.6472
22,sample-HCP-derandomized,20,0.9655,2.6469,230729.7821
22,HCP,0,0.8,2.2218,177645.6436
22,HCP,5,0.8667,2.2218,150314.5667
22,HCP,10,0.8667,2.2218,193329.6196
22,HCP,20,0.931,2.2218,179739.8849
22,Pooling,0,0.8,1.9729,151469.2159
22,Pooling,5,0.8333,1.9729,128165.4258
22,Pooling,10,0.8667,1.9729,164842.1279
22,Pooling,20,0.8966,1.9729,153254.8667
22,Subsampling,0,0.8667,2.7461,242347.0526
22,Subsampling,5,0.8667,2.7461,205061.5567
22,Subsampling,10,0.9333,2.7461,263743.3857
22,Subsampling,20,0.9655,2.7461,245204.0504
22,Repeated,0,0.8667,2.5744,219552.7308
22,Repeated,5,0.8667,2.5744,185774.1791
22,Repeated,10,0.8667,2.5744,238936.5992
22,Repeated,20,0.9655,2.5744,222141.0093
22,Std-CP,0,1.0,,
22,Std-CP,5,0.7,6.3091,796149683670.9318
22,Std-CP,10,0.9,54.9844,2898610.9926
22,Std-CP,20,0.7931,5.3604,119323728.7038
23,donor-HCP-randomized,0,0.8333,1.9453,138823.6931
23,donor-HCP-randomized,5,1.0,1.9299,131639.1269
23,donor-HCP-randomized,10,0.9,1.9218,151453.2565
23,donor-HCP-randomized,20,0.8276,1.7655,122792.0015
23,donor-HCP-derandomized,0,0.9,2.9117,252533.5021
23,donor-HCP-derandomized,5,1.0,2.8403,230332.4919
23,donor-HCP-derandomized,10,0.9,2.6733,245878.0451
23,donor-HCP-derandomized,20,0.8621,2.3595,180907.7455
23,sample-HCP-randomized,0,0.8,1.9344,147094.9352
23,sample-HCP-randomized,5,1.0,1.8527,125562.8795
23,sample-HCP-randomized,10,0.8333,1.8282,147336.5042
23,sample-HCP-randomized,20,0.8276,1.7924,126947.0031
23,sample-HCP-derandomized,0,0.9,2.9117,252533.5021
23,sample-HCP-derandomized,5,1.0,2.3718,175293.8774
23,sample-HCP-derandomized,10,0.9,2.3523,204370.9281
23,sample-HCP-derandomized,20,0.8621,2.3303,177841.3081
23,HCP,0,0.8333,1.9453,138823.6931
23,HCP,5,1.0,1.9453,133019.9079
23,HCP,10,0.9,1.9453,153866.8514
23,HCP,20,0.8276,1.9453,139090.9794
23,Pooling,0,0.8,1.7777,123784.766
23,Pooling,5,1.0,1.7777,118609.7114
23,Pooling,10,0.8333,1.7777,137198.2821
23,Pooling,20,0.8276,1.7777,124023.0969
23,Subsampling,0,0.9,2.5984,207826.5508
23,Subsampling,5,1.0,2.5984,199137.9716
23,Subsampling,10,0.9,2.5984,230346.9697
23,Subsampling,20,0.8621,2.5984,208226.6929
23,Repeated,0,0.9,2.3426,178591.7934
23,Repeated,5,1.0,2.3426,171125.428
23,Repeated,10,0.9,2.3426,197944.287
23,Repeated,20,0.8621,2.3426,178935.6478
23,Std-CP,0,1.0,,
23,Std-CP,5,0.7667,8.5825,1.9559049100462062e+18
23,Std-CP,10,0.8333,5.4071,103277163.446
23,Std-CP,20,0.8621,4.4904,299945344.3854
24,donor-HCP-randomized,0,0.8667,2.1649,142374.8279
24,donor-HCP-randomized,5,0.9333,2.1589,165536.3456
24,donor-HCP-randomized,10,0.8333,2.1454,139406.1975
24,donor-HCP-randomized,20,0.9,1.9763,143078.5803
24,donor-HCP-derandomized,0,0.9333,3.3589,280841.4896
24,donor-HCP-derandomized,5,0.9667,3.1261,289633.7995
24,donor-HCP-derandomized,10,0.9333,2.7406,197577.8632
24,donor-HCP-derandomized,20,0.9333,2.3156,176811.4497
24,sample-HCP-randomized,0,0.8333,1.9068,123000.119
24,sample-HCP-randomized,5,0.9,1.9176,142400.0666
24,sample-HCP-randomized,10,0.7333,1.8724,114615.3013
24,sample-HCP-randomized,20,0.9,1.7865,124997.4072
24,sample-HCP-derandomized,0,0.9333,3.3063,273023.1337
24,sample-HCP-derandomized,5,0.9333,2.5681,211610.8423
24,sample-HCP-derandomized,10,0.9,2.5079,173214.1248
24,sample-HCP-derandomized,20,0.9333,2.282,173350.8569
24,HCP,0,0.8667,2.1649,142374.8279
24,HCP,5,0.9333,2.1649,166153.1969
24,HCP,10,0.8333,2.1649,141159.2385
24,HCP,20,0.9333,2.1649,161354.7928
24,Pooling,0,0.8667,1.9112,120714.85
24,Pooling,5,0.9,1.9112,140875.733
24,Pooling,10,0.7667,1.9112,119684.1925
24,Pooling,20,0.9,1.9112,136807.3268
24,Subsampling,0,0.9333,3.3212,276364.1239
24,Subsampling,5,0.9667,3.3212,322520.3737
24,Subsampling,10,1.0,3.3212,274004.5405
24,Subsampling,20,0.9667,3.3212,313206.1799
24,Repeated,0,0.9333,2.441,168562.3826
24,Repeated,5,0.9333,2.441,196714.3993
24,Repeated,10,0.9,2.441,167123.2052
24,Repeated,20,0.9667,2.441,191033.4062
24,Std-CP,0,1.0,,
24,Std-CP,5,0.8333,13.5519,5.187095495362798e+32
24,Std-CP,10,0.7667,4.0978,32116255.403
24,Std-CP,20,1.0,6.626,1890779710.7884
25,donor-HCP-randomized,0,0.8667,1.7563,105777.9899
25,donor-HCP-randomized,5,0.7667,1.695,102034.1544
25,donor-HCP-randomized,10,0.7667,1.6857,118822.3916
25,donor-HCP-randomized,20,0.7931,1.5531,91905.4276
25,donor-HCP-derandomized,0,0.9667,2.6601,188562.7011
25,donor-HCP-derandomized,5,0.9,2.4581,169669.6595
25,donor-HCP-derandomized,10,0.9,2.4017,192538.4845
25,donor-HCP-derandomized,20,0.9655,2.0592,131406.8467
25,sample-HCP-randomized,0,0.9,1.7785,109918.5164
25,sample-HCP-randomized,5,0.7333,1.5921,95737.0984
25,sample-HCP-randomized,10,0.8,1.5963,114575.9277
25,sample-HCP-randomized,20,0.8276,1.594,95669.0367
25,sample-HCP-derandomized,0,0.9667,2.7287,196199.9107
25,sample-HCP-derandomized,5,0.8333,2.1011,135979.1322
25,sample-HCP-derandomized,10,0.8333,2.0758,158887.4429
25,sample-HCP-derandomized,20,0.931,2.0521,130520.7622
25,HCP,0,0.8667,1.7563,105777.9899
25,HCP,5,0.8,1.7563,106603.1897
25,HCP,10,0.8,1.7563,124833.0717
25,HCP,20,0.8621,1.7563,106573.0732
25,Pooling,0,0.8667,1.5474,90663.6827
25,Pooling,5,0.7,1.5474,91370.972
25,Pooling,10,0.7,1.5474,106996.0395
25,Pooling,20,0.7931,1.5474,91345.1588
25,Subsampling,0,0.8667,1.3903,79957.6631
25,Subsampling,5,0.6667,1.3903,80581.4322
25,Subsampling,10,0.6333,1.3903,94361.4138
25,Subsampling,20,0.7586,1.3903,80558.6671
25,Repeated,0,0.8667,1.6549,98307.0014
25,Repeated,5,0.7667,1.6549,99073.9181
25,Repeated,10,0.7667,1.6549,116016.2426
25,Repeated,20,0.7931,1.6549,99045.9287
25,Std-CP,0,1.0,,
25,Std-CP,5,0.8333,11.1434,1.3158350544193207e+23
25,Std-CP,10,0.8333,5.9717,73093104.7382
25,Std-CP,20,0.8621,9.1543,1.1815090584867077e+21
26,donor-HCP-randomized,0,0.8,2.031,144702.1211
26,donor-HCP-randomized,5,0.8333,1.9999,137303.1381
26,donor-HCP-randomized,10,0.8667,1.9949,132101.9627
26,donor-HCP-randomized,20,0.7667,1.5464,94655.3214
26,donor-HCP-derandomized,0,1.0,3.6664,370728.9561
26,donor-HCP-derandomized,5,1.0,3.2091,282209.7388
26,donor-HCP-derandomized,10,0.9667,2.8424,223547.0927
26,donor-HCP-derandomized,20,0.9333,2.3038,159067.5693
26,sample-HCP-randomized,0,0.7667,1.8959,139257.122
26,sample-HCP-randomized,5,0.8667,1.9038,128478.9357
26,sample-HCP-randomized,10,0.7667,1.7872,116074.2724
26,sample-HCP-randomized,20,0.7333,1.6676,105822.4628
26,sample-HCP-derandomized,0,0.9667,3.3639,315733.7055
26,sample-HCP-derandomized,5,1.0,2.5283,191995.7171
26,sample-HCP-derandomized,10,0.9667,2.5083,185073.5128
26,sample-HCP-derandomized,20,0.9333,2.263,157005.9369
26,HCP,0,0.8,2.031,144702.1211
26,HCP,5,0.9333,2.031,140127.9503
26,HCP,10,0.8667,2.031,135307.7807
26,HCP,20,0.8333,2.031,136973.6131
26,Pooling,0,0.8,1.7392,118651.4689
26,Pooling,5,0.8,1.7392,114900.7839
26,Pooling,10,0.8,1.7392,110948.387
26,Pooling,20,0.8333,1.7392,112314.3204
26,Subsampling,0,1.0,3.7912,392507.2322
26,Subsampling,5,1.0,3.7912,380099.7079
26,Subsampling,10,0.9667,3.7912,367024.9068
26,Subsampling,20,1.0,3.7912,371543.5087
26,Repeated,0,0.8667,2.3087,172334.914
26,Repeated,5,1.0,2.3087,166887.2446
26,Repeated,10,0.9333,2.3087,161146.5995
26,Repeated,20,0.9333,2.3087,163130.5448
26,Std-CP,0,1.0,,
26,Std-CP,5,0.7667,13.5452,6.364295358223146e+46
26,Std-CP,10,0.8,6.4706,821011011052.2736
26,Std-CP,20,0.8333,5.2537,428028004.009
27,donor-HCP-randomized,0,0.8,1.8635,117572.4406
27,donor-HCP-randomized,5,0.8333,1.8692,127341.2375
27,donor-HCP-randomized,10,0.8667,1.851,133824.7157
27,donor-HCP-randomized,20,0.7931,1.7156,106307.3558
27,donor-HCP-derandomized,0,0.9667,2.9148,222203.0397
27,donor-HCP-derandomized,5,0.9333,2.5226,190878.9742
27,donor-HCP-derandomized,10,0.9333,2.3926,188171.3169
27,donor-HCP-derandomized,20,0.931,2.2548,150870.3121
27,sample-HCP-randomized,0,0.6667,1.5764,106033.3099
27,sample-HCP-randomized,5,0.6667,1.6347,110596.319
27,sample-HCP-randomized,10,0.8333,1.6413,116552.0837
27,sample-HCP-randomized,20,0.7931,1.6155,97479.757
27,sample-HCP-derandomized,0,0.9667,2.9664,232248.102
27,sample-HCP-derandomized,5,0.8667,2.2926,167655.7942
27,sample-HCP-derandomized,10,0.9,2.2561,174254.0366
27,sample-HCP-derandomized,20,0.8966,2.2341,148887.4599
27,HCP,0,0.8,1.8635,117572.4406
27,HCP,5,0.7667,1.8635,126876.7957
27,HCP,10,0.8667,1.8635,134826.5354
27,HCP,20,0.8621,1.8635,118008.8596
27,Pooling,0,0.7667,1.5529,93927.1185
27,Pooling,5,0.6667,1.5529,101360.2488
27,Pooling,10,0.8,1.5529,107711.1941
27,Pooling,20,0.7586,1.5529,94275.7681
27,Subsampling,0,0.8667,2.0537,133412.7014
27,Subsampling,5,0.8333,2.0537,143970.6106
27,Subsampling,10,0.9,2.0537,152991.4002
27,Subsampling,20,0.931,2.0537,133907.9181
27,Repeated,0,0.7667,1.6581,101658.8605
27,Repeated,5,0.7,1.6581,109703.8593
27,Repeated,10,0.8333,1.6581,116577.5916
27,Repeated,20,0.7931,1.6581,102036.2096
27,Std-CP,0,1.0,,
27,Std-CP,5,0.6333,17.1453,8.799785694838977e+45
27,Std-CP,10,0.7667,5.2433,25150603.9851
27,Std-CP,20,0.8621,8.6341,9855111485015948.0
28,donor-HCP-randomized,0,0.9,1.8715,120484.2937
28,donor-HCP-randomized,5,0.8667,1.8679,115871.6265
28,donor-HCP-randomized,10,0.7667,1.8596,127650.8734
28,donor-HCP-randomized,20,0.8,1.576,114169.5295
28,donor-HCP-derandomized,0,1.0,3.3633,293028.0301
28,donor-HCP-derandomized,5,0.9667,2.9997,229721.8957
28,donor-HCP-derandomized,10,0.8667,2.6795,216391.7833
28,donor-HCP-derandomized,20,0.9667,2.2218,178882.2562
28,sample-HCP-randomized,0,0.8,1.7699,110798.3336
28,sample-HCP-randomized,5,0.8,1.7213,105097.5717
28,sample-HCP-randomized,10,0.7,1.6586,113848.0743
28,sample-HCP-randomized,20,0.8,1.6122,115078.6772
28,sample-HCP-derandomized,0,1.0,3.3633,293028.0301
28,sample-HCP-derandomized,5,0.9,2.2774,150860.5578
28,sample-HCP-derandomized,10,0.8333,2.2538,167746.0338
28,sample-HCP-derandomized,20,0.9333,2.0142,154610.0862
28,HCP,0,0.9,1.8715,120484.2937
28,HCP,5,0.8667,1.8715,116173.1941
28,HCP,10,0.7667,1.8715,128758.5414
28,HCP,20,0.8667,1.8715,144674.4148
28,Pooling,0,0.7667,1.6138,100256.8731
28,Pooling,5,0.8,1.6138,96669.5394
28,Pooling,10,0.7333,1.6138,107142.0046
28,Pooling,20,0.8,1.6138,120385.8528
28,Subsampling,0,0.9,2.288,157569.9937
28,Subsampling,5,0.9,2.288,151931.915
28,Subsampling,10,0.8333,2.288,168391.0985
28,Subsampling,20,0.9667,2.288,189205.9615
28,Repeated,0,0.9,2.2055,149738.8948
28,Repeated,5,0.9,2.2055,144381.024
28,Repeated,10,0.8,2.2055,160022.1996
28,Repeated,20,0.9667,2.2055,179802.5811
28,Std-CP,0,1.0,,
28,Std-CP,5,0.8,10.8942,3.152433339387646e+17
28,Std-CP,10,0.8667,4.9342,250478136.8725
28,Std-CP,20,0.7667,151.0914,3.045762293838982e+23
