summary,spearman_rho,p_value,subsample
resid_mean,0.2413906983488114,0.0017873220617099495,0
resid_median,0.27283598982933,0.0003918587813343351,0
resid_q25,0.23567632082026313,0.002308716903555,0
resid_q75,0.2572685712852779,0.000850288107529307,0
resid_sd,0.07182452821596819,0.3592612946848242,0
resid_mean,0.28642699428809215,0.00019170568820713434,1
resid_median,0.2420301701728783,0.0017362055797671893,1
resid_q25,0.3261871441295855,1.905960057953325e-05,1
resid_q75,0.24960753767557586,0.0012240081752764454,1
resid_sd,0.12153573810717558,0.1199325611721893,1
resid_mean,0.2795542428251855,0.00027645896340604005,2
resid_median,0.273482831484391,0.00037906205714681874,2
resid_q25,0.24170200299322372,0.0017622690086107021,2
resid_q75,0.26814953705392336,0.0004972134927152532,2
resid_sd,0.11853492166361251,0.129422153854408,2
resid_mean,0.24654392587455623,0.0014116315204807737,3
resid_median,0.23492643050547124,0.0023865331502174363,3
resid_q25,0.2448163855087828,0.0015286699780430344,3
resid_q75,0.20623598674461194,0.007868930852407354,3
resid_sd,0.10602929302970757,0.1752771424697325,3
resid_mean,0.24627938373037744,0.0014290061858305012,4
resid_median,0.2533510494109537,0.0010258172305439395,4
resid_q25,0.26447667667843144,0.0005974481965377854,4
resid_q75,0.24593734944295442,0.0014517598835921018,4
resid_sd,0.09894945049433766,0.20606083758254265,4
resid_mean,0.2633329995298606,0.0006322744860135711,5
resid_median,0.32114881874727186,2.6013005128068526e-05,5
resid_q25,0.2931180400358054,0.00013301155072060203,5
resid_q75,0.2705718345660249,0.0004398683645677194,5
resid_sd,0.06893727784440103,0.3789510325309157,5
resid_mean,0.28898557108658873,0.00016687687434883752,6
resid_median,0.28336624387896026,0.00022591647089109215,6
resid_q25,0.19317455239364456,0.012919910416723138,6
resid_q75,0.31654471658141325,3.4398574480024205e-05,6
resid_sd,0.13798678568936273,0.07715084372126986,6
resid_mean,0.30711873260575095,6.0097370467760626e-05,7
resid_median,0.3087580922567981,5.4613254923109064e-05,7
resid_q25,0.2894438435888782,0.00016275943533491255,7
resid_q75,0.28821064965414595,0.0001740608975135047,7
resid_sd,0.09993814335641989,0.20154247356116567,7
resid_mean,0.23662760368215852,0.002213317276036891,8
resid_median,0.29648093183832025,0.0001103098121019155,8
resid_q25,0.23752143547233825,0.0021269554200574713,8
resid_q75,0.24077610548859815,0.001837737620621262,8
resid_sd,0.07733448681492373,0.32349216218344656,8
resid_mean,0.23762030475854645,0.0021175931976971517,9
resid_median,0.2403213336659346,0.0018758725789240177,9
resid_q25,0.21932815073858997,0.004648250540500447,9
resid_q75,0.26716618847758217,0.0005224049745711841,9
resid_sd,0.11718415344257854,0.1338778558934966,9
resid_mean,0.23837919333376634,0.0020469691661519087,10
resid_median,0.24306779267073034,0.0016560900502854872,10
resid_q25,0.23626018403746576,0.0022497314808805793,10
resid_q75,0.2687026706281153,0.00048354123864918373,10
