summary,median_rho,median_p_value,frac_p_lt_0p05,mean_rho
resid_median,0.283108287302818,0.0002290617703793789,1.0,0.28473641634414737
resid_q75,0.2788715103217746,0.0002865520171752233,1.0,0.27667053304292166
resid_mean,0.27394474690430404,0.00037016216117975536,1.0,0.2741633883143249
resid_q25,0.25739215789303815,0.0008452300400819195,0.995,0.2595986264254899
resid_sd,0.10008243907142647,0.20088907130654088,0.045,0.10046362693225941
