puma,N_j,age_mean,age_sd,hours_mean,hours_sd,entry_recency_mean,entry_recency_sd,age_sq_mean,age_sq_sd,prop_female,prop_married,prop_educ_BAplus,prop_educ_<HS,prop_educ_SomeCollege,prop_educ_HS,english_mean,resid_mean,resid_sd,resid_q25,resid_median,resid_q75
101,67,37.43283582089552,9.392491973519956,46.82089552238806,9.570987367345582,8.298507462686567,6.329380565635189,1488.1194029850747,739.3934353195041,0.44776119402985076,0.6865671641791045,0.8805970149253731,0.04477611940298507,0.05970149253731343,0.014925373134328358,1.3432835820895523,1592.1682654150818,100188.19510863925,-50602.26020975251,-27444.80942098028,8732.737712048183
102,74,35.16216216216216,8.570460621286024,43.62162162162162,8.52506811558808,9.054054054054054,5.071791156118784,1308.837837837838,659.6038459690626,0.47297297297297297,0.5675675675675675,0.6081081081081081,0.13513513513513514,0.12162162162162163,0.13513513513513514,1.445945945945946,-3016.667321068982,73518.42507460352,-41073.417868598175,-16934.2519032298,18452.782268631046
104,52,34.92307692307692,7.09002655999382,42.34615384615385,5.397474410785378,10.76923076923077,5.956098817361238,1268.923076923077,532.0324273676737,0.3076923076923077,0.5576923076923077,0.19230769230769232,0.3076923076923077,0.1346153846153846,0.36538461538461536,2.1346153846153846,-11276.994068729373,36551.41428642112,-24942.8173580375,-4833.683127174023,17497.883398955455
105,70,39.34285714285714,7.560165848740058,42.857142857142854,6.609798861825435,9.428571428571429,5.520899497630795,1604.2,606.7515213789349,0.4142857142857143,0.6714285714285714,0.4714285714285714,0.17142857142857143,0.15714285714285714,0.2,1.8857142857142857,-9677.251019191885,41795.43038138425,-33667.38965679184,-4418.304340069706,15937.358937139536
106,50,39.56,6.667496546986855,43.48,8.862302644531235,11.2,5.558593273812491,1608.56,530.0258045316169,0.44,0.72,0.5,0.24,0.14,0.12,1.82,-41.85889496732387,42545.849951084754,-21311.855835066024,-710.0687528251437,16121.37921446858
107,98,37.683673469387756,7.993034259640309,41.285714285714285,4.43044760485681,11.642857142857142,5.386600404478299,1483.295918367347,631.8120105570956,0.4489795918367347,0.7448979591836735,0.3979591836734694,0.1326530612244898,0.19387755102040816,0.2755102040816326,1.6224489795918366,-2454.803397033297,35595.34052755148,-20513.64153545087,-750.6256873680104,14188.18431340898
108,148,36.229729729729726,6.424966814382223,41.21621621621622,4.108296799452092,10.054054054054054,5.47944058888554,1353.5945945945946,491.23351386143315,0.43243243243243246,0.7837837837837838,0.7905405405405406,0.033783783783783786,0.10135135135135136,0.07432432432432433,1.3513513513513513,4431.346650897237,54590.50850671572,-18873.17633313971,-1364.537818292767,24917.127794401982
109,252,37.3968253968254,6.998667334815691,41.63095238095238,4.170030893781712,9.531746031746032,5.513744518250188,1447.3095238095239,552.1052856501198,0.38095238095238093,0.8571428571428571,0.8690476190476191,0.03571428571428571,0.051587301587301584,0.04365079365079365,1.3492063492063493,21627.79768557482,71505.95385426366,-12509.99757982581,14990.260513234447,42663.5852817578
110,167,39.209580838323355,6.5975829229843495,41.50898203592814,4.179508623151848,10.952095808383234,5.471512624531174,1580.6586826347304,522.5342183117655,0.32335329341317365,0.8922155688622755,0.9041916167664671,0.023952095808383235,0.059880239520958084,0.011976047904191617,1.251497005988024,26236.78055284847,90042.94905396811,-15313.0005936136,10194.825213915901,46822.64558317111
1301,50,38.52,8.152225187653006,41.18,3.414793745825743,11.48,4.937321425342172,1548.92,641.8835115883408,0.44,0.74,0.18,0.34,0.18,0.3,2.1,-1622.8735149037589,43792.54909018954,-20808.25497673989,447.7953033481608,23939.232950816702
1302,44,38.63636363636363,7.548574204169702,44.38636363636363,9.048232280372623,11.704545454545455,5.097101526812079,1548.4545454545455,614.4172302023732,0.38636363636363635,0.7727272727272727,0.5681818181818182,0.09090909090909091,0.1590909090909091,0.18181818181818182,1.6363636363636365,-19644.010465757325,45334.04275050291,-47774.80462386673,-19058.38000986213,3755.7732518312987
1303,43,38.883720930232556,7.264425065985153,42.25581395348837,5.038390820470426,11.465116279069768,5.206904012070816,1563.4883720930231,583.715169128828,0.3953488372093023,0.627906976744186,0.5116279069767442,0.16279069767441862,0.18604651162790697,0.13953488372093023,1.9767441860465116,-12867.975838943017,47969.04111848062,-49789.23528011762,-3704.9554797996534,17097.899112941144
1305,85,41.05882352941177,6.8249418995895565,42.54117647058823,6.134509995521571,10.694117647058823,5.5205752146203135,1731.8588235294117,559.0206818079951,0.35294117647058826,0.8941176470588236,0.8941176470588236,0.023529411764705882,0.07058823529411765,0.011764705882352941,1.2117647058823529,45350.21860918813,106336.06447719873,-17097.805041283544,25527.091234223044,70918.00019521604
