experiment,o_observed,coverage_none,coverage_constant,coverage_linear,coverage_spline,coverage_stdcp,coverage_hcp,width_none,width_constant,width_linear,width_spline,width_stdcp,width_hcp,infinite_none,infinite_constant,infinite_linear,infinite_spline,infinite_stdcp,infinite_hcp
4,250,0.8333333333333334,0.8,0.9,0.8333333333333334,0.8,0.9,4.14937472631993,4.226114707735874,4.251609560235174,4.178734135944161,4.168816916449924,5.924953775596173,0,0,0,0,0,0
4,500,0.8333333333333334,0.8,0.8,0.8,0.8,0.9,4.23726818257325,4.179134662021457,4.1712130982456195,4.418732236080299,4.181611779648304,5.924953775596173,0,0,0,0,0,0
4,750,0.7333333333333333,0.7666666666666667,0.6666666666666666,0.6666666666666666,0.7,0.9,4.194106342343645,4.12891172661509,4.235102085649736,4.325861110864019,4.15874688005259,5.924953775596173,0,0,0,0,0,0
4,1000,0.9,0.9666666666666667,0.9,0.8666666666666667,0.9666666666666667,0.9333333333333333,4.250047916200808,4.190365943793982,4.153983931462104,4.334097636275343,4.209450055982682,5.924953775596173,0,0,0,0,0,0
5,0,0.9,0.9,0.9,0.9,,0.9,4.5984875200861595,4.5984875200861595,4.5984875200861595,4.5984875200861595,,4.5984875200861595,0,0,0,0,0,0
5,20,0.7,0.8666666666666667,0.7666666666666667,0.7333333333333333,0.7333333333333333,0.7333333333333333,4.931910305555807,5.4073579253808735,5.938285644277158,10.361161213017198,7.875701473183353,4.5984875200861595,0,0,0,0,0,0
5,50,0.7333333333333333,0.8,0.7333333333333333,0.7333333333333333,0.8,0.7333333333333333,4.246315930156834,4.207672104674598,5.072257318568378,5.794637243901861,5.25912241489042,4.5984875200861595,0,0,0,0,0,0
5,100,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.8666666666666667,4.366181531810312,4.427636641332262,4.497344391230779,5.1298156683481295,4.868271702945205,4.5984875200861595,0,0,0,0,0,0
5,250,0.7666666666666667,0.7333333333333333,0.7,0.8,0.7333333333333333,0.8,4.229757134892438,4.0485318289735694,4.104109933218542,4.523776331510277,4.316173238832633,4.5984875200861595,0,0,0,0,0,0
5,500,0.8666666666666667,0.8666666666666667,0.9,0.8,0.8333333333333334,0.8333333333333334,4.293270681873031,4.213170855747357,4.324381433251604,4.3181928230699125,4.236531693966997,4.5984875200861595,0,0,0,0,0,0
5,750,0.7666666666666667,0.8,0.8,0.6666666666666666,0.8,0.7666666666666667,4.167898235059247,4.110201936337752,4.10059105867647,4.260465215174079,4.072710084353643,4.5984875200861595,0,0,0,0,0,0
5,1000,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,4.220258574377068,4.073703749563126,4.089599542294024,4.425576125600962,4.070119064584173,4.5984875200861595,0,0,0,0,0,0
6,0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,,0.8666666666666667,5.436767222379437,5.436767222379437,5.436767222379437,5.436767222379437,,5.436767222379437,0,0,0,0,0,0
6,20,0.7333333333333333,0.7666666666666667,0.8,0.7333333333333333,0.8666666666666667,0.8666666666666667,3.9099260597873378,4.685332817003495,5.58368594940776,7.729274348966634,6.439600968046391,5.436767222379437,0,0,0,0,0,0
6,50,0.8,0.8,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.9,4.24820448954984,4.569446046461951,4.702622691337479,6.471328096789936,4.663121546387306,5.436767222379437,0,0,0,0,0,0
6,100,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.9333333333333333,4.196794885773251,4.3013201280237805,4.431667616888355,4.345681270646623,4.5505281947388525,5.436767222379437,0,0,0,0,0,0
6,250,0.7,0.7333333333333333,0.6666666666666666,0.8333333333333334,0.7,0.7666666666666667,4.204921626608151,4.122474755149449,4.123821039189491,4.285109557129825,4.220515425571068,5.436767222379437,0,0,0,0,0,0
6,500,0.8333333333333334,0.8666666666666667,0.8666666666666667,0.8,0.8666666666666667,0.9,4.253904409749749,4.235149041395037,4.209244402951732,4.393822564322029,4.16571167962276,5.436767222379437,0,0,0,0,0,0
6,750,0.8333333333333334,0.8333333333333334,0.8,0.9,0.8333333333333334,0.9,4.318304671040572,4.344309639755258,4.290417570672908,4.438502966887576,4.248630898009218,5.436767222379437,0,0,0,0,0,0
6,1000,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.9,0.9666666666666667,4.311469337313577,4.21078297140241,4.036946854738666,4.1709682076598895,4.074430369242238,5.436767222379437,0,0,0,0,0,0
7,0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,,0.8666666666666667,5.462315409328012,5.462315409328012,5.462315409328012,5.462315409328012,,5.462315409328012,0,0,0,0,0,0
7,20,0.8666666666666667,0.9,0.9333333333333333,0.8666666666666667,0.9666666666666667,0.9,4.348067008462924,5.18099829332103,5.362787202309525,11.387573268595212,7.118280669693476,5.462315409328012,0,0,0,0,0,0
7,50,0.8666666666666667,0.9333333333333333,0.8333333333333334,0.9333333333333333,0.8666666666666667,0.9666666666666667,4.279633523239344,4.593645033769047,4.693266889890922,5.606091022664676,4.623778714322782,5.462315409328012,0,0,0,0,0,0
7,100,0.7,0.7333333333333333,0.7666666666666667,0.7666666666666667,0.8,0.8333333333333334,4.109531868977258,4.137166854248898,4.199822048384551,4.514311091011734,4.253916855309696,5.462315409328012,0,0,0,0,0,0
7,250,0.7666666666666667,0.7333333333333333,0.7,0.7333333333333333,0.8333333333333334,0.8666666666666667,4.306065298573589,4.201106757834337,4.329560212319382,4.629527682721754,4.435617632866281,5.462315409328012,0,0,0,0,0,0
7,500,0.8,0.8333333333333334,0.8333333333333334,0.8666666666666667,0.8,0.9333333333333333,4.255928438734617,4.286358788624023,4.253006262256937,4.3494821984570695,4.339463578668796,5.462315409328012,0,0,0,0,0,0
7,750,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,4.178054918423239,4.060015331691723,4.138668851745695,4.131295388660354,4.1122429637785824,5.462315409328012,0,0,0,0,0,0
7,1000,0.9,0.9,0.9,0.8666666666666667,0.9,0.9333333333333333,4.090309083665696,4.150348600861435,4.055746451486971,3.9408779834842234,4.068714949082366,5.462315409328012,0,0,0,0,0,0
8,0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,,0.9333333333333333,5.156632350309524,5.156632350309524,5.156632350309524,5.156632350309524,,5.156632350309524,0,0,0,0,0,0
8,20,0.7666666666666667,0.8333333333333334,0.8,0.6666666666666666,0.8333333333333334,0.8,4.471534424702774,5.324527769157523,5.2294650481819955,10.35335240937767,6.359943594755366,5.156632350309524,0,0,0,0,0,0
8,50,0.8666666666666667,0.7666666666666667,0.8,0.8,0.8666666666666667,0.8,4.408547763589817,4.652622268852624,4.910059653358699,5.526983483441038,5.67019932540533,5.156632350309524,0,0,0,0,0,0
8,100,0.6333333333333333,0.7,0.6666666666666666,0.7333333333333333,0.6,0.6666666666666666,4.112753126683577,4.275902911644322,4.454239952536894,4.294680660231663,4.545154575425109,5.156632350309524,0,0,0,0,0,0
8,250,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.7333333333333333,0.8666666666666667,0.9,4.243021063398252,4.4009720953709195,4.389388282322217,4.790114476661009,4.147615441323404,5.156632350309524,0,0,0,0,0,0
8,500,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9,0.9,0.9666666666666667,3.989304740379338,3.9786436925121356,3.9822639027153635,3.8650868746019955,3.9460975807670566,5.156632350309524,0,0,0,0,0,0
8,750,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.9333333333333333,0.8333333333333334,0.9333333333333333,4.121667125569566,4.203973711790972,4.2365580119807715,4.474999281304328,4.178764253869465,5.156632350309524,0,0,0,0,0,0
8,1000,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.7666666666666667,0.8333333333333334,0.8666666666666667,4.136970714639959,4.081517658994838,4.085384709453966,4.418597133542169,4.086534817738067,5.156632350309524,0,0,0,0,0,0
9,0,0.9,0.9,0.9,0.9,,0.9,5.328038013669158,5.328038013669158,5.328038013669158,5.328038013669158,,5.328038013669158,0,0,0,0,0,0
9,20,0.8,0.9,0.8,0.7666666666666667,0.8333333333333334,0.8333333333333334,4.561582693408208,4.786957057842538,5.752001143153692,11.483368317060009,7.381507419643976,5.328038013669158,0,0,0,0,0,0
9,50,0.9333333333333333,0.9666666666666667,0.9,0.8,0.9,0.9333333333333333,3.8907768740856588,4.231619827247839,4.698489669686939,5.520118218645155,5.073084074720406,5.328038013669158,0,0,0,0,0,0
9,100,0.8,0.8666666666666667,0.8,0.8333333333333334,0.7666666666666667,0.8333333333333334,4.222664620386645,4.342496526017669,4.582200406780108,4.757332676890205,4.948466292763469,5.328038013669158,0,0,0,0,0,0
9,250,0.7666666666666667,0.8,0.8,0.7666666666666667,0.8333333333333334,0.8666666666666667,4.05722530022689,4.108474018083583,4.333911282411626,4.148475301110975,4.116860916006832,5.328038013669158,0,0,0,0,0,0
9,500,0.8666666666666667,0.8,0.8,0.8,0.8,0.9,4.272273883976572,4.1996220768237,4.27367584811217,4.446764879806537,4.201703727451594,5.328038013669158,0,0,0,0,0,0
9,750,0.8,0.8,0.8,0.8666666666666667,0.8,0.8,3.9821215859176076,4.0615626157381275,4.040120497158476,4.2237215268443125,4.05927210860562,5.328038013669158,0,0,0,0,0,0
9,1000,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.8333333333333334,0.7666666666666667,0.8333333333333334,4.029179736235619,3.935472953465702,4.048796555067241,4.146199786593872,3.972614375536592,5.328038013669158,0,0,0,0,0,0
10,0,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,,0.7333333333333333,5.070718831304305,5.070718831304305,5.070718831304305,5.070718831304305,,5.070718831304305,0,0,0,0,0,0
10,20,0.9,0.8666666666666667,0.8333333333333334,0.8,0.7666666666666667,0.9333333333333333,4.3655561931168165,5.046348189362281,5.839266729756124,12.108918230002091,7.277148861493258,5.070718831304305,0,0,0,0,0,0
10,50,0.8,0.7666666666666667,0.7666666666666667,0.8,0.8333333333333334,0.8333333333333334,4.1021660319286095,4.403708664599829,4.127336047064819,5.452929083785903,4.635291324012144,5.070718831304305,0,0,0,0,0,0
10,100,0.8333333333333334,0.8333333333333334,0.8,0.8666666666666667,0.6666666666666666,0.8666666666666667,3.9355638678023457,3.901629742093482,4.208242218089861,4.227131030675109,4.296165913244467,5.070718831304305,0,0,0,0,0,0
10,250,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9,0.8333333333333334,4.120674914599519,4.297548896586028,3.9903148300207976,4.419035223520676,4.315472476912449,5.070718831304305,0,0,0,0,0,0
10,500,0.7666666666666667,0.7333333333333333,0.8,0.8,0.8,0.8333333333333334,4.273412652494118,4.22835320280811,4.410615236326464,4.524567009602942,4.313060383670238,5.070718831304305,0,0,0,0,0,0
10,750,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8,0.9,0.9333333333333333,4.139491464115716,4.12947513145841,4.12589558644215,4.248012971272939,4.1621113295537295,5.070718831304305,0,0,0,0,0,0
10,1000,0.8666666666666667,0.9,0.9,0.8333333333333334,0.8666666666666667,0.9666666666666667,4.1786704001180555,4.128166967383242,4.105491108640209,4.168260247175107,4.099260563247333,5.070718831304305,0,0,0,0,0,0
