o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,0.9111805555555557,0.9003769841269842,0.838,0.814688492063492,0.9221527777777778,0.8973313492063492,1.0,0.8901607142857144
5,0.8700674603174604,,0.838,,,0.806359126984127,0.14951785714285712,
10,0.8549107142857142,,0.838,,,0.8125357142857143,0.09597420634920634,
15,0.837734126984127,,0.838,,,0.8021805555555556,0.06719246031746032,
20,0.8118214285714286,,0.838,,,0.8045357142857144,0.052853174603174596,
25,0.8476507936507937,,0.838,,,0.8249047619047619,0.046557539682539686,
30,0.844545634920635,,0.838,,,0.8096230158730159,0.03865674603174602,
35,0.9336924603174603,,0.838,,,0.8127341269841271,0.03374404761904762,
