experiment,o_observed,coverage_donor_none,coverage_donor_mean,coverage_donor_ols,coverage_stdcp,coverage_hcp,width_donor_none,width_donor_mean,width_donor_ols,width_stdcp,width_hcp,infinite_donor_none,infinite_donor_mean,infinite_donor_ols,infinite_stdcp,infinite_hcp
29,20,0.79,0.74,0.73,0.82,0.85,1.4244534978399117,1.487376916105394,1.21547068367203,2.0291968565611094,1.6670852521638524,0,0,0,0,0
29,30,0.8,0.79,0.82,0.83,0.88,1.3935017850999019,2.162132713163392,1.5229291814736774,1.5605837080985425,1.6670852521638524,0,0,0,0,0
29,40,0.81,0.82,0.76,0.75,0.84,1.3341769680972746,2.359512598102647,1.5302706349339719,1.6410213437611643,1.6670852521638524,0,0,0,0,0
29,50,0.85,0.76,0.81,0.86,0.85,1.473057891360918,2.2732770554849755,1.565303722083346,1.5030722739533575,1.6670852521638524,0,0,0,0,0
30,0,0.97,0.97,0.97,,0.97,2.083891472815084,2.083891472815084,2.083891472815084,,2.083891472815084,0,0,0,0,0
30,10,0.86,0.92,0.89,0.88,0.93,1.7494043373150086,1.9472879473549258,4.814438360402993,4.713947902179791,2.083891472815084,0,0,0,0,0
30,20,0.84,0.86,0.85,0.8,0.9,1.5991894249017564,1.9476856851488358,1.7458407242815523,1.944840941180813,2.083891472815084,0,0,0,0,0
30,30,0.84,0.83,0.82,0.79,0.91,1.4995032104290664,2.3303751274430065,1.7075114603455084,1.6120477253613883,2.083891472815084,0,0,0,0,0
30,40,0.8,0.86,0.73,0.76,0.88,1.4651128850897392,2.318148762306316,1.488547647049935,1.5967044238798882,2.083891472815084,0,0,0,0,0
30,50,0.82,0.83,0.84,0.83,0.96,1.5139275747015701,2.3363320048533165,1.618823402826477,1.634351528812566,2.083891472815084,0,0,0,0,0
31,0,0.87,0.87,0.87,,0.87,1.7425392509519857,1.7425392509519857,1.7425392509519857,,1.7425392509519857,0,0,0,0,0
31,10,0.83,0.89,0.75,0.92,0.83,1.5521937093771583,1.7435244507448244,2.3070023191500377,5.723637649573419,1.7425392509519857,0,0,0,0,0
31,20,0.76,0.74,0.84,0.78,0.85,1.3169490336109453,1.485168623740035,1.5964510830168521,1.932354813895977,1.7425392509519857,0,0,0,0,0
31,30,0.75,0.82,0.85,0.84,0.87,1.4003405753420302,2.3111478016133464,1.6683057629327631,1.6770841876712543,1.7425392509519857,0,0,0,0,0
31,40,0.78,0.89,0.84,0.83,0.87,1.3900132107564585,2.0950401662095386,1.5222785532547956,1.62191902989306,1.7425392509519857,0,0,0,0,0
31,50,0.8,0.83,0.79,0.84,0.88,1.3776796216791034,2.2946379466631854,1.4996427610550547,1.5440849953785327,1.7425392509519857,0,0,0,0,0
32,0,0.88,0.88,0.88,,0.88,1.723669088800156,1.723669088800156,1.723669088800156,,1.723669088800156,0,0,0,0,0
32,10,0.79,0.82,0.75,0.84,0.85,1.524670777915007,1.681228149187715,2.661568451065227,4.655382022614432,1.723669088800156,0,0,0,0,0
32,20,0.81,0.83,0.83,0.78,0.89,1.322071831995256,1.6918716727033267,1.4455541271987862,1.886821783072564,1.723669088800156,0,0,0,0,0
32,30,0.78,0.81,0.77,0.8,0.87,1.4629812533886897,2.2518950587236493,1.5891342824349923,1.5582253502310612,1.723669088800156,0,0,0,0,0
32,40,0.79,0.82,0.81,0.86,0.87,1.4790062821612544,2.267695328816706,1.6624067278326025,1.5969803265620042,1.723669088800156,0,0,0,0,0
32,50,0.82,0.8,0.86,0.83,0.86,1.5283490499788035,2.3303343879815905,1.6804114265502035,1.6738421965007064,1.723669088800156,0,0,0,0,0
33,0,0.93,0.93,0.93,,0.93,2.0951282817672965,2.0951282817672965,2.0951282817672965,,2.0951282817672965,0,0,0,0,0
33,10,0.92,0.92,0.87,0.83,0.95,1.8194472117984093,1.8428869482125139,3.5399268162862656,4.712004739884628,2.0951282817672965,0,0,0,0,0
33,20,0.88,0.68,0.79,0.86,0.94,1.6737576480405116,1.5050640659141248,1.5512805848882065,2.05049186232967,2.0951282817672965,0,0,0,0,0
33,30,0.85,0.81,0.9,0.86,0.95,1.4938469195163397,2.173470504059436,1.5681527908424806,1.534834708913814,2.0951282817672965,0,0,0,0,0
33,40,0.89,0.82,0.82,0.86,0.91,1.5333843643761687,2.246152417855266,1.5692450703883536,1.5913048811609416,2.0951282817672965,0,0,0,0,0
33,50,0.78,0.77,0.77,0.81,0.94,1.5557143883555877,2.25580100578206,1.5527373359481995,1.5486373635177513,2.0951282817672965,0,0,0,0,0
34,0,0.86,0.86,0.86,,0.86,1.6898419633531354,1.6898419633531354,1.6898419633531354,,1.6898419633531354,0,0,0,0,0
34,10,0.79,0.86,0.95,0.83,0.84,1.496634874438525,1.7538650638331195,8.50584022532864,4.552467912212705,1.6898419633531354,0,0,0,0,0
34,20,0.7,0.73,0.7,0.75,0.77,1.4060135256547714,1.6856856527462587,1.47218720647475,1.7715015276052892,1.6898419633531354,0,0,0,0,0
34,30,0.81,0.8,0.85,0.86,0.87,1.3744332308386538,2.220446621091977,1.4558496126120661,1.6189462536457677,1.6898419633531354,0,0,0,0,0
34,40,0.94,0.81,0.83,0.87,0.92,1.5107849974743277,2.3255241711595938,1.602403143884976,1.6072063864084485,1.6898419633531354,0,0,0,0,0
34,50,0.81,0.79,0.86,0.84,0.84,1.4900489975383653,2.2827553004187093,1.5697095295114827,1.5717825604971214,1.6898419633531354,0,0,0,0,0
35,0,0.92,0.92,0.92,,0.92,2.056045594626373,2.056045594626373,2.056045594626373,,2.056045594626373,0,0,0,0,0
35,10,0.9,0.92,0.86,0.81,0.92,1.773985572713661,1.933569631691434,2.9942192056015537,4.441699630601343,2.056045594626373,0,0,0,0,0
35,20,0.83,0.81,0.77,0.81,0.9,1.5461668028381979,1.7566517465076166,1.6277908377067338,1.860544357534672,2.056045594626373,0,0,0,0,0
35,30,0.85,0.87,0.87,0.87,0.96,1.540996058923081,2.2993608422312954,1.7184827390834192,1.7244738575543774,2.056045594626373,0,0,0,0,0
35,40,0.77,0.8,0.82,0.81,0.89,1.5238523227048988,2.492987395928962,1.5842799195335724,1.6317981848485876,2.056045594626373,0,0,0,0,0
35,50,0.86,0.84,0.85,0.85,0.92,1.4563277139451567,2.2764401971182635,1.6081354541255315,1.5854288610000846,2.056045594626373,0,0,0,0,0
36,0,0.85,0.85,0.85,,0.85,1.5987797130950612,1.5987797130950612,1.5987797130950612,,1.5987797130950612,0,0,0,0,0
36,10,0.8,0.82,0.87,0.8,0.85,1.5063668797905903,1.7454901083053502,4.131407090574685,4.679847037423753,1.5987797130950612,0,0,0,0,0
36,20,0.82,0.83,0.77,0.8,0.86,1.368393683640352,1.6021260502366301,1.281036164374405,1.8127239939614586,1.5987797130950612,0,0,0,0,0
36,30,0.86,0.86,0.87,0.85,0.86,1.4782752567246595,2.3023996433706415,1.6405071069359067,1.8031380567753577,1.5987797130950612,0,0,0,0,0
36,40,0.79,0.79,0.81,0.75,0.84,1.4875787088443042,2.214612107215284,1.599419405893876,1.6061265191411969,1.5987797130950612,0,0,0,0,0
36,50,0.84,0.87,0.83,0.88,0.86,1.4257144576206744,2.2567358422197628,1.5532683499009023,1.4638727955497142,1.5987797130950612,0,0,0,0,0
37,0,0.89,0.89,0.89,,0.89,1.6478396914510953,1.6478396914510953,1.6478396914510953,,1.6478396914510953,0,0,0,0,0
37,10,0.87,0.89,0.86,0.79,0.89,1.5340236281609267,1.870658675226876,3.503519317787051,5.080191599171413,1.6478396914510953,0,0,0,0,0
37,20,0.79,0.8,0.75,0.81,0.88,1.416808492293039,1.7276006631540564,1.3294395108895278,1.9931090748713713,1.6478396914510953,0,0,0,0,0
37,30,0.76,0.79,0.78,0.8,0.8,1.4976590064144406,2.242691610677363,1.8146706891232767,1.731605774858895,1.6478396914510953,0,0,0,0,0
37,40,0.81,0.69,0.76,0.79,0.78,1.3657663338270989,2.240845890718694,1.48395048763958,1.5133244368044987,1.6478396914510953,0,0,0,0,0
37,50,0.8,0.76,0.72,0.75,0.81,1.502646412616453,2.25852218863763,1.4757646361241585,1.6216075744895504,1.6478396914510953,0,0,0,0,0
38,0,0.86,0.86,0.86,,0.86,1.8653672863141508,1.8653672863141508,1.8653672863141508,,1.8653672863141508,0,0,0,0,0
38,10,0.77,0.83,0.9,0.82,0.81,1.6356310386283481,1.811571709169499,4.59564564531231,5.213733172646542,1.8653672863141508,0,0,0,0,0
38,20,0.84,0.82,0.87,0.86,0.91,1.5602952428637626,1.7120256678672494,1.624859413842466,2.064759600997675,1.8653672863141508,0,0,0,0,0
38,30,0.76,0.79,0.78,0.82,0.87,1.3285011316909117,2.1587952598828553,1.3861092720948853,1.4824140418202358,1.8653672863141508,0,0,0,0,0
38,40,0.79,0.76,0.76,0.72,0.9,1.4923009334390818,2.2696806316614437,1.6050083262505075,1.517940886765859,1.8653672863141508,0,0,0,0,0
38,50,0.78,0.79,0.73,0.76,0.86,1.485197479446787,2.2644556139288743,1.5298034756503973,1.5182129961452513,1.8653672863141508,0,0,0,0,0
39,0,0.83,0.83,0.83,,0.83,1.6836887639417375,1.6836887639417375,1.6836887639417375,,1.6836887639417375,0,0,0,0,0
39,10,0.84,0.84,0.91,0.85,0.84,1.526553930455774,1.680838611270417,3.379660000440828,4.795888906323846,1.6836887639417375,0,0,0,0,0
39,20,0.84,0.85,0.81,0.75,0.88,1.384469797025175,1.5977094449649396,1.578514106586819,1.8338393143261023,1.6836887639417375,0,0,0,0,0
39,30,0.79,0.8,0.83,0.83,0.83,1.4337434611883675,2.275017049835327,1.7316589339762665,1.697774311051716,1.6836887639417375,0,0,0,0,0
39,40,0.87,0.75,0.88,0.87,0.91,1.3912377988496547,2.2777173940227264,1.6480860060235718,1.6617565580101084,1.6836887639417375,0,0,0,0,0
39,50,0.87,0.83,0.87,0.87,0.91,1.5362268843226372,2.304888860923792,1.579600393902933,1.6577314590672774,1.6836887639417375,0,0,0,0,0
40,0,0.91,0.91,0.91,,0.91,2.1479419416297376,2.1479419416297376,2.1479419416297376,,2.1479419416297376,0,0,0,0,0
40,10,0.83,0.85,0.74,0.84,0.89,1.923709036197164,2.034811319628037,2.4017234080416063,5.969445886982535,2.1479419416297376,0,0,0,0,0
40,20,0.78,0.79,0.82,0.75,0.89,1.6834058579240412,1.869657654879998,1.7765129772591677,1.8282850735450396,2.1479419416297376,0,0,0,0,0
40,30,0.85,0.85,0.86,0.8,0.93,1.5076361943272856,2.3999874594811814,1.8349664407955353,1.7581408806059318,2.1479419416297376,0,0,0,0,0
40,40,0.83,0.8,0.86,0.83,0.96,1.3675270083278839,2.3043543339770753,1.431303768045791,1.4657106580933283,2.1479419416297376,0,0,0,0,0
40,50,0.87,0.79,0.82,0.85,0.91,1.522408424863559,2.328771055420253,1.5398845462960238,1.5707974508196774,2.1479419416297376,0,0,0,0,0
41,0,0.85,0.85,0.85,,0.85,2.930870879833921,2.930870879833921,2.930870879833921,,2.930870879833921,0,0,0,0,0
41,10,0.85,0.84,0.79,0.83,0.9,2.664908450721867,2.1937914931835785,3.011820280617356,4.3348152240627185,2.930870879833921,0,0,0,0,0
41,20,0.76,0.83,0.78,0.88,0.81,2.50414671000949,2.195792879836309,2.057969916380129,2.0018726196898617,2.930870879833921,0,0,0,0,0
41,30,0.74,0.8,0.76,0.71,0.85,1.4206247856007121,2.348071578944965,1.663577477292601,1.5941675426042594,2.930870879833921,0,0,0,0,0
41,40,0.77,0.83,0.79,0.78,0.81,1.496875973422234,2.2642862779035813,1.600150896024395,1.6687979945908997,2.930870879833921,0,0,0,0,0
41,50,0.83,0.83,0.87,0.8,0.87,1.355903683376516,2.2377534451683845,1.4583432217848653,1.4708036835261724,2.930870879833921,0,0,0,0,0
42,0,0.88,0.88,0.88,,0.88,1.5278857592600197,1.5278857592600197,1.5278857592600197,,1.5278857592600197,0,0,0,0,0
42,10,0.7,0.69,0.82,0.84,0.72,1.3762693646393243,1.469045270631307,2.670764341526124,4.9482547074028,1.5278857592600197,0,0,0,0,0
42,20,0.8,0.71,0.75,0.78,0.85,1.2721533117985349,1.436150433932936,1.2583776349037556,1.8748199268788341,1.5278857592600197,0,0,0,0,0
42,30,0.79,0.81,0.79,0.81,0.76,1.5692098578133886,2.321763829449889,1.816397459669632,1.810127685050494,1.5278857592600197,0,0,0,0,0
42,40,0.83,0.78,0.8,0.85,0.82,1.3300263569790878,2.243818964799365,1.4924357078826391,1.4706387907634084,1.5278857592600197,0,0,0,0,0
42,50,0.79,0.83,0.81,0.81,0.78,1.4255821651390452,2.217525613833003,1.4897979667202856,1.4588036199811363,1.5278857592600197,0,0,0,0,0
43,0,0.86,0.86,0.86,,0.86,1.8437461826742987,1.8437461826742987,1.8437461826742987,,1.8437461826742987,0,0,0,0,0
43,10,0.8,0.83,0.87,0.77,0.85,1.6569304739579098,1.8604094947271452,4.1786362269980915,5.037496163778714,1.8437461826742987,0,0,0,0,0
43,20,0.76,0.85,0.71,0.8,0.89,1.5065254651287945,1.7748781541892966,1.4386319142097186,1.988649987695199,1.8437461826742987,0,0,0,0,0
43,30,0.77,0.78,0.78,0.83,0.89,1.5125558022561423,2.2613133713064895,1.5758905916837498,1.6115815957264887,1.8437461826742987,0,0,0,0,0
43,40,0.77,0.8,0.78,0.84,0.81,1.446773438486474,2.285668789075695,1.6293177899865412,1.643510701992641,1.8437461826742987,0,0,0,0,0
43,50,0.78,0.79,0.82,0.82,0.88,1.4152563279727033,2.3041694369339005,1.4722188894330168,1.4538229595770562,1.8437461826742987,0,0,0,0,0
44,0,0.85,0.85,0.85,,0.85,1.837692886488256,1.837692886488256,1.837692886488256,,1.837692886488256,0,0,0,0,0
44,10,0.87,0.85,0.75,0.88,0.9,1.6332495146089046,1.7455605369609661,3.086396170928467,4.971691435717611,1.837692886488256,0,0,0,0,0
44,20,0.83,0.81,0.78,0.82,0.87,1.530634869077094,1.7180976416220006,1.5221696286721964,2.0416863671216356,1.837692886488256,0,0,0,0,0
44,30,0.81,0.78,0.84,0.79,0.83,1.466702352353824,2.2946059664750313,1.704712714372908,1.6288387319652302,1.837692886488256,0,0,0,0,0
44,40,0.89,0.86,0.88,0.81,0.93,1.3401175580636888,2.2760182328001974,1.551370716968032,1.517608266674817,1.837692886488256,0,0,0,0,0
44,50,0.8,0.86,0.86,0.85,0.93,1.4070847805198572,2.177327024652892,1.4259500239731793,1.4663933327604812,1.837692886488256,0,0,0,0,0
45,0,0.8,0.8,0.8,,0.8,1.4004858365990414,1.4004858365990414,1.4004858365990414,,1.4004858365990414,0,0,0,0,0
45,10,0.79,0.83,0.94,0.89,0.85,1.2102954824001797,1.50860115133437,6.154317133834015,5.375189359366714,1.4004858365990414,0,0,0,0,0
45,20,0.82,0.72,0.68,0.82,0.87,1.1074372878072016,1.3629531095440366,1.0354371725716587,1.8743052289226934,1.4004858365990414,0,0,0,0,0
45,30,0.79,0.74,0.77,0.79,0.77,1.4178840950268015,2.3176597033999995,1.592459204559765,1.637612644748001,1.4004858365990414,0,0,0,0,0
45,40,0.82,0.76,0.85,0.86,0.78,1.5044195788234527,2.262244801714794,1.5893832465525222,1.6589899413782796,1.4004858365990414,0,0,0,0,0
45,50,0.78,0.82,0.82,0.85,0.75,1.4259105363888995,2.2968220089816724,1.477092848899514,1.5701912303373953,1.4004858365990414,0,0,0,0,0
46,0,0.87,0.87,0.87,,0.87,2.0810047516184786,2.0810047516184786,2.0810047516184786,,2.0810047516184786,0,0,0,0,0
46,10,0.92,0.8,0.84,0.76,0.95,1.9203369577617302,1.654192701958201,2.931243690730307,4.9175027937707485,2.0810047516184786,0,0,0,0,0
46,20,0.81,0.76,0.83,0.77,0.86,1.7711063968883005,1.5870813664832908,1.6569873435661036,2.102165615732458,2.0810047516184786,0,0,0,0,0
46,30,0.78,0.83,0.78,0.77,0.88,1.4101877450329385,2.371723671525193,1.6968167230857476,1.6368701511094637,2.0810047516184786,0,0,0,0,0
46,40,0.81,0.8,0.85,0.82,0.93,1.3483589557283417,2.2674901442048863,1.455059262835567,1.4308428444496633,2.0810047516184786,0,0,0,0,0
46,50,0.79,0.74,0.79,0.85,0.87,1.4057645346677807,2.1995242597050213,1.4875768672146656,1.5607113949496236,2.0810047516184786,0,0,0,0,0
47,0,0.9,0.9,0.9,,0.9,2.009106034462012,2.009106034462012,2.009106034462012,,2.009106034462012,0,0,0,0,0
47,10,0.9,0.9,0.9,0.89,0.91,1.8140893126135893,1.9365969159300578,4.288280667498828,4.172032541261915,2.009106034462012,0,0,0,0,0
47,20,0.8,0.76,0.8,0.83,0.86,1.6718169015948923,1.740431542909049,1.7002442330206944,1.87024915039129,2.009106034462012,0,0,0,0,0
47,30,0.76,0.8,0.83,0.8,0.86,1.4613419763736382,2.353439377659778,1.6537601558945785,1.6447458088861284,2.009106034462012,0,0,0,0,0
47,40,0.79,0.82,0.8,0.85,0.91,1.501128282569762,2.33808554706406,1.5664967614575476,1.6277051860229528,2.009106034462012,0,0,0,0,0
47,50,0.77,0.83,0.76,0.79,0.85,1.4461709614437879,2.216556115593307,1.4402930992748888,1.3800766540020182,2.009106034462012,0,0,0,0,0
48,0,0.91,0.91,0.91,,0.91,1.8786582389371065,1.8786582389371065,1.8786582389371065,,1.8786582389371065,0,0,0,0,0
48,10,0.82,0.81,0.95,0.9,0.88,1.5959802560240135,1.6486494562278016,5.143363776366391,4.181243881684265,1.8786582389371065,0,0,0,0,0
48,20,0.75,0.78,0.79,0.84,0.83,1.4569720712345458,1.6092757492281424,1.7067626931070667,1.8794071530039285,1.8786582389371065,0,0,0,0,0
48,30,0.77,0.73,0.81,0.84,0.88,1.5275700983575107,2.28221361027619,1.6694487123755413,1.726838267135192,1.8786582389371065,0,0,0,0,0
48,40,0.84,0.82,0.86,0.8,0.91,1.460094411699224,2.131429878533739,1.5572403557510652,1.6472672971240652,1.8786582389371065,0,0,0,0,0
48,50,0.81,0.85,0.89,0.87,0.97,1.3860500080563836,2.231205821945948,1.5239552459534753,1.5410466784116765,1.8786582389371065,0,0,0,0,0
49,0,0.92,0.92,0.92,,0.92,1.8937347280922112,1.8937347280922112,1.8937347280922112,,1.8937347280922112,0,0,0,0,0
49,10,0.9,0.9,0.87,0.82,0.94,1.6524225709949418,1.6917421234061019,2.510137466037066,4.803192392411748,1.8937347280922112,0,0,0,0,0
49,20,0.84,0.7,0.83,0.83,0.89,1.494397904116437,1.561099548636429,1.4606235977829678,1.877459147036148,1.8937347280922112,0,0,0,0,0
49,30,0.85,0.8,0.81,0.83,0.91,1.555868627934155,2.29185942262706,1.7711012707839986,1.809124417984382,1.8937347280922112,0,0,0,0,0
49,40,0.82,0.82,0.82,0.77,0.9,1.4142965465848756,2.1540560891291456,1.7278598120014204,1.5535349543296544,1.8937347280922112,0,0,0,0,0
49,50,0.81,0.73,0.82,0.75,0.91,1.5357618790458167,2.30971832063872,1.5702298970979263,1.5068476824453358,1.8937347280922112,0,0,0,0,0
50,0,0.83,0.83,0.83,,0.83,1.7225728739692034,1.7225728739692034,1.7225728739692034,,1.7225728739692034,0,0,0,0,0
50,10,0.8,0.81,0.76,0.87,0.83,1.574623315044917,1.737126122409177,2.1501642366343776,5.2482810255273336,1.7225728739692034,0,0,0,0,0
50,20,0.82,0.77,0.73,0.87,0.9,1.4624256878211708,1.6617706437667585,1.2755784377476151,2.0148460942439543,1.7225728739692034,0,0,0,0,0
50,30,0.79,0.81,0.76,0.76,0.81,1.402257537727888,2.1906009390411167,1.5360207512511987,1.4966499974924918,1.7225728739692034,0,0,0,0,0
50,40,0.82,0.83,0.76,0.8,0.87,1.5418647948373354,2.2951996298378727,1.5690677790472898,1.645677379889405,1.7225728739692034,0,0,0,0,0
50,50,0.81,0.78,0.8,0.81,0.83,1.5365516027617119,2.326837974791376,1.6351009432418402,1.595439659341648,1.7225728739692034,0,0,0,0,0
