puma,N_j,age_mean,age_sd,hours_mean,hours_sd,entry_recency_mean,entry_recency_sd,age_sq_mean,age_sq_sd,prop_female,prop_married,prop_educ_BAplus,prop_educ_<HS,prop_educ_SomeCollege,prop_educ_HS,english_mean,resid_mean,resid_sd,resid_q25,resid_median,resid_q75
1303,43,38.883720930232556,7.264425065985153,42.25581395348837,5.038390820470426,11.465116279069768,5.206904012070816,1563.4883720930231,583.715169128828,0.3953488372093023,0.627906976744186,0.5116279069767442,0.16279069767441862,0.18604651162790697,0.13953488372093023,1.9767441860465116,-12146.273580161147,47572.15782925626,-48753.110974193,-3272.878138593165,18159.741424406297
1304,27,38.81481481481482,5.6503031711516085,46.77777777777778,8.427671150777124,9.37037037037037,5.307093570424604,1537.3333333333333,424.482127919512,0.4074074074074074,0.8888888888888888,0.8148148148148148,0.07407407407407407,0.037037037037037035,0.07407407407407407,1.2592592592592593,54131.742515186495,136850.24380154468,-37778.375488884165,20095.725774343708,75461.4736814198
1305,85,41.05882352941177,6.8249418995895565,42.54117647058823,6.134509995521571,10.694117647058823,5.5205752146203135,1731.8588235294117,559.0206818079951,0.35294117647058826,0.8941176470588236,0.8941176470588236,0.023529411764705882,0.07058823529411765,0.011764705882352941,1.2117647058823529,46465.71756665997,106310.70423543642,-16693.70375732775,26624.160993280646,72427.75567949068
1306,23,37.04347826086956,8.730709962121509,44.130434782608695,9.001536978993629,9.0,6.157035886617107,1445.1304347826087,674.9668210261643,0.30434782608695654,0.6521739130434783,0.6521739130434783,0.043478260869565216,0.21739130434782608,0.08695652173913043,1.3043478260869565,-13363.401965028883,49077.929240337864,-40348.626505602064,-22235.51728222071,13522.493113706383
1307,48,37.875,7.496453061991271,44.833333333333336,10.500928699219859,11.229166666666666,5.256159844606777,1489.5416666666667,598.8816513047495,0.4166666666666667,0.6458333333333334,0.2708333333333333,0.16666666666666666,0.2916666666666667,0.2708333333333333,1.7708333333333333,-6964.634648503469,40394.80054411067,-30678.180919708786,-9106.781609028505,14789.765014116994
1308,38,38.36842105263158,8.361498160832117,41.6578947368421,4.3013279897151175,10.447368421052632,4.688671617449137,1540.2105263157894,644.7680143420845,0.34210526315789475,0.7105263157894737,0.47368421052631576,0.18421052631578946,0.18421052631578946,0.15789473684210525,1.5789473684210527,-10186.896112034849,38292.94019467028,-37571.73444961787,-5398.8335472273175,10560.257452346377
1901,76,36.11842105263158,7.50105255772043,45.36842105263158,8.737417017651778,12.605263157894736,5.220674151533615,1360.0657894736842,581.0377001084943,0.3157894736842105,0.7105263157894737,0.039473684210526314,0.631578947368421,0.11842105263157894,0.21052631578947367,2.8552631578947367,-10822.043357511731,21658.20523125604,-21329.675160755512,-9194.675214524934,2909.6071667691067
1902,23,33.78260869565217,6.208180246761895,45.52173913043478,10.560946777535841,10.869565217391305,5.794231832576624,1178.1304347826087,442.3540647231301,0.43478260869565216,0.6956521739130435,0.4782608695652174,0.13043478260869565,0.21739130434782608,0.17391304347826086,1.4782608695652173,-4800.471792540588,48108.202326434664,-33611.331024972606,-10400.105369828932,5466.574134673458
1904,42,34.76190476190476,7.400756466969535,45.166666666666664,12.47420101877914,11.023809523809524,5.874658662582729,1261.857142857143,561.8944684976201,0.30952380952380953,0.5952380952380952,0.047619047619047616,0.5952380952380952,0.16666666666666666,0.19047619047619047,2.619047619047619,-6623.58159701973,28683.832504928487,-23126.158060592577,-7268.324778447306,7273.099042547408
1907,36,37.916666666666664,8.449429397471592,41.111111111111114,2.4234305999998997,11.777777777777779,5.275881029261429,1507.0833333333333,663.3165318523062,0.3055555555555556,0.6388888888888888,0.027777777777777776,0.8333333333333334,0.05555555555555555,0.08333333333333333,2.9444444444444446,-3195.5793945055607,28984.56244907584,-21454.801416170296,-2422.7530574289412,11535.430507166573
2500,32,40.75,9.301404680598413,44.90625,10.023711806865597,9.03125,5.772484090982422,1744.375,747.083004845534,0.34375,0.6875,0.1875,0.34375,0.1875,0.28125,2.65625,-17450.702015789095,37564.54870336185,-26113.05792350317,-4860.351155076802,3737.019653108553
2901,57,37.29824561403509,8.241803097365246,41.96491228070175,4.605760803760181,12.473684210526315,5.148180202605212,1457.8947368421052,647.8906897499467,0.40350877192982454,0.7017543859649122,0.10526315789473684,0.49122807017543857,0.10526315789473684,0.2982456140350877,2.43859649122807,-5107.851810844224,18462.710131672084,-14353.125824025774,-5410.1001626745565,3418.688572012208
2902,30,38.53333333333333,10.156476898438047,46.8,10.310356360274946,9.833333333333334,5.515391212768598,1584.5333333333333,802.5278911613939,0.3,0.6333333333333333,0.3,0.23333333333333334,0.23333333333333334,0.23333333333333334,1.9,-14676.551056763874,30790.65736274693,-34725.00396268493,-12427.738812606214,1737.4426625919878
2903,25,37.8,7.767453465154029,43.72,11.907700589674453,9.72,5.152022256680704,1486.76,597.615350092906,0.32,0.72,0.16,0.36,0.12,0.36,2.72,-8671.180536317146,18385.974111329386,-21243.164874843962,-8206.805768305727,2673.5840134469327
2904,30,36.36666666666667,6.088334426750392,43.13333333333333,6.816477669301936,11.366666666666667,4.544669733710663,1358.3666666666666,455.9514102464726,0.4,0.5666666666666667,,0.6,0.06666666666666667,0.3333333333333333,2.966666666666667,226.253900218658,17590.97134052705,-15924.606612783755,-937.2227851497883,12865.776838100392
3100,28,36.035714285714285,6.74115136257314,47.642857142857146,9.092993988920243,13.178571428571429,4.80781440626397,1342.392857142857,481.8110386698575,0.35714285714285715,0.6071428571428571,0.21428571428571427,0.39285714285714285,0.03571428571428571,0.35714285714285715,2.4285714285714284,-10465.871258709676,25221.46743421913,-20506.882572671122,-4765.738677218978,7923.3602515102975
3702,50,40.12,5.633862632622959,43.0,7.406560798180411,11.6,4.985693819032899,1640.72,453.9822454498342,0.42,0.84,0.64,0.1,0.16,0.1,1.56,-16278.062212790777,43469.914927832295,-42108.37149488866,-14371.69206170614,4859.825326721555
3704,22,40.59090909090909,7.404368664827226,42.63636363636363,6.214770842386436,12.272727272727273,4.929810371913945,1699.9545454545455,599.1549189342577,0.3181818181818182,0.8636363636363636,0.36363636363636365,0.09090909090909091,0.3181818181818182,0.22727272727272727,2.090909090909091,-20491.979609907037,32203.655810995944,-35702.93234472498,-13785.582591387196,-7491.775283116025
3705,70,37.7,7.279811273234564,44.3,9.580097122136351,11.042857142857143,5.528413338134828,1473.5285714285715,575.7322677246593,0.4714285714285714,0.8142857142857143,0.5571428571428572,0.08571428571428572,0.24285714285714285,0.11428571428571428,1.6285714285714286,-4168.889072691284,79072.52273405516,-40659.663966862485,-16445.972193843758,6580.690516111084
3706,48,38.541666666666664,7.98924365534042,43.0,5.98579879665551,11.125,5.556767007394505,1547.9583333333333,644.49917743649,0.5,0.7291666666666666,0.4791666666666667,0.14583333333333334,0.22916666666666666,0.14583333333333334,1.8541666666666667,-13107.41840538446,40648.077190457174,-41919.45135099652,-19902.51255379335,10442.343271917467
3707,54,36.166666666666664,6.5148596474839815,40.24074074074074,1.2728690692154783,12.277777777777779,5.100561074081973,1349.6851851851852,509.4152335312899,0.2777777777777778,0.5925925925925926,0.09259259259259259,0.4444444444444444,0.24074074074074073,0.2222222222222222,2.240740740740741,121.390475653597,23113.49256525613,-13542.129424899787,-2574.4652100355306,16313.307865507188
3708,53,38.943396226415096,8.436220203429656,41.62264150943396,4.460193230956995,12.660377358490566,4.90268135516135,1586.4150943396226,674.7931145618538,0.4339622641509434,0.7358490566037735,0.5283018867924528,0.11320754716981132,0.18867924528301888,0.16981132075471697,1.6603773584905661,-15088.158056999324,48062.013372232555,-41375.94283743942,-18565.30489470964,5877.458193235099
3710,64,37.296875,9.166328456964237,41.90625,5.347358790257676,10.125,5.621670090211147,1473.765625,732.4595821166679,0.34375,0.578125,0.265625,0.296875,0.1875,0.25,2.34375,-10016.722277900586,28203.44918444859,-24787.543918304087,-11858.023765782418,10290.07567191271
3711,28,40.0,8.050764858994132,42.32142857142857,5.6898452197171965,11.571428571428571,5.56063260076,1662.5,624.9204690139319,0.5,0.8214285714285714,0.7142857142857143,0.03571428571428571,0.10714285714285714,0.14285714285714285,1.3214285714285714,15901.554337453823,108362.59128663006,-43705.04212477816,-12365.214387826098,43765.81499226719
3712,46,39.41304347826087,7.931865654032675,41.76086956521739,4.243608436270537,12.456521739130435,5.045158390814485,1614.9347826086957,638.0136328105959,0.3695652173913043,0.5,0.2391304347826087,0.43478260869565216,0.2391304347826087,0.08695652173913043,2.717391304347826,-9746.053174124163,30230.92356496784,-19382.41159497998,-4292.215096028143,10356.841585141112
3713,47,37.4468085106383,8.502706757360572,41.95744680851064,6.389384697900207,10.425531914893616,5.033559898758937,1473.0212765957447,670.2931704262502,0.46808510638297873,0.7446808510638298,0.5957446808510638,0.0425531914893617,0.2765957446808511,0.0851063829787234,1.7234042553191489,-22619.76974479117,34468.41631038981,-45202.8734890957,-18959.235234305554,-5569.179236721102
3714,63,38.63492063492063,7.915484186893082,44.82539682539682,10.842776222488295,9.158730158730158,5.634588885613771,1554.3174603174602,627.3266840818968,0.49206349206349204,0.7619047619047619,0.5238095238095238,0.19047619047619047,0.07936507936507936,0.20634920634920634,2.0317460317460316,1391.6163330586953,94436.88614022086,-37680.85170741376,-14465.566602149454,9405.299567526323
3715,49,38.38775510204081,8.167048443110206,43.673469387755105,7.717371516860628,9.571428571428571,5.354126134736337,1538.9591836734694,648.7530975900254,0.42857142857142855,0.673469387755102,0.5714285714285714,0.08163265306122448,0.22448979591836735,0.12244897959183673,1.7755102040816326,-27354.92624431111,61190.19139769004,-63716.83029690903,-27874.498152262357,-15246.319502840197
3716,40,38.55,8.378697040862864,41.0,3.7893237337253676,12.175,6.020850523442766,1554.55,664.8749622181718,0.475,0.675,0.2,0.25,0.225,0.325,2.225,-11536.263688193727,27308.183305581126,-26131.097105148277,-9487.934636375692,5056.110503153126
3717,97,39.47422680412371,8.678388847573652,43.175257731958766,7.701474844251087,9.474226804123711,5.396937371295939,1632.7525773195875,677.0532203190011,0.4639175257731959,0.6494845360824743,0.5257731958762887,0.07216494845360824,0.12371134020618557,0.27835051546391754,2.020618556701031,-4884.3153922697065,71265.65863643626,-37681.53610305369,-10714.729655907024,8084.021108733898
3718,42,35.19047619047619,8.474461189399523,42.61904761904762,6.343625111767935,8.452380952380953,4.779031338489264,1308.4761904761904,646.8483155436976,0.42857142857142855,0.4523809523809524,0.6666666666666666,0.07142857142857142,0.19047619047619047,0.07142857142857142,1.5238095238095237,-30843.572311310807,34648.89041090065,-58725.81772889635,-40808.774130333186,-4087.0215780136423
3719,119,40.09243697478992,8.225623047483955,43.168067226890756,6.6782207715385065,9.546218487394958,5.389487411807193,1674.4957983193278,653.939585064553,0.3949579831932773,0.6470588235294118,0.46218487394957986,0.058823529411764705,0.3025210084033613,0.17647058823529413,1.6974789915966386,-5864.11781179995,65396.889317956164,-40497.871096903196,-15657.446890132967,14573.094161677378
3720,28,38.142857142857146,7.555788978653856,43.035714285714285,10.123248427760663,10.892857142857142,6.057375582032118,1509.9285714285713,591.3461685047862,0.39285714285714285,0.7142857142857143,0.7142857142857143,0.03571428571428571,0.21428571428571427,0.03571428571428571,1.2142857142857142,-29627.788554670322,45827.56814936732,-69946.95216806642,-25989.9942797947,-661.8072366612105
3721,48,37.833333333333336,7.217983844547025,43.645833333333336,8.976303516631724,9.854166666666666,5.716678038985442,1482.375,561.2356286365504,0.4166666666666667,0.6458333333333334,0.2916666666666667,0.2708333333333333,0.125,0.3125,2.4375,-7623.814269663036,43437.891029412924,-33702.64569490098,-5516.533291918517,11087.605964811999
3722,74,37.554054054054056,7.382210924514717,41.54054054054054,4.919040972321236,11.135135135135135,5.473033078410796,1464.0675675675675,564.0076345320518,0.21621621621621623,0.6351351351351351,0.28378378378378377,0.28378378378378377,0.16216216216216217,0.2702702702702703,2.2162162162162162,-13344.838755918037,35352.51895442613,-26604.270733067817,-14536.423203843093,4456.282398184514
3723,84,37.916666666666664,7.198072588963239,42.29761904761905,5.645725031405197,12.071428571428571,4.570164412127055,1488.8690476190477,559.5053921542531,0.40476190476190477,0.5952380952380952,0.23809523809523808,0.35714285714285715,0.11904761904761904,0.2857142857142857,2.2142857142857144,-17031.3841222297,33905.751349504935,-38830.740792616336,-17634.068663577273,2909.304350723818
3724,68,39.76470588235294,8.171880521366381,44.5735294117647,8.857606860638459,11.161764705882353,5.487054763136696,1647.0294117647059,664.3692771610301,0.4117647058823529,0.6470588235294118,0.5735294117647058,0.11764705882352941,0.17647058823529413,0.1323529411764706,1.6176470588235294,-10059.449239597765,61231.071015127396,-46680.913467358805,-16319.431561501027,7570.5835879483275
3725,77,37.41558441558441,8.327744765400094,41.66233766233766,5.006864733885998,10.61038961038961,5.610506694811282,1468.3766233766235,658.0684862567405,0.4025974025974026,0.6103896103896104,0.5194805194805194,0.15584415584415584,0.16883116883116883,0.15584415584415584,1.7922077922077921,-10733.01944705177,49319.296347782554,-36436.48856788952,-13665.679787151399,4725.542514439236
3727,39,40.666666666666664,7.682287670977253,44.51282051282051,6.382013355277203,9.102564102564102,5.128839366987592,1711.2820512820513,626.7052504847514,0.358974358974359,0.717948717948718,0.717948717948718,0.05128205128205128,0.10256410256410256,0.1282051282051282,1.358974358974359,-4813.719798929173,58654.336579288414,-45650.21316573111,-12414.72970102512,15166.630066834594
3729,76,36.723684210526315,7.403780447330992,45.473684210526315,11.50475111619604,7.684210526315789,5.734597983737633,1402.7236842105262,580.4575574190694,0.3026315789473684,0.5263157894736842,0.8157894736842105,0.07894736842105263,0.02631578947368421,0.07894736842105263,1.355263157894737,-18174.528038858392,73314.31029359742,-58174.6180752393,-24092.950135806823,-2314.4807565893425
3730,71,37.12676056338028,6.979417858378384,43.098591549295776,6.693610876003784,9.887323943661972,6.2508269070686,1426.4225352112676,541.6096554839851,0.4788732394366197,0.5492957746478874,0.6197183098591549,0.1267605633802817,0.11267605633802817,0.14084507042253522,1.6056338028169015,-18841.940632485002,43514.78382817252,-43673.586275891415,-24801.797172164428,1078.722340115186
3731,26,37.53846153846154,7.425527694276114,53.84615384615385,18.110090684902286,8.461538461538462,5.005842740084984,1462.1538461538462,576.6902594847735,0.2692307692307692,0.3076923076923077,0.6538461538461539,,0.23076923076923078,0.11538461538461539,1.1923076923076923,31815.623881827556,152163.30152211915,-52562.26776473336,-20069.227785890165,17951.64062006575
3732,76,36.68421052631579,7.958576968806738,44.98684210526316,8.159237580481207,10.5,5.483308003994183,1408.2368421052631,623.6092551894133,0.4605263157894737,0.42105263157894735,0.3157894736842105,0.25,0.21052631578947367,0.2236842105263158,2.0789473684210527,-2074.310340049098,72320.55214330887,-25513.881491958207,-2696.6566463571216,10001.097705413973
3733,98,36.6530612244898,7.954901284731393,41.10204081632653,3.6083802686614543,10.153061224489797,5.666599629146007,1406.0816326530612,607.9364398659571,0.41836734693877553,0.5102040816326531,0.3673469387755102,0.336734693877551,0.11224489795918367,0.1836734693877551,2.2244897959183674,-16173.06292931294,35537.35013599852,-31659.53042763035,-10724.766349703088,9405.18935179773
