summary,median_rho,median_p_value,frac_p_lt_0p05,mean_rho
resid_median,0.23458408545236925,0.0005747942195770251,0.99,0.23279092373454843
resid_q25,0.22527219145366728,0.000955946328289454,0.985,0.22402575328790886
resid_q75,0.2176465298873344,0.0014315301023627085,0.985,0.21673289866055348
resid_mean,0.18170856056211082,0.008000317780135323,0.92,0.18040493746334746
resid_sd,0.02242016944712607,0.6414849477904769,0.0,0.02155940689445838
