summary,spearman_rho,p_value,subsample
age_mean,-0.08611316741387391,0.21176216553081392,0
age_sd,0.01002122054106149,0.8846697000637249,0
age_sq_mean,-0.08718327661578161,0.20611830005504791,0
age_sq_sd,-0.0030813167280612647,0.9644265399703003,0
english_mean,0.02833038707668235,0.6817030995748615,0
entry_recency_mean,-0.04933064273603136,0.47494677280609976,0
entry_recency_sd,-0.12187553044436271,0.0766190178283033,0
hours_mean,-0.16257407057258133,0.01784105286034631,0
hours_sd,-0.08048426100903545,0.24327739949245147,0
prop_educ_<HS,,,0
prop_educ_BAplus,,,0
prop_educ_HS,,,0
prop_educ_SomeCollege,,,0
prop_female,-0.023514388598364716,0.7335571820670208,0
prop_married,-0.1395995212830164,0.04230209156822018,0
age_mean,-0.07879315764175614,0.2533544307512437,1
age_sd,0.07587270041471868,0.2714289465597083,1
age_sq_mean,-0.06611729700420912,0.3380428493012305,1
age_sq_sd,0.07639675101115104,0.26812269264432265,1
english_mean,0.029701104092615435,0.6672009546756994,1
entry_recency_mean,-0.09358900326231356,0.17459016722876422,1
entry_recency_sd,-0.016078084216064617,0.815969972382838,1
hours_mean,-0.08053178045089467,0.24299833677610996,1
hours_sd,-0.0014868158423508508,0.9828305417348908,1
prop_educ_<HS,,,1
prop_educ_BAplus,,,1
prop_educ_HS,,,1
prop_educ_SomeCollege,,,1
prop_female,0.07207585084436999,0.2962102481681234,1
prop_married,-0.1536141248048188,0.02530437972307404,1
age_mean,-0.06268210141630769,0.363792289883151,2
age_sd,0.10695653092560019,0.12052824074104773,2
age_sq_mean,-0.054874774052621714,0.426692583566156,2
age_sq_sd,0.10129356342122413,0.14158339711073156,2
english_mean,0.056501748231210173,0.41308997578649076,2
entry_recency_mean,-0.06752634239142316,0.3278257058750179,2
entry_recency_sd,-0.12915454741270874,0.060481014108774135,2
hours_mean,-0.20825242715458725,0.002305541791532631,2
hours_sd,-0.181455205710033,0.008086667936908806,2
prop_educ_<HS,,,2
prop_educ_BAplus,,,2
prop_educ_HS,,,2
prop_educ_SomeCollege,,,2
prop_female,-0.06331474073449808,0.3589608721804444,2
prop_married,-0.1734102277914467,0.011433789138000494,2
age_mean,-0.12017198925963632,0.08086004756977805,3
age_sd,0.016582248868978577,0.8103068258815899,3
