tau_B,experiment,o,method,coverage,width,n_infinite
5.0,30,0,Repeated,0.74,20.266705198073304,0
5.0,30,0,S-HCP-within,0.8,19.4393429161698,0
5.0,30,0,Std-CP,1.0,,100
5.0,30,0,Subsampling,0.77,20.90154594018091,0
5.0,30,5,Donor-HCP-no-within,0.79,20.3148776161753,0
5.0,30,5,Donor-HCP-within,0.73,17.370839162646295,0
5.0,30,5,HCP,0.77,21.336446769835014,0
5.0,30,5,Pooling,0.72,18.854063641973863,0
5.0,30,5,Repeated,0.74,20.266705198073304,0
5.0,30,5,S-HCP-within,0.82,18.931854432761885,0
5.0,30,5,Std-CP,0.71,6.66160389744512,0
5.0,30,5,Subsampling,0.77,20.90154594018091,0
5.0,30,10,Donor-HCP-no-within,0.73,19.863591881818685,0
5.0,30,10,Donor-HCP-within,0.82,15.220652439552085,0
5.0,30,10,HCP,0.77,21.336446769835014,0
5.0,30,10,Pooling,0.72,18.854063641973863,0
5.0,30,10,Repeated,0.74,20.266705198073304,0
5.0,30,10,S-HCP-within,0.76,17.714929672097913,0
5.0,30,10,Std-CP,0.87,277.6938881999251,0
5.0,30,10,Subsampling,0.77,20.90154594018091,0
5.0,30,15,Donor-HCP-no-within,0.73,19.196378761116772,0
5.0,30,15,Donor-HCP-within,0.77,12.125598445580636,0
5.0,30,15,HCP,0.77,21.336446769835014,0
5.0,30,15,Pooling,0.72,18.854063641973863,0
5.0,30,15,Repeated,0.74,20.266705198073304,0
5.0,30,15,S-HCP-within,0.8,17.892846663227736,0
5.0,30,15,Std-CP,0.88,4.550028926389428,0
5.0,30,15,Subsampling,0.77,20.90154594018091,0
5.0,30,20,Donor-HCP-no-within,0.71,18.75914500331342,0
5.0,30,20,Donor-HCP-within,0.7,9.947407111035515,0
5.0,30,20,HCP,0.77,21.336446769835014,0
5.0,30,20,Pooling,0.72,18.854063641973863,0
5.0,30,20,Repeated,0.74,20.266705198073304,0
5.0,30,20,S-HCP-within,0.77,17.48135835914576,0
5.0,30,20,Std-CP,0.86,2.851774246950731,0
5.0,30,20,Subsampling,0.77,20.90154594018091,0
5.0,30,25,Donor-HCP-no-within,0.85,12.361071271036645,0
5.0,30,25,Donor-HCP-within,0.84,3.1733995551692096,0
5.0,30,25,HCP,0.77,21.336446769835014,0
5.0,30,25,Pooling,0.72,18.854063641973863,0
5.0,30,25,Repeated,0.74,20.266705198073304,0
5.0,30,25,S-HCP-within,0.89,12.804959336757154,0
5.0,30,25,Std-CP,0.86,2.769462370702011,0
5.0,30,25,Subsampling,0.77,20.90154594018091,0
5.0,30,30,Donor-HCP-no-within,0.84,12.362247768557943,0
5.0,30,30,Donor-HCP-within,0.8,2.5678655942967543,0
5.0,30,30,HCP,0.77,21.336446769835014,0
5.0,30,30,Pooling,0.72,18.854063641973863,0
5.0,30,30,Repeated,0.74,20.266705198073304,0
5.0,30,30,S-HCP-within,0.87,12.474049721018416,0
5.0,30,30,Std-CP,0.85,2.442021226382016,0
5.0,30,30,Subsampling,0.77,20.90154594018091,0
5.0,30,35,Donor-HCP-no-within,0.83,12.356876073909877,0
5.0,30,35,Donor-HCP-within,0.87,2.6591983430593102,0
5.0,30,35,HCP,0.77,21.336446769835014,0
5.0,30,35,Pooling,0.72,18.854063641973863,0
5.0,30,35,Repeated,0.74,20.266705198073304,0
5.0,30,35,S-HCP-within,0.88,12.67037141075536,0
5.0,30,35,Std-CP,0.88,2.3127549224814694,0
5.0,30,35,Subsampling,0.77,20.90154594018091,0
5.0,31,0,Donor-HCP-no-within,0.84,21.00654823680124,0
5.0,31,0,Donor-HCP-within,0.84,21.00654823680124,0
5.0,31,0,HCP,0.84,21.00654823680124,0
5.0,31,0,Pooling,0.83,19.925248811410015,0
5.0,31,0,Repeated,0.84,20.56096562402729,0
5.0,31,0,S-HCP-within,0.69,16.27005206673386,0
5.0,31,0,Std-CP,1.0,,100
5.0,31,0,Subsampling,0.85,21.38115828107646,0
5.0,31,5,Donor-HCP-no-within,0.79,18.407628514864463,0
5.0,31,5,Donor-HCP-within,0.86,16.568230474088445,0
5.0,31,5,HCP,0.84,21.00654823680124,0
5.0,31,5,Pooling,0.83,19.925248811410015,0
5.0,31,5,Repeated,0.84,20.56096562402729,0
5.0,31,5,S-HCP-within,0.69,16.11770350329839,0
5.0,31,5,Std-CP,0.83,6.59462963154201,0
5.0,31,5,Subsampling,0.85,21.38115828107646,0
5.0,31,10,Donor-HCP-no-within,0.79,18.209670413654994,0
5.0,31,10,Donor-HCP-within,0.82,12.680990680971426,0
5.0,31,10,HCP,0.84,21.00654823680124,0
5.0,31,10,Pooling,0.83,19.925248811410015,0
5.0,31,10,Repeated,0.84,20.56096562402729,0
5.0,31,10,S-HCP-within,0.67,15.817031450536904,0
5.0,31,10,Std-CP,0.74,35.95100461564312,0
5.0,31,10,Subsampling,0.85,21.38115828107646,0
5.0,31,15,Donor-HCP-no-within,0.84,18.103471964836604,0
5.0,31,15,Donor-HCP-within,0.8,10.891604598148797,0
5.0,31,15,HCP,0.84,21.00654823680124,0
5.0,31,15,Pooling,0.83,19.925248811410015,0
5.0,31,15,Repeated,0.84,20.56096562402729,0
5.0,31,15,S-HCP-within,0.68,15.937355511365908,0
5.0,31,15,Std-CP,0.94,5.412408079533261,0
5.0,31,15,Subsampling,0.85,21.38115828107646,0
5.0,31,20,Donor-HCP-no-within,0.76,16.706675793646603,0
5.0,31,20,Donor-HCP-within,0.79,9.264499538851965,0
5.0,31,20,HCP,0.84,21.00654823680124,0
5.0,31,20,Pooling,0.83,19.925248811410015,0
5.0,31,20,Repeated,0.84,20.56096562402729,0
5.0,31,20,S-HCP-within,0.67,15.812724107686698,0
5.0,31,20,Std-CP,0.85,2.889375126631,0
5.0,31,20,Subsampling,0.85,21.38115828107646,0
5.0,31,25,Donor-HCP-no-within,0.79,12.246771185577918,0
5.0,31,25,Donor-HCP-within,0.83,3.221302170760772,0
5.0,31,25,HCP,0.84,21.00654823680124,0
5.0,31,25,Pooling,0.83,19.925248811410015,0
5.0,31,25,Repeated,0.84,20.56096562402729,0
5.0,31,25,S-HCP-within,0.84,12.79071313017583,0
5.0,31,25,Std-CP,0.87,2.819074008057348,0
5.0,31,25,Subsampling,0.85,21.38115828107646,0
5.0,31,30,Donor-HCP-no-within,0.78,12.255491008804457,0
5.0,31,30,Donor-HCP-within,0.81,2.614710953438535,0
5.0,31,30,HCP,0.84,21.00654823680124,0
5.0,31,30,Pooling,0.83,19.925248811410015,0
5.0,31,30,Repeated,0.84,20.56096562402729,0
5.0,31,30,S-HCP-within,0.75,12.33591475415375,0
5.0,31,30,Std-CP,0.8,2.4075888414808113,0
5.0,31,30,Subsampling,0.85,21.38115828107646,0
5.0,31,35,Donor-HCP-no-within,0.79,12.289474310352409,0
5.0,31,35,Donor-HCP-within,0.78,2.6851078395992283,0
5.0,31,35,HCP,0.84,21.00654823680124,0
5.0,31,35,Pooling,0.83,19.925248811410015,0
5.0,31,35,Repeated,0.84,20.56096562402729,0
5.0,31,35,S-HCP-within,0.8,12.619686460932858,0
5.0,31,35,Std-CP,0.85,2.52252886536599,0
5.0,31,35,Subsampling,0.85,21.38115828107646,0
5.0,32,0,Donor-HCP-no-within,0.82,14.861582779844325,0
5.0,32,0,Donor-HCP-within,0.82,14.861582779844325,0
5.0,32,0,HCP,0.82,14.861582779844325,0
5.0,32,0,Pooling,0.64,11.097476420210128,0
5.0,32,0,Repeated,0.79,13.853125619304478,0
5.0,32,0,S-HCP-within,0.82,18.905210153048515,0
5.0,32,0,Std-CP,1.0,,100
5.0,32,0,Subsampling,0.87,17.18579005192782,0
5.0,32,5,Donor-HCP-no-within,0.81,16.722309128404763,0
5.0,32,5,Donor-HCP-within,0.83,14.485950937377757,0
5.0,32,5,HCP,0.82,14.861582779844325,0
5.0,32,5,Pooling,0.64,11.097476420210128,0
5.0,32,5,Repeated,0.79,13.853125619304478,0
5.0,32,5,S-HCP-within,0.83,18.721920983475727,0
5.0,32,5,Std-CP,0.78,5.800637523353536,0
5.0,32,5,Subsampling,0.87,17.18579005192782,0
5.0,32,10,Donor-HCP-no-within,0.8,16.197505047776886,0
5.0,32,10,Donor-HCP-within,0.83,13.240160760963843,0
5.0,32,10,HCP,0.82,14.861582779844325,0
5.0,32,10,Pooling,0.64,11.097476420210128,0
5.0,32,10,Repeated,0.79,13.853125619304478,0
5.0,32,10,S-HCP-within,0.81,18.43559760844433,0
5.0,32,10,Std-CP,0.8,19.662397257694643,0
5.0,32,10,Subsampling,0.87,17.18579005192782,0
5.0,32,15,Donor-HCP-no-within,0.8,15.151219199199183,0
5.0,32,15,Donor-HCP-within,0.79,9.598539883431704,0
5.0,32,15,HCP,0.82,14.861582779844325,0
5.0,32,15,Pooling,0.64,11.097476420210128,0
5.0,32,15,Repeated,0.79,13.853125619304478,0
5.0,32,15,S-HCP-within,0.82,18.509959403969575,0
5.0,32,15,Std-CP,0.9,5.365905569483118,0
5.0,32,15,Subsampling,0.87,17.18579005192782,0
5.0,32,20,Donor-HCP-no-within,0.82,14.88229362637702,0
5.0,32,20,Donor-HCP-within,0.74,7.860326073369943,0
5.0,32,20,HCP,0.82,14.861582779844325,0
5.0,32,20,Pooling,0.64,11.097476420210128,0
5.0,32,20,Repeated,0.79,13.853125619304478,0
5.0,32,20,S-HCP-within,0.83,18.36933348247574,0
5.0,32,20,Std-CP,0.81,3.0030980073298057,0
5.0,32,20,Subsampling,0.87,17.18579005192782,0
5.0,32,25,Donor-HCP-no-within,0.79,10.34092358959316,0
5.0,32,25,Donor-HCP-within,0.84,3.173792554930184,0
5.0,32,25,HCP,0.82,14.861582779844325,0
5.0,32,25,Pooling,0.64,11.097476420210128,0
5.0,32,25,Repeated,0.79,13.853125619304478,0
5.0,32,25,S-HCP-within,0.81,10.901059836161325,0
5.0,32,25,Std-CP,0.86,2.9208532877145,0
5.0,32,25,Subsampling,0.87,17.18579005192782,0
5.0,32,30,Donor-HCP-no-within,0.78,10.287833687428574,0
5.0,32,30,Donor-HCP-within,0.81,2.6122535753115694,0
5.0,32,30,HCP,0.82,14.861582779844325,0
5.0,32,30,Pooling,0.64,11.097476420210128,0
5.0,32,30,Repeated,0.79,13.853125619304478,0
5.0,32,30,S-HCP-within,0.8,10.421033937274292,0
5.0,32,30,Std-CP,0.85,2.460067854524887,0
5.0,32,30,Subsampling,0.87,17.18579005192782,0
5.0,32,35,Donor-HCP-no-within,0.8,10.304157232374523,0
5.0,32,35,Donor-HCP-within,0.84,2.7025681842138125,0
5.0,32,35,HCP,0.82,14.861582779844325,0
5.0,32,35,Pooling,0.64,11.097476420210128,0
5.0,32,35,Repeated,0.79,13.853125619304478,0
5.0,32,35,S-HCP-within,0.84,10.785451641835126,0
5.0,32,35,Std-CP,0.87,2.635000408456465,0
5.0,32,35,Subsampling,0.87,17.18579005192782,0
5.0,33,0,Donor-HCP-no-within,0.79,39.1621762199242,0
5.0,33,0,Donor-HCP-within,0.79,39.1621762199242,0
5.0,33,0,HCP,0.79,39.1621762199242,0
5.0,33,0,Pooling,0.75,35.94043305567682,0
5.0,33,0,Repeated,0.78,37.97721101059707,0
5.0,33,0,S-HCP-within,0.83,31.66593140586463,0
5.0,33,0,Std-CP,1.0,,100
5.0,33,0,Subsampling,0.78,38.03368988989114,0
5.0,33,5,Donor-HCP-no-within,0.79,23.938507302226704,0
5.0,33,5,Donor-HCP-within,0.8,22.64825550086358,0
5.0,33,5,HCP,0.79,39.1621762199242,0
5.0,33,5,Pooling,0.75,35.94043305567682,0
5.0,33,5,Repeated,0.78,37.97721101059707,0
5.0,33,5,S-HCP-within,0.84,31.174581706124826,0
5.0,33,5,Std-CP,0.73,5.964925508361656,0
5.0,33,5,Subsampling,0.78,38.03368988989114,0
5.0,33,10,Donor-HCP-no-within,0.73,24.167332213301496,0
5.0,33,10,Donor-HCP-within,0.94,26.633038318909627,0
5.0,33,10,HCP,0.79,39.1621762199242,0
5.0,33,10,Pooling,0.75,35.94043305567682,0
5.0,33,10,Repeated,0.78,37.97721101059707,0
5.0,33,10,S-HCP-within,0.83,30.730773415857637,0
5.0,33,10,Std-CP,0.78,24.76684406002692,0
5.0,33,10,Subsampling,0.78,38.03368988989114,0
5.0,33,15,Donor-HCP-no-within,0.78,23.189813145036606,0
5.0,33,15,Donor-HCP-within,0.78,14.736806041315193,0
5.0,33,15,HCP,0.79,39.1621762199242,0
5.0,33,15,Pooling,0.75,35.94043305567682,0
5.0,33,15,Repeated,0.78,37.97721101059707,0
5.0,33,15,S-HCP-within,0.82,30.803814402828415,0
5.0,33,15,Std-CP,0.91,5.280996027738825,0
5.0,33,15,Subsampling,0.78,38.03368988989114,0
5.0,33,20,Donor-HCP-no-within,0.78,22.01313993189257,0
5.0,33,20,Donor-HCP-within,0.77,12.525158231965879,0
5.0,33,20,HCP,0.79,39.1621762199242,0
5.0,33,20,Pooling,0.75,35.94043305567682,0
5.0,33,20,Repeated,0.78,37.97721101059707,0
5.0,33,20,S-HCP-within,0.8,30.56769064260769,0
5.0,33,20,Std-CP,0.81,2.8650683165058526,0
5.0,33,20,Subsampling,0.78,38.03368988989114,0
5.0,33,25,Donor-HCP-no-within,0.83,10.424123463518306,0
5.0,33,25,Donor-HCP-within,0.85,3.142595595520232,0
5.0,33,25,HCP,0.79,39.1621762199242,0
5.0,33,25,Pooling,0.75,35.94043305567682,0
5.0,33,25,Repeated,0.78,37.97721101059707,0
5.0,33,25,S-HCP-within,0.88,10.807083687474679,0
5.0,33,25,Std-CP,0.82,3.017196107276417,0
5.0,33,25,Subsampling,0.78,38.03368988989114,0
5.0,33,30,Donor-HCP-no-within,0.82,10.40172573135915,0
5.0,33,30,Donor-HCP-within,0.8,2.603858105562011,0
5.0,33,30,HCP,0.79,39.1621762199242,0
5.0,33,30,Pooling,0.75,35.94043305567682,0
5.0,33,30,Repeated,0.78,37.97721101059707,0
5.0,33,30,S-HCP-within,0.83,10.496833083096506,0
5.0,33,30,Std-CP,0.79,2.4736542763239293,0
5.0,33,30,Subsampling,0.78,38.03368988989114,0
5.0,33,35,Donor-HCP-no-within,0.83,10.397764395887974,0
5.0,33,35,Donor-HCP-within,0.84,2.6547526421157284,0
5.0,33,35,HCP,0.79,39.1621762199242,0
5.0,33,35,Pooling,0.75,35.94043305567682,0
5.0,33,35,Repeated,0.78,37.97721101059707,0
5.0,33,35,S-HCP-within,0.89,10.690192265921697,0
5.0,33,35,Std-CP,0.79,2.6651799451881772,0
5.0,33,35,Subsampling,0.78,38.03368988989114,0
5.0,34,0,Donor-HCP-no-within,0.68,16.48018331712402,0
5.0,34,0,Donor-HCP-within,0.68,16.48018331712402,0
5.0,34,0,HCP,0.68,16.48018331712402,0
5.0,34,0,Pooling,0.59,14.513222207479874,0
5.0,34,0,Repeated,0.62,15.378228750915088,0
5.0,34,0,S-HCP-within,0.87,21.35204144219299,0
5.0,34,0,Std-CP,1.0,,100
5.0,34,0,Subsampling,0.74,17.50181642876334,0
5.0,34,5,Donor-HCP-no-within,0.74,18.860508118043654,0
5.0,34,5,Donor-HCP-within,0.72,16.086051059724465,0
5.0,34,5,HCP,0.68,16.48018331712402,0
5.0,34,5,Pooling,0.59,14.513222207479874,0
5.0,34,5,Repeated,0.62,15.378228750915088,0
5.0,34,5,S-HCP-within,0.86,19.968931146949874,0
5.0,34,5,Std-CP,0.76,6.622480472211054,0
5.0,34,5,Subsampling,0.74,17.50181642876334,0
5.0,34,10,Donor-HCP-no-within,0.77,18.31618579093217,0
5.0,34,10,Donor-HCP-within,0.77,15.822533794900954,0
5.0,34,10,HCP,0.68,16.48018331712402,0
5.0,34,10,Pooling,0.59,14.513222207479874,0
5.0,34,10,Repeated,0.62,15.378228750915088,0
5.0,34,10,S-HCP-within,0.84,16.543607154594476,0
5.0,34,10,Std-CP,0.79,14.745990991283128,0
5.0,34,10,Subsampling,0.74,17.50181642876334,0
5.0,34,15,Donor-HCP-no-within,0.69,17.699478477385053,0
5.0,34,15,Donor-HCP-within,0.74,11.435425514703088,0
5.0,34,15,HCP,0.68,16.48018331712402,0
5.0,34,15,Pooling,0.59,14.513222207479874,0
5.0,34,15,Repeated,0.62,15.378228750915088,0
5.0,34,15,S-HCP-within,0.82,17.093054245715393,0
5.0,34,15,Std-CP,0.86,5.497877325325261,0
5.0,34,15,Subsampling,0.74,17.50181642876334,0
5.0,34,20,Donor-HCP-no-within,0.67,17.423853083241607,0
5.0,34,20,Donor-HCP-within,0.72,9.20709656187372,0
5.0,34,20,HCP,0.68,16.48018331712402,0
5.0,34,20,Pooling,0.59,14.513222207479874,0
5.0,34,20,Repeated,0.62,15.378228750915088,0
5.0,34,20,S-HCP-within,0.82,15.946332709742714,0
5.0,34,20,Std-CP,0.81,3.074416327310579,0
5.0,34,20,Subsampling,0.74,17.50181642876334,0
5.0,34,25,Donor-HCP-no-within,0.72,12.308416436859051,0
5.0,34,25,Donor-HCP-within,0.81,3.5096370404633785,0
5.0,34,25,HCP,0.68,16.48018331712402,0
5.0,34,25,Pooling,0.59,14.513222207479874,0
5.0,34,25,Repeated,0.62,15.378228750915088,0
5.0,34,25,S-HCP-within,0.79,12.848965540280547,0
5.0,34,25,Std-CP,0.89,3.1323506889969934,0
5.0,34,25,Subsampling,0.74,17.50181642876334,0
5.0,34,30,Donor-HCP-no-within,0.72,12.274207720980849,0
5.0,34,30,Donor-HCP-within,0.82,2.7984518200484736,0
5.0,34,30,HCP,0.68,16.48018331712402,0
5.0,34,30,Pooling,0.59,14.513222207479874,0
5.0,34,30,Repeated,0.62,15.378228750915088,0
5.0,34,30,S-HCP-within,0.74,12.479440311849546,0
5.0,34,30,Std-CP,0.81,2.649663973611561,0
5.0,34,30,Subsampling,0.74,17.50181642876334,0
5.0,34,35,Donor-HCP-no-within,0.7,12.25688491254819,0
5.0,34,35,Donor-HCP-within,0.85,2.946880831784761,0
5.0,34,35,HCP,0.68,16.48018331712402,0
5.0,34,35,Pooling,0.59,14.513222207479874,0
5.0,34,35,Repeated,0.62,15.378228750915088,0
5.0,34,35,S-HCP-within,0.73,12.643776919620905,0
5.0,34,35,Std-CP,0.84,2.715812932132744,0
5.0,34,35,Subsampling,0.74,17.50181642876334,0
5.0,35,0,Donor-HCP-no-within,0.91,26.691006558626817,0
5.0,35,0,Donor-HCP-within,0.91,26.691006558626817,0
5.0,35,0,HCP,0.91,26.691006558626817,0
5.0,35,0,Pooling,0.84,23.277488176378423,0
5.0,35,0,Repeated,0.89,25.894645584298868,0
5.0,35,0,S-HCP-within,0.7,22.52316645846279,0
5.0,35,0,Std-CP,1.0,,100
5.0,35,0,Subsampling,0.86,24.30319930628866,0
5.0,35,5,Donor-HCP-no-within,0.79,23.31965883363266,0
5.0,35,5,Donor-HCP-within,0.82,19.89425520072635,0
5.0,35,5,HCP,0.91,26.691006558626817,0
5.0,35,5,Pooling,0.84,23.277488176378423,0
5.0,35,5,Repeated,0.89,25.894645584298868,0
5.0,35,5,S-HCP-within,0.7,22.11837693688743,0
5.0,35,5,Std-CP,0.75,6.2072168902968485,0
5.0,35,5,Subsampling,0.86,24.30319930628866,0
5.0,35,10,Donor-HCP-no-within,0.81,22.820826483049697,0
5.0,35,10,Donor-HCP-within,0.85,18.508259473970597,0
5.0,35,10,HCP,0.91,26.691006558626817,0
5.0,35,10,Pooling,0.84,23.277488176378423,0
5.0,35,10,Repeated,0.89,25.894645584298868,0
5.0,35,10,S-HCP-within,0.68,21.56883127318813,0
5.0,35,10,Std-CP,0.84,65.21616854346262,0
5.0,35,10,Subsampling,0.86,24.30319930628866,0
5.0,35,15,Donor-HCP-no-within,0.82,22.05028214947026,0
5.0,35,15,Donor-HCP-within,0.85,14.341205919641611,0
5.0,35,15,HCP,0.91,26.691006558626817,0
5.0,35,15,Pooling,0.84,23.277488176378423,0
5.0,35,15,Repeated,0.89,25.894645584298868,0
5.0,35,15,S-HCP-within,0.67,21.664307562389375,0
5.0,35,15,Std-CP,0.89,5.290957119954832,0
5.0,35,15,Subsampling,0.86,24.30319930628866,0
5.0,35,20,Donor-HCP-no-within,0.84,21.256611644065618,0
5.0,35,20,Donor-HCP-within,0.84,11.471975566369828,0
5.0,35,20,HCP,0.91,26.691006558626817,0
5.0,35,20,Pooling,0.84,23.277488176378423,0
5.0,35,20,Repeated,0.89,25.894645584298868,0
5.0,35,20,S-HCP-within,0.67,21.401443993127476,0
5.0,35,20,Std-CP,0.83,2.997262664880823,0
5.0,35,20,Subsampling,0.86,24.30319930628866,0
5.0,35,25,Donor-HCP-no-within,0.75,13.120287777571656,0
5.0,35,25,Donor-HCP-within,0.84,3.1957282153511115,0
5.0,35,25,HCP,0.91,26.691006558626817,0
5.0,35,25,Pooling,0.84,23.277488176378423,0
5.0,35,25,Repeated,0.89,25.894645584298868,0
5.0,35,25,S-HCP-within,0.81,13.592941436321757,0
5.0,35,25,Std-CP,0.88,3.0079712493133877,0
5.0,35,25,Subsampling,0.86,24.30319930628866,0
5.0,35,30,Donor-HCP-no-within,0.74,13.09733419314122,0
5.0,35,30,Donor-HCP-within,0.78,2.6267938013414933,0
5.0,35,30,HCP,0.91,26.691006558626817,0
5.0,35,30,Pooling,0.84,23.277488176378423,0
5.0,35,30,Repeated,0.89,25.894645584298868,0
5.0,35,30,S-HCP-within,0.75,13.127698537062626,0
5.0,35,30,Std-CP,0.8,2.4425685486666167,0
5.0,35,30,Subsampling,0.86,24.30319930628866,0
5.0,35,35,Donor-HCP-no-within,0.75,13.09946830135871,0
5.0,35,35,Donor-HCP-within,0.84,2.7779587585596346,0
5.0,35,35,HCP,0.91,26.691006558626817,0
5.0,35,35,Pooling,0.84,23.277488176378423,0
5.0,35,35,Repeated,0.89,25.894645584298868,0
5.0,35,35,S-HCP-within,0.79,13.408681444917859,0
5.0,35,35,Std-CP,0.87,2.645586423781391,0
5.0,35,35,Subsampling,0.86,24.30319930628866,0
5.0,36,0,Donor-HCP-no-within,0.94,26.713147912703786,0
5.0,36,0,Donor-HCP-within,0.94,26.713147912703786,0
5.0,36,0,HCP,0.94,26.713147912703786,0
5.0,36,0,Pooling,0.92,25.083287530488747,0
5.0,36,0,Repeated,0.92,25.607770351862538,0
5.0,36,0,S-HCP-within,0.96,38.79993765728556,0
5.0,36,0,Std-CP,1.0,,100
5.0,36,0,Subsampling,0.94,26.713147912703786,0
5.0,36,5,Donor-HCP-no-within,0.91,26.883415358720555,0
5.0,36,5,Donor-HCP-within,0.94,22.17692539405397,0
5.0,36,5,HCP,0.94,26.713147912703786,0
5.0,36,5,Pooling,0.92,25.083287530488747,0
5.0,36,5,Repeated,0.92,25.607770351862538,0
5.0,36,5,S-HCP-within,0.99,37.08119324129419,0
5.0,36,5,Std-CP,0.78,5.610493641428916,0
5.0,36,5,Subsampling,0.94,26.713147912703786,0
5.0,36,10,Donor-HCP-no-within,0.96,25.397589923844222,0
5.0,36,10,Donor-HCP-within,0.93,18.835685170099325,0
5.0,36,10,HCP,0.94,26.713147912703786,0
5.0,36,10,Pooling,0.92,25.083287530488747,0
5.0,36,10,Repeated,0.92,25.607770351862538,0
5.0,36,10,S-HCP-within,0.97,35.07636207593756,0
5.0,36,10,Std-CP,0.79,17.613629649589356,0
5.0,36,10,Subsampling,0.94,26.713147912703786,0
5.0,36,15,Donor-HCP-no-within,0.86,25.253650795016924,0
5.0,36,15,Donor-HCP-within,0.9,15.492032270981849,0
5.0,36,15,HCP,0.94,26.713147912703786,0
5.0,36,15,Pooling,0.92,25.083287530488747,0
5.0,36,15,Repeated,0.92,25.607770351862538,0
5.0,36,15,S-HCP-within,0.98,35.38533753801373,0
5.0,36,15,Std-CP,0.9,4.906048045364257,0
5.0,36,15,Subsampling,0.94,26.713147912703786,0
5.0,36,20,Donor-HCP-no-within,0.93,23.597705561208,0
5.0,36,20,Donor-HCP-within,0.88,13.430787536136563,0
5.0,36,20,HCP,0.94,26.713147912703786,0
5.0,36,20,Pooling,0.92,25.083287530488747,0
5.0,36,20,Repeated,0.92,25.607770351862538,0
5.0,36,20,S-HCP-within,0.97,34.73478108837728,0
5.0,36,20,Std-CP,0.84,3.043345588367054,0
5.0,36,20,Subsampling,0.94,26.713147912703786,0
5.0,36,25,Donor-HCP-no-within,0.8,12.57716852759067,0
5.0,36,25,Donor-HCP-within,0.89,3.4121569002641383,0
5.0,36,25,HCP,0.94,26.713147912703786,0
5.0,36,25,Pooling,0.92,25.083287530488747,0
5.0,36,25,Repeated,0.92,25.607770351862538,0
5.0,36,25,S-HCP-within,0.87,13.198825480348946,0
5.0,36,25,Std-CP,0.87,3.1770344628543916,0
5.0,36,25,Subsampling,0.94,26.713147912703786,0
5.0,36,30,Donor-HCP-no-within,0.79,12.560603303607934,0
5.0,36,30,Donor-HCP-within,0.86,2.7679816060986453,0
5.0,36,30,HCP,0.94,26.713147912703786,0
5.0,36,30,Pooling,0.92,25.083287530488747,0
5.0,36,30,Repeated,0.92,25.607770351862538,0
5.0,36,30,S-HCP-within,0.82,12.73780518866219,0
5.0,36,30,Std-CP,0.83,2.5511994542720045,0
5.0,36,30,Subsampling,0.94,26.713147912703786,0
5.0,36,35,Donor-HCP-no-within,0.78,12.542206974747687,0
5.0,36,35,Donor-HCP-within,0.88,2.733026143917103,0
5.0,36,35,HCP,0.94,26.713147912703786,0
5.0,36,35,Pooling,0.92,25.083287530488747,0
5.0,36,35,Repeated,0.92,25.607770351862538,0
5.0,36,35,S-HCP-within,0.85,13.027234730741025,0
5.0,36,35,Std-CP,0.81,2.6204637150718555,0
5.0,36,35,Subsampling,0.94,26.713147912703786,0
5.0,37,0,Donor-HCP-no-within,0.74,18.511166277295366,0
5.0,37,0,Donor-HCP-within,0.74,18.511166277295366,0
5.0,37,0,HCP,0.74,18.511166277295366,0
5.0,37,0,Pooling,0.7,16.241009548285128,0
5.0,37,0,Repeated,0.73,17.927136639548074,0
5.0,37,0,S-HCP-within,0.67,17.196114370330726,0
5.0,37,0,Std-CP,1.0,,100
5.0,37,0,Subsampling,0.72,16.674082552166304,0
5.0,37,5,Donor-HCP-no-within,0.88,24.144808850984568,0
5.0,37,5,Donor-HCP-within,0.88,20.379627585298508,0
5.0,37,5,HCP,0.74,18.511166277295366,0
5.0,37,5,Pooling,0.7,16.241009548285128,0
5.0,37,5,Repeated,0.73,17.927136639548074,0
5.0,37,5,S-HCP-within,0.68,17.05889525690921,0
5.0,37,5,Std-CP,0.74,5.85694248779006,0
5.0,37,5,Subsampling,0.72,16.674082552166304,0
5.0,37,10,Donor-HCP-no-within,0.91,23.940517015439013,0
5.0,37,10,Donor-HCP-within,0.91,17.103250030228267,0
5.0,37,10,HCP,0.74,18.511166277295366,0
5.0,37,10,Pooling,0.7,16.241009548285128,0
5.0,37,10,Repeated,0.73,17.927136639548074,0
5.0,37,10,S-HCP-within,0.65,15.926280978439651,0
5.0,37,10,Std-CP,0.88,33.00753402088637,0
5.0,37,10,Subsampling,0.72,16.674082552166304,0
5.0,37,15,Donor-HCP-no-within,0.89,23.35263683465723,0
5.0,37,15,Donor-HCP-within,0.89,14.812105955268482,0
5.0,37,15,HCP,0.74,18.511166277295366,0
5.0,37,15,Pooling,0.7,16.241009548285128,0
5.0,37,15,Repeated,0.73,17.927136639548074,0
5.0,37,15,S-HCP-within,0.66,16.470735359600607,0
5.0,37,15,Std-CP,0.92,4.609132129724046,0
5.0,37,15,Subsampling,0.72,16.674082552166304,0
5.0,37,20,Donor-HCP-no-within,0.88,20.360364749332465,0
5.0,37,20,Donor-HCP-within,0.93,12.614608644172929,0
5.0,37,20,HCP,0.74,18.511166277295366,0
5.0,37,20,Pooling,0.7,16.241009548285128,0
5.0,37,20,Repeated,0.73,17.927136639548074,0
5.0,37,20,S-HCP-within,0.64,16.101916115965235,0
5.0,37,20,Std-CP,0.89,2.7730733214182077,0
