experiment,o_observed,coverage_donor_none,coverage_donor_ols,coverage_stdcp,coverage_hcp,width_donor_none,width_donor_ols,width_stdcp,width_hcp,infinite_donor_none,infinite_donor_ols,infinite_stdcp,infinite_hcp
37,10,0.85,0.84,0.83,0.9,4.830094407840987,5.751806293341498,11.008914785428894,5.636275679230964,0,0,0,0
37,20,0.84,0.82,0.86,0.9,4.3325588425381,5.576763416222581,7.029274889359497,5.636275679230964,0,0,0,0
37,30,0.78,0.81,0.78,0.87,4.328603272884774,5.609195251791041,5.700313780823251,5.636275679230964,0,0,0,0
37,40,0.75,0.76,0.81,0.81,4.336228069227377,5.368574541387945,5.498933175882089,5.636275679230964,0,0,0,0
37,50,0.79,0.79,0.8,0.86,4.14251333145601,4.937771411308313,4.927622288619398,5.636275679230964,0,0,0,0
38,0,0.88,0.88,,0.88,5.242188288974949,5.242188288974949,,5.242188288974949,0,0,0,0
38,10,0.81,0.73,0.77,0.84,4.792228477560748,4.81040256403656,10.358725547862461,5.242188288974949,0,0,0,0
38,20,0.8,0.81,0.86,0.91,4.082935834262064,5.0851886817456755,7.099537774396906,5.242188288974949,0,0,0,0
38,30,0.83,0.76,0.81,0.83,4.356385505902692,5.7155262381340695,5.7445943867088385,5.242188288974949,0,0,0,0
38,40,0.83,0.82,0.81,0.9,4.3659591664221225,5.586026756087373,5.401862801009719,5.242188288974949,0,0,0,0
38,50,0.83,0.85,0.81,0.91,4.211261239868292,4.815633380979197,4.952485807605269,5.242188288974949,0,0,0,0
39,0,0.9,0.9,,0.9,5.943327989423627,5.943327989423627,,5.943327989423627,0,0,0,0
