experiment,o_observed,coverage_donor_none,coverage_donor_ols,coverage_stdcp,coverage_hcp,width_donor_none,width_donor_ols,width_stdcp,width_hcp,infinite_donor_none,infinite_donor_ols,infinite_stdcp,infinite_hcp
39,10,0.84,0.84,0.82,0.9,5.3869068717846424,6.6669255592836905,11.920283919492057,5.943327989423627,0,0,0,0
39,20,0.83,0.77,0.85,0.91,5.044285068757724,5.22641668395826,7.44024450953278,5.943327989423627,0,0,0,0
39,30,0.95,0.84,0.85,0.93,4.349554034019192,5.538276646762398,5.497657734404551,5.943327989423627,0,0,0,0
39,40,0.83,0.78,0.83,0.89,4.320710850374326,4.80710452667117,5.227883258731715,5.943327989423627,0,0,0,0
39,50,0.82,0.82,0.82,0.84,4.269015143501306,4.835151844599174,4.965929260136601,5.943327989423627,0,0,0,0
40,0,0.94,0.94,,0.94,6.3557078976692996,6.3557078976692996,,6.3557078976692996,0,0,0,0
40,10,0.88,0.93,0.88,0.92,5.799124637524585,8.531712782143627,11.404079830283676,6.3557078976692996,0,0,0,0
40,20,0.86,0.87,0.82,0.95,5.096955865845149,4.914267536779841,7.280506814388166,6.3557078976692996,0,0,0,0
40,30,0.77,0.8,0.8,0.86,4.324563234775731,5.6400403280899765,5.832811894550853,6.3557078976692996,0,0,0,0
40,40,0.76,0.78,0.82,0.88,4.411189121782396,5.20079562424428,5.2317966467856625,6.3557078976692996,0,0,0,0
40,50,0.76,0.77,0.79,0.9,4.195650370931466,4.864091737269758,5.036475292023399,6.3557078976692996,0,0,0,0
41,0,0.86,0.86,,0.86,5.897906858255605,5.897906858255605,,5.897906858255605,0,0,0,0
41,10,0.78,0.84,0.87,0.84,4.899254653394026,7.277476724963957,10.956377033264387,5.897906858255605,0,0,0,0
41,20,0.81,0.78,0.8,0.89,4.435136897942078,4.812310120091758,7.069732127279053,5.897906858255605,0,0,0,0
41,30,0.78,0.77,0.79,0.88,4.611173805386067,5.692398297373989,5.629167549202146,5.897906858255605,0,0,0,0
41,40,0.74,0.81,0.82,0.88,4.554274394242523,4.985664621609462,5.246462625143213,5.897906858255605,0,0,0,0
41,50,0.77,0.77,0.75,0.85,4.38663261533304,4.777893249003537,5.167806745660456,5.897906858255605,0,0,0,0
42,0,0.91,0.91,,0.91,5.578702678930677,5.578702678930677,,5.578702678930677,0,0,0,0
42,10,0.8,0.87,0.81,0.82,4.934599510075051,7.033012523593236,11.190039713114125,5.578702678930677,0,0,0,0
42,20,0.84,0.85,0.86,0.89,4.544204332963457,5.465619136598804,7.2235265810554985,5.578702678930677,0,0,0,0
42,30,0.77,0.78,0.79,0.89,4.443317556207476,5.542865166918476,5.858853994207541,5.578702678930677,0,0,0,0
42,40,0.82,0.83,0.83,0.92,4.286824591448797,5.2008619139415995,5.171050912139103,5.578702678930677,0,0,0,0
42,50,0.86,0.89,0.88,0.92,4.239047584785347,4.9859173196671085,4.844264416210435,5.578702678930677,0,0,0,0
43,0,0.83,0.83,,0.83,5.68516045394797,5.68516045394797,,5.68516045394797,0,0,0,0
43,10,0.84,0.82,0.85,0.86,5.032835123868523,7.1443245242654845,11.113780717006982,5.68516045394797,0,0,0,0
43,20,0.79,0.81,0.75,0.86,4.506513014638385,5.001508268755206,6.216009762762514,5.68516045394797,0,0,0,0
43,30,0.81,0.8,0.84,0.91,4.181887047659122,5.362024184224179,5.6003038360973925,5.68516045394797,0,0,0,0
43,40,0.8,0.79,0.82,0.85,4.210024219359412,5.168060707338583,5.050073483637515,5.68516045394797,0,0,0,0
43,50,0.76,0.8,0.78,0.85,4.259998705557147,4.92017431274769,5.171640514909893,5.68516045394797,0,0,0,0
44,0,0.85,0.85,,0.85,4.78887402218413,4.78887402218413,,4.78887402218413,0,0,0,0
44,10,0.75,0.86,0.78,0.8,3.9447268348501883,7.091681627305098,10.300276365244908,4.78887402218413,0,0,0,0
44,20,0.7,0.75,0.76,0.84,3.5695465841601752,4.697135504357937,6.784651526362424,4.78887402218413,0,0,0,0
44,30,0.8,0.81,0.77,0.87,4.0707450552685,5.371665344497173,5.552163301391275,4.78887402218413,0,0,0,0
44,40,0.8,0.78,0.82,0.85,4.449364850234611,5.019548173356589,5.601008678926218,4.78887402218413,0,0,0,0
44,50,0.77,0.8,0.77,0.81,4.2531001806643065,4.90111158561135,5.009356439194633,4.78887402218413,0,0,0,0
45,0,0.82,0.82,,0.82,5.560644383529398,5.560644383529398,,5.560644383529398,0,0,0,0
45,10,0.81,0.82,0.84,0.88,4.576153332378812,5.782709880345628,10.696182561300636,5.560644383529398,0,0,0,0
45,20,0.79,0.82,0.84,0.86,4.293236709048536,4.730782792859595,7.77046072932065,5.560644383529398,0,0,0,0
45,30,0.82,0.81,0.79,0.88,4.55679979177681,5.608103253039694,5.661547901903206,5.560644383529398,0,0,0,0
45,40,0.7,0.72,0.75,0.78,4.334670349747522,5.338520037105125,5.107447895662343,5.560644383529398,0,0,0,0
45,50,0.81,0.87,0.88,0.89,4.502446072552668,4.937078148488746,5.059165522783161,5.560644383529398,0,0,0,0
46,0,0.89,0.89,,0.89,6.212486084138053,6.212486084138053,,6.212486084138053,0,0,0,0
46,10,0.87,0.81,0.79,0.88,5.581459434401824,6.232334660118596,10.984276185767333,6.212486084138053,0,0,0,0
46,20,0.83,0.71,0.79,0.87,5.106559708547041,5.140584899168971,6.835881195878699,6.212486084138053,0,0,0,0
46,30,0.87,0.85,0.87,0.93,4.500052147551864,5.825306892257107,5.930289474348534,6.212486084138053,0,0,0,0
46,40,0.74,0.79,0.81,0.88,4.279194988147971,5.286243525406703,5.229220385830991,6.212486084138053,0,0,0,0
46,50,0.84,0.89,0.87,0.92,4.190728110542077,4.885284928582237,4.899962084010264,6.212486084138053,0,0,0,0
47,0,0.91,0.91,,0.91,5.748220811072362,5.748220811072362,,5.748220811072362,0,0,0,0
47,10,0.87,0.88,0.78,0.93,4.807912437470247,6.939814516316304,12.64238690679871,5.748220811072362,0,0,0,0
47,20,0.83,0.81,0.81,0.88,4.032840026374039,4.56661935515415,7.755232819370955,5.748220811072362,0,0,0,0
47,30,0.81,0.81,0.81,0.88,4.065513468194838,5.611946376919564,5.671426582767249,5.748220811072362,0,0,0,0
47,40,0.76,0.79,0.82,0.91,4.1074590369104556,5.302646774780861,5.498731664996134,5.748220811072362,0,0,0,0
47,50,0.77,0.83,0.81,0.87,4.291572427062954,5.205323651268891,5.134054382319535,5.748220811072362,0,0,0,0
48,0,0.87,0.87,,0.87,5.711935260853057,5.711935260853057,,5.711935260853057,0,0,0,0
48,10,0.87,0.82,0.88,0.93,4.737935165575166,5.6406649149936445,10.375419795882648,5.711935260853057,0,0,0,0
48,20,0.75,0.72,0.75,0.88,4.33604999486446,4.345894394066166,7.523399933406043,5.711935260853057,0,0,0,0
48,30,0.84,0.83,0.85,0.91,4.417800329496967,6.11299371099432,6.176377570743194,5.711935260853057,0,0,0,0
48,40,0.74,0.8,0.8,0.86,4.170742950034619,5.188187200950767,5.283860831551236,5.711935260853057,0,0,0,0
48,50,0.79,0.84,0.84,0.85,4.318114732309468,4.977077540879029,5.141325906362152,5.711935260853057,0,0,0,0
49,0,0.84,0.84,,0.84,5.428551503566224,5.428551503566224,,5.428551503566224,0,0,0,0
49,10,0.83,0.78,0.85,0.87,4.788181555818415,5.552006163756603,11.864450163444745,5.428551503566224,0,0,0,0
49,20,0.81,0.86,0.82,0.96,3.9010655301146016,4.886244789267902,7.003921554199127,5.428551503566224,0,0,0,0
49,30,0.81,0.82,0.82,0.87,4.1338399593574175,5.6399912030301556,5.439132130585474,5.428551503566224,0,0,0,0
49,40,0.82,0.85,0.83,0.92,4.299928885301686,5.482777505602616,5.283190684089901,5.428551503566224,0,0,0,0
49,50,0.82,0.87,0.86,0.9,4.075153612207544,4.905843645452482,4.705958348405913,5.428551503566224,0,0,0,0
50,0,0.84,0.84,,0.84,5.450135434616545,5.450135434616545,,5.450135434616545,0,0,0,0
50,10,0.77,0.86,0.82,0.85,4.482704029060679,6.669519959329586,10.036974950584973,5.450135434616545,0,0,0,0
50,20,0.84,0.79,0.87,0.9,4.189508664563259,4.624218603195327,6.797782119914626,5.450135434616545,0,0,0,0
50,30,0.85,0.78,0.8,0.91,4.077282431237592,5.556650255239212,5.63637668050209,5.450135434616545,0,0,0,0
50,40,0.82,0.9,0.86,0.88,3.993220276721746,5.267445704090099,5.231571178018306,5.450135434616545,0,0,0,0
50,50,0.8,0.79,0.81,0.89,4.124123761419167,5.10577873666834,4.994154236894547,5.450135434616545,0,0,0,0
