puma,N_j,age_mean,age_sd,hours_mean,hours_sd,entry_recency_mean,entry_recency_sd,age_sq_mean,age_sq_sd,prop_female,prop_married,prop_educ_BAplus,prop_educ_SomeCollege,english_mean,resid_mean,resid_sd,resid_q25,resid_median,resid_q75,prop_educ_<HS,prop_educ_HS
5904,58,37.06896551724138,7.309839725042378,43.36206896551724,7.338192032847722,2.9482758620689653,1.7614030869865465,1426.6206896551723,563.1070082340683,0.3448275862068966,0.7413793103448276,0.896551724137931,0.06896551724137931,1.5517241379310345,-20670.622502450533,49543.8305906735,-52240.66387335381,-25749.85526084248,13827.171614201783,0.017241379310344827,0.017241379310344827
5905,26,38.76923076923077,8.46313271694444,43.23076923076923,8.03147653825966,3.3461538461538463,2.27933863552229,1571.923076923077,673.6194132046328,0.46153846153846156,0.7692307692307693,0.5384615384615384,0.19230769230769232,1.7692307692307692,-24521.0571527263,47001.78779974564,-64109.48605676605,-25872.39464589917,11230.253485186833,0.11538461538461539,0.15384615384615385
7311,25,37.0,7.745966692414834,42.28,6.451873113032111,2.56,1.5832456116050555,1426.6,598.4342069099994,0.36,0.64,0.68,0.12,1.92,-26494.122552109595,41605.0346453783,-49378.518720329506,-21604.51007291273,-3229.8034000521293,0.12,0.08
7312,37,34.810810810810814,7.467849005488045,44.351351351351354,10.648985909508045,3.2432432432432434,1.991724621268454,1266.054054054054,557.3597454839073,0.3783783783783784,0.6216216216216216,0.8918918918918919,0.08108108108108109,1.2972972972972974,-22282.363779755236,84891.95468368263,-62293.91096354538,-36041.70806669898,-11227.906926069525,,0.02702702702702703
7503,24,33.5,6.567376552521463,43.625,7.557389128183265,2.6666666666666665,1.857222485950146,1163.5833333333333,481.84743360877445,0.25,0.4583333333333333,0.6666666666666666,0.16666666666666666,1.5833333333333333,-3043.8891799097305,61032.82525140737,-29511.229354055213,-9338.654842530756,33725.861877254516,0.08333333333333333,0.08333333333333333
7703,21,40.38095238095238,8.61670581182966,43.142857142857146,5.738342219541409,3.2857142857142856,1.820517979665599,1701.3333333333333,689.4488620146772,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.9047619047619047,-11416.37518440912,120961.99036143548,-65058.03861164971,-30412.219983022835,-4084.298899275047,0.09523809523809523,0.09523809523809523
8103,29,34.51724137931034,7.813087416339936,43.44827586206897,5.741989494047659,3.0689655172413794,1.8503095201065805,1250.3793103448277,612.0357373898722,0.5517241379310345,0.4827586206896552,0.7586206896551724,0.20689655172413793,1.5862068965517242,28220.45344695611,117918.14770750933,-19234.741533033113,5499.786934034841,36920.04799862814,,0.034482758620689655
8104,38,33.63157894736842,6.1178562427628504,43.3421052631579,7.577621090687076,2.710526315789474,1.5580288089631182,1167.5263157894738,440.15124776647406,0.39473684210526316,0.7105263157894737,0.8421052631578947,0.07894736842105263,1.368421052631579,19156.236490529212,87290.03216776569,-25801.84105249599,9061.358404259954,40066.025948467985,,0.07894736842105263
8105,28,33.285714285714285,6.011452914027203,43.464285714285715,6.18530003378466,3.0357142857142856,1.9528164438810074,1142.7857142857142,419.14855115639847,0.32142857142857145,0.6785714285714286,0.8571428571428571,0.10714285714285714,1.2857142857142858,69848.89113227504,161464.01731809299,-20894.43287679417,24532.54082675997,85225.15977662223,0.03571428571428571,
8501,94,34.57446808510638,6.696957039207582,43.8936170212766,7.651646930888537,2.351063829787234,1.9047617004935014,1239.7659574468084,483.6746979657911,0.32978723404255317,0.648936170212766,0.9468085106382979,0.031914893617021274,1.3936170212765957,16508.228773900228,98159.90920549523,-40015.19563925962,3995.890065014537,46957.01382657353,0.010638297872340425,0.010638297872340425
8502,130,32.03076923076923,5.213189090083765,41.284615384615385,4.012064394253593,3.1538461538461537,1.8902505410476222,1052.9384615384615,361.14563091126684,0.27692307692307694,0.6461538461538462,0.9230769230769231,0.046153846153846156,1.3692307692307693,17510.967832117996,85681.43168723777,-26948.54250860974,7893.282239421838,37275.040496899914,0.015384615384615385,0.015384615384615385
8503,111,31.0990990990991,4.738536319764411,41.62162162162162,5.288158390651624,3.2432432432432434,1.9643005519717847,989.4054054054054,331.51416748495564,0.34234234234234234,0.6936936936936937,0.9819819819819819,0.009009009009009009,1.2702702702702702,5263.988647438168,69399.37207439172,-32041.65419464167,2176.599051190802,29720.874161192565,,0.009009009009009009
8504,69,32.507246376811594,5.5323199803406515,41.78260869565217,3.999520431609825,3.2318840579710146,2.059018380744114,1086.8840579710145,393.0334717160525,0.463768115942029,0.6666666666666666,0.855072463768116,0.028985507246376812,1.5217391304347827,7181.807853584902,47113.29403812406,-20923.92097069579,5827.608353680698,38059.24024392414,0.043478260869565216,0.07246376811594203
8507,33,37.78787878787879,6.193532795170176,42.27272727272727,5.316676166040721,3.606060606060606,1.8017247628903035,1465.121212121212,487.551776582226,0.2727272727272727,0.9090909090909091,1.0,,1.2424242424242424,57936.8383779265,140557.14902837863,-9571.102722583979,20785.24852432584,74732.46122600563,,
8508,40,37.65,6.43926257921686,42.65,5.859684073045017,3.5,1.9348358440936904,1457.95,489.2794781025541,0.375,0.9,0.925,0.05,1.5,49897.372043317046,125626.36728642814,-19323.522433951977,13122.927351542632,64804.80469046805,,0.025
8509,35,31.17142857142857,5.294201680005346,43.42857142857143,7.150835879917299,2.6,1.8661063584845505,998.8857142857142,357.6976024380314,0.2,0.45714285714285713,0.8571428571428571,,1.2857142857142858,-17406.423926434927,46145.42928557633,-52511.59656356517,-24505.468696954427,15717.736058833427,0.05714285714285714,0.08571428571428572
8510,31,34.0,7.136759301905405,42.903225806451616,5.7408178204252245,3.129032258064516,1.8572728301440795,1205.2903225806451,547.5861085131352,0.41935483870967744,0.7419354838709677,0.6451612903225806,0.03225806451612903,2.0,6184.5848691961655,49948.17229198988,-22683.250857060775,-1399.385420735256,20979.679097552187,0.1935483870967742,0.12903225806451613
8511,23,36.73913043478261,7.417530778220594,43.0,5.9696200579570915,3.8260869565217392,1.5270939101039855,1402.391304347826,570.7879513229883,0.30434782608695654,0.8695652173913043,0.8260869565217391,0.17391304347826086,1.434782608695652,12820.502353513755,116227.8096955358,-49098.439557534715,-15204.550691271928,24363.497845577716,,
8512,21,37.19047619047619,6.120613103432103,40.95238095238095,2.011869540407391,3.238095238095238,1.813966976126134,1418.8095238095239,470.7197275500166,0.23809523809523808,0.8571428571428571,0.9047619047619048,,1.380952380952381,50683.911239027446,102015.59649939228,-8923.920970695792,35541.33256113803,61414.119010343624,0.047619047619047616,0.047619047619047616
8514,21,36.19047619047619,7.339067022578876,41.666666666666664,3.6514837167011076,3.857142857142857,2.3512914384591777,1361.047619047619,557.6494845501497,0.5238095238095238,0.5714285714285714,0.6190476190476191,0.09523809523809523,1.8095238095238095,-18798.932363088763,37237.196231857444,-47214.75147567416,-6479.761049861263,13989.144133076217,0.09523809523809523,0.19047619047619047
10703,21,37.04761904761905,7.506505115406172,44.857142857142854,6.436503043467892,2.238095238095238,1.9210612146613628,1426.1904761904761,584.4177118335497,0.19047619047619047,0.6190476190476191,0.047619047619047616,,3.380952380952381,-17492.939070401226,25011.811070553555,-26893.64544185222,-20911.432537855377,-2369.8431348165905,0.8571428571428571,0.09523809523809523
