summary,spearman_rho,p_value,subsample
age_mean,-0.3131894406183919,0.03406199275394599,0
age_sd,-0.32095391342853274,0.02964463064965889,0
age_sq_mean,-0.32880921252381573,0.025670388935406484,0
age_sq_sd,-0.37068352344906463,0.01121370055592257,0
english_mean,-0.4587402569002533,0.0013438499056102587,0
entry_recency_mean,-0.08375394382145268,0.5799979197113131,0
entry_recency_sd,0.16036808706363442,0.2870363910604064,0
hours_mean,0.05217566444593681,0.7305691689621331,0
hours_sd,0.07320498554103257,0.6287507075111538,0
prop_educ_<HS,,,0
prop_educ_BAplus,0.4971604825576127,0.00043994248368960673,0
prop_educ_HS,,,0
prop_educ_SomeCollege,,,0
prop_female,0.03083263880370454,0.8388142848514187,0
prop_married,0.13612798282733485,0.3670222266309897,0
age_mean,-0.31442477401183583,0.03332490055153563,1
age_sd,-0.39758946916912863,0.006215811249135042,1
age_sq_mean,-0.3301699729970144,0.02502934677364014,1
age_sq_sd,-0.439340074596814,0.0022526416134708966,1
english_mean,-0.37567402492203145,0.010087152224180386,1
entry_recency_mean,-0.002352363759385122,0.9876209679466815,1
entry_recency_sd,0.21885527175743047,0.14393858222950912,1
hours_mean,0.013768606535595852,0.9276375980741611,1
hours_sd,0.10991869809078161,0.46710585319878434,1
prop_educ_<HS,,,1
prop_educ_BAplus,0.5272073057765497,0.0001668837302972606,1
prop_educ_HS,,,1
prop_educ_SomeCollege,,,1
prop_female,-0.11681952546938033,0.43942973602247276,1
prop_married,0.24903723314201762,0.09512142470044213,1
age_mean,-0.36767025602592585,0.011944821810394022,2
age_sd,-0.3685186772417032,0.011734953424243716,2
age_sq_mean,-0.38899193708846447,0.007544620941630419,2
age_sq_sd,-0.37266281141008084,0.0107546210037733,2
english_mean,-0.5340181837400378,0.00013225385970206286,2
entry_recency_mean,0.027021231078200154,0.858522127727557,2
entry_recency_sd,0.26982665217804175,0.06975624063746459,2
hours_mean,0.11105650883384205,0.46247939469886423,2
hours_sd,0.11464760515446039,0.4480408169003462,2
prop_educ_<HS,,,2
prop_educ_BAplus,0.5428226168539695,9.71846950493995e-05,2
prop_educ_HS,,,2
prop_educ_SomeCollege,,,2
prop_female,0.18264863914775875,0.22438781816077347,2
prop_married,0.23064518018737185,0.1230404431908519,2
age_mean,-0.3181056936485705,0.031206308505626182,3
age_sd,-0.22155654613625056,0.13893307468856067,3
age_sq_mean,-0.3220054101578226,0.029084743163374466,3
age_sq_sd,-0.24017422351955914,0.10789150138768781,3
english_mean,-0.4592178667530365,0.0013263594866217022,3
entry_recency_mean,-0.05260883925925375,0.7284174118573303,3
entry_recency_sd,0.26943888214342027,0.07017443772508947,3
hours_mean,0.0438187780821178,0.7724640085626399,3
hours_sd,0.08485721526020117,0.5749995519098974,3
prop_educ_<HS,,,3
prop_educ_BAplus,0.4955807161456144,0.00046181896048968314,3
prop_educ_HS,,,3
prop_educ_SomeCollege,,,3
prop_female,-0.00858303331685893,0.9548543497535784,3
prop_married,-0.02302438027060745,0.8792804770063922,3
age_mean,-0.3573165716475299,0.014776007282867881,4
age_sd,-0.30843824283934,0.03702336664785711,4
age_sq_mean,-0.36567345079774244,0.012451470380394814,4
age_sq_sd,-0.3273247465530536,0.026385282963939986,4
english_mean,-0.47427317458101653,0.0008690682192347663,4
entry_recency_mean,-0.05484721817934785,0.7173316909091806,4
entry_recency_sd,0.282437069733638,0.05719927384784007,4
hours_mean,-0.07635424914238517,0.6140187977565875,4
hours_sd,-0.07451312509512635,0.6226135986891507,4
prop_educ_<HS,,,4
prop_educ_BAplus,0.5404031327361216,0.00010586195439499571,4
prop_educ_HS,,,4
prop_educ_SomeCollege,,,4
prop_female,-0.06742073370535141,0.656180634904451,4
prop_married,0.18625679518168894,0.21520887089608431,4
age_mean,-0.357181829913038,0.014816320537204093,5
age_sd,-0.29924359860613625,0.04335544326316345,5
age_sq_mean,-0.3789099390370382,0.009409872062838352,5
age_sq_sd,-0.33400484342148323,0.02329434916627848,5
english_mean,-0.4676025312260962,0.0010505946238092937,5
entry_recency_mean,-0.14853939054327897,0.32452726215680794,5
entry_recency_sd,0.1556764460787758,0.30155389889109524,5
hours_mean,0.0597792559139133,0.6931101392913379,5
hours_sd,0.09115408038826789,0.5468551642530092,5
prop_educ_<HS,,,5
prop_educ_BAplus,0.4838649956868002,0.0006571197733326162,5
prop_educ_HS,,,5
prop_educ_SomeCollege,,,5
prop_female,-0.06017520803535038,0.6911782835149125,5
prop_married,0.15006631243914303,0.3195221434722923,5
age_mean,-0.3190224068984063,0.030696406458139276,6
age_sd,-0.3379015665947339,0.02163575426760534,6
age_sq_mean,-0.33437595991417385,0.023131930890466248,6
age_sq_sd,-0.3810747852443997,0.00897895054010144,6
english_mean,-0.42113267372995566,0.0035621085728909665,6
entry_recency_mean,0.03452338410644263,0.8198227978516069,6
entry_recency_sd,0.23265688643971874,0.11971585662067775,6
hours_mean,0.06698245675539126,0.6582779660675891,6
hours_sd,0.11632844321985937,0.44136867730334495,6
prop_educ_<HS,,,6
prop_educ_BAplus,0.5178932786353423,0.00022757024121968322,6
prop_educ_HS,,,6
prop_educ_SomeCollege,,,6
prop_female,0.06387788553350324,0.6732081879770302,6
prop_married,0.032999867153919116,0.8276506585460609,6
age_mean,-0.39809019259325723,0.006145121477593969,7
age_sd,-0.4114444848962419,0.004500593478551865,7
age_sq_mean,-0.4084137002059359,0.004835516104336212,7
age_sq_sd,-0.44960763089458544,0.0017202308285089345,7
english_mean,-0.46620660323055935,0.0010926115757507182,7
entry_recency_mean,-0.10524045326017807,0.4863858191875685,7
entry_recency_sd,0.1496356422784693,0.32092888008372944,7
hours_mean,0.04950663015644993,0.7438719898181376,7
hours_sd,0.07918128546738633,0.6009209166105546,7
prop_educ_<HS,,,7
prop_educ_BAplus,0.4924717155318449,0.0005077542562678104,7
prop_educ_HS,,,7
