summary,spearman_rho,p_value,subsample
resid_mean,0.07979004592846545,0.5981165072888804,78
resid_median,0.08882054725060184,0.5572079418052817,78
resid_q25,0.04583288684728132,0.7623030429244935,78
resid_q75,0.24753470062458816,0.09719981713461714,78
resid_sd,0.1536422279738823,0.30799254790348346,78
resid_mean,0.10558264217045776,0.4849616621014132,79
resid_median,0.10180962449477063,0.5007844242454453,79
resid_q25,-0.09110909895552681,0.5470538529744742,79
resid_q75,0.15847162902925685,0.2928488440927069,79
resid_sd,0.21017564036040745,0.16092534293238098,79
resid_mean,0.08659384829445861,0.5671718377348174,80
resid_median,0.013112782741732306,0.9310758535516771,80
resid_q25,-0.04892552428636912,0.7467782610897495,80
resid_q75,0.18698085956724883,0.21339882846627117,80
resid_sd,0.29565613917679445,0.04605407098494177,80
resid_mean,0.12760222073676297,0.3980632040463973,81
resid_median,0.09772734307517474,0.5181968574850975,81
resid_q25,-0.04227765747131032,0.7802644152198462,81
resid_q75,0.16582721948388826,0.27072709967178915,81
resid_sd,0.20757782491157364,0.16628283393497884,81
resid_mean,0.28384226415947905,0.05592042976722069,82
resid_median,0.2715335671519095,0.06793881700389238,82
resid_q25,0.21097972609457022,0.15929287314285465,82
resid_q75,0.2850881101466997,0.05480592518557069,82
resid_sd,0.15500298844708094,0.30367585608371556,82
resid_mean,0.15129182352017553,0.3155404938378125,83
resid_median,0.06395574224033586,0.6728322125059172,83
resid_q25,0.021339198329705877,0.8880576606384105,83
resid_q75,0.10737637188512868,0.47753214762617624,83
resid_sd,0.2276799682656444,0.12806708437901257,83
resid_mean,0.3397571490581866,0.020881520058675822,84
resid_median,0.23170039693645858,0.12128799708874612,84
resid_q25,0.10007774752888146,0.5081347522777873,84
resid_q75,0.3791690421347948,0.009357376046008788,84
resid_sd,0.41651641029634595,0.003985353939646427,84
resid_mean,0.20027920055532647,0.1820255355542799,85
resid_median,0.19069202449415423,0.2042880425668539,85
resid_q25,0.1720124943620639,0.25300383383852737,85
resid_q75,0.2537818282515455,0.08878348652116305,85
resid_sd,0.18586751008917726,0.2161864217633523,85
resid_mean,0.12463328879523866,0.40922073290765376,86
resid_median,0.1697239426571389,0.259468167683749,86
resid_q25,0.09024316047258223,0.5508855228806842,86
resid_q75,0.19551653889913118,0.19285728931965407,86
resid_sd,0.20095958079192575,0.18051444955980175,86
resid_mean,0.09624287710441257,0.5246027073591945,87
resid_median,0.12661257675625484,0.40176256008482675,87
resid_q25,0.00080408573416283,0.9957684505418882,87
