test_clinic,percentile,n_observed,method,covered,width,infinite,lower,upper,true_y,mu_hat,n_cal_groups,n_test_observed,n_test_total
13,75,16,Pooling,1,45.512878985387715,0,107.78685661161839,153.2997355970061,132.0,130.54329610431225,17,16,22
13,75,16,Subsampling,1,74.72273446403317,0,93.18192887229567,167.90466333632884,132.0,130.54329610431225,17,16,22
13,75,16,Repeated,1,59.39507226067724,0,100.84575997397363,160.24083223465087,132.0,130.54329610431225,17,16,22
14,25,6,HCP++,1,49.66334118528232,0,112.96138437093606,162.62472555621838,159.0,137.79305496357722,17,6,21
14,25,6,HCP.sample,1,45.212982588999694,0,116.12371215143563,161.33669474043532,159.0,137.79305496357722,17,6,21
14,25,6,HCP,1,56.858718070110285,0,125.36352793099189,182.22224600110218,159.0,153.79288696604704,17,6,21
14,25,6,Pooling,1,45.512878985387715,0,131.03644747335318,176.5493264587409,159.0,153.79288696604704,17,6,21
14,25,6,Subsampling,1,89.03121451608598,0,109.27727970800404,198.30849422409003,159.0,153.79288696604704,17,6,21
14,25,6,Repeated,1,56.858718070110285,0,125.36352793099189,182.22224600110218,159.0,153.79288696604704,17,6,21
14,50,11,HCP++,0,44.0268829335015,0,103.24041967866492,147.26730261216642,151.67,125.25386114541567,17,11,21
14,50,11,HCP.sample,1,45.46463122335882,0,107.53665018010827,153.0012814034671,151.67,125.25386114541567,17,11,21
14,50,11,HCP,1,56.858718070110285,0,110.90044969523885,167.75916776534913,151.67,139.329808730294,17,11,21
14,50,11,Pooling,1,45.512878985387715,0,116.57336923760013,162.08624822298785,151.67,139.329808730294,17,11,21
14,50,11,Subsampling,1,59.39507226067724,0,109.63227259995537,169.0273448606326,151.67,139.329808730294,17,11,21
14,50,11,Repeated,1,55.08513915852707,0,111.78723915103045,166.87237830955752,151.67,139.329808730294,17,11,21
14,75,16,HCP++,1,44.881746779093945,0,98.74633279304724,143.6280795721412,132.0,121.18720618259422,17,16,21
14,75,16,HCP.sample,1,47.04216742770609,0,109.03188678520104,156.07405421290713,132.0,121.18720618259422,17,16,21
14,75,16,HCP,1,56.858718070110285,0,102.1139370692571,158.9726551393674,132.0,130.54329610431225,17,16,21
14,75,16,Pooling,1,45.512878985387715,0,107.78685661161839,153.2997355970061,132.0,130.54329610431225,17,16,21
14,75,16,Subsampling,1,60.96878548391403,0,100.05890336235522,161.02768884626926,132.0,130.54329610431225,17,16,21
14,75,16,Repeated,1,59.39507226067724,0,100.84575997397363,160.24083223465087,132.0,130.54329610431225,17,16,21
18,25,6,HCP++,1,44.37809749894734,0,116.13564011826111,160.51373761720845,159.0,138.32468886773478,17,6,21
18,25,6,HCP.sample,1,46.68447990966564,0,126.44058906683782,173.12506897650346,159.0,138.32468886773478,17,6,21
18,25,6,HCP,1,56.858718070110285,0,125.36352793099189,182.22224600110218,159.0,153.79288696604704,17,6,21
18,25,6,Pooling,1,45.512878985387715,0,131.03644747335318,176.5493264587409,159.0,153.79288696604704,17,6,21
18,25,6,Subsampling,1,63.765904237351094,0,121.90993484737149,185.67583908472258,159.0,153.79288696604704,17,6,21
18,25,6,Repeated,1,54.049233175954726,0,126.76827037806967,180.8175035540244,159.0,153.79288696604704,17,6,21
18,50,11,HCP++,0,44.0268829335015,0,103.24041967866492,147.26730261216642,151.67,125.25386114541567,17,11,21
18,50,11,HCP.sample,1,45.5831129251912,0,109.9285178008211,155.5116307260123,151.67,125.25386114541567,17,11,21
18,50,11,HCP,1,56.858718070110285,0,110.90044969523885,167.75916776534913,151.67,139.329808730294,17,11,21
18,50,11,Pooling,1,45.512878985387715,0,116.57336923760013,162.08624822298785,151.67,139.329808730294,17,11,21
18,50,11,Subsampling,1,42.281493349094035,0,118.18906205574697,160.470555404841,151.67,139.329808730294,17,11,21
18,50,11,Repeated,1,59.70424028400333,0,109.47768858829232,169.18192887229566,151.67,139.329808730294,17,11,21
18,75,16,HCP++,1,45.00274794830624,0,99.28461468707555,144.28736263538178,132.0,121.78598866122866,17,16,21
18,75,16,HCP.sample,1,46.63163122265921,0,104.15766374162583,150.78929496428503,132.0,121.78598866122866,17,16,21
18,75,16,HCP,1,56.858718070110285,0,102.1139370692571,158.9726551393674,132.0,130.54329610431225,17,16,21
18,75,16,Pooling,1,45.512878985387715,0,107.78685661161839,153.2997355970061,132.0,130.54329610431225,17,16,21
18,75,16,Subsampling,1,65.80128192988973,0,97.64265513936739,163.44393706925712,132.0,130.54329610431225,17,16,21
18,75,16,Repeated,1,55.08513915852707,0,103.0007265250487,158.08586568357578,132.0,130.54329610431225,17,16,21
20,25,6,HCP++,1,51.93733112672447,0,114.292409653247,166.22974077997148,159.0,140.26107521660924,17,6,21
20,25,6,HCP.sample,0,41.6019424083309,0,112.84263222922357,154.44457463755447,159.0,140.26107521660924,17,6,21
20,25,6,HCP,1,56.858718070110285,0,125.36352793099189,182.22224600110218,159.0,153.79288696604704,17,6,21
20,25,6,Pooling,1,45.512878985387715,0,131.03644747335318,176.5493264587409,159.0,153.79288696604704,17,6,21
20,25,6,Subsampling,1,83.64191670345669,0,111.97192861431868,195.61384531777537,159.0,153.79288696604704,17,6,21
20,25,6,Repeated,1,56.70004081495061,0,125.44286655857174,182.14290737352235,159.0,153.79288696604704,17,6,21
20,50,11,HCP++,0,47.862697101029426,0,100.3013591890491,148.16405629007852,151.67,124.2327077395638,17,11,21
20,50,11,HCP.sample,0,43.24694658410918,0,105.15127874207174,148.39822532618092,151.67,124.2327077395638,17,11,21
20,50,11,HCP,1,56.858718070110285,0,110.90044969523885,167.75916776534913,151.67,139.329808730294,17,11,21
20,50,11,Pooling,1,45.512878985387715,0,116.57336923760013,162.08624822298785,151.67,139.329808730294,17,11,21
20,50,11,Subsampling,1,59.39507226067724,0,109.63227259995537,169.0273448606326,151.67,139.329808730294,17,11,21
20,50,11,Repeated,1,56.858718070110285,0,110.90044969523885,167.75916776534913,151.67,139.329808730294,17,11,21
20,75,16,HCP++,1,44.975789337910285,0,99.16468748340655,144.14047682131684,132.0,121.6525821523617,17,16,21
20,75,16,HCP.sample,1,45.62209868330926,0,110.90895172250295,156.5310504058122,132.0,121.6525821523617,17,16,21
20,75,16,HCP,1,56.858718070110285,0,102.1139370692571,158.9726551393674,132.0,130.54329610431225,17,16,21
20,75,16,Pooling,1,45.512878985387715,0,107.78685661161839,153.2997355970061,132.0,130.54329610431225,17,16,21
20,75,16,Subsampling,1,37.3892331759547,0,111.8486795163349,149.2379126922896,132.0,130.54329610431225,17,16,21
20,75,16,Repeated,1,53.71964179826591,0,103.68347520517929,157.4031170034452,132.0,130.54329610431225,17,16,21
11,25,6,HCP++,1,45.27145528210991,0,118.96262593285977,164.23408121496968,159.0,141.59835357391472,17,6,21
11,25,6,HCP.sample,1,56.66187497757653,0,107.20029152033592,163.86216649791245,159.0,141.59835357391472,17,6,21
11,25,6,HCP,1,56.858718070110285,0,125.36352793099189,182.22224600110218,159.0,153.79288696604704,17,6,21
11,25,6,Pooling,1,45.512878985387715,0,131.03644747335318,176.5493264587409,159.0,153.79288696604704,17,6,21
11,25,6,Subsampling,1,28.151320483665074,0,139.7172267242145,167.86854720787957,159.0,153.79288696604704,17,6,21
11,25,6,Repeated,1,55.0851391585271,0,126.2503173867835,181.3354565453106,159.0,153.79288696604704,17,6,21
11,50,11,HCP++,0,46.085873268599926,0,102.13469836776619,148.22057163636612,151.67,125.17763500206615,17,11,21
11,50,11,HCP.sample,1,45.054111903643275,0,121.16619201405203,166.2203039176953,151.67,125.17763500206615,17,11,21
11,50,11,HCP,1,56.858718070110285,0,110.90044969523885,167.75916776534913,151.67,139.329808730294,17,11,21
11,50,11,Pooling,1,45.512878985387715,0,116.57336923760013,162.08624822298785,151.67,139.329808730294,17,11,21
11,50,11,Subsampling,1,59.39507226067724,0,109.63227259995537,169.0273448606326,151.67,139.329808730294,17,11,21
11,50,11,Repeated,1,55.08513915852707,0,111.78723915103045,166.87237830955752,151.67,139.329808730294,17,11,21
11,75,16,HCP++,1,45.23417605847541,0,100.31413830477453,145.54831436324994,132.0,122.93122633401224,17,16,21
11,75,16,HCP.sample,1,46.162903461165584,0,102.00294465994891,148.1658481211145,132.0,122.93122633401224,17,16,21
11,75,16,HCP,1,56.858718070110285,0,102.1139370692571,158.9726551393674,132.0,130.54329610431225,17,16,21
11,75,16,Pooling,1,45.512878985387715,0,107.78685661161839,153.2997355970061,132.0,130.54329610431225,17,16,21
11,75,16,Subsampling,1,38.28262849645398,0,111.40198185608526,149.68461035253924,132.0,130.54329610431225,17,16,21
11,75,16,Repeated,1,55.08513915852707,0,103.0007265250487,158.08586568357578,132.0,130.54329610431225,17,16,21
16,25,5,HCP++,1,52.43132991770831,0,97.78232732622773,150.21365724393604,126.0,123.99799228508189,17,5,20
16,25,5,HCP.sample,1,49.661484641011484,0,95.70789768451284,145.36938232552433,126.0,123.99799228508189,17,5,20
16,25,5,HCP,1,56.858718070110285,0,108.87310483460624,165.73182290471652,126.0,137.30246386966138,17,5,20
16,25,5,Pooling,1,45.512878985387715,0,114.54602437696752,160.05890336235524,126.0,137.30246386966138,17,5,20
16,25,5,Subsampling,1,84.28035820173409,0,95.16228476879434,179.44264297052842,126.0,137.30246386966138,17,5,20
16,25,5,Repeated,1,56.858718070110285,0,108.87310483460624,165.73182290471652,126.0,137.30246386966138,17,5,20
16,50,10,HCP++,1,50.55387616950679,0,97.30271069101917,147.85658686052597,144.33,122.57964877577257,17,10,20
16,50,10,HCP.sample,1,47.590166246983586,0,118.50864081710077,166.09880706408435,144.33,122.57964877577257,17,10,20
16,50,10,HCP,1,56.858718070110285,0,109.81784753966105,166.67656560977133,144.33,138.2472065747162,17,10,20
16,50,10,Pooling,1,45.512878985387715,0,115.49076708202233,161.00364606741005,144.33,138.2472065747162,17,10,20
16,50,10,Subsampling,1,54.049233175954726,0,111.22258998673883,165.27182316269355,144.33,138.2472065747162,17,10,20
16,50,10,Repeated,1,54.19401413274761,0,111.15019950834238,165.34421364109,144.33,138.2472065747162,17,10,20
16,75,15,HCP++,0,40.45679668605544,0,110.58730489433435,151.0441015803898,155.0,130.81570323736207,17,15,20
16,75,15,HCP.sample,1,43.40989655039097,0,111.70662341331295,155.11651996370392,155.0,130.81570323736207,17,15,20
16,75,15,HCP,1,56.858718070110285,0,111.30591866736535,168.16463673747563,155.0,139.7352777024205,17,15,20
16,75,15,Pooling,1,45.512878985387715,0,116.97883820972663,162.49171719511435,155.0,139.7352777024205,17,15,20
16,75,15,Subsampling,1,63.823182156073756,0,107.82368662438361,171.64686878045737,155.0,139.7352777024205,17,15,20
16,75,15,Repeated,1,59.39507226067724,0,110.03774157208187,169.4328138327591,155.0,139.7352777024205,17,15,20
9,25,5,HCP++,1,52.491823586389444,0,97.33230804399366,149.8241316303831,126.0,123.57821983718839,17,5,20
9,25,5,HCP.sample,1,58.295520090334435,0,91.39087995985136,149.6864000501858,126.0,123.57821983718839,17,5,20
9,25,5,HCP,1,56.858718070110285,0,108.87310483460624,165.73182290471652,126.0,137.30246386966138,17,5,20
9,25,5,Pooling,1,45.512878985387715,0,114.54602437696752,160.05890336235524,126.0,137.30246386966138,17,5,20
9,25,5,Subsampling,1,65.8012819298897,0,104.40182290471652,170.20310483460622,126.0,137.30246386966138,17,5,20
9,25,5,Repeated,1,56.858718070110285,0,108.87310483460624,165.73182290471652,126.0,137.30246386966138,17,5,20
9,50,10,HCP++,1,46.0962495276422,0,100.35848127910243,146.45473080674464,144.33,123.40660604292354,17,10,20
9,50,10,HCP.sample,0,40.140127815943615,0,103.03372726733677,143.1738550832804,144.33,123.40660604292354,17,10,20
9,50,10,HCP,1,56.858718070110285,0,109.81784753966105,166.67656560977133,144.33,138.2472065747162,17,10,20
9,50,10,Pooling,1,45.512878985387715,0,115.49076708202233,161.00364606741005,144.33,138.2472065747162,17,10,20
9,50,10,Subsampling,1,35.333090404591985,0,120.5806613724202,155.91375177701218,144.33,138.2472065747162,17,10,20
9,50,10,Repeated,1,56.70004081495061,0,109.89718616724089,166.5972269821915,144.33,138.2472065747162,17,10,20
9,75,15,HCP++,0,43.08407174936214,0,109.44325560157243,152.52732735093457,155.0,130.9852914762535,17,15,20
9,75,15,HCP.sample,1,41.080580965083755,0,116.84515657824207,157.92573754332582,155.0,130.9852914762535,17,15,20
9,75,15,HCP,1,56.858718070110285,0,111.30591866736535,168.16463673747563,155.0,139.7352777024205,17,15,20
9,75,15,Pooling,1,45.512878985387715,0,116.97883820972663,162.49171719511435,155.0,139.7352777024205,17,15,20
9,75,15,Subsampling,1,63.765904237351094,0,107.85232558374494,171.61822982109604,155.0,139.7352777024205,17,15,20
9,75,15,Repeated,1,56.858718070110285,0,111.30591866736535,168.16463673747563,155.0,139.7352777024205,17,15,20
25,25,5,HCP++,1,52.87019686147113,0,97.22264160928165,150.09283847075278,126.0,123.65774004001722,17,5,20
25,25,5,HCP.sample,1,53.3457311866004,0,108.11737442426482,161.46310561086523,126.0,123.65774004001722,17,5,20
25,25,5,HCP,1,56.858718070110285,0,108.87310483460624,165.73182290471652,126.0,137.30246386966138,17,5,20
25,25,5,Pooling,1,45.512878985387715,0,114.54602437696752,160.05890336235524,126.0,137.30246386966138,17,5,20
25,25,5,Subsampling,1,65.8012819298897,0,104.40182290471652,170.20310483460622,126.0,137.30246386966138,17,5,20
25,25,5,Repeated,1,56.858718070110285,0,108.87310483460624,165.73182290471652,126.0,137.30246386966138,17,5,20
25,50,10,HCP++,1,50.55387616950679,0,97.30271069101917,147.85658686052597,144.33,122.57964877577257,17,10,20
25,50,10,HCP.sample,1,47.01010903170784,0,98.50778389793463,145.51789292964247,144.33,122.57964877577257,17,10,20
25,50,10,HCP,1,56.858718070110285,0,109.81784753966105,166.67656560977133,144.33,138.2472065747162,17,10,20
25,50,10,Pooling,1,45.512878985387715,0,115.49076708202233,161.00364606741005,144.33,138.2472065747162,17,10,20
25,50,10,Subsampling,1,83.64191670345669,0,96.42624822298784,180.06816492644452,144.33,138.2472065747162,17,10,20
25,50,10,Repeated,1,59.39507226067724,0,108.54967044437757,167.9447427050548,144.33,138.2472065747162,17,10,20
25,75,15,HCP++,0,42.34515084863466,0,109.78554975326861,152.13070060190327,155.0,130.95812517758594,17,15,20
25,75,15,HCP.sample,1,39.34702767349789,0,116.09016188112567,155.43718955462356,155.0,130.95812517758594,17,15,20
25,75,15,HCP,1,56.858718070110285,0,111.30591866736535,168.16463673747563,155.0,139.7352777024205,17,15,20
25,75,15,Pooling,1,45.512878985387715,0,116.97883820972663,162.49171719511435,155.0,139.7352777024205,17,15,20
25,75,15,Subsampling,1,63.765904237351094,0,107.85232558374494,171.61822982109604,155.0,139.7352777024205,17,15,20
25,75,15,Repeated,1,56.858718070110285,0,111.30591866736535,168.16463673747563,155.0,139.7352777024205,17,15,20
28,25,5,HCP++,1,52.87019686147113,0,97.22264160928165,150.09283847075278,126.0,123.65774004001722,17,5,20
28,25,5,HCP.sample,1,47.27845117656318,0,100.09838885354827,147.37684003011145,126.0,123.65774004001722,17,5,20
28,25,5,HCP,1,56.858718070110285,0,108.87310483460624,165.73182290471652,126.0,137.30246386966138,17,5,20
28,25,5,Pooling,1,45.512878985387715,0,114.54602437696752,160.05890336235524,126.0,137.30246386966138,17,5,20
28,25,5,Subsampling,1,96.74236439549725,0,88.93128167191276,185.67364606741,126.0,137.30246386966138,17,5,20
28,25,5,Repeated,1,56.858718070110285,0,108.87310483460624,165.73182290471652,126.0,137.30246386966138,17,5,20
