dataset,method,o,alpha,nominal_coverage,width_mean,width_se,width_std,width_median,width_q25,width_q75,width_min,width_max,width_n_total,width_n_finite,width_n_infinite,width_finite_rate,width_infinite_rate
fixedN21,GHCP,15,0.2,0.8,13.343529517993671,0.09924633568398461,3.138444701870364,13.054214360388514,11.15559602246718,15.129336110977,5.931389397632749,25.738691607426553,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,15,0.15,0.85,14.84195411225442,0.1077231356260292,3.4065046527348057,14.534170371851484,12.570317454906359,16.704464839421377,6.539431426905793,27.898357771427104,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,15,0.1,0.9,17.54266993994895,0.13076747099706687,4.135230522107411,17.03801435216583,14.67919454023334,20.026408253186233,8.163581274880162,32.64609456023035,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,15,0.05,0.95,21.278140421159527,0.14864010307672926,4.700412773646661,20.776673147256602,17.900223983528452,24.18732896771783,11.4785043910485,39.37064418975916,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,20,0.2,0.8,10.68582005850585,0.0767842688073025,2.4281317790169643,10.462087333416953,8.97957642926118,12.133398767469249,5.198448691960316,20.159917681166657,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,20,0.15,0.85,11.956560271769533,0.0848290373613774,2.6825296978147253,11.740154104630621,10.090822174220222,13.491027986694053,5.717614939182667,22.61206995568819,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,20,0.1,0.9,13.569281745483705,0.09390145854939892,2.969424846279913,13.238104995782477,11.508462642719326,15.250845274735447,6.630399080766974,24.049273353246477,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,20,0.05,0.95,15.834339230346101,0.11347264189829516,3.588320005152652,15.503197238264121,13.249807345993592,18.025993384760362,8.377791784940705,30.08108749413875,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,25,0.2,0.8,11.985220683556962,0.18174323011055019,5.7472255646543395,10.915603024344552,7.538904808340171,15.450734117024307,2.6458055278325254,37.84794085589196,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,25,0.15,0.85,11.985220683556962,0.18174323011055019,5.7472255646543395,10.915603024344552,7.538904808340171,15.450734117024307,2.6458055278325254,37.84794085589196,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,25,0.1,0.9,11.985220683556962,0.18174323011055019,5.7472255646543395,10.915603024344552,7.538904808340171,15.450734117024307,2.6458055278325254,37.84794085589196,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,25,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,GHCP,30,0.2,0.8,11.548822586640446,0.16772169252988361,5.303825614128807,10.428029250287423,7.531476487422415,14.671666037497294,2.5573001337737216,32.88341868275124,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,30,0.15,0.85,11.548822586640446,0.16772169252988361,5.303825614128807,10.428029250287423,7.531476487422415,14.671666037497294,2.5573001337737216,32.88341868275124,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,30,0.1,0.9,11.548822586640446,0.16772169252988361,5.303825614128807,10.428029250287423,7.531476487422415,14.671666037497294,2.5573001337737216,32.88341868275124,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,30,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,GHCP,35,0.2,0.8,11.379502864187605,0.16018830039280757,5.06559883752517,10.264318714305372,7.575174430612712,14.17262993413473,3.105916981061611,31.906253431668276,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,35,0.15,0.85,11.379502864187605,0.16018830039280757,5.06559883752517,10.264318714305372,7.575174430612712,14.17262993413473,3.105916981061611,31.906253431668276,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,35,0.1,0.9,11.379502864187605,0.16018830039280757,5.06559883752517,10.264318714305372,7.575174430612712,14.17262993413473,3.105916981061611,31.906253431668276,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP,35,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,GHCP no within,0,0.2,0.8,24.97620363006063,0.20010855274368958,6.327988059499954,24.343178325169625,20.67304426179698,28.598479875279924,8.975978838820161,49.73427525397278,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,0,0.15,0.85,30.240645031935962,0.25527839290370613,8.07261159003076,29.246479148985507,24.557975432000397,34.93028160116576,11.647792861925502,57.90598539682449,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,0,0.1,0.9,34.14986345084803,0.2674878342851939,8.458708027268901,33.31706004200889,28.27214680419885,39.3747913185516,15.604522554575423,62.63024231511574,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,0,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,GHCP no within,5,0.2,0.8,24.039063191631,0.19476096530821446,6.158882496669953,23.505622112300998,19.81400045528211,27.423962820734978,8.975978838820161,48.82794231832891,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,5,0.15,0.85,28.851079724325732,0.24231441475222026,7.662654605077213,27.869587440886917,23.43957301199653,33.396066574423564,11.236380516903203,55.38427084924649,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,5,0.1,0.9,32.16178035720727,0.25908500311992344,8.192987174507888,31.174668063778945,26.27249080477737,36.939853095552266,15.002097850560222,59.15654383434059,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,5,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,GHCP no within,10,0.2,0.8,23.23842590612036,0.1887893441295812,5.97004325418815,22.65820773138433,19.19991924549239,26.53797697500676,8.975978838820161,47.19779262688271,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,10,0.15,0.85,26.03228223958114,0.20012852927537741,6.3286197728987945,25.251955260669195,21.727410290862174,29.73962609315965,10.955278141704682,50.2569446640899,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,10,0.1,0.9,30.799175853826107,0.25119233631179394,7.943399135242883,29.86058642602358,25.184706720749684,35.54900450272798,12.622181279866592,57.93339523159417,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,10,0.05,0.95,36.581756326597066,0.2693276790870508,8.516889028419792,35.542598058098854,30.507071043712745,41.80560411941835,16.966056823812337,71.80019308333301,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,15,0.2,0.8,22.392055883310007,0.17999059924355876,5.691802510282255,21.841855940804237,18.53857383636852,25.636021009801095,8.975978838820161,44.99451023888161,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,15,0.15,0.85,24.91362076860857,0.1948496491707679,6.161686926643656,24.303701138727895,20.70700853946382,28.297286667058493,10.955278141704682,49.14024067441015,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,15,0.1,0.9,29.471049691625797,0.24078182207741933,7.614189769300606,28.455884943586586,24.181911559056463,33.98094249381146,12.19682991700165,56.09809073540462,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,15,0.05,0.95,33.085054677714666,0.2606300993999562,8.241847408999455,32.27291223105028,27.243686647717325,38.12618214922138,14.970666378518464,65.1076323172542,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,20,0.2,0.8,21.317090522667154,0.1679120313942118,5.309844657514075,20.7241988715832,17.633663383104995,24.37616674879505,8.807633484809589,41.40730732904785,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,20,0.15,0.85,24.066894468621175,0.19140939479253222,6.052896530987743,23.375518805779187,19.941505608439613,27.40447407896317,10.181943349533192,47.662867173739265,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,20,0.1,0.9,26.675946528533604,0.2000715730944932,6.326818660314608,25.970959458670375,22.308468005240165,30.220070623003238,11.866673811151069,50.65086025265656,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,20,0.05,0.95,31.53101040447612,0.25612570702925264,8.099406015334369,30.649123808329335,25.784101573601088,36.45901458292991,14.326556561274971,63.567411920304494,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,25,0.2,0.8,15.893197130130446,0.2827523984600637,8.941415930092875,14.008005173323197,8.95564495598871,21.1350880485578,3.079162693987744,51.22085966767517,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,25,0.15,0.85,15.893197130130446,0.2827523984600637,8.941415930092875,14.008005173323197,8.95564495598871,21.1350880485578,3.079162693987744,51.22085966767517,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,25,0.1,0.9,15.893197130130446,0.2827523984600637,8.941415930092875,14.008005173323197,8.95564495598871,21.1350880485578,3.079162693987744,51.22085966767517,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,25,0.05,0.95,16.15255165842186,0.26645270549319955,8.425974380725693,14.157139541970402,9.809588138324793,20.876841435389547,2.904255364902657,58.58458692491915,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,30,0.2,0.8,15.453274009945227,0.2813963686968218,8.89853450382464,13.420396598583046,8.529323560267601,20.560997049514,2.899260775554999,50.979742340328485,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,30,0.15,0.85,15.453274009945227,0.2813963686968218,8.89853450382464,13.420396598583046,8.529323560267601,20.560997049514,2.899260775554999,50.979742340328485,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,30,0.1,0.9,15.453274009945227,0.2813963686968218,8.89853450382464,13.420396598583046,8.529323560267601,20.560997049514,2.899260775554999,50.979742340328485,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,30,0.05,0.95,16.36136310082901,0.26734886400344104,8.454313401094758,14.309613490162477,9.99615324891318,21.05990642025781,2.904255364902657,58.58458692491915,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,35,0.2,0.8,15.680128505163172,0.2814474317477803,8.900149259277704,13.536173135236947,8.80973692348256,20.758909338746157,3.079162693987744,50.979742340328485,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,35,0.15,0.85,15.680128505163172,0.2814474317477803,8.900149259277704,13.536173135236947,8.80973692348256,20.758909338746157,3.079162693987744,50.979742340328485,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,35,0.1,0.9,15.680128505163172,0.2814474317477803,8.900149259277704,13.536173135236947,8.80973692348256,20.758909338746157,3.079162693987744,50.979742340328485,1000.0,1000.0,0.0,1.0,0.0
fixedN21,GHCP no within,35,0.05,0.95,16.524166280876777,0.2671678029354875,8.4485877473916,14.514975651138968,10.137006234118987,21.145692698376827,2.904255364902657,58.58458692491915,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,0,0.2,0.8,24.4679241569741,0.1973664840298252,6.241276233134954,23.70588212142136,20.120678222098643,28.52801176311411,9.313990658246269,53.40111195084465,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,0,0.15,0.85,29.62374634302675,0.24633615145300744,7.789833086316999,28.80958969282709,24.21833240560005,34.029492327953356,11.175785828844084,60.92307348221199,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,0,0.1,0.9,33.535592022747856,0.25976518857786357,8.214496527292042,32.744879006383755,27.832475110798764,38.34549665994964,15.41594249184411,63.32261224482683,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,0,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,HCP,5,0.2,0.8,24.4679241569741,0.1973664840298252,6.241276233134954,23.70588212142136,20.120678222098643,28.52801176311411,9.313990658246269,53.40111195084465,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,5,0.15,0.85,29.62374634302675,0.24633615145300744,7.789833086316999,28.80958969282709,24.21833240560005,34.029492327953356,11.175785828844084,60.92307348221199,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,5,0.1,0.9,33.535592022747856,0.25976518857786357,8.214496527292042,32.744879006383755,27.832475110798764,38.34549665994964,15.41594249184411,63.32261224482683,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,5,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,HCP,10,0.2,0.8,24.4679241569741,0.1973664840298252,6.241276233134954,23.70588212142136,20.120678222098643,28.52801176311411,9.313990658246269,53.40111195084465,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,10,0.15,0.85,29.62374634302675,0.24633615145300744,7.789833086316999,28.80958969282709,24.21833240560005,34.029492327953356,11.175785828844084,60.92307348221199,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,10,0.1,0.9,33.535592022747856,0.25976518857786357,8.214496527292042,32.744879006383755,27.832475110798764,38.34549665994964,15.41594249184411,63.32261224482683,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,10,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,HCP,15,0.2,0.8,24.4679241569741,0.1973664840298252,6.241276233134954,23.70588212142136,20.120678222098643,28.52801176311411,9.313990658246269,53.40111195084465,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,15,0.15,0.85,29.62374634302675,0.24633615145300744,7.789833086316999,28.80958969282709,24.21833240560005,34.029492327953356,11.175785828844084,60.92307348221199,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,15,0.1,0.9,33.535592022747856,0.25976518857786357,8.214496527292042,32.744879006383755,27.832475110798764,38.34549665994964,15.41594249184411,63.32261224482683,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,15,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,HCP,20,0.2,0.8,24.4679241569741,0.1973664840298252,6.241276233134954,23.70588212142136,20.120678222098643,28.52801176311411,9.313990658246269,53.40111195084465,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,20,0.15,0.85,29.62374634302675,0.24633615145300744,7.789833086316999,28.80958969282709,24.21833240560005,34.029492327953356,11.175785828844084,60.92307348221199,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,20,0.1,0.9,33.535592022747856,0.25976518857786357,8.214496527292042,32.744879006383755,27.832475110798764,38.34549665994964,15.41594249184411,63.32261224482683,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,20,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,HCP,25,0.2,0.8,24.4679241569741,0.1973664840298252,6.241276233134954,23.70588212142136,20.120678222098643,28.52801176311411,9.313990658246269,53.40111195084465,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,25,0.15,0.85,29.62374634302675,0.24633615145300744,7.789833086316999,28.80958969282709,24.21833240560005,34.029492327953356,11.175785828844084,60.92307348221199,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,25,0.1,0.9,33.535592022747856,0.25976518857786357,8.214496527292042,32.744879006383755,27.832475110798764,38.34549665994964,15.41594249184411,63.32261224482683,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,25,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,HCP,30,0.2,0.8,24.4679241569741,0.1973664840298252,6.241276233134954,23.70588212142136,20.120678222098643,28.52801176311411,9.313990658246269,53.40111195084465,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,30,0.15,0.85,29.62374634302675,0.24633615145300744,7.789833086316999,28.80958969282709,24.21833240560005,34.029492327953356,11.175785828844084,60.92307348221199,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,30,0.1,0.9,33.535592022747856,0.25976518857786357,8.214496527292042,32.744879006383755,27.832475110798764,38.34549665994964,15.41594249184411,63.32261224482683,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,30,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,HCP,35,0.2,0.8,24.4679241569741,0.1973664840298252,6.241276233134954,23.70588212142136,20.120678222098643,28.52801176311411,9.313990658246269,53.40111195084465,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,35,0.15,0.85,29.62374634302675,0.24633615145300744,7.789833086316999,28.80958969282709,24.21833240560005,34.029492327953356,11.175785828844084,60.92307348221199,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,35,0.1,0.9,33.535592022747856,0.25976518857786357,8.214496527292042,32.744879006383755,27.832475110798764,38.34549665994964,15.41594249184411,63.32261224482683,1000.0,1000.0,0.0,1.0,0.0
fixedN21,HCP,35,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,0,0.2,0.8,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,0,0.15,0.85,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,0,0.1,0.9,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,0,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,5,0.2,0.8,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,5,0.15,0.85,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,5,0.1,0.9,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,5,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,10,0.2,0.8,4.736054395499874,0.06002972889036862,1.8983067061597703,4.453154051761487,3.403278485203773,5.847805547022767,0.8833323110149882,13.525423272658792,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,10,0.15,0.85,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,10,0.1,0.9,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,10,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,15,0.2,0.8,5.2474300527062505,0.05605707972107147,1.772680508962222,4.98031259821118,3.9569459776586564,6.2481151869990095,1.40620933013661,13.197742477500377,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,15,0.15,0.85,5.2474300527062505,0.05605707972107147,1.772680508962222,4.98031259821118,3.9569459776586564,6.2481151869990095,1.40620933013661,13.197742477500377,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,15,0.1,0.9,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,15,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,20,0.2,0.8,4.144649677736728,0.042026485564971613,1.328994164374986,4.015142688343815,3.191704588645143,4.956261223427891,1.1001916141480117,9.633676778907107,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,20,0.15,0.85,5.460019005799715,0.05734736982460429,1.8134830646576037,5.1850613498333376,4.127219995626852,6.490182388987832,1.4939932365329347,12.673026246673334,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,20,0.1,0.9,5.460019005799715,0.05734736982460429,1.8134830646576037,5.1850613498333376,4.127219995626852,6.490182388987832,1.4939932365329347,12.673026246673334,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,20,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,25,0.2,0.8,4.445072666537653,0.04091427422712748,1.293822953704481,4.258245594958124,3.4940805983243077,5.228461481305473,1.5669862741532747,9.654429177865872,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,25,0.15,0.85,4.445072666537653,0.04091427422712748,1.293822953704481,4.258245594958124,3.4940805983243077,5.228461481305473,1.5669862741532747,9.654429177865872,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,25,0.1,0.9,5.686066412926854,0.05474427660618153,1.7311660293380626,5.494091939504846,4.3768123871617854,6.708645236033573,1.9016922320259575,12.125973861318748,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,25,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,30,0.2,0.8,3.8784582466512467,0.03312074600494408,1.0473699517954576,3.77335299596435,3.1701308285104166,4.52827112260381,1.4271093899728626,7.7118321610877345,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,30,0.15,0.85,4.587964892167685,0.0403232414933157,1.2751328575988687,4.415295824253718,3.6863379274788803,5.311588940284405,1.7016725267274566,9.74940923589202,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,30,0.1,0.9,5.783653799360895,0.052966066357322546,1.6749340838875706,5.549876940096716,4.63791818884629,6.706262104567099,2.081158443600831,12.464932173600973,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,30,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
fixedN21,Std-CP,35,0.2,0.8,4.044424240666773,0.03345556487405786,1.057957854095471,3.979807741848072,3.2500434403054443,4.73845752171777,1.4126568119712246,7.827677095360464,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,35,0.15,0.85,4.731101631307681,0.039431631892686635,1.2469376863822592,4.649818469387963,3.7842956801783076,5.533453704916432,1.8854274558184905,9.851928572334796,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,35,0.1,0.9,5.881838686721262,0.05181183188994209,1.6384339851796348,5.733420819853415,4.690515084121471,6.883147351495803,2.0722974935108915,12.60295774506369,1000.0,1000.0,0.0,1.0,0.0
fixedN21,Std-CP,35,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
