o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,400440.9049746868,410721.85485442745,180000.0,152014.49617458356,244345.04843008792,182941.21693790553,,186317.32021127394
5,277373.62674579595,,180000.0,,,153835.9001857203,94490.0,
10,227259.7199670188,,180000.0,,,144356.1230613403,114857.6,
15,191862.92404003866,,180000.0,,,138901.56051990952,135318.2857142857,
20,167949.6573935118,,180000.0,,,130201.55967076674,144535.0,
