alpha,method,o,nominal_coverage,coverage_mean,coverage_std,coverage_se,coverage_n,width_mean,width_std,width_se,width_median,width_q25,width_q75,width_min,width_max,width_n_total,width_n_finite,width_n_infinite,width_finite_rate,width_infinite_rate
0.2,Std-CP,0,0.8,1.0,0.0,0.0,1000.0,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
0.2,Std-CP,5,0.8,0.81,0.39249720260666066,0.012405643876881197,1000.0,142899.89564134495,164641.7043702526,5810.079576036591,96163.8,55827.0,169310.0,3180.0,1102632.0,1000.0,803.0,197.0,0.803,0.197
0.2,Std-CP,10,0.8,0.795,0.4039036248143091,0.012766166221697099,1000.0,148387.1872,162000.59296441346,5122.908560653954,98683.2,61457.2,172617.0,12656.0,1095000.0,1000.0,1000.0,0.0,1.0,0.0
0.2,Std-CP,15,0.8,0.805,0.3963989557656934,0.012528966437819202,1000.0,129086.34405714285,119214.391749289,3769.890077993382,99178.85714285716,59798.57142857146,157199.4285714286,13531.428571428572,1086800.0,1000.0,1000.0,0.0,1.0,0.0
0.2,Std-CP,20,0.8,0.807,0.394850486775573,0.012480024038438387,1000.0,114039.3936,82702.44312253255,2615.280883277307,92989.2,59582.15,143925.2,12376.800000000005,856678.52,1000.0,1000.0,0.0,1.0,0.0
0.2,Subsampling,0,0.8,0.808,0.3940701603665156,0.01245536029185828,1000.0,129707.9946373555,72518.19372344336,2293.226639674077,117081.76253339896,85915.02086878114,157396.98101605455,30361.052421941888,965673.2282240036,1000.0,1000.0,0.0,1.0,0.0
0.2,Subsampling,5,0.8,,,,0.0,,,,,,,,,0.0,0.0,0.0,,
0.2,Subsampling,10,0.8,,,,0.0,,,,,,,,,0.0,0.0,0.0,,
0.2,Subsampling,15,0.8,,,,0.0,,,,,,,,,0.0,0.0,0.0,,
0.2,Subsampling,20,0.8,,,,0.0,,,,,,,,,0.0,0.0,0.0,,
