tau_B,alpha,experiment,o,method,coverage_mean,width_mean,width_median,width_std,n_infinite,base_seed
5.0,0.05,4,15,HCP,1.0,,,,100,12345
5.0,0.05,4,15,Pooling,0.99,39.021678503244146,39.021678503244146,0.0,0,12345
5.0,0.05,4,15,Repeated,1.0,,,,100,12345
5.0,0.05,4,15,S-HCP-within,0.98,11.837508562117737,11.873333215429106,0.9015076947227716,0,12345
5.0,0.05,4,15,Std-CP,0.88,9.288564897701617,8.119986893398215,7.359951416403527,0,12345
5.0,0.05,4,15,Subsampling,1.0,,,,100,12345
5.0,0.05,4,20,Donor-HCP-no-within,0.99,35.776508240084645,37.95089658207825,5.2109950288616735,0,12345
5.0,0.05,4,20,Donor-HCP-within,0.96,17.590490359640548,18.3470494087127,2.722904968818467,0,12345
5.0,0.05,4,20,HCP,1.0,,,,100,12345
5.0,0.05,4,20,Pooling,0.99,39.021678503244146,39.021678503244146,0.0,0,12345
5.0,0.05,4,20,Repeated,1.0,,,,100,12345
5.0,0.05,4,20,S-HCP-within,0.98,9.332320340837338,9.32280693593278,0.6760259856102038,0,12345
5.0,0.05,4,20,Std-CP,0.9,7.480346768289905,6.609028301812609,3.63686427545181,0,12345
5.0,0.05,4,20,Subsampling,1.0,,,,100,12345
5.0,0.05,4,25,Donor-HCP-no-within,0.96,16.699781615325367,16.422737381041443,7.241396613929425,0,12345
5.0,0.05,4,25,Donor-HCP-within,1.0,,,,100,12345
5.0,0.05,4,25,HCP,1.0,,,,100,12345
5.0,0.05,4,25,Pooling,0.99,39.021678503244146,39.021678503244146,0.0,0,12345
5.0,0.05,4,25,Repeated,1.0,,,,100,12345
5.0,0.05,4,25,S-HCP-within,1.0,,,,100,12345
5.0,0.05,4,25,Std-CP,0.94,6.892461386885936,6.2465968774771,2.7928259511380933,0,12345
5.0,0.05,4,25,Subsampling,1.0,,,,100,12345
5.0,0.05,4,30,Donor-HCP-no-within,0.96,17.01765046214207,16.50398308027006,7.275665611401867,0,12345
5.0,0.05,4,30,Donor-HCP-within,1.0,,,,100,12345
5.0,0.05,4,30,HCP,1.0,,,,100,12345
5.0,0.05,4,30,Pooling,0.99,39.021678503244146,39.021678503244146,0.0,0,12345
5.0,0.05,4,30,Repeated,1.0,,,,100,12345
5.0,0.05,4,30,S-HCP-within,1.0,,,,100,12345
5.0,0.05,4,30,Std-CP,0.9,6.4333738231965505,6.3018768617230885,2.0780163927257322,0,12345
5.0,0.05,4,30,Subsampling,1.0,,,,100,12345
5.0,0.05,4,35,Donor-HCP-no-within,0.96,17.308197047142425,16.631474184359192,7.114285923553278,0,12345
5.0,0.05,4,35,Donor-HCP-within,1.0,,,,100,12345
5.0,0.05,4,35,HCP,1.0,,,,100,12345
5.0,0.05,4,35,Pooling,0.99,39.021678503244146,39.021678503244146,0.0,0,12345
5.0,0.05,4,35,Repeated,1.0,,,,100,12345
5.0,0.05,4,35,S-HCP-within,1.0,,,,100,12345
5.0,0.05,4,35,Std-CP,0.94,6.353094058433372,6.083454854482877,2.1339932980041203,0,12345
5.0,0.05,4,35,Subsampling,1.0,,,,100,12345
5.0,0.05,5,0,Donor-HCP-no-within,1.0,,,,100,12345
5.0,0.05,5,0,Donor-HCP-within,1.0,,,,100,12345
5.0,0.05,5,0,HCP,1.0,,,,100,12345
5.0,0.05,5,0,Pooling,0.87,17.487533700871616,17.487533700871616,0.0,0,12345
5.0,0.05,5,0,Repeated,1.0,,,,100,12345
5.0,0.05,5,0,S-HCP-within,1.0,,,,100,12345
5.0,0.05,5,0,Std-CP,1.0,,,,100,12345
5.0,0.05,5,0,Subsampling,1.0,,,,100,12345
5.0,0.05,5,5,Donor-HCP-no-within,1.0,,,,100,12345
5.0,0.05,5,5,Donor-HCP-within,1.0,,,,100,12345
5.0,0.05,5,5,HCP,1.0,,,,100,12345
5.0,0.05,5,5,Pooling,0.87,17.487533700871616,17.487533700871616,0.0,0,12345
5.0,0.05,5,5,Repeated,1.0,,,,100,12345
5.0,0.05,5,5,S-HCP-within,0.98,16.596889193229902,16.47854007115494,1.3371597681137393,0,12345
5.0,0.05,5,5,Std-CP,0.69,5.651828608185024,4.721477368965221,4.726529123726603,0,12345
5.0,0.05,5,5,Subsampling,1.0,,,,100,12345
5.0,0.05,5,10,Donor-HCP-no-within,0.99,24.584089846434736,24.592875798529548,4.078288837066237,0,12345
5.0,0.05,5,10,Donor-HCP-within,1.0,,,,100,12345
5.0,0.05,5,10,HCP,1.0,,,,100,12345
5.0,0.05,5,10,Pooling,0.87,17.487533700871616,17.487533700871616,0.0,0,12345
5.0,0.05,5,10,Repeated,1.0,,,,100,12345
5.0,0.05,5,10,S-HCP-within,0.97,11.582015678849261,11.736616228261123,1.0883535559647977,0,12345
5.0,0.05,5,10,Std-CP,0.85,43.69960044492612,13.883774605686408,111.21105585472891,0,12345
5.0,0.05,5,10,Subsampling,1.0,,,,100,12345
5.0,0.05,5,15,Donor-HCP-no-within,0.94,21.781389836034354,20.58518682843946,3.571955105407646,0,12345
