tau_B,alpha,o,dataset_id,rerun_id,lower,upper,width,finite
5.0,0.1,0,5,0,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,1,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,2,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,3,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,4,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,5,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,6,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,7,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,8,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,9,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,10,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,11,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,12,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,13,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,14,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,15,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,16,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,17,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,18,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,19,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,20,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,21,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,22,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,23,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,24,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,25,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,26,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,27,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,28,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,29,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,30,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,31,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,32,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,33,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,34,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,35,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,36,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,37,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,38,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,39,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,40,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,41,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,42,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,43,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,44,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,45,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,46,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,47,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,48,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,49,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,50,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,51,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,52,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,53,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,54,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,55,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,56,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,57,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,58,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,59,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,60,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,61,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,62,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,63,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,64,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,65,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,66,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,67,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,68,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,69,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,70,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,71,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,72,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,73,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,74,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,75,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,76,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,77,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,78,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,79,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,80,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,81,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,82,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,83,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,84,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,85,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,86,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,87,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,88,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,89,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,90,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,91,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,92,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,93,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,94,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,95,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,96,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,97,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,98,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,5,99,-15.575468909006776,19.586936593939317,35.16240550294609,1
5.0,0.1,0,1,0,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,1,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,2,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,3,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,4,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,5,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,6,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,7,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,8,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,9,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,10,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,11,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,12,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,13,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,14,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,15,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,16,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,17,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,18,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,19,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,20,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,21,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,22,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,23,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,24,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,25,28.725337785162225,116.30808063966126,87.58274285449903,1
5.0,0.1,0,1,26,28.725337785162225,116.30808063966126,87.58274285449903,1
