o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,257919.3188826478,243984.1022067103,132000.0,164391.5512963343,283752.45232474525,313051.86521716055,,274629.6687871475
5,225095.78469639178,,132000.0,,,178416.31817484164,25395.835841624994,
10,214596.9590276166,,132000.0,,,185062.7105248851,13843.068182164789,
15,200309.7335265071,,132000.0,,,180536.76502736047,9669.75502157597,
20,185929.7238304128,,132000.0,,,183972.63246978636,7279.375053546374,
25,214582.68356392434,,132000.0,,,196184.32345070672,5892.907488256595,
30,202307.49068509502,,132000.0,,,184389.91585961857,5256.7998907478905,
35,241764.5944716559,,132000.0,,,194597.35920576792,4481.171415601663,
