experiment,o_observed,coverage_donor_within,coverage_donor_no_within,coverage_stdcp,coverage_hcp,width_donor_within,width_donor_no_within,width_stdcp,width_hcp,infinite_donor_within,infinite_donor_no_within,infinite_stdcp,infinite_hcp
13,40,0.88,0.88,0.86,0.95,4.51352723955933,15.007290491055873,4.296924922537997,33.844313236393035,0,0,0,0
14,0,0.95,0.95,,0.95,34.33039014681354,34.33039014681354,,34.33039014681354,0,0,0,0
14,10,0.94,0.94,0.74,0.94,21.6887802639173,29.337178068058698,9.548937732620557,34.33039014681354,0,0,0,0
14,20,0.85,0.82,0.92,0.92,15.462725037926532,27.09410891873656,6.0384185342210035,34.33039014681354,0,0,0,0
14,30,0.96,0.93,0.96,0.91,5.837847877078621,13.310931675039406,5.775905536421818,34.33039014681354,0,0,0,0
14,40,0.92,0.91,0.98,0.94,4.823963534108359,13.50425548924941,4.77334148224366,34.33039014681354,0,0,0,0
15,0,0.95,0.95,,0.95,38.61810786364544,38.61810786364544,,38.61810786364544,0,0,0,0
15,10,0.97,1.0,0.82,1.0,24.556730987085086,35.79919991590372,12.264220939707663,38.61810786364544,0,0,0,0
15,20,0.95,0.97,0.91,0.99,15.878647666773773,28.1043224373789,5.370585178497847,38.61810786364544,0,0,0,0
15,30,0.95,0.89,0.99,0.97,5.3195249647596174,11.578305373470126,5.900899704986486,38.61810786364544,0,0,0,0
15,40,0.91,0.9,0.86,0.94,4.793949826054807,11.194967717673487,4.751898227007656,38.61810786364544,0,0,0,0
16,0,0.88,0.88,,0.88,34.817145789460625,34.817145789460625,,34.817145789460625,0,0,0,0
16,10,0.96,0.94,0.87,0.95,21.52370048033126,30.214223224183655,8.179461108547212,34.817145789460625,0,0,0,0
16,20,0.86,0.85,0.97,0.92,14.978824015253066,27.25758899704109,5.841223210799761,34.817145789460625,0,0,0,0
16,30,0.94,0.93,0.93,0.97,5.446803309802758,12.543087040787825,4.781603896750289,34.817145789460625,0,0,0,0
16,40,0.92,0.93,0.89,0.96,4.714949382860142,13.781065219071614,4.744232042209323,34.817145789460625,0,0,0,0
17,0,0.98,0.98,,0.98,32.21125702019846,32.21125702019846,,32.21125702019846,0,0,0,0
17,10,0.97,0.97,0.84,0.99,18.844925056966126,25.263400025761058,9.215935745975006,32.21125702019846,0,0,0,0
17,20,0.94,0.94,0.94,1.0,11.848566329290124,22.212662911362237,5.9904122230759835,32.21125702019846,0,0,0,0
17,30,0.96,0.92,0.96,0.97,5.030114602029627,11.155822729306387,4.8965933627208935,32.21125702019846,0,0,0,0
17,40,0.89,0.91,0.85,1.0,4.726698815335526,11.877307575909569,4.527108592315309,32.21125702019846,0,0,0,0
18,0,0.93,0.93,,0.93,31.558770952480373,31.558770952480373,,31.558770952480373,0,0,0,0
18,10,0.94,0.93,0.87,0.97,18.548335229126582,25.350719500267996,10.74684462179966,31.558770952480373,0,0,0,0
18,20,0.9,0.9,0.93,0.98,12.361374371435348,22.72950929979863,5.65654927924102,31.558770952480373,0,0,0,0
18,30,0.96,0.92,0.97,0.97,5.446583103427132,16.69307732726069,5.676756915916307,31.558770952480373,0,0,0,0
18,40,0.93,0.86,0.93,0.93,4.978171602140754,19.270272298984867,4.777983121370289,31.558770952480373,0,0,0,0
