summary,median_rho,median_p_value,frac_p_lt_0p05,mean_rho
resid_q25,0.39881280786351575,0.008072147173379183,0.965,0.3952171046872857
resid_median,0.329687778232877,0.03085429811784988,0.72,0.32967635595585176
resid_mean,0.2881219060891522,0.06098314896954245,0.405,0.2841996474253896
resid_q75,0.27619727063808364,0.07300006100554741,0.345,0.2739937138128976
resid_sd,0.16914054347737906,0.2782400454195638,0.075,0.16973412533094337
