label,n_pumas_any,n_pumas_ge21,total_rows,median_N_all,median_N_ge21,prop_educ_BAplus_rho_all,prop_educ_BAplus_p_all,prop_educ_BAplus_rho_ge21,prop_educ_BAplus_p_ge21,english_mean_rho_all,english_mean_p_all,english_mean_rho_ge21,english_mean_p_ge21,age_mean_rho_all,age_mean_p_all,age_mean_rho_ge21,age_mean_p_ge21,prop_married_rho_all,prop_married_p_all,prop_married_rho_ge21,prop_married_p_ge21,prop_female_rho_all,prop_female_p_all,prop_female_rho_ge21,prop_female_p_ge21
with_yoep_2012plus,258,41,3218,9.0,27.0,0.2908660115127298,2.0095173941506425e-06,0.5445671015636039,0.0002323939992129598,-0.07268323220670397,0.24469324311863644,-0.46317373450748034,0.002291642363857701,-0.1253788472320991,0.04421467626143244,-0.2742694496545899,0.08268385885813069,-0.1511947646005426,0.01506781817690995,0.14119086953658977,0.3785739608754924,0.028868468219022045,0.644410614517659,0.016558964336698158,0.9181557843183453
no_yoep_filter,265,255,27009,90.0,92.0,-0.04902319893254022,0.4267616720616733,-0.05445206062568714,0.38654486618615413,0.21142382353073721,0.000530806750612093,0.22395075020895383,0.00031272256060457636,0.03251556998669668,0.598226719657132,0.029118788127392877,0.6435052973916352,-0.17134636329593678,0.005160434547647019,-0.14943835889355214,0.0169385148419618,-0.03105113012471166,0.6148183005437823,-0.0396469115431873,0.528532495290556
