o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,232265.47106155322,223355.68219643336,144000.0,156103.36561568576,271444.8084614425,241340.75275857348,,253270.98156873047
5,188634.07221677515,,144000.0,,,,143962.1087971392,
10,171298.9851158143,,144000.0,,,,145677.50178585213,
15,160341.36160235738,,144000.0,,,,144517.88678443074,
20,149461.50109431165,,144000.0,,,,141163.27021753252,
