dataset,alpha,nominal_coverage,o,dataset_id,mean_width,sd_upper,sd_width,relative_instability,coverage_mean,n_finite,n_reruns,base_seed
fixedN21,0.1,0.9,20,22,5.336361399970466,0.18633130070156814,0.4857097074688856,0.03491729415151669,1.0,50,50,456
fixedN21,0.1,0.9,20,23,6.001838688610447,0.208031212402812,0.3893001659730255,0.03466124686049762,1.0,50,50,456
fixedN21,0.1,0.9,20,21,5.471907744983746,0.1203597660302509,0.1459644353609352,0.02199594211736997,1.0,50,50,456
fixedN21,0.1,0.9,20,24,4.888854472956744,0.19092049667076616,0.20484733953771747,0.03905219468627357,1.0,50,50,456
fixedN21,0.1,0.9,25,11,3.553693868997889,4.485978453382215e-16,4.485978453382215e-16,1.2623424016675983e-16,1.0,50,50,456
fixedN21,0.1,0.9,25,15,6.150604123191572,1.794391381352886e-15,8.97195690676443e-16,2.9174229805929525e-16,1.0,50,50,456
fixedN21,0.1,0.9,25,12,3.0355712684671436,0.0,4.485978453382215e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,25,17,4.906632840073049,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,25,16,6.454764579124237,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,25,20,3.80356519473375,8.97195690676443e-16,0.0,2.3588282170597756e-16,1.0,50,50,456
fixedN21,0.1,0.9,25,19,5.668699482542429,1.794391381352886e-15,0.0,3.165437481522827e-16,1.0,50,50,456
fixedN21,0.1,0.9,25,14,6.489956372507257,8.97195690676443e-16,8.97195690676443e-16,1.3824371678015308e-16,1.0,50,50,456
fixedN21,0.1,0.9,25,13,5.2823156447609065,1.794391381352886e-15,0.0,3.3969787154476366e-16,0.0,50,50,456
fixedN21,0.1,0.9,25,22,5.598688589860237,3.588782762705772e-15,8.97195690676443e-16,6.410041753716044e-16,1.0,50,50,456
fixedN21,0.1,0.9,25,18,5.926149397417413,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,25,21,5.669969039111744,8.97195690676443e-16,8.97195690676443e-16,1.582364355938348e-16,1.0,50,50,456
fixedN21,0.1,0.9,25,24,4.898534011568144,3.588782762705772e-15,8.97195690676443e-16,7.32623832810117e-16,0.0,50,50,456
fixedN21,0.1,0.9,25,23,5.795073545746354,3.588782762705772e-15,8.97195690676443e-16,6.192816595640924e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,0,9.163505058088852,3.588782762705772e-15,0.0,3.916386513627626e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,1,5.309801005823638,3.588782762705772e-15,8.97195690676443e-16,6.758789564372936e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,2,5.152417974185557,8.97195690676443e-16,0.0,1.7413099930392637e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,9,6.621866733843426,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,4,5.088561920300435,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,3,5.141329070792075,8.97195690676443e-16,0.0,1.7450656791712044e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,7,9.238148152692132,0.0,1.794391381352886e-15,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,6,11.351013648060643,3.588782762705772e-15,0.0,3.161640778503448e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,12,6.413890864465044,1.794391381352886e-15,0.0,2.79766434956724e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,8,5.685819537605035,1.794391381352886e-15,0.0,3.155906320074159e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,5,7.722770759101572,3.588782762705772e-15,8.97195690676443e-16,4.647014490850007e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,10,3.107216107684412,0.0,4.485978453382215e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,13,6.418350156899541,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,11,6.580709595870793,8.97195690676443e-16,1.794391381352886e-15,1.3633722588813333e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,15,3.777461010765792,0.0,4.485978453382215e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,14,5.310520040676521,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,17,7.000273848110307,1.794391381352886e-15,0.0,2.5633159791845484e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,16,5.5647277217632345,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,23,5.299602618526592,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,20,5.9253872375512495,3.588782762705772e-15,8.97195690676443e-16,6.056621481145404e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,18,6.944010337917498,1.794391381352886e-15,8.97195690676443e-16,2.5840851237716076e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,19,3.2400355195196626,4.485978453382215e-16,0.0,1.384546072521842e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,24,4.74320123483143,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,1,7.78164557635001,1.794391381352886e-15,0.0,2.3059279219891527e-16,1.0,50,50,456
fixedN21,0.1,0.9,30,21,6.047312873903836,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,30,22,5.43806517916262,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,2,5.309395545372869,1.794391381352886e-15,0.0,3.379652855053709e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,0,5.3281403549214135,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,3,6.289304537228518,3.588782762705772e-15,8.97195690676443e-16,5.706167894180596e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,6,4.805802419101597,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,4,4.9503146309249075,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,5,6.81784116057531,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,8,4.7466561125964395,8.97195690676443e-16,8.97195690676443e-16,1.890163663416673e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,7,3.9252027197084454,0.0,8.97195690676443e-16,0.0,0.0,50,50,456
fixedN21,0.1,0.9,35,11,6.112981774430138,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,9,7.990301595529835,3.588782762705772e-15,8.97195690676443e-16,4.491423408490003e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,10,4.548379029856413,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,16,4.791516686951464,8.97195690676443e-16,0.0,1.8724670063650999e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,12,5.307503997326659,1.794391381352886e-15,0.0,3.380857333798909e-16,0.0,50,50,456
fixedN21,0.1,0.9,35,15,4.118185205992267,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,14,5.6763810365397225,8.97195690676443e-16,8.97195690676443e-16,1.5805769290346414e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,17,6.4474719156856075,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,13,5.450751053732308,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,18,6.931294245544182,3.588782762705772e-15,1.794391381352886e-15,5.177651727904697e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,21,4.283757857469812,8.97195690676443e-16,0.0,2.094412710821075e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,19,7.1410444030137725,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.1,0.9,35,22,4.609022673328063,1.794391381352886e-15,0.0,3.893214480668197e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,24,7.0452540369522465,1.794391381352886e-15,8.97195690676443e-16,2.546950574019519e-16,0.0,50,50,456
fixedN21,0.1,0.9,35,20,5.169971294412277,8.97195690676443e-16,8.97195690676443e-16,1.735397818641924e-16,1.0,50,50,456
fixedN21,0.1,0.9,35,23,4.929395889879005,4.485978453382215e-16,0.0,9.100462924052801e-17,1.0,50,50,456
fixedN21,0.125,0.875,0,0,11.670477235078618,0.5166689405337812,2.3330543802937025,0.04427144924123582,0.92,50,50,456
fixedN21,0.125,0.875,0,1,10.269254716687605,0.5671899933361538,1.198350958256968,0.05523185557121944,1.0,50,50,456
fixedN21,0.125,0.875,0,4,9.790043542578157,1.3566064815263617,1.3587794223347212,0.13857001510016842,1.0,50,50,456
fixedN21,0.125,0.875,0,2,9.631161321498148,0.7686755154263352,1.283499951778647,0.07981130102249871,1.0,50,50,456
fixedN21,0.125,0.875,0,3,6.71774454870194,0.29464446644012043,0.18797787213882775,0.043860623800744875,1.0,50,50,456
fixedN21,0.125,0.875,0,9,8.393517169208868,0.9598979647741496,1.4988383163060817,0.11436182775624498,1.0,50,50,456
fixedN21,0.125,0.875,0,6,10.898324955511523,0.2346396801960667,0.32794872109553896,0.02152988474411421,1.0,50,50,456
fixedN21,0.125,0.875,0,12,10.324687024744202,0.7561805041463808,0.33683177038830814,0.07324004130431407,1.0,50,50,456
fixedN21,0.125,0.875,0,8,12.189087170702889,0.6652161015501545,1.2886980338629495,0.05457472673991834,1.0,50,50,456
fixedN21,0.125,0.875,0,5,9.209245744229213,0.8994658369730422,0.9580289258699092,0.09766987025367134,1.0,50,50,456
fixedN21,0.125,0.875,0,7,7.961028725418547,0.5170781804755619,0.764496413075998,0.06495117632531551,1.0,50,50,456
fixedN21,0.125,0.875,0,13,9.325279655529346,1.1840311211631969,0.53308000781153,0.12697003895868533,1.0,50,50,456
fixedN21,0.125,0.875,0,10,10.092740176769396,0.3432260011840887,1.3529404104826268,0.03400721659060409,1.0,50,50,456
fixedN21,0.125,0.875,0,15,11.035080790482915,1.8557640014488315,0.39741376748179086,0.16816949840995407,1.0,50,50,456
fixedN21,0.125,0.875,0,14,10.96072133005574,2.436608426146159,1.8571211309303812,0.2223036561895482,1.0,50,50,456
fixedN21,0.125,0.875,0,11,6.024940479603603,0.19762341985371598,0.23940650653996567,0.03280089164743386,1.0,50,50,456
fixedN21,0.125,0.875,0,16,8.914895826616325,0.3122272664804395,0.16363377818737213,0.03502309758328901,1.0,50,50,456
fixedN21,0.125,0.875,0,17,7.594764424715869,0.5187371530172343,0.2293307640576893,0.06830194118057072,0.0,50,50,456
fixedN21,0.125,0.875,0,18,12.297914899063128,1.1272528565906739,1.0095555125655877,0.09166211230462731,1.0,50,50,456
fixedN21,0.125,0.875,0,19,11.255256623091638,0.8789021640786087,0.8494934180324688,0.07808814969846403,1.0,50,50,456
fixedN21,0.125,0.875,0,21,8.355450630134115,1.1282812696846185,0.6121227952868536,0.13503535831035224,0.82,50,50,456
fixedN21,0.125,0.875,0,20,12.19515334501314,0.6446933850055815,2.2381119163968908,0.05286472148127686,1.0,50,50,456
fixedN21,0.125,0.875,5,0,7.184338824789701,0.7858188687386798,0.4932386510083712,0.10937942765549928,1.0,50,50,456
fixedN21,0.125,0.875,0,22,10.38087827284412,1.0429797661323474,1.0000255818211763,0.10047124517977757,1.0,50,50,456
fixedN21,0.125,0.875,5,3,8.044136296616191,0.783173498389591,0.8804726543224065,0.09735955104577693,0.26,50,50,456
fixedN21,0.125,0.875,5,2,8.794968163026235,0.9701425731656176,2.049166290462298,0.1103065474692752,1.0,50,50,456
fixedN21,0.125,0.875,0,23,13.078341536742649,0.580921686455339,3.8113071851486096,0.04441860497550717,1.0,50,50,456
fixedN21,0.125,0.875,5,6,7.670439309612678,0.23439442752986883,0.2871608758622231,0.030558149027543075,1.0,50,50,456
fixedN21,0.125,0.875,0,24,8.90814778248687,0.5331803097226976,0.7364757997289462,0.059853105577223675,1.0,50,50,456
fixedN21,0.125,0.875,5,1,8.005183124143494,0.26539436449365666,0.8876571255672232,0.03315281616646992,1.0,50,50,456
fixedN21,0.125,0.875,5,4,6.81037090844756,0.1960269983453525,0.2850983258256107,0.02878360091991485,1.0,50,50,456
fixedN21,0.125,0.875,5,5,5.78911841802979,0.3667228071935328,0.22604478559306523,0.06334691756371767,0.08,50,50,456
fixedN21,0.125,0.875,5,7,8.785643907362585,0.8716931334297771,1.4651335372099041,0.09921789940738172,1.0,50,50,456
fixedN21,0.125,0.875,5,8,7.311278588529205,0.16241841873258758,0.5663374967583523,0.022214776357641294,1.0,50,50,456
fixedN21,0.125,0.875,5,9,7.712684651572868,0.39732050490863213,0.8873087998019066,0.05151520162666128,0.52,50,50,456
fixedN21,0.125,0.875,5,10,7.352127248351837,0.5729924720528232,0.3850105470565107,0.0779356032203161,1.0,50,50,456
fixedN21,0.125,0.875,5,11,7.028654479904889,0.5552985621348195,1.0427676427494768,0.07900495944457549,1.0,50,50,456
fixedN21,0.125,0.875,5,14,6.288422167217522,0.15065239638279757,0.2150319360246719,0.023957105992051687,1.0,50,50,456
fixedN21,0.125,0.875,5,12,7.51267143856237,0.2044740335403076,0.5116510414717923,0.027217220294068378,1.0,50,50,456
fixedN21,0.125,0.875,5,13,7.509782574922065,1.183361722749235,0.8338670725169631,0.15757602979091784,1.0,50,50,456
fixedN21,0.125,0.875,5,16,6.235619638378535,0.1310002990588677,0.13024111075127506,0.021008385157522545,1.0,50,50,456
fixedN21,0.125,0.875,5,15,7.154737016154041,0.1556905889467664,0.15600576073121522,0.02176049079026197,1.0,50,50,456
fixedN21,0.125,0.875,5,18,8.025991647298902,1.5323412339254523,1.7921090859504347,0.19092235592360132,1.0,50,50,456
fixedN21,0.125,0.875,5,19,6.0726516479627435,0.23229884902302794,0.4621325392455715,0.038253280854823886,1.0,50,50,456
fixedN21,0.125,0.875,5,21,7.121641742587115,0.21765146668009835,0.4788665451445618,0.030561979182209046,1.0,50,50,456
fixedN21,0.125,0.875,5,20,8.005180512112704,0.6570370178888549,0.748914738867532,0.0820764774628988,1.0,50,50,456
fixedN21,0.125,0.875,5,17,7.153278071186358,0.7936209048106783,1.0806649111772448,0.1109450655927119,1.0,50,50,456
fixedN21,0.125,0.875,5,22,7.595355594122221,0.7193706035681582,0.627177218763099,0.09471190580265311,1.0,50,50,456
fixedN21,0.125,0.875,5,23,7.531796910147367,0.19009879382911715,0.24093780071074059,0.025239500758843174,1.0,50,50,456
fixedN21,0.125,0.875,5,24,7.122519370766833,0.5911977417623963,0.2217123464835199,0.08300402020510701,1.0,50,50,456
fixedN21,0.125,0.875,10,0,6.3652999581919065,0.27717135193821046,0.5104096030484333,0.04354411477207781,0.92,50,50,456
fixedN21,0.125,0.875,10,1,5.801259859317802,0.3355150691883232,0.29745649224688897,0.05783486299953094,1.0,50,50,456
fixedN21,0.125,0.875,10,2,6.412015038757338,0.3537800909559635,0.2935348317992052,0.055174557267496184,1.0,50,50,456
fixedN21,0.125,0.875,10,3,5.927366109365798,0.6226172004463958,0.2823575308218137,0.10504112433051871,1.0,50,50,456
fixedN21,0.125,0.875,10,5,6.291537840103616,0.24484671798106553,0.2838092231494561,0.03891683149711981,1.0,50,50,456
fixedN21,0.125,0.875,10,4,6.729078205832759,0.20497842288455856,0.5443859188428396,0.030461590222994203,1.0,50,50,456
fixedN21,0.125,0.875,10,7,5.779431659684277,0.44039128336078576,0.2395065426328305,0.07619975618586064,1.0,50,50,456
fixedN21,0.125,0.875,10,6,5.644790039508478,0.5217063604616168,0.5166069931486738,0.09242263340357024,1.0,50,50,456
fixedN21,0.125,0.875,10,9,5.985204319138962,0.09522497903919702,0.34738233010877245,0.015910063209487256,1.0,50,50,456
fixedN21,0.125,0.875,10,11,5.831737842810242,0.3451048990095192,0.5547860149343191,0.059177025495922735,1.0,50,50,456
fixedN21,0.125,0.875,10,12,6.297230382919374,0.22899908211840672,0.2846516200029184,0.03636504751986595,1.0,50,50,456
fixedN21,0.125,0.875,10,8,5.974924953033177,0.4045680428529419,0.37888607567589644,0.06771098315595787,0.54,50,50,456
fixedN21,0.125,0.875,10,10,5.928120032026303,0.20166917245988536,0.4850059460088725,0.03401907710545334,1.0,50,50,456
fixedN21,0.125,0.875,10,13,6.072621702640516,0.3394804932360139,0.3713871294994967,0.055903448273156874,1.0,50,50,456
fixedN21,0.125,0.875,10,14,6.235017884910206,0.18729779545031733,0.33618821006535066,0.03003965648656912,1.0,50,50,456
fixedN21,0.125,0.875,10,15,5.868097857919716,0.2063669005067863,0.2981492883817492,0.03516759698004506,1.0,50,50,456
fixedN21,0.125,0.875,10,16,5.970853450070238,0.1933415926839018,0.11312153525842944,0.032380897354234585,1.0,50,50,456
fixedN21,0.125,0.875,10,17,7.328883768252937,1.5340012660569287,1.3922006883232074,0.2093089909137152,0.16,50,50,456
fixedN21,0.125,0.875,10,18,5.650579965296033,0.1786296284434115,0.22095687016510873,0.031612618446335554,1.0,50,50,456
fixedN21,0.125,0.875,10,19,5.219521598278512,0.3217545021472314,0.18926128146774995,0.06164444309481381,1.0,50,50,456
fixedN21,0.125,0.875,10,21,6.570308707631948,0.29263441950027147,0.4506466235427562,0.04453891476367811,1.0,50,50,456
fixedN21,0.125,0.875,10,23,7.09282419739487,0.4296594708081523,0.3879345107554142,0.06057664180735826,1.0,50,50,456
fixedN21,0.125,0.875,15,0,4.938528698774576,0.10881623203245214,0.22130359564649657,0.022034139856158638,1.0,50,50,456
fixedN21,0.125,0.875,15,1,4.847935880338364,0.20130523094215705,0.11408451764174009,0.04152390541273142,1.0,50,50,456
fixedN21,0.125,0.875,10,20,7.286696086338506,0.20893576293378494,0.41484775941129054,0.028673593691592142,1.0,50,50,456
fixedN21,0.125,0.875,10,22,6.372237626136487,0.2674883618054249,0.27294118624070157,0.04197714798147039,1.0,50,50,456
fixedN21,0.125,0.875,10,24,5.748385611694452,0.16428354437247064,0.4488263927467211,0.028579075147334237,1.0,50,50,456
fixedN21,0.125,0.875,15,3,5.092375532550177,0.16902582405284802,0.25857391013684117,0.033191940180460865,1.0,50,50,456
fixedN21,0.125,0.875,15,4,5.7580928970833645,0.505939622673499,0.5014586517720643,0.08786583191976143,1.0,50,50,456
fixedN21,0.125,0.875,15,2,5.024278029888039,0.32704756709466687,0.31169123636430823,0.06509344529684691,1.0,50,50,456
fixedN21,0.125,0.875,15,5,6.657905452175046,0.2398708044471156,0.5591652560549264,0.036027967980343294,1.0,50,50,456
fixedN21,0.125,0.875,15,6,7.990241897143394,0.5685760593497219,1.7097371414189568,0.07115880428513617,1.0,50,50,456
fixedN21,0.125,0.875,15,8,4.899986222497565,0.3054763427952808,0.5024898217451075,0.0623422860645467,1.0,50,50,456
fixedN21,0.125,0.875,15,9,4.608215826219761,0.19322050765357285,0.18957262662496918,0.041929569911675915,1.0,50,50,456
fixedN21,0.125,0.875,15,7,5.2836422316563665,0.2205399125751456,0.15288858663290084,0.0417401298017123,1.0,50,50,456
fixedN21,0.125,0.875,15,11,5.074859759586975,0.22411830384204381,0.15917794373547853,0.044162462503256256,1.0,50,50,456
fixedN21,0.125,0.875,15,16,4.603495062538699,0.16569126098574624,0.14041287942028563,0.035992492385637995,1.0,50,50,456
fixedN21,0.125,0.875,15,13,5.688238038181554,0.16802038401724895,0.1571620283731422,0.029538212516676356,1.0,50,50,456
fixedN21,0.125,0.875,15,15,4.829183784895283,0.11129825241406671,0.1349258480247643,0.02304701112477543,1.0,50,50,456
fixedN21,0.125,0.875,15,10,4.401494809353505,0.1571016404371286,0.1408574038896829,0.03569279239027521,1.0,50,50,456
fixedN21,0.125,0.875,15,14,4.8192879897424135,0.19676507595032577,0.21346678261527402,0.0408286610738203,1.0,50,50,456
fixedN21,0.125,0.875,15,17,5.079669149856574,0.12953833107704213,0.29390752452394825,0.025501332322145367,1.0,50,50,456
fixedN21,0.125,0.875,15,12,6.150704205847584,0.6463146950610671,0.4068978555965898,0.10507978817232086,1.0,50,50,456
fixedN21,0.125,0.875,15,18,5.074740594793428,0.10261709858739,0.1272442600229979,0.02022115153879449,1.0,50,50,456
fixedN21,0.125,0.875,15,19,6.523346609825447,0.16530757150211764,0.20958637136861222,0.025340914930556017,1.0,50,50,456
fixedN21,0.125,0.875,15,20,5.162453463947133,0.1528450120391682,0.11726985990376762,0.029607048878326398,1.0,50,50,456
fixedN21,0.125,0.875,15,21,4.901110122624122,0.110427295658303,0.2868684532610399,0.022531078244611796,0.66,50,50,456
fixedN21,0.125,0.875,15,22,5.780200568807086,0.30972372659340713,0.058414692423601325,0.05358356045027824,1.0,50,50,456
fixedN21,0.125,0.875,20,0,4.744859257386384,0.2639018938513757,0.2796928636587674,0.05561848719549609,1.0,50,50,456
fixedN21,0.125,0.875,15,23,4.815982324754136,0.39697114368371583,0.06512051640872593,0.08242786557651702,1.0,50,50,456
fixedN21,0.125,0.875,20,5,4.8833021967788515,0.34433753747569545,0.12156903293659897,0.070513255907617,1.0,50,50,456
fixedN21,0.125,0.875,20,7,4.923746923220655,0.14913758554169274,0.16842075047998994,0.03028944985745548,1.0,50,50,456
fixedN21,0.125,0.875,20,1,5.229273684435885,0.249219020010761,0.2673416083567793,0.047658438829186245,1.0,50,50,456
fixedN21,0.125,0.875,20,3,4.869740496724651,0.19726956755740938,0.16026400053486278,0.04050925664110672,1.0,50,50,456
fixedN21,0.125,0.875,15,24,6.1030911939599415,0.731219426080355,0.5702595955190792,0.11981132230238054,1.0,50,50,456
fixedN21,0.125,0.875,20,2,4.76520315821973,0.44017138592596033,0.6629239895819835,0.09237200835114183,1.0,50,50,456
fixedN21,0.125,0.875,20,10,4.25723518367083,0.08214489805335187,0.15613843107871897,0.019295362954912413,1.0,50,50,456
fixedN21,0.125,0.875,20,6,4.373347691406584,0.11360310512744012,0.10466481252232608,0.02597623448752193,1.0,50,50,456
fixedN21,0.125,0.875,20,4,4.349495936099169,0.06413330790717792,0.05609571073055393,0.01474499777661493,1.0,50,50,456
fixedN21,0.125,0.875,20,8,4.562549441488628,0.6175525216575884,0.186917661937109,0.13535251060339173,1.0,50,50,456
fixedN21,0.125,0.875,20,11,4.401831475345073,0.08150543015164445,0.07249930792084242,0.018516254111081112,1.0,50,50,456
fixedN21,0.125,0.875,20,9,4.7479815825623835,0.14687522526333188,0.1489068630424695,0.03093424494373596,1.0,50,50,456
fixedN21,0.125,0.875,25,0,3.9661458961902474,8.97195690676443e-16,8.97195690676443e-16,2.262134863818954e-16,1.0,50,50,456
fixedN21,0.125,0.875,25,2,4.901173061491944,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.125,0.875,25,1,4.128460125543979,8.97195690676443e-16,0.0,2.1731969387937968e-16,1.0,50,50,456
fixedN21,0.125,0.875,25,4,7.668232686830433,3.588782762705772e-15,8.97195690676443e-16,4.680065028372462e-16,1.0,50,50,456
fixedN21,0.125,0.875,25,3,3.8315048419946858,1.794391381352886e-15,4.485978453382215e-16,4.683254896837671e-16,1.0,50,50,456
fixedN21,0.125,0.875,20,14,4.793233963805638,0.1488817832607607,0.20984954197771286,0.031060821229463725,1.0,50,50,456
fixedN21,0.125,0.875,20,12,4.1809286072362735,0.20591865924738698,0.18959115867018278,0.04925189559347815,1.0,50,50,456
fixedN21,0.125,0.875,20,15,4.486915676396608,0.11256346161842462,0.15255490603552202,0.02508704636696518,1.0,50,50,456
fixedN21,0.125,0.875,20,13,4.74594257166487,0.08352717832098315,0.11142916495884209,0.01759970270598574,1.0,50,50,456
fixedN21,0.125,0.875,25,5,6.564412780250657,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.125,0.875,20,16,4.717972283890649,0.20600830040099283,0.16925099691177223,0.043664584699745046,1.0,50,50,456
fixedN21,0.125,0.875,25,7,6.521357055396124,3.588782762705772e-15,8.97195690676443e-16,5.503122635703896e-16,1.0,50,50,456
fixedN21,0.125,0.875,25,6,3.6583523848510775,0.0,4.485978453382215e-16,0.0,1.0,50,50,456
fixedN21,0.125,0.875,25,8,7.604595126147046,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.125,0.875,25,11,4.468645769061702,0.0,0.0,0.0,0.0,50,50,456
fixedN21,0.125,0.875,20,20,5.084551353505765,0.12205645122885733,0.22669486243243553,0.0240053532244689,0.0,50,50,456
fixedN21,0.125,0.875,25,12,5.3517198543454905,0.0,8.97195690676443e-16,0.0,0.0,50,50,456
fixedN21,0.125,0.875,25,9,5.261769329665541,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.125,0.875,20,21,4.985639637965223,0.09646830292449743,0.18999297741635848,0.019349232983045844,0.0,50,50,456
fixedN21,0.125,0.875,20,18,4.629148081245602,0.07474599603834958,0.06495717436107601,0.01614681464634354,1.0,50,50,456
fixedN21,0.125,0.875,20,17,5.026806900549553,0.07426979473426826,0.14473100241084022,0.014774745917960118,0.44,50,50,456
fixedN21,0.125,0.875,25,10,6.335986264491737,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.125,0.875,20,19,4.467393504821163,0.20131526698413837,0.27175162321635066,0.04506324924519882,1.0,50,50,456
fixedN21,0.125,0.875,20,23,5.124759251859427,0.11174892968081752,0.15568474269737204,0.02180569353385165,1.0,50,50,456
fixedN21,0.125,0.875,25,13,7.993112653876088,1.794391381352886e-15,0.0,2.2449219209774733e-16,1.0,50,50,456
fixedN21,0.125,0.875,25,15,9.581600908577885,0.0,1.794391381352886e-15,0.0,1.0,50,50,456
fixedN21,0.125,0.875,25,19,5.332958792254728,1.794391381352886e-15,8.97195690676443e-16,3.3647201323943345e-16,1.0,50,50,456
fixedN21,0.125,0.875,25,20,3.9772839115092826,0.0,4.485978453382215e-16,0.0,0.0,50,50,456
fixedN21,0.125,0.875,25,16,5.418463510332169,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.125,0.875,20,22,5.156050485655336,0.08593745093526446,0.2507012502851172,0.01666730207051915,1.0,50,50,456
fixedN21,0.125,0.875,25,14,5.644612893590838,3.588782762705772e-15,8.97195690676443e-16,6.357889956954615e-16,1.0,50,50,456
fixedN21,0.125,0.875,25,18,5.340279309648422,3.588782762705772e-15,8.97195690676443e-16,6.720215469295443e-16,1.0,50,50,456
fixedN21,0.125,0.875,20,24,4.798971128119767,0.09817744120936588,0.09598034119461962,0.02045801872699153,1.0,50,50,456
fixedN21,0.125,0.875,25,17,4.713666260012132,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.125,0.875,25,21,6.1390855308261765,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.125,0.875,25,24,5.260503706879717,0.0,0.0,0.0,1.0,50,50,456
fixedN21,0.125,0.875,30,0,3.680887856592649,4.485978453382215e-16,4.485978453382215e-16,1.2187218486832218e-16,1.0,50,50,456
fixedN21,0.125,0.875,25,23,7.191136704319489,1.794391381352886e-15,0.0,2.495281977152585e-16,1.0,50,50,456
fixedN21,0.125,0.875,25,22,3.115871925356258,0.0,0.0,0.0,0.0,50,50,456
fixedN21,0.125,0.875,30,7,5.524943107849644,3.588782762705772e-15,0.0,6.495601298784337e-16,0.0,50,50,456
fixedN21,0.125,0.875,30,1,3.3282350916310564,8.97195690676443e-16,4.485978453382215e-16,2.695710086503407e-16,1.0,50,50,456
fixedN21,0.125,0.875,30,10,4.06443018000089,1.794391381352886e-15,0.0,4.414865803777918e-16,1.0,50,50,456
fixedN21,0.125,0.875,30,8,4.475690075619749,1.794391381352886e-15,0.0,4.0091948974023107e-16,1.0,50,50,456
fixedN21,0.125,0.875,30,6,4.304324990652365,0.0,8.97195690676443e-16,0.0,1.0,50,50,456
fixedN21,0.125,0.875,30,9,4.839413728890332,1.794391381352886e-15,0.0,3.7078693450835345e-16,1.0,50,50,456
fixedN21,0.125,0.875,30,3,5.303880176783239,3.588782762705772e-15,8.97195690676443e-16,6.766334538278238e-16,1.0,50,50,456
