o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,204607.73022489581,198489.9545587793,132000.0,142781.09476477577,170229.47024406836,158495.31919381546,,153256.91046661075
5,167477.27647122153,,132000.0,,,,143962.1087971392,
10,157524.33508436274,,132000.0,,,,145677.50178585213,
15,148387.32483212603,,132000.0,,,,144517.88678443074,
20,139418.32936739753,,132000.0,,,,141163.27021753252,
