o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,,,238000.0,298746.12778893777,,,,
5,,,238000.0,,,,143962.1087971392,
10,,,238000.0,,,,221753.96208609408,
15,592374.1348164778,,238000.0,,,,274506.6740266282,
20,305251.2324430519,,238000.0,,,,300113.7322790817,
