experiment,o_observed,coverage_donor_within,coverage_donor_no_within,coverage_stdcp,coverage_hcp,width_donor_within,width_donor_no_within,width_stdcp,width_hcp,infinite_donor_within,infinite_donor_no_within,infinite_stdcp,infinite_hcp
38,0,0.89,0.89,1.0,0.89,1.9349099739081417,1.9349099739081417,inf,1.9349099739081417,0,0,100,0
38,10,0.89,0.89,0.89,0.89,1.8670361299529667,1.8670361299529667,5.3680703350812555,1.9349099739081417,0,0,0,0
38,20,0.85,0.85,0.86,0.87,1.8430244633343964,1.8233368324897334,1.9885367711292663,1.9349099739081417,0,0,0,0
38,30,0.84,0.84,0.81,0.85,1.7976084445388572,1.7857291806195077,1.7110204351633773,1.9349099739081417,0,0,0,0
38,50,0.8,0.79,0.77,0.83,1.7782069229258437,1.7411268272962603,1.4478748761918458,1.9349099739081417,0,0,0,0
38,100,0.84,0.84,0.76,0.88,1.6147263472272644,1.58222223438054,1.3047795750279407,1.9349099739081417,0,0,0,0
39,0,0.84,0.84,1.0,0.84,1.610736257515685,1.610736257515685,inf,1.610736257515685,0,0,100,0
39,10,0.85,0.85,0.86,0.87,1.5958946379019143,1.5894488430806901,5.0568014732157325,1.610736257515685,0,0,0,0
39,20,0.89,0.87,0.83,0.9,1.5870802959026786,1.5661862017136896,1.904339068778989,1.610736257515685,0,0,0,0
39,30,0.86,0.85,0.83,0.88,1.5835477188595781,1.5473988169866306,1.6852780149692883,1.610736257515685,0,0,0,0
39,50,0.81,0.8,0.83,0.81,1.5464223029240163,1.5064512386709543,1.4889462805532943,1.610736257515685,0,0,0,0
39,100,0.77,0.77,0.79,0.84,1.4492900224179817,1.4037479855132275,1.530258008480739,1.610736257515685,0,0,0,0
40,0,0.88,0.88,1.0,0.88,1.8084137154542659,1.8084137154542659,inf,1.8084137154542659,0,0,100,0
40,10,0.81,0.81,0.82,0.81,1.7688062229816577,1.7622454589058898,5.724711465664846,1.8084137154542659,0,0,0,0
40,20,0.89,0.89,0.76,0.89,1.7622454589058898,1.7286617798822639,1.8422926262117616,1.8084137154542659,0,0,0,0
40,30,0.86,0.86,0.83,0.88,1.7370417520814625,1.70164707211888,1.8297592206358053,1.8084137154542659,0,0,0,0
40,50,0.86,0.86,0.82,0.9,1.6972481296965742,1.6432636738158317,1.4566518351342037,1.8084137154542659,0,0,0,0
40,100,0.91,0.88,0.86,0.96,1.6023625087138464,1.4974919663267499,1.5626731288365319,1.8084137154542659,0,0,0,0
41,0,0.89,0.89,1.0,0.89,1.7845528865872573,1.7845528865872573,inf,1.7845528865872573,0,0,100,0
41,10,0.83,0.82,0.88,0.83,1.7546421244329198,1.725626767179007,5.261850149811269,1.7845528865872573,0,0,0,0
41,20,0.85,0.84,0.76,0.86,1.7158898565379965,1.6961405369632558,1.8349921547537482,1.7845528865872573,0,0,0,0
41,30,0.9,0.9,0.77,0.91,1.702119176065045,1.669283789910418,1.4990296757855321,1.7845528865872573,0,0,0,0
41,50,0.88,0.86,0.8,0.92,1.6729295360362555,1.6240812512730276,1.4875223478783957,1.7845528865872573,0,0,0,0
41,100,0.91,0.91,0.85,0.96,1.564731839408271,1.5398715488078984,1.5459927996651877,1.7845528865872573,0,0,0,0
42,0,0.91,0.91,1.0,0.91,1.937057054556401,1.937057054556401,inf,1.937057054556401,0,0,100,0
42,10,0.91,0.91,0.83,0.91,1.9345763972551984,1.9131830746926233,5.838539736348239,1.937057054556401,0,0,0,0
42,20,0.92,0.92,0.83,0.92,1.8985399965227243,1.86017441917206,1.9070701523792957,1.937057054556401,0,0,0,0
42,30,0.92,0.92,0.81,0.92,1.8880389422780235,1.8096428191778426,1.567323660364062,1.937057054556401,0,0,0,0
42,50,0.85,0.84,0.72,0.88,1.8096428191778426,1.748620971687385,1.5703281406277259,1.937057054556401,0,0,0,0
42,100,0.81,0.81,0.8,0.87,1.616183326385928,1.6045796709142905,1.4585331231183747,1.937057054556401,0,0,0,0
43,0,0.88,0.88,1.0,0.88,1.8749997246613694,1.8749997246613694,inf,1.8749997246613694,0,0,100,0
43,10,0.91,0.91,0.83,0.91,1.8638885463172383,1.851174228512884,4.731275966615614,1.8749997246613694,0,0,0,0
43,20,0.85,0.85,0.81,0.86,1.8520084690290202,1.8020667960800847,1.7957510184238203,1.8749997246613694,0,0,0,0
43,30,0.9,0.9,0.81,0.9,1.816614329077975,1.7712806438368838,1.606907957088945,1.8749997246613694,0,0,0,0
43,50,0.83,0.8,0.8,0.86,1.7752501347552094,1.7174572577787184,1.6146618839550302,1.8749997246613694,0,0,0,0
43,100,0.9,0.87,0.85,0.94,1.638579160521925,1.585865438609218,1.4785937588263034,1.8749997246613694,0,0,0,0
44,0,0.89,0.89,1.0,0.89,1.9714877117724112,1.9714877117724112,inf,1.9714877117724112,0,0,100,0
44,10,0.9,0.9,0.78,0.9,1.945915631651503,1.9297850819503661,4.546163584358675,1.9714877117724112,0,0,0,0
44,20,0.83,0.83,0.79,0.86,1.9148177300241995,1.8653536229207823,1.9353532154721573,1.9714877117724112,0,0,0,0
44,30,0.9,0.89,0.77,0.91,1.876413395386917,1.8382803125331948,1.6125859429875504,1.9714877117724112,0,0,0,0
44,50,0.92,0.9,0.85,0.93,1.8439350845252491,1.7815517847685145,1.5307285698061617,1.9714877117724112,0,0,0,0
44,100,0.82,0.81,0.81,0.87,1.705789428663297,1.6158595533945996,1.477108045379921,1.9714877117724112,0,0,0,0
45,0,0.89,0.89,1.0,0.89,1.7779365527971795,1.7779365527971795,inf,1.7779365527971795,0,0,100,0
45,10,0.88,0.87,0.83,0.88,1.7664589078880755,1.7557645854722574,5.16846061120173,1.7779365527971795,0,0,0,0
45,20,0.92,0.91,0.86,0.92,1.7549043267549431,1.7283635806935576,1.7119265114644877,1.7779365527971795,0,0,0,0
45,30,0.89,0.88,0.83,0.89,1.7383589358570823,1.7101089298952923,1.754547711846238,1.7779365527971795,0,0,0,0
45,50,0.85,0.82,0.77,0.87,1.7089515546569958,1.6350670546016444,1.5053040122482044,1.7779365527971795,0,0,0,0
45,100,0.87,0.85,0.8,0.87,1.5094081832673314,1.4672203474305636,1.395520414556369,1.7779365527971795,0,0,0,0
46,0,0.83,0.83,1.0,0.83,1.745167752249896,1.745167752249896,inf,1.745167752249896,0,0,100,0
46,10,0.89,0.88,0.93,0.89,1.7224748020739153,1.712912503203136,5.817015692824543,1.745167752249896,0,0,0,0
46,20,0.85,0.85,0.79,0.86,1.7086395683612547,1.6894211427822594,2.0677107329747253,1.745167752249896,0,0,0,0
46,30,0.89,0.89,0.78,0.89,1.694681966502399,1.633907427579862,1.667331517044055,1.745167752249896,0,0,0,0
46,50,0.9,0.9,0.81,0.9,1.6603219874449002,1.5976919600792114,1.6127623763526766,1.745167752249896,0,0,0,0
46,100,0.78,0.77,0.75,0.86,1.548641841750225,1.4872638420489488,1.2891572670929383,1.745167752249896,0,0,0,0
47,0,0.87,0.87,1.0,0.87,1.5842346019908407,1.5842346019908407,inf,1.5842346019908407,0,0,100,0
47,10,0.88,0.86,0.88,0.88,1.5579125534063971,1.5362330808724787,5.153413203851754,1.5842346019908407,0,0,0,0
47,20,0.82,0.82,0.78,0.83,1.5355031241334052,1.499671270179626,1.9005435919220108,1.5842346019908407,0,0,0,0
47,30,0.81,0.81,0.82,0.83,1.5362330808724787,1.4710482156264373,1.8009443948297896,1.5842346019908407,0,0,0,0
47,50,0.82,0.82,0.8,0.84,1.46092195758089,1.4371107543264081,1.5659100231257432,1.5842346019908407,0,0,0,0
47,100,0.81,0.79,0.86,0.83,1.3320922285888837,1.3045548425611653,1.4564671451012445,1.5842346019908407,0,0,0,0
48,0,0.89,0.89,1.0,0.89,1.9834241958914958,1.9834241958914958,inf,1.9834241958914958,0,0,100,0
48,10,0.78,0.77,0.83,0.78,1.9779168225762687,1.9352323293372644,4.52661051596972,1.9834241958914958,0,0,0,0
48,20,0.83,0.82,0.81,0.84,1.9352323293372646,1.8991242508642032,1.9347635118535178,1.9834241958914958,0,0,0,0
48,30,0.82,0.8,0.68,0.82,1.912638990190894,1.8665338137319827,1.783354193779624,1.9834241958914958,0,0,0,0
48,50,0.79,0.79,0.73,0.8,1.8665338137319827,1.7903558430575903,1.5061279487553256,1.9834241958914958,0,0,0,0
48,100,0.78,0.77,0.74,0.84,1.7155173147879523,1.608392805466389,1.3301908794063428,1.9834241958914958,0,0,0,0
49,0,0.86,0.86,1.0,0.86,1.728034863628022,1.728034863628022,inf,1.728034863628022,0,0,100,0
49,10,0.87,0.86,0.82,0.87,1.720065526735926,1.6970536280968824,4.544472222526944,1.728034863628022,0,0,0,0
49,20,0.82,0.82,0.79,0.84,1.6970536280968824,1.678559488085412,2.0224257522351032,1.728034863628022,0,0,0,0
49,30,0.92,0.91,0.85,0.93,1.6848459718880937,1.6519423394071286,1.548267330372524,1.728034863628022,0,0,0,0
49,50,0.85,0.84,0.82,0.86,1.6500969602644329,1.6070944004228762,1.5651439798034095,1.728034863628022,0,0,0,0
49,100,0.81,0.81,0.84,0.85,1.4839090710423175,1.4623639208345722,1.4523902637437476,1.728034863628022,0,0,0,0
50,0,0.88,0.88,1.0,0.88,1.6362099571539361,1.6362099571539361,inf,1.6362099571539361,0,0,100,0
50,10,0.86,0.86,0.87,0.86,1.6265773124553333,1.6161940852127765,5.704405757358094,1.6362099571539361,0,0,0,0
50,20,0.81,0.81,0.85,0.82,1.6125694384110176,1.578885828298998,1.8214990521962389,1.6362099571539361,0,0,0,0
50,30,0.86,0.85,0.86,0.87,1.6110395403476154,1.5638516674827516,1.7992235095094111,1.6362099571539361,0,0,0,0
50,50,0.83,0.83,0.79,0.84,1.541832100625928,1.4848821370977183,1.4465261185322684,1.6362099571539361,0,0,0,0
50,100,0.78,0.77,0.77,0.86,1.3845829962976492,1.3550491363271187,1.438321432580816,1.6362099571539361,0,0,0,0
