alpha,dataset_id,o,mean_width,sd_upper,sd_width,rel_sd_upper,rel_sd_width
0.2,27,30,5.095668360855982,3.570611593983174e-15,8.926528984957934e-16,7.007150664301423e-16,1.7517876660753557e-16
0.2,27,35,3.4483220838741953,1.0711834781949522e-14,4.463264492478967e-16,3.1063904477028314e-15,1.294329353209513e-16
0.2,26,0,18.157466522413824,6.941732522481516,6.3984253331361876,0.38230732871860434,0.35238535757386
0.2,26,5,17.805238189785676,7.096501579265422,7.263528229730891,0.39856257487959185,0.40794333399582133
0.2,26,10,15.55397567641966,4.316831516739228,3.980553122868512,0.27753878535914694,0.2559186927946121
0.2,26,15,14.210038275592126,3.799718006229551,3.5450755192301644,0.26739674676007996,0.2494768452045174
0.2,26,20,13.802512140319429,3.7512135090403986,3.1503739411878455,0.2717775917097353,0.22824641696818945
0.2,26,25,4.215170812031008,2.2316322462394835e-16,0.0,5.2942866274124e-17,0.0
0.2,26,30,4.596132752614614,4.463264492478967e-16,8.926528984957934e-16,9.71091291899682e-17,1.942182583799364e-16
0.2,26,35,4.808399612148012,6.694896738718451e-16,0.0,1.3923336824594123e-16,0.0
0.2,28,0,27.722190842097497,11.922081370045992,13.028090940916764,0.4300555262011158,0.4699517081865324
0.2,28,5,24.717489263341236,11.476323730055222,9.994209082389903,0.46429973561578025,0.40433755127436904
0.2,28,10,22.406786030950812,9.909442569270903,7.150460232234146,0.4422518497558217,0.31912029785785045
0.2,28,15,19.954742977860302,10.36356288840039,6.0214018671561265,0.5193533637541068,0.3017529152761749
0.2,28,20,18.575428942034105,6.897872704902852,5.657179936596104,0.37134392570035046,0.30455177935592875
0.2,28,25,5.596743701801114,0.0,8.926528984957934e-16,0.0,1.5949504677309498e-16
0.2,28,30,4.4422384876955405,0.0,0.0,0.0,0.0
0.2,28,35,4.270903510410551,1.785305796991587e-15,8.926528984957934e-16,4.1801595204382646e-16,2.0900797602191323e-16
0.2,30,0,23.379576431349072,9.022818617073778,5.598550697178113,0.3859273774085707,0.2394633073707512
0.2,30,5,22.29161254992855,8.386106284283153,5.0953417964504215,0.37620007370485326,0.22857663549632945
0.2,30,10,21.023698414670438,8.61393855914741,9.736302101952308,0.4097251772379194,0.4631108147536149
0.2,30,15,19.01013448105979,7.056872514556566,5.3832996517498,0.3712163384003138,0.28318051390500676
0.2,30,20,16.863263780331565,6.661583452826079,4.430054052931347,0.395035239892043,0.2627044272472528
0.2,30,25,6.023163296912258,3.570611593983174e-15,8.926528984957934e-16,5.928133470685791e-16,1.4820333676714478e-16
0.2,30,30,5.624907167315514,3.570611593983174e-15,8.926528984957934e-16,6.347858707306004e-16,1.586964676826501e-16
0.2,30,35,4.384875505386773,3.570611593983174e-15,1.785305796991587e-15,8.143017035709942e-16,4.071508517854971e-16
0.2,29,0,23.21517005104523,8.259694371026585,5.627087499174673,0.35578866546595483,0.2423883816832658
0.2,29,5,22.074740966567543,6.951225802581235,8.039379009118292,0.31489501114006047,0.3641890530581549
0.2,29,10,18.801649416004416,7.876037960301929,5.716596509303346,0.4189014371046434,0.30404760682524173
0.2,29,15,17.59057256371679,5.023451641174597,5.315159380830666,0.28557635761875216,0.3021595437884713
0.2,29,20,15.221072602436688,5.962381580673593,4.756530791883253,0.3917188844969504,0.31249642624540114
0.2,29,25,5.030696925663967,0.0,0.0,0.0,0.0
0.2,29,30,4.376632797182267,3.570611593983174e-15,8.926528984957934e-16,8.15835314372725e-16,2.0395882859318126e-16
0.2,29,35,4.285266281197217,0.0,8.926528984957934e-16,0.0,2.083074516075123e-16
0.2,31,0,23.351640210152418,7.423864699908527,6.722222740096587,0.3179161991662114,0.28786940358793367
0.2,31,5,20.650649919643207,8.763941435436612,5.985282645099341,0.42439058671466895,0.2898350738785248
0.2,31,10,18.114329224443907,7.070272462561145,4.755550928251653,0.3903137883251206,0.2625297834288227
0.2,31,15,15.729305830082343,6.327592455521954,3.3320379004339298,0.4022804644957958,0.21183629693698228
0.2,31,20,14.287943433936828,6.037797309722929,3.8605225895061372,0.42257987215864173,0.27019442002664956
0.2,31,25,2.751058546042306,0.0,0.0,0.0,0.0
0.2,31,30,2.0437611866655834,5.579080615598709e-17,8.926528984957934e-16,2.7298104357784747e-17,4.3676966972455596e-16
0.2,31,35,2.1406331352456185,5.579080615598709e-17,4.463264492478967e-16,2.6062759301156753e-17,2.0850207440925402e-16
0.2,33,0,23.423212758925015,6.401226106182355,6.609789821073283,0.2732855723962665,0.28218971876753907
0.2,33,5,19.828268955279498,5.46658019111316,5.877790759761392,0.2756962901523293,0.2964348916699743
0.2,33,10,17.818560460814616,4.392051286100539,5.186360906294175,0.24648743627518305,0.291065090117671
0.2,33,15,16.15178553739647,5.574767703899926,5.187231046974409,0.3451486952320276,0.32115527010709344
0.2,33,20,15.747892006105564,3.9034997906099242,4.559979654340746,0.24787443227934958,0.2895612728721286
0.2,33,25,3.3426878872742942,0.0,4.463264492478967e-16,0.0,1.3352321972597978e-16
0.2,33,30,2.987597690102863,3.570611593983174e-15,0.0,1.1951447163758644e-15,0.0
0.2,33,35,3.019398316519772,3.570611593983174e-15,8.926528984957934e-16,1.182557324234963e-15,2.9563933105874075e-16
0.2,32,0,23.67903369666719,8.652809031021755,8.347163191604757,0.3654206984062712,0.35251283048681226
0.2,32,5,20.94717344367994,7.209112114303264,8.14808186573668,0.3441567967958157,0.38898240316977334
