test_state,percentile,n_observed,method,covered,width,infinite,lower,upper,true_y,mu_hat,n_cal_groups,n_cal_total_obs,n_test_total
GA,50,20,HCP.sample,1,1.2939512880238055,0,10.6175900521456,11.911541340169405,11.141876276228,11.032758827562567,25,788,40
GA,50,20,HCP,1,2.2537646510347678,0,10.497425954932908,12.751190605967675,11.141876276228,11.624308280450292,25,788,40
GA,50,20,Pooling,1,1.9912474819854324,0,10.628684539457575,12.619932021443008,11.141876276228,11.624308280450292,25,788,40
GA,50,20,Subsampling,1,2.290091006530517,0,10.479262777185033,12.76935378371555,11.141876276228,11.624308280450292,25,788,40
GA,50,20,Repeated,1,2.2537646510347678,0,10.497425954932908,12.751190605967675,11.141876276228,11.624308280450292,25,788,40
GA,75,30,HCP++,1,,1,-inf,inf,9.952325334619427,10.531267191059946,25,788,40
GA,75,30,HCP.sample,0,1.4458289654722734,0,10.032744482028683,11.478573447500956,9.952325334619427,10.531267191059946,25,788,40
GA,75,30,HCP,0,2.2537646510347678,0,10.206353155930616,12.460117806965384,9.952325334619427,11.333235481448,25,788,40
GA,75,30,Pooling,0,1.9912474819854324,0,10.337611740455284,12.328859222440716,9.952325334619427,11.333235481448,25,788,40
GA,75,30,Subsampling,0,2.290091006530517,0,10.188189978182741,12.478280984713258,9.952325334619427,11.333235481448,25,788,40
GA,75,30,Repeated,0,2.2537646510347678,0,10.206353155930616,12.460117806965384,9.952325334619427,11.333235481448,25,788,40
IA,25,2,HCP++,1,2.264464905296336,0,10.570463228908089,12.834928134204425,12.100717685412471,11.702695681556257,25,788,7
IA,25,2,HCP.sample,1,2.2678902133511443,0,10.573413110366277,12.84130332371742,12.100717685412471,11.702695681556257,25,788,7
IA,25,2,HCP,1,2.2537646510347678,0,10.581832767646278,12.835597418681045,12.100717685412471,11.708715093163661,25,788,7
IA,25,2,Pooling,1,1.9912474819854324,0,10.713091352170945,12.704338834156378,12.100717685412471,11.708715093163661,25,788,7
IA,25,2,Subsampling,1,2.7909171180250922,0,10.313256534151115,13.104173652176208,12.100717685412471,11.708715093163661,25,788,7
IA,25,2,Repeated,1,2.2537646510347678,0,10.581832767646278,12.835597418681045,12.100717685412471,11.708715093163661,25,788,7
IA,50,4,HCP++,1,4.344397069162856,0,8.726175055178304,13.07057212434116,10.596659732783579,10.898373589759732,25,788,7
IA,50,4,HCP.sample,1,2.2821086321183977,0,9.716353847688803,11.9984624798072,10.596659732783579,10.898373589759732,25,788,7
IA,50,4,HCP,0,2.2537646510347678,0,10.712102170487801,12.96586682152257,10.596659732783579,11.838984496005185,25,788,7
IA,50,4,Pooling,0,1.9912474819854324,0,10.843360755012469,12.834608236997902,10.596659732783579,11.838984496005185,25,788,7
IA,50,4,Subsampling,1,2.7909171180250922,0,10.44352593699264,13.234443055017731,10.596659732783579,11.838984496005185,25,788,7
IA,50,4,Repeated,0,2.290091006530517,0,10.693938992739927,12.984029999270444,10.596659732783579,11.838984496005185,25,788,7
IA,75,5,HCP++,1,2.4665066820465285,0,10.406488558734022,12.87299524078055,11.156264806643742,11.639741899757286,25,788,7
IA,75,5,HCP.sample,1,1.6798765579646187,0,10.801200263882649,12.481076821847267,11.156264806643742,11.639741899757286,25,788,7
IA,75,5,HCP,1,2.2537646510347678,0,10.886867862614867,13.140632513649635,11.156264806643742,12.013750188132251,25,788,7
IA,75,5,Pooling,1,1.9912474819854324,0,11.018126447139535,13.009373929124967,11.156264806643742,12.013750188132251,25,788,7
IA,75,5,Subsampling,1,2.7909171180250922,0,10.618291629119705,13.409208747144797,11.156264806643742,12.013750188132251,25,788,7
IA,75,5,Repeated,1,2.2537646510347678,0,10.886867862614867,13.140632513649635,11.156264806643742,12.013750188132251,25,788,7
IN,25,4,HCP++,1,3.9163963367858052,0,8.832806079766103,12.749202416551908,10.596659732783579,10.791004248159005,25,788,13
IN,25,4,HCP.sample,0,1.566254416041204,0,11.4633469097122,13.029601325753404,10.596659732783579,10.791004248159005,25,788,13
IN,25,4,HCP,0,2.2537646510347678,0,10.712102170487801,12.96586682152257,10.596659732783579,11.838984496005185,25,788,13
IN,25,4,Pooling,0,1.9912474819854324,0,10.843360755012469,12.834608236997902,10.596659732783579,11.838984496005185,25,788,13
IN,25,4,Subsampling,0,2.076329157980826,0,10.800819917014772,12.877149074995598,10.596659732783579,11.838984496005185,25,788,13
IN,25,4,Repeated,0,2.2537646510347678,0,10.712102170487801,12.96586682152257,10.596659732783579,11.838984496005185,25,788,13
IN,50,7,HCP++,1,1.6498653585150649,0,10.515710086480821,12.165575444995886,10.819798284210286,11.340642765738354,25,788,13
IN,50,7,HCP.sample,1,1.188376068158135,0,10.25155841339166,11.439934481549795,10.819798284210286,11.340642765738354,25,788,13
IN,50,7,HCP,1,2.2537646510347678,0,10.48777139149738,12.741536042532148,10.819798284210286,11.614653717014765,25,788,13
IN,50,7,Pooling,1,1.9912474819854324,0,10.619029976022048,12.61027745800748,10.819798284210286,11.614653717014765,25,788,13
IN,50,7,Subsampling,1,2.243684923298453,0,10.492811255365538,12.736496178663991,10.819798284210286,11.614653717014765,25,788,13
IN,50,7,Repeated,1,2.2537646510347678,0,10.48777139149738,12.741536042532148,10.819798284210286,11.614653717014765,25,788,13
IN,75,10,HCP++,1,1.8752048569620143,0,9.483300846390648,11.358505703352662,10.596659732783579,10.420903274871655,25,788,13
IN,75,10,HCP.sample,1,1.387854804087496,0,9.862690768627603,11.2505455727151,10.596659732783579,10.420903274871655,25,788,13
IN,75,10,HCP,1,2.2537646510347678,0,10.299744218119988,12.553508869154756,10.596659732783579,11.426626543637372,25,788,13
IN,75,10,Pooling,1,1.9912474819854324,0,10.431002802644656,12.422250284630088,10.596659732783579,11.426626543637372,25,788,13
IN,75,10,Subsampling,1,1.8924580888063147,0,10.480397499234215,12.37285558804053,10.596659732783579,11.426626543637372,25,788,13
IN,75,10,Repeated,1,2.2537646510347678,0,10.299744218119988,12.553508869154756,10.596659732783579,11.426626543637372,25,788,13
KY,25,3,HCP++,1,4.345918652109624,0,8.38069826815064,12.726616920260264,11.225256725762893,10.553657594205452,25,788,11
KY,25,3,HCP.sample,1,2.778131907969602,0,10.551735857606419,13.32986776557602,11.225256725762893,10.553657594205452,25,788,11
KY,25,3,HCP,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,11
KY,25,3,Pooling,1,1.9912474819854324,0,10.525039305393294,12.516286787378727,11.225256725762893,11.52066304638601,25,788,11
KY,25,3,Subsampling,1,2.7909171180250922,0,10.125204487373464,12.916121605398557,11.225256725762893,11.52066304638601,25,788,11
KY,25,3,Repeated,1,2.290091006530517,0,10.375617543120752,12.665708549651269,11.225256725762893,11.52066304638601,25,788,11
KY,50,6,HCP++,1,2.922268362651934,0,9.567381291819569,12.489649654471503,11.002116507732017,11.028515473145536,25,788,11
KY,50,6,HCP.sample,1,1.365865147291764,0,10.334010033111513,11.699875180403277,11.002116507732017,11.028515473145536,25,788,11
KY,50,6,HCP,1,2.2537646510347678,0,10.198375918786024,12.452140569820791,11.002116507732017,11.325258244303408,25,788,11
KY,50,6,Pooling,1,1.9912474819854324,0,10.329634503310691,12.320881985296124,11.002116507732017,11.325258244303408,25,788,11
KY,50,6,Subsampling,1,2.243684923298453,0,10.203415782654181,12.447100705952634,11.002116507732017,11.325258244303408,25,788,11
KY,50,6,Repeated,1,2.249439739269146,0,10.200538374668835,12.44997811393798,11.002116507732017,11.325258244303408,25,788,11
KY,75,8,HCP++,1,1.7441070994215089,0,10.481714113195162,12.22582121261667,11.264476926102367,11.353767662905916,25,788,11
KY,75,8,HCP.sample,1,1.659225404399109,0,10.10171567504971,11.76094107944882,11.264476926102367,11.353767662905916,25,788,11
KY,75,8,HCP,1,2.2537646510347678,0,10.425236170290463,12.67900082132523,11.264476926102367,11.552118495807846,25,788,11
KY,75,8,Pooling,1,1.9912474819854324,0,10.55649475481513,12.547742236800563,11.264476926102367,11.552118495807846,25,788,11
KY,75,8,Subsampling,1,2.243684923298453,0,10.43027603415862,12.673960957457073,11.264476926102367,11.552118495807846,25,788,11
KY,75,8,Repeated,1,2.290091006530517,0,10.407072992542588,12.697163999073105,11.264476926102367,11.552118495807846,25,788,11
MD,25,6,HCP++,1,2.68403159775551,0,9.681267772697979,12.365299370453489,11.002116507732017,11.023283571575734,25,788,24
MD,25,6,HCP.sample,1,1.4354295997843742,0,10.199874833179658,11.635304432964032,11.002116507732017,11.023283571575734,25,788,24
MD,25,6,HCP,1,2.2537646510347678,0,10.198375918786024,12.452140569820791,11.002116507732017,11.325258244303408,25,788,24
MD,25,6,Pooling,1,1.9912474819854324,0,10.329634503310691,12.320881985296124,11.002116507732017,11.325258244303408,25,788,24
MD,25,6,Subsampling,1,2.249439739269146,0,10.200538374668835,12.44997811393798,11.002116507732017,11.325258244303408,25,788,24
MD,25,6,Repeated,1,2.290091006530517,0,10.180212741038149,12.470303747568666,11.002116507732017,11.325258244303408,25,788,24
MD,50,12,HCP++,1,1.7913406220841495,0,10.444196061140769,12.235536683224918,11.002116507732017,11.339866372182843,25,788,24
MD,50,12,HCP.sample,1,1.315014167687341,0,10.87457695316026,12.1895911208476,11.002116507732017,11.339866372182843,25,788,24
MD,50,12,HCP,0,2.2537646510347678,0,11.129141051775425,13.382905702810193,11.002116507732017,12.25602337729281,25,788,24
MD,50,12,Pooling,0,1.9912474819854324,0,11.260399636300093,13.251647118285526,11.002116507732017,12.25602337729281,25,788,24
MD,50,12,Subsampling,0,1.9912474819854324,0,11.260399636300093,13.251647118285526,11.002116507732017,12.25602337729281,25,788,24
MD,50,12,Repeated,0,2.2537646510347678,0,11.129141051775425,13.382905702810193,11.002116507732017,12.25602337729281,25,788,24
MD,75,18,HCP++,1,1.566144383766897,0,9.900458936417538,11.466603320184435,11.034905792929415,10.683531128300986,25,788,24
MD,75,18,HCP.sample,1,1.3108913475207729,0,9.990524343941157,11.30141569146193,11.034905792929415,10.683531128300986,25,788,24
MD,75,18,HCP,1,2.2537646510347678,0,10.291515968077602,12.54528061911237,11.034905792929415,11.418398293594986,25,788,24
MD,75,18,Pooling,1,1.9912474819854324,0,10.42277455260227,12.414022034587703,11.034905792929415,11.418398293594986,25,788,24
MD,75,18,Subsampling,1,2.290091006530517,0,10.273352790329728,12.563443796860245,11.034905792929415,11.418398293594986,25,788,24
MD,75,18,Repeated,1,2.2537646510347678,0,10.291515968077602,12.54528061911237,11.034905792929415,11.418398293594986,25,788,24
MN,25,2,HCP++,1,2.0755829081194577,0,10.627383460211556,12.702966368331014,12.100717685412471,11.665174914271285,25,788,8
MN,25,2,HCP.sample,1,2.2678902133511443,0,10.573413110366277,12.84130332371742,12.100717685412471,11.665174914271285,25,788,8
MN,25,2,HCP,1,2.2537646510347678,0,10.581832767646278,12.835597418681045,12.100717685412471,11.708715093163661,25,788,8
MN,25,2,Pooling,1,1.9912474819854324,0,10.713091352170945,12.704338834156378,12.100717685412471,11.708715093163661,25,788,8
MN,25,2,Subsampling,1,2.4916480210187366,0,10.462891082654293,12.95453910367303,12.100717685412471,11.708715093163661,25,788,8
MN,25,2,Repeated,1,2.290091006530517,0,10.563669589898403,12.85376059642892,12.100717685412471,11.708715093163661,25,788,8
MN,50,4,HCP++,1,3.699091739412843,0,9.019307411497518,12.718399150910361,10.596659732783579,10.86885328120394,25,788,8
MN,50,4,HCP.sample,1,1.8658273576501259,0,9.924494484922938,11.790321842573064,10.596659732783579,10.86885328120394,25,788,8
MN,50,4,HCP,0,2.2537646510347678,0,10.712102170487801,12.96586682152257,10.596659732783579,11.838984496005185,25,788,8
MN,50,4,Pooling,0,1.9912474819854324,0,10.843360755012469,12.834608236997902,10.596659732783579,11.838984496005185,25,788,8
MN,50,4,Subsampling,0,2.2537646510347678,0,10.712102170487801,12.96586682152257,10.596659732783579,11.838984496005185,25,788,8
MN,50,4,Repeated,0,2.249439739269146,0,10.714264626370612,12.963704365639758,10.596659732783579,11.838984496005185,25,788,8
MN,75,6,HCP++,1,1.715558097869959,0,10.179218241298273,11.894776339168232,11.002116507732017,11.036997290233252,25,788,8
MN,75,6,HCP.sample,1,1.4819594880239926,0,10.037157475038427,11.51911696306242,11.002116507732017,11.036997290233252,25,788,8
MN,75,6,HCP,1,2.2537646510347678,0,10.198375918786024,12.452140569820791,11.002116507732017,11.325258244303408,25,788,8
MN,75,6,Pooling,1,1.9912474819854324,0,10.329634503310691,12.320881985296124,11.002116507732017,11.325258244303408,25,788,8
MN,75,6,Subsampling,1,2.249439739269146,0,10.200538374668835,12.44997811393798,11.002116507732017,11.325258244303408,25,788,8
MN,75,6,Repeated,1,2.2537646510347678,0,10.198375918786024,12.452140569820791,11.002116507732017,11.325258244303408,25,788,8
NC,25,10,HCP++,1,2.6609390981366268,0,9.05030521236924,11.711244310505867,10.596659732783579,10.380774761437554,25,788,38
NC,25,10,HCP.sample,1,1.4750991731376786,0,9.814229296855942,11.28932846999362,10.596659732783579,10.380774761437554,25,788,38
NC,25,10,HCP,1,2.2537646510347678,0,10.299744218119988,12.553508869154756,10.596659732783579,11.426626543637372,25,788,38
NC,25,10,Pooling,1,1.9912474819854324,0,10.431002802644656,12.422250284630088,10.596659732783579,11.426626543637372,25,788,38
NC,25,10,Subsampling,1,2.2537646510347678,0,10.299744218119988,12.553508869154756,10.596659732783579,11.426626543637372,25,788,38
NC,25,10,Repeated,1,2.290091006530517,0,10.281581040372114,12.57167204690263,10.596659732783579,11.426626543637372,25,788,38
NC,50,19,HCP++,1,1.5212145526754028,0,10.048520718545959,11.569735271221361,10.596659732783579,10.80912799488366,25,788,38
NC,50,19,HCP.sample,1,1.3603351392745324,0,10.005468574739329,11.365803714013861,10.596659732783579,10.80912799488366,25,788,38
NC,50,19,HCP,1,2.2537646510347678,0,10.055981972917165,12.309746623951932,10.596659732783579,11.182864298434549,25,788,38
NC,50,19,Pooling,1,1.9912474819854324,0,10.187240557441832,12.178488039427265,10.596659732783579,11.182864298434549,25,788,38
NC,50,19,Subsampling,1,2.076329157980826,0,10.144699719444136,12.221028877424962,10.596659732783579,11.182864298434549,25,788,38
NC,50,19,Repeated,1,2.2537646510347678,0,10.055981972917165,12.309746623951932,10.596659732783579,11.182864298434549,25,788,38
NC,75,28,HCP++,1,1.9824277750733188,0,10.053484885449198,12.035912660522516,10.915106645867503,11.044698772985857,25,788,38
NC,75,28,HCP.sample,1,1.4436181756515438,0,10.512389206273555,11.9560073819251,10.915106645867503,11.044698772985857,25,788,38
NC,75,28,HCP,1,2.2537646510347678,0,10.468999011659957,12.722763662694724,10.915106645867503,11.59588133717734,25,788,38
NC,75,28,Pooling,1,1.9912474819854324,0,10.600257596184624,12.591505078170057,10.915106645867503,11.59588133717734,25,788,38
NC,75,28,Subsampling,1,1.9912474819854324,0,10.600257596184624,12.591505078170057,10.915106645867503,11.59588133717734,25,788,38
NC,75,28,Repeated,1,2.2537646510347678,0,10.468999011659957,12.722763662694724,10.915106645867503,11.59588133717734,25,788,38
NE,25,2,HCP++,1,2.264464905296336,0,10.570463228908089,12.834928134204425,12.100717685412471,11.702695681556257,25,788,6
NE,25,2,HCP.sample,1,2.4892180376292075,0,10.462749198227245,12.951967235856452,12.100717685412471,11.702695681556257,25,788,6
NE,25,2,HCP,1,2.2537646510347678,0,10.581832767646278,12.835597418681045,12.100717685412471,11.708715093163661,25,788,6
NE,25,2,Pooling,1,1.9912474819854324,0,10.713091352170945,12.704338834156378,12.100717685412471,11.708715093163661,25,788,6
NE,25,2,Subsampling,1,1.9138534555028421,0,10.75178836541224,12.665641820915083,12.100717685412471,11.708715093163661,25,788,6
NE,25,2,Repeated,1,2.2537646510347678,0,10.581832767646278,12.835597418681045,12.100717685412471,11.708715093163661,25,788,6
NE,50,3,HCP++,1,4.242766059354242,0,8.447554960491376,12.690321019845618,11.225256725762893,10.568937990168497,25,788,6
NE,50,3,HCP.sample,1,2.3179881270991665,0,9.392741794056835,11.710729921156002,11.225256725762893,10.568937990168497,25,788,6
NE,50,3,HCP,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,6
NE,50,3,Pooling,1,1.9912474819854324,0,10.525039305393294,12.516286787378727,11.225256725762893,11.52066304638601,25,788,6
NE,50,3,Subsampling,1,2.7909171180250922,0,10.125204487373464,12.916121605398557,11.225256725762893,11.52066304638601,25,788,6
NE,50,3,Repeated,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,6
NE,75,4,HCP++,1,3.235242475309523,0,9.246870666242579,12.482113141552102,10.596659732783579,10.86449190389734,25,788,6
NE,75,4,HCP.sample,0,2.778131907969602,0,10.857408163748001,13.635540071717603,10.596659732783579,10.86449190389734,25,788,6
NE,75,4,HCP,0,2.2537646510347678,0,10.712102170487801,12.96586682152257,10.596659732783579,11.838984496005185,25,788,6
NE,75,4,Pooling,0,1.9912474819854324,0,10.843360755012469,12.834608236997902,10.596659732783579,11.838984496005185,25,788,6
NE,75,4,Subsampling,0,1.9912474819854324,0,10.843360755012469,12.834608236997902,10.596659732783579,11.838984496005185,25,788,6
NE,75,4,Repeated,0,2.290091006530517,0,10.693938992739927,12.984029999270444,10.596659732783579,11.838984496005185,25,788,6
NV,25,3,HCP++,1,4.294231750583666,0,8.398941153580779,12.693172904164445,11.225256725762893,10.546057028872612,25,788,9
NV,25,3,HCP.sample,1,2.3990374260232485,0,10.741283098579595,13.140320524602844,11.225256725762893,10.546057028872612,25,788,9
NV,25,3,HCP,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,9
NV,25,3,Pooling,1,1.9912474819854324,0,10.525039305393294,12.516286787378727,11.225256725762893,11.52066304638601,25,788,9
NV,25,3,Subsampling,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,9
NV,25,3,Repeated,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,9
NV,50,5,HCP++,1,2.995696833166221,0,10.149641937543302,13.145338770709524,11.156264806643742,11.647490354126413,25,788,9
NV,50,5,HCP.sample,1,1.0428093029683012,0,11.020380917695256,12.063190220663557,11.156264806643742,11.647490354126413,25,788,9
NV,50,5,HCP,1,2.2537646510347678,0,10.886867862614867,13.140632513649635,11.156264806643742,12.013750188132251,25,788,9
NV,50,5,Pooling,1,1.9912474819854324,0,11.018126447139535,13.009373929124967,11.156264806643742,12.013750188132251,25,788,9
NV,50,5,Subsampling,1,1.8615190107956963,0,11.082990682734403,12.9445096935301,11.156264806643742,12.013750188132251,25,788,9
NV,50,5,Repeated,1,2.2537646510347678,0,10.886867862614867,13.140632513649635,11.156264806643742,12.013750188132251,25,788,9
NV,75,7,HCP++,1,1.8226845905293274,0,10.43186332732229,12.254547917851617,10.819798284210286,11.343205622586954,25,788,9
NV,75,7,HCP.sample,1,1.6288399645068594,0,9.98775554260731,11.61659550711417,10.819798284210286,11.343205622586954,25,788,9
NV,75,7,HCP,1,2.2537646510347678,0,10.48777139149738,12.741536042532148,10.819798284210286,11.614653717014765,25,788,9
NV,75,7,Pooling,1,1.9912474819854324,0,10.619029976022048,12.61027745800748,10.819798284210286,11.614653717014765,25,788,9
NV,75,7,Subsampling,1,1.9912474819854324,0,10.619029976022048,12.61027745800748,10.819798284210286,11.614653717014765,25,788,9
NV,75,7,Repeated,1,2.290091006530517,0,10.469608213749506,12.759699220280023,10.819798284210286,11.614653717014765,25,788,9
PA,25,7,HCP++,1,1.7339505952907004,0,10.466275362339509,12.20022595763021,10.819798284210286,11.33325065998486,25,788,28
PA,25,7,HCP.sample,1,1.1344097789246135,0,10.769357895715478,11.903767674640092,10.819798284210286,11.33325065998486,25,788,28
PA,25,7,HCP,1,2.2537646510347678,0,10.48777139149738,12.741536042532148,10.819798284210286,11.614653717014765,25,788,28
PA,25,7,Pooling,1,1.9912474819854324,0,10.619029976022048,12.61027745800748,10.819798284210286,11.614653717014765,25,788,28
PA,25,7,Subsampling,1,2.290091006530517,0,10.469608213749506,12.759699220280023,10.819798284210286,11.614653717014765,25,788,28
PA,25,7,Repeated,1,2.2537646510347678,0,10.48777139149738,12.741536042532148,10.819798284210286,11.614653717014765,25,788,28
PA,50,14,HCP++,1,2.166684335602458,0,10.043197810367696,12.209882145970154,11.082157933374816,11.126539978168925,25,788,28
PA,50,14,HCP.sample,1,1.3104971207319345,0,10.35024551328934,11.660742634021274,11.082157933374816,11.126539978168925,25,788,28
PA,50,14,HCP,1,2.2537646510347678,0,10.356761017489092,12.61052566852386,11.082157933374816,11.483643343006475,25,788,28
PA,50,14,Pooling,1,1.9912474819854324,0,10.48801960201376,12.479267083999192,11.082157933374816,11.483643343006475,25,788,28
PA,50,14,Subsampling,1,2.290091006530517,0,10.338597839741217,12.628688846271734,11.082157933374816,11.483643343006475,25,788,28
PA,50,14,Repeated,1,2.2537646510347678,0,10.356761017489092,12.61052566852386,11.082157933374816,11.483643343006475,25,788,28
PA,75,21,HCP++,1,1.923409618702177,0,10.477058890965841,12.400468509668018,10.859018228147887,11.43876370031693,25,788,28
PA,75,21,HCP.sample,1,1.3610595467294964,0,10.670238769627014,12.03129831635651,10.859018228147887,11.43876370031693,25,788,28
PA,75,21,HCP,1,2.2537646510347678,0,10.671814069755614,12.925578720790382,10.859018228147887,11.798696395272998,25,788,28
PA,75,21,Pooling,1,1.9912474819854324,0,10.803072654280282,12.794320136265714,10.859018228147887,11.798696395272998,25,788,28
PA,75,21,Subsampling,1,1.9912474819854324,0,10.803072654280282,12.794320136265714,10.859018228147887,11.798696395272998,25,788,28
PA,75,21,Repeated,1,2.2537646510347678,0,10.671814069755614,12.925578720790382,10.859018228147887,11.798696395272998,25,788,28
SC,25,2,HCP++,1,2.2930969577845737,0,10.579222735350815,12.872319693135388,12.100717685412471,11.725771214243101,25,788,8
SC,25,2,HCP.sample,1,2.4892180376292075,0,10.462749198227245,12.951967235856452,12.100717685412471,11.725771214243101,25,788,8
SC,25,2,HCP,1,2.2537646510347678,0,10.581832767646278,12.835597418681045,12.100717685412471,11.708715093163661,25,788,8
SC,25,2,Pooling,1,1.9912474819854324,0,10.713091352170945,12.704338834156378,12.100717685412471,11.708715093163661,25,788,8
