o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,0.8955555555555557,0.8848518518518519,0.999,0.7934074074074073,0.9093703703703704,0.8797777777777779,1.0,0.8783333333333334
5,0.869074074074074,,0.999,,,0.7944814814814816,0.7484074074074074,
10,0.8532962962962963,,0.999,,,0.8044814814814816,0.8366666666666668,
15,0.8324074074074074,,0.999,,,0.796,0.8881481481481481,
20,0.8053333333333332,,0.999,,,0.8018148148148148,0.8187407407407407,
