method,o,coverage_mean,coverage_std,coverage_se,width_income_median,width_income_mean,width_income_std,n
Donor-HCP,0,0.8955555555555557,0.06294649554249707,0.009671390927324554,221140.48328066393,225422.56194444376,40666.214146839775,1000
Donor-HCP,5,0.869074074074074,0.07087961390461095,0.010666973696712904,183898.6451257859,184808.17116324388,24342.178195690114,1000
Donor-HCP,10,0.8532962962962963,0.0733988335091411,0.01118846401537403,168922.8657535527,170636.7783568712,18819.331819422667,1000
Donor-HCP,15,0.8324074074074074,0.07881062804689017,0.011811236831961584,157164.47265612154,158007.46473085278,16261.0187190582,1000
Donor-HCP,20,0.8053333333333332,0.08456844110767486,0.01252084484192483,144818.7617499588,145483.78476100086,15629.098103374592,1000
HCP,0,0.8848518518518519,0.06489613088698275,0.010094010705670974,209904.95168844805,214162.37856821687,38039.14725805477,1000
Pooled-Income-Quantile,0,0.999,0.0316227766016838,0.0009994998749374613,132000.0,132000.0,0.0,1000
Pooled-Income-Quantile,5,0.999,0.0316227766016838,0.0009994998749374613,132000.0,132000.0,0.0,1000
Pooled-Income-Quantile,10,0.999,0.0316227766016838,0.0009994998749374613,132000.0,132000.0,0.0,1000
Pooled-Income-Quantile,15,0.999,0.0316227766016838,0.0009994998749374613,132000.0,132000.0,0.0,1000
Pooled-Income-Quantile,20,0.999,0.0316227766016838,0.0009994998749374613,132000.0,132000.0,0.0,1000
Pooling,0,0.7934074074074073,0.08299054548873058,0.012802815833966514,139182.03386042392,142428.11568509915,20866.457435025095,1000
Repeated,0,0.9093703703703704,0.058109832300126014,0.009078320321668859,243481.48764774937,247412.06924806756,43629.67892434548,1000
S-HCP,0,0.8797777777777779,0.06368260245309944,0.01028439786794408,263130.1291912074,270461.43883843126,53299.56256300287,1000
S-HCP,5,0.7944814814814816,0.0813840109558963,0.012778131986502246,143187.18388305698,144559.81343343513,14223.946308635679,1000
S-HCP,10,0.8044814814814816,0.07996759306599956,0.012541571968251914,146613.84984115028,146454.59362041877,11207.467042410039,1000
S-HCP,15,0.796,0.08532390671990374,0.012742998077375669,140725.31262832106,141028.6725842712,9522.022458707585,1000
S-HCP,20,0.8018148148148148,0.08237511431970723,0.012605864411388022,142279.24573679152,142542.05408508278,9217.18197687972,1000
Std-CP,0,1.0,0.0,0.0,,,,1000
Std-CP,5,0.7484074074074074,0.08105054342672059,0.013722017342400144,98997027900597.83,1.9032942076747793e+56,6.0171542042938815e+57,1000
Std-CP,10,0.8366666666666668,0.07173770669554765,0.011689976713216988,8857324544.83756,4.537395645898936e+249,inf,1000
Std-CP,15,0.8881481481481481,0.05951544372179519,0.009966996292221806,1.6300556386966062e+23,7.533664114135541e+289,inf,1000
Std-CP,20,0.8187407407407407,0.07605662626721531,0.012182132005196954,2.957463142029707e+23,5.803928890306992e+282,inf,1000
Subsampling,0,0.8783333333333334,0.11833308979852632,0.010337499160284794,238209.9662437674,273963.71022085263,156818.2073323973,1000
