o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,1.0,1.0,0.968,0.9003769841269842,1.0,1.0,1.0,1.0
5,0.9962896825396826,,0.968,,,0.9002440476190476,0.14951785714285712,
10,0.9676448412698412,,0.968,,,0.8832242063492063,0.09597420634920634,
15,0.9251944444444444,,0.968,,,0.8789126984126984,0.06719246031746032,
20,0.891984126984127,,0.968,,,0.8815734126984127,0.052853174603174596,
25,0.9330813492063492,,0.968,,,0.9045773809523809,0.046557539682539686,
30,0.9341825396825397,,0.968,,,0.8898055555555556,0.03865674603174602,
35,0.979373015873016,,0.968,,,0.9223789682539683,0.03374404761904762,
