alpha,experiment,o,method,coverage,width,n_infinite,n_total,proportion_infinite
0.05,25,30,rep,1.0,inf,1,1,1.0
0.05,25,30,stdcp,0.94,5.812164187074959,0,1,0.0
0.05,25,30,sub,1.0,inf,1,1,1.0
0.05,25,35,dhcp_with,1.0,inf,1,1,1.0
0.05,25,35,dhcp_without,1.0,inf,1,1,1.0
0.05,25,35,hcp,1.0,inf,1,1,1.0
0.05,25,35,pool,0.9,24.790167147010685,0,1,0.0
0.05,25,35,rep,1.0,inf,1,1,1.0
0.05,25,35,stdcp,0.95,5.6675122752939755,0,1,0.0
0.05,25,35,sub,1.0,inf,1,1,1.0
0.05,26,0,dhcp_with,1.0,inf,1,1,1.0
0.05,26,0,dhcp_without,1.0,inf,1,1,1.0
0.05,26,0,hcp,1.0,inf,1,1,1.0
0.05,26,0,pool,0.83,26.851576935861743,0,1,0.0
0.05,26,0,rep,1.0,inf,1,1,1.0
0.05,26,0,stdcp,1.0,inf,1,1,1.0
0.05,26,0,sub,1.0,inf,1,1,1.0
0.05,26,5,dhcp_with,1.0,inf,1,1,1.0
0.05,26,5,dhcp_without,1.0,inf,1,1,1.0
0.05,26,5,hcp,1.0,inf,1,1,1.0
0.05,26,5,pool,0.83,26.851576935861743,0,1,0.0
0.05,26,5,rep,1.0,inf,1,1,1.0
0.05,26,5,stdcp,0.71,5.2127009300306035,0,1,0.0
0.05,26,5,sub,1.0,inf,1,1,1.0
0.05,26,10,dhcp_with,1.0,inf,1,1,1.0
0.05,26,10,dhcp_without,1.0,inf,1,1,1.0
0.05,26,10,hcp,1.0,inf,1,1,1.0
0.05,26,10,pool,0.83,26.851576935861743,0,1,0.0
0.05,26,10,rep,1.0,inf,1,1,1.0
0.05,26,10,stdcp,0.9,8.597527163981407,0,1,0.0
0.05,26,10,sub,1.0,inf,1,1,1.0
0.05,26,15,dhcp_with,0.99,32.569194005203315,0,1,0.0
0.05,26,15,dhcp_without,0.99,32.569194005203315,0,1,0.0
0.05,26,15,hcp,1.0,inf,1,1,1.0
0.05,26,15,pool,0.83,26.851576935861743,0,1,0.0
0.05,26,15,rep,1.0,inf,1,1,1.0
0.05,26,15,stdcp,0.91,7.036075695253228,0,1,0.0
0.05,26,15,sub,1.0,inf,1,1,1.0
0.05,26,20,dhcp_with,0.87,25.151266472595097,0,1,0.0
0.05,26,20,dhcp_without,0.87,25.151266472595097,0,1,0.0
0.05,26,20,hcp,1.0,inf,1,1,1.0
0.05,26,20,pool,0.83,26.851576935861743,0,1,0.0
0.05,26,20,rep,1.0,inf,1,1,1.0
0.05,26,20,stdcp,0.87,5.6506032166769025,0,1,0.0
0.05,26,20,sub,1.0,inf,1,1,1.0
0.05,26,25,dhcp_with,1.0,inf,1,1,1.0
0.05,26,25,dhcp_without,1.0,inf,1,1,1.0
0.05,26,25,hcp,1.0,inf,1,1,1.0
0.05,26,25,pool,0.83,26.851576935861743,0,1,0.0
0.05,26,25,rep,1.0,inf,1,1,1.0
0.05,26,25,stdcp,0.9,6.089930041026751,0,1,0.0
0.05,26,25,sub,1.0,inf,1,1,1.0
0.05,26,30,dhcp_with,1.0,inf,1,1,1.0
0.05,26,30,dhcp_without,1.0,inf,1,1,1.0
0.05,26,30,hcp,1.0,inf,1,1,1.0
0.05,26,30,pool,0.83,26.851576935861743,0,1,0.0
0.05,26,30,rep,1.0,inf,1,1,1.0
0.05,26,30,stdcp,0.94,5.818325767416162,0,1,0.0
0.05,26,30,sub,1.0,inf,1,1,1.0
0.05,26,35,dhcp_with,1.0,inf,1,1,1.0
0.05,26,35,dhcp_without,1.0,inf,1,1,1.0
0.05,26,35,hcp,1.0,inf,1,1,1.0
0.05,26,35,pool,0.83,26.851576935861743,0,1,0.0
0.05,26,35,rep,1.0,inf,1,1,1.0
0.05,26,35,stdcp,0.94,5.778760458959366,0,1,0.0
0.05,26,35,sub,1.0,inf,1,1,1.0
0.05,27,0,dhcp_with,1.0,inf,1,1,1.0
0.05,27,0,dhcp_without,1.0,inf,1,1,1.0
0.05,27,0,hcp,1.0,inf,1,1,1.0
0.05,27,0,pool,1.0,49.738419314286716,0,1,0.0
0.05,27,0,rep,1.0,inf,1,1,1.0
0.05,27,0,stdcp,1.0,inf,1,1,1.0
0.05,27,0,sub,1.0,inf,1,1,1.0
0.05,27,5,dhcp_with,1.0,inf,1,1,1.0
0.05,27,5,dhcp_without,1.0,inf,1,1,1.0
0.05,27,5,hcp,1.0,inf,1,1,1.0
0.05,27,5,pool,1.0,49.738419314286716,0,1,0.0
0.05,27,5,rep,1.0,inf,1,1,1.0
0.05,27,5,stdcp,0.81,4.659429351744469,0,1,0.0
0.05,27,5,sub,1.0,inf,1,1,1.0
0.05,27,10,dhcp_with,1.0,inf,1,1,1.0
0.05,27,10,dhcp_without,1.0,inf,1,1,1.0
0.05,27,10,hcp,1.0,inf,1,1,1.0
0.05,27,10,pool,1.0,49.738419314286716,0,1,0.0
0.05,27,10,rep,1.0,inf,1,1,1.0
0.05,27,10,stdcp,0.77,10.580513452016476,0,1,0.0
0.05,27,10,sub,1.0,inf,1,1,1.0
0.05,27,15,dhcp_with,1.0,54.63680434194933,0,1,0.0
0.05,27,15,dhcp_without,1.0,54.63680434194933,0,1,0.0
0.05,27,15,hcp,1.0,inf,1,1,1.0
0.05,27,15,pool,1.0,49.738419314286716,0,1,0.0
0.05,27,15,rep,1.0,inf,1,1,1.0
0.05,27,15,stdcp,0.93,7.24181871561247,0,1,0.0
0.05,27,15,sub,1.0,inf,1,1,1.0
0.05,27,20,dhcp_with,1.0,49.738419314286716,0,1,0.0
0.05,27,20,dhcp_without,1.0,49.738419314286716,0,1,0.0
0.05,27,20,hcp,1.0,inf,1,1,1.0
0.05,27,20,pool,1.0,49.738419314286716,0,1,0.0
0.05,27,20,rep,1.0,inf,1,1,1.0
0.05,27,20,stdcp,0.84,5.8420351931148495,0,1,0.0
0.05,27,20,sub,1.0,inf,1,1,1.0
0.05,27,25,dhcp_with,1.0,inf,1,1,1.0
0.05,27,25,dhcp_without,1.0,inf,1,1,1.0
0.05,27,25,hcp,1.0,inf,1,1,1.0
0.05,27,25,pool,1.0,49.738419314286716,0,1,0.0
0.05,27,25,rep,1.0,inf,1,1,1.0
0.05,27,25,stdcp,0.88,5.922258502330329,0,1,0.0
0.05,27,25,sub,1.0,inf,1,1,1.0
0.05,27,30,dhcp_with,1.0,inf,1,1,1.0
0.05,27,30,dhcp_without,1.0,inf,1,1,1.0
0.05,27,30,hcp,1.0,inf,1,1,1.0
0.05,27,30,pool,1.0,49.738419314286716,0,1,0.0
0.05,27,30,rep,1.0,inf,1,1,1.0
0.05,27,30,stdcp,0.96,5.532553021167306,0,1,0.0
0.05,27,30,sub,1.0,inf,1,1,1.0
0.05,27,35,dhcp_with,1.0,inf,1,1,1.0
0.05,27,35,dhcp_without,1.0,inf,1,1,1.0
0.05,27,35,hcp,1.0,inf,1,1,1.0
0.05,27,35,pool,1.0,49.738419314286716,0,1,0.0
0.05,27,35,rep,1.0,inf,1,1,1.0
0.05,27,35,stdcp,0.96,5.71264628066414,0,1,0.0
0.05,27,35,sub,1.0,inf,1,1,1.0
0.05,28,0,dhcp_with,1.0,inf,1,1,1.0
0.05,28,0,dhcp_without,1.0,inf,1,1,1.0
0.05,28,0,hcp,1.0,inf,1,1,1.0
0.05,28,0,pool,0.91,20.637226463319365,0,1,0.0
0.05,28,0,rep,1.0,inf,1,1,1.0
0.05,28,0,stdcp,1.0,inf,1,1,1.0
0.05,28,0,sub,1.0,inf,1,1,1.0
0.05,28,5,dhcp_with,1.0,inf,1,1,1.0
0.05,28,5,dhcp_without,1.0,inf,1,1,1.0
0.05,28,5,hcp,1.0,inf,1,1,1.0
0.05,28,5,pool,0.91,20.637226463319365,0,1,0.0
0.05,28,5,rep,1.0,inf,1,1,1.0
0.05,28,5,stdcp,0.79,4.674603360096147,0,1,0.0
0.05,28,5,sub,1.0,inf,1,1,1.0
0.05,28,10,dhcp_with,1.0,inf,1,1,1.0
0.05,28,10,dhcp_without,1.0,inf,1,1,1.0
0.05,28,10,hcp,1.0,inf,1,1,1.0
0.05,28,10,pool,0.91,20.637226463319365,0,1,0.0
0.05,28,10,rep,1.0,inf,1,1,1.0
0.05,28,10,stdcp,0.8,12.512387558046619,0,1,0.0
0.05,28,10,sub,1.0,inf,1,1,1.0
0.05,28,15,dhcp_with,0.97,23.11517450196507,0,1,0.0
0.05,28,15,dhcp_without,0.97,23.11517450196507,0,1,0.0
0.05,28,15,hcp,1.0,inf,1,1,1.0
0.05,28,15,pool,0.91,20.637226463319365,0,1,0.0
0.05,28,15,rep,1.0,inf,1,1,1.0
0.05,28,15,stdcp,0.95,6.289996686546317,0,1,0.0
0.05,28,15,sub,1.0,inf,1,1,1.0
0.05,28,20,dhcp_with,0.93,20.144517029089194,0,1,0.0
0.05,28,20,dhcp_without,0.93,20.144517029089194,0,1,0.0
0.05,28,20,hcp,1.0,inf,1,1,1.0
0.05,28,20,pool,0.91,20.637226463319365,0,1,0.0
0.05,28,20,rep,1.0,inf,1,1,1.0
0.05,28,20,stdcp,0.89,5.344479000877848,0,1,0.0
0.05,28,20,sub,1.0,inf,1,1,1.0
0.05,28,25,dhcp_with,1.0,inf,1,1,1.0
0.05,28,25,dhcp_without,1.0,inf,1,1,1.0
0.05,28,25,hcp,1.0,inf,1,1,1.0
0.05,28,25,pool,0.91,20.637226463319365,0,1,0.0
0.05,28,25,rep,1.0,inf,1,1,1.0
0.05,28,25,stdcp,0.94,5.079140722156046,0,1,0.0
0.05,28,25,sub,1.0,inf,1,1,1.0
0.05,28,30,dhcp_with,1.0,inf,1,1,1.0
0.05,28,30,dhcp_without,1.0,inf,1,1,1.0
0.05,28,30,hcp,1.0,inf,1,1,1.0
0.05,28,30,pool,0.91,20.637226463319365,0,1,0.0
0.05,28,30,rep,1.0,inf,1,1,1.0
0.05,28,30,stdcp,0.94,5.281517653731125,0,1,0.0
0.05,28,30,sub,1.0,inf,1,1,1.0
0.05,28,35,dhcp_with,1.0,inf,1,1,1.0
0.05,28,35,dhcp_without,1.0,inf,1,1,1.0
0.05,28,35,hcp,1.0,inf,1,1,1.0
0.05,28,35,pool,0.91,20.637226463319365,0,1,0.0
0.05,28,35,rep,1.0,inf,1,1,1.0
0.05,28,35,stdcp,0.96,5.215320705436042,0,1,0.0
0.05,28,35,sub,1.0,inf,1,1,1.0
0.05,29,0,dhcp_with,1.0,inf,1,1,1.0
0.05,29,0,dhcp_without,1.0,inf,1,1,1.0
0.05,29,0,hcp,1.0,inf,1,1,1.0
0.05,29,0,pool,0.87,23.1812422146961,0,1,0.0
0.05,29,0,rep,1.0,inf,1,1,1.0
0.05,29,0,stdcp,1.0,inf,1,1,1.0
0.05,29,0,sub,1.0,inf,1,1,1.0
0.05,29,5,dhcp_with,1.0,inf,1,1,1.0
0.05,29,5,dhcp_without,1.0,inf,1,1,1.0
0.05,29,5,hcp,1.0,inf,1,1,1.0
0.05,29,5,pool,0.87,23.1812422146961,0,1,0.0
0.05,29,5,rep,1.0,inf,1,1,1.0
0.05,29,5,stdcp,0.69,4.422890975736806,0,1,0.0
0.05,29,5,sub,1.0,inf,1,1,1.0
0.05,29,10,dhcp_with,1.0,inf,1,1,1.0
0.05,29,10,dhcp_without,1.0,inf,1,1,1.0
0.05,29,10,hcp,1.0,inf,1,1,1.0
0.05,29,10,pool,0.87,23.1812422146961,0,1,0.0
0.05,29,10,rep,1.0,inf,1,1,1.0
0.05,29,10,stdcp,0.82,12.537462626395396,0,1,0.0
0.05,29,10,sub,1.0,inf,1,1,1.0
0.05,29,15,dhcp_with,0.95,25.910131513000366,0,1,0.0
0.05,29,15,dhcp_without,0.95,25.910131513000366,0,1,0.0
0.05,29,15,hcp,1.0,inf,1,1,1.0
0.05,29,15,pool,0.87,23.1812422146961,0,1,0.0
0.05,29,15,rep,1.0,inf,1,1,1.0
0.05,29,15,stdcp,0.95,8.007479819443898,0,1,0.0
0.05,29,15,sub,1.0,inf,1,1,1.0
0.05,29,20,dhcp_with,0.9,22.745178171027266,0,1,0.0
0.05,29,20,dhcp_without,0.9,22.745178171027266,0,1,0.0
0.05,29,20,hcp,1.0,inf,1,1,1.0
0.05,29,20,pool,0.87,23.1812422146961,0,1,0.0
0.05,29,20,rep,1.0,inf,1,1,1.0
0.05,29,20,stdcp,0.92,5.717361889407937,0,1,0.0
0.05,29,20,sub,1.0,inf,1,1,1.0
0.05,29,25,dhcp_with,1.0,inf,1,1,1.0
0.05,29,25,dhcp_without,1.0,inf,1,1,1.0
0.05,29,25,hcp,1.0,inf,1,1,1.0
0.05,29,25,pool,0.87,23.1812422146961,0,1,0.0
0.05,29,25,rep,1.0,inf,1,1,1.0
0.05,29,25,stdcp,0.92,5.935564409939261,0,1,0.0
0.05,29,25,sub,1.0,inf,1,1,1.0
0.05,29,30,dhcp_with,1.0,inf,1,1,1.0
0.05,29,30,dhcp_without,1.0,inf,1,1,1.0
0.05,29,30,hcp,1.0,inf,1,1,1.0
0.05,29,30,pool,0.87,23.1812422146961,0,1,0.0
0.05,29,30,rep,1.0,inf,1,1,1.0
0.05,29,30,stdcp,0.96,5.552219058615479,0,1,0.0
0.05,29,30,sub,1.0,inf,1,1,1.0
0.05,29,35,dhcp_with,1.0,inf,1,1,1.0
0.05,29,35,dhcp_without,1.0,inf,1,1,1.0
0.05,29,35,hcp,1.0,inf,1,1,1.0
0.05,29,35,pool,0.87,23.1812422146961,0,1,0.0
0.05,29,35,rep,1.0,inf,1,1,1.0
0.05,29,35,stdcp,0.95,5.6405112432994455,0,1,0.0
0.05,29,35,sub,1.0,inf,1,1,1.0
0.05,30,0,dhcp_with,1.0,inf,1,1,1.0
0.05,30,0,dhcp_without,1.0,inf,1,1,1.0
0.05,30,0,hcp,1.0,inf,1,1,1.0
0.05,30,0,pool,0.73,16.83528210180969,0,1,0.0
0.05,30,0,rep,1.0,inf,1,1,1.0
0.05,30,0,stdcp,1.0,inf,1,1,1.0
0.05,30,0,sub,1.0,inf,1,1,1.0
0.05,30,5,dhcp_with,1.0,inf,1,1,1.0
0.05,30,5,dhcp_without,1.0,inf,1,1,1.0
0.05,30,5,hcp,1.0,inf,1,1,1.0
0.05,30,5,pool,0.73,16.83528210180969,0,1,0.0
0.05,30,5,rep,1.0,inf,1,1,1.0
0.05,30,5,stdcp,0.69,4.6896456360391525,0,1,0.0
0.05,30,5,sub,1.0,inf,1,1,1.0
0.05,30,10,dhcp_with,1.0,inf,1,1,1.0
0.05,30,10,dhcp_without,1.0,inf,1,1,1.0
0.05,30,10,hcp,1.0,inf,1,1,1.0
0.05,30,10,pool,0.73,16.83528210180969,0,1,0.0
0.05,30,10,rep,1.0,inf,1,1,1.0
0.05,30,10,stdcp,0.83,10.381192871748734,0,1,0.0
0.05,30,10,sub,1.0,inf,1,1,1.0
0.05,30,15,dhcp_with,0.95,21.468352989995246,0,1,0.0
0.05,30,15,dhcp_without,0.95,21.468352989995246,0,1,0.0
0.05,30,15,hcp,1.0,inf,1,1,1.0
0.05,30,15,pool,0.73,16.83528210180969,0,1,0.0
0.05,30,15,rep,1.0,inf,1,1,1.0
0.05,30,15,stdcp,0.87,6.385929278202372,0,1,0.0
0.05,30,15,sub,1.0,inf,1,1,1.0
0.05,30,20,dhcp_with,0.82,16.610383312271274,0,1,0.0
0.05,30,20,dhcp_without,0.82,16.610383312271274,0,1,0.0
0.05,30,20,hcp,1.0,inf,1,1,1.0
0.05,30,20,pool,0.73,16.83528210180969,0,1,0.0
0.05,30,20,rep,1.0,inf,1,1,1.0
0.05,30,20,stdcp,0.88,5.602526217372117,0,1,0.0
0.05,30,20,sub,1.0,inf,1,1,1.0
0.05,30,25,dhcp_with,1.0,inf,1,1,1.0
0.05,30,25,dhcp_without,1.0,inf,1,1,1.0
0.05,30,25,hcp,1.0,inf,1,1,1.0
0.05,30,25,pool,0.73,16.83528210180969,0,1,0.0
0.05,30,25,rep,1.0,inf,1,1,1.0
0.05,30,25,stdcp,0.91,5.694113568839623,0,1,0.0
0.05,30,25,sub,1.0,inf,1,1,1.0
0.05,30,30,dhcp_with,1.0,inf,1,1,1.0
0.05,30,30,dhcp_without,1.0,inf,1,1,1.0
0.05,30,30,hcp,1.0,inf,1,1,1.0
0.05,30,30,pool,0.73,16.83528210180969,0,1,0.0
0.05,30,30,rep,1.0,inf,1,1,1.0
0.05,30,30,stdcp,0.93,5.323257981871348,0,1,0.0
0.05,30,30,sub,1.0,inf,1,1,1.0
0.05,30,35,dhcp_with,1.0,inf,1,1,1.0
0.05,30,35,dhcp_without,1.0,inf,1,1,1.0
0.05,30,35,hcp,1.0,inf,1,1,1.0
0.05,30,35,pool,0.73,16.83528210180969,0,1,0.0
0.05,30,35,rep,1.0,inf,1,1,1.0
0.05,30,35,stdcp,0.92,5.845612366914329,0,1,0.0
0.05,30,35,sub,1.0,inf,1,1,1.0
0.05,31,0,dhcp_with,1.0,inf,1,1,1.0
0.05,31,0,dhcp_without,1.0,inf,1,1,1.0
0.05,31,0,hcp,1.0,inf,1,1,1.0
0.05,31,0,pool,0.99,36.618343080811854,0,1,0.0
0.05,31,0,rep,1.0,inf,1,1,1.0
0.05,31,0,stdcp,1.0,inf,1,1,1.0
0.05,31,0,sub,1.0,inf,1,1,1.0
0.05,31,5,dhcp_with,1.0,inf,1,1,1.0
0.05,31,5,dhcp_without,1.0,inf,1,1,1.0
0.05,31,5,hcp,1.0,inf,1,1,1.0
0.05,31,5,pool,0.99,36.618343080811854,0,1,0.0
0.05,31,5,rep,1.0,inf,1,1,1.0
0.05,31,5,stdcp,0.71,4.970052969889555,0,1,0.0
0.05,31,5,sub,1.0,inf,1,1,1.0
0.05,31,10,dhcp_with,1.0,inf,1,1,1.0
0.05,31,10,dhcp_without,1.0,inf,1,1,1.0
0.05,31,10,hcp,1.0,inf,1,1,1.0
0.05,31,10,pool,0.99,36.618343080811854,0,1,0.0
0.05,31,10,rep,1.0,inf,1,1,1.0
0.05,31,10,stdcp,0.82,8.179766618424914,0,1,0.0
0.05,31,10,sub,1.0,inf,1,1,1.0
0.05,31,15,dhcp_with,1.0,38.5718870924714,0,1,0.0
0.05,31,15,dhcp_without,1.0,38.5718870924714,0,1,0.0
0.05,31,15,hcp,1.0,inf,1,1,1.0
0.05,31,15,pool,0.99,36.618343080811854,0,1,0.0
0.05,31,15,rep,1.0,inf,1,1,1.0
0.05,31,15,stdcp,0.84,6.311125506291092,0,1,0.0
0.05,31,15,sub,1.0,inf,1,1,1.0
0.05,31,20,dhcp_with,1.0,36.63072179352268,0,1,0.0
0.05,31,20,dhcp_without,1.0,36.63072179352268,0,1,0.0
0.05,31,20,hcp,1.0,inf,1,1,1.0
0.05,31,20,pool,0.99,36.618343080811854,0,1,0.0
0.05,31,20,rep,1.0,inf,1,1,1.0
0.05,31,20,stdcp,0.88,5.215866530635763,0,1,0.0
0.05,31,20,sub,1.0,inf,1,1,1.0
0.05,31,25,dhcp_with,1.0,inf,1,1,1.0
0.05,31,25,dhcp_without,1.0,inf,1,1,1.0
0.05,31,25,hcp,1.0,inf,1,1,1.0
0.05,31,25,pool,0.99,36.618343080811854,0,1,0.0
0.05,31,25,rep,1.0,inf,1,1,1.0
0.05,31,25,stdcp,0.96,5.552813093584703,0,1,0.0
0.05,31,25,sub,1.0,inf,1,1,1.0
0.05,31,30,dhcp_with,1.0,inf,1,1,1.0
0.05,31,30,dhcp_without,1.0,inf,1,1,1.0
0.05,31,30,hcp,1.0,inf,1,1,1.0
0.05,31,30,pool,0.99,36.618343080811854,0,1,0.0
0.05,31,30,rep,1.0,inf,1,1,1.0
0.05,31,30,stdcp,0.92,5.467550458592387,0,1,0.0
0.05,31,30,sub,1.0,inf,1,1,1.0
0.05,31,35,dhcp_with,1.0,inf,1,1,1.0
0.05,31,35,dhcp_without,1.0,inf,1,1,1.0
0.05,31,35,hcp,1.0,inf,1,1,1.0
0.05,31,35,pool,0.99,36.618343080811854,0,1,0.0
0.05,31,35,rep,1.0,inf,1,1,1.0
0.05,31,35,stdcp,0.93,5.451415342066104,0,1,0.0
0.05,31,35,sub,1.0,inf,1,1,1.0
0.05,32,0,dhcp_with,1.0,inf,1,1,1.0
0.05,32,0,dhcp_without,1.0,inf,1,1,1.0
0.05,32,0,hcp,1.0,inf,1,1,1.0
0.05,32,0,pool,0.92,42.016584094180146,0,1,0.0
0.05,32,0,rep,1.0,inf,1,1,1.0
0.05,32,0,stdcp,1.0,inf,1,1,1.0
0.05,32,0,sub,1.0,inf,1,1,1.0
0.05,32,5,dhcp_with,1.0,inf,1,1,1.0
0.05,32,5,dhcp_without,1.0,inf,1,1,1.0
0.05,32,5,hcp,1.0,inf,1,1,1.0
0.05,32,5,pool,0.92,42.016584094180146,0,1,0.0
0.05,32,5,rep,1.0,inf,1,1,1.0
0.05,32,5,stdcp,0.78,5.388908642434834,0,1,0.0
0.05,32,5,sub,1.0,inf,1,1,1.0
0.05,32,10,dhcp_with,1.0,inf,1,1,1.0
0.05,32,10,dhcp_without,1.0,inf,1,1,1.0
0.05,32,10,hcp,1.0,inf,1,1,1.0
0.05,32,10,pool,0.92,42.016584094180146,0,1,0.0
0.05,32,10,rep,1.0,inf,1,1,1.0
0.05,32,10,stdcp,0.82,10.464070417830015,0,1,0.0
0.05,32,10,sub,1.0,inf,1,1,1.0
0.05,32,15,dhcp_with,0.99,44.639718489506606,0,1,0.0
0.05,32,15,dhcp_without,0.99,44.639718489506606,0,1,0.0
0.05,32,15,hcp,1.0,inf,1,1,1.0
0.05,32,15,pool,0.92,42.016584094180146,0,1,0.0
0.05,32,15,rep,1.0,inf,1,1,1.0
0.05,32,15,stdcp,0.88,5.9581372814223,0,1,0.0
0.05,32,15,sub,1.0,inf,1,1,1.0
0.05,32,20,dhcp_with,0.96,40.90141015327846,0,1,0.0
0.05,32,20,dhcp_without,0.96,40.90141015327846,0,1,0.0
0.05,32,20,hcp,1.0,inf,1,1,1.0
0.05,32,20,pool,0.92,42.016584094180146,0,1,0.0
0.05,32,20,rep,1.0,inf,1,1,1.0
0.05,32,20,stdcp,0.9,5.812884706634701,0,1,0.0
0.05,32,20,sub,1.0,inf,1,1,1.0
0.05,32,25,dhcp_with,1.0,inf,1,1,1.0
0.05,32,25,dhcp_without,1.0,inf,1,1,1.0
0.05,32,25,hcp,1.0,inf,1,1,1.0
0.05,32,25,pool,0.92,42.016584094180146,0,1,0.0
0.05,32,25,rep,1.0,inf,1,1,1.0
0.05,32,25,stdcp,0.89,4.82231107803406,0,1,0.0
0.05,32,25,sub,1.0,inf,1,1,1.0
0.05,32,30,dhcp_with,1.0,inf,1,1,1.0
0.05,32,30,dhcp_without,1.0,inf,1,1,1.0
0.05,32,30,hcp,1.0,inf,1,1,1.0
0.05,32,30,pool,0.92,42.016584094180146,0,1,0.0
0.05,32,30,rep,1.0,inf,1,1,1.0
0.05,32,30,stdcp,0.97,5.237100744319493,0,1,0.0
0.05,32,30,sub,1.0,inf,1,1,1.0
0.05,32,35,dhcp_with,1.0,inf,1,1,1.0
0.05,32,35,dhcp_without,1.0,inf,1,1,1.0
0.05,32,35,hcp,1.0,inf,1,1,1.0
0.05,32,35,pool,0.92,42.016584094180146,0,1,0.0
0.05,32,35,rep,1.0,inf,1,1,1.0
0.05,32,35,stdcp,0.96,5.469395584039459,0,1,0.0
0.05,32,35,sub,1.0,inf,1,1,1.0
0.05,33,0,dhcp_with,1.0,inf,1,1,1.0
0.05,33,0,dhcp_without,1.0,inf,1,1,1.0
0.05,33,0,hcp,1.0,inf,1,1,1.0
0.05,33,0,pool,0.95,38.401135773972,0,1,0.0
0.05,33,0,rep,1.0,inf,1,1,1.0
0.05,33,0,stdcp,1.0,inf,1,1,1.0
0.05,33,0,sub,1.0,inf,1,1,1.0
0.05,33,5,dhcp_with,1.0,inf,1,1,1.0
0.05,33,5,dhcp_without,1.0,inf,1,1,1.0
0.05,33,5,hcp,1.0,inf,1,1,1.0
0.05,33,5,pool,0.95,38.401135773972,0,1,0.0
0.05,33,5,rep,1.0,inf,1,1,1.0
0.05,33,5,stdcp,0.79,5.018684853275674,0,1,0.0
0.05,33,5,sub,1.0,inf,1,1,1.0
0.05,33,10,dhcp_with,1.0,inf,1,1,1.0
0.05,33,10,dhcp_without,1.0,inf,1,1,1.0
0.05,33,10,hcp,1.0,inf,1,1,1.0
0.05,33,10,pool,0.95,38.401135773972,0,1,0.0
0.05,33,10,rep,1.0,inf,1,1,1.0
0.05,33,10,stdcp,0.88,11.650987184011061,0,1,0.0
0.05,33,10,sub,1.0,inf,1,1,1.0
0.05,33,15,dhcp_with,0.99,44.06858937813137,0,1,0.0
0.05,33,15,dhcp_without,0.99,44.06858937813137,0,1,0.0
0.05,33,15,hcp,1.0,inf,1,1,1.0
0.05,33,15,pool,0.95,38.401135773972,0,1,0.0
0.05,33,15,rep,1.0,inf,1,1,1.0
0.05,33,15,stdcp,0.88,6.285694266449398,0,1,0.0
0.05,33,15,sub,1.0,inf,1,1,1.0
0.05,33,20,dhcp_with,0.99,40.064961917641924,0,1,0.0
0.05,33,20,dhcp_without,0.99,40.064961917641924,0,1,0.0
0.05,33,20,hcp,1.0,inf,1,1,1.0
0.05,33,20,pool,0.95,38.401135773972,0,1,0.0
0.05,33,20,rep,1.0,inf,1,1,1.0
0.05,33,20,stdcp,0.95,5.877567073405441,0,1,0.0
0.05,33,20,sub,1.0,inf,1,1,1.0
0.05,33,25,dhcp_with,1.0,inf,1,1,1.0
0.05,33,25,dhcp_without,1.0,inf,1,1,1.0
0.05,33,25,hcp,1.0,inf,1,1,1.0
0.05,33,25,pool,0.95,38.401135773972,0,1,0.0
0.05,33,25,rep,1.0,inf,1,1,1.0
0.05,33,25,stdcp,0.93,5.893572027680372,0,1,0.0
0.05,33,25,sub,1.0,inf,1,1,1.0
0.05,33,30,dhcp_with,1.0,inf,1,1,1.0
0.05,33,30,dhcp_without,1.0,inf,1,1,1.0
0.05,33,30,hcp,1.0,inf,1,1,1.0
0.05,33,30,pool,0.95,38.401135773972,0,1,0.0
0.05,33,30,rep,1.0,inf,1,1,1.0
0.05,33,30,stdcp,0.97,5.604927295027549,0,1,0.0
0.05,33,30,sub,1.0,inf,1,1,1.0
0.05,33,35,dhcp_with,1.0,inf,1,1,1.0
0.05,33,35,dhcp_without,1.0,inf,1,1,1.0
0.05,33,35,hcp,1.0,inf,1,1,1.0
0.05,33,35,pool,0.95,38.401135773972,0,1,0.0
0.05,33,35,rep,1.0,inf,1,1,1.0
0.05,33,35,stdcp,0.95,5.8258115997567455,0,1,0.0
0.05,33,35,sub,1.0,inf,1,1,1.0
0.05,34,0,dhcp_with,1.0,inf,1,1,1.0
0.05,34,0,dhcp_without,1.0,inf,1,1,1.0
0.05,34,0,hcp,1.0,inf,1,1,1.0
0.05,34,0,pool,0.74,28.77893730680374,0,1,0.0
0.05,34,0,rep,1.0,inf,1,1,1.0
0.05,34,0,stdcp,1.0,inf,1,1,1.0
0.05,34,0,sub,1.0,inf,1,1,1.0
0.05,34,5,dhcp_with,1.0,inf,1,1,1.0
0.05,34,5,dhcp_without,1.0,inf,1,1,1.0
0.05,34,5,hcp,1.0,inf,1,1,1.0
0.05,34,5,pool,0.74,28.77893730680374,0,1,0.0
0.05,34,5,rep,1.0,inf,1,1,1.0
0.05,34,5,stdcp,0.74,4.94219480259772,0,1,0.0
0.05,34,5,sub,1.0,inf,1,1,1.0
0.05,34,10,dhcp_with,1.0,inf,1,1,1.0
0.05,34,10,dhcp_without,1.0,inf,1,1,1.0
0.05,34,10,hcp,1.0,inf,1,1,1.0
0.05,34,10,pool,0.74,28.77893730680374,0,1,0.0
0.05,34,10,rep,1.0,inf,1,1,1.0
