summary,median_rho,median_p_value,frac_p_lt_0p05,mean_rho
income_mean,0.041314964869935106,0.5496706163648417,0.0,0.040810705091232996
y_mean,0.041314964869935106,0.5496706163648417,0.0,0.040810705091232996
income_sd,-0.010752170320190069,0.7445569706530526,0.0,-0.012179666508553596
y_sd,-0.010752170320190069,0.7445569706530526,0.0,-0.012179666508553596
