summary,median_rho,median_p_value,frac_p_lt_0p05,mean_rho
resid_median,0.24185127793639016,0.00038015981576971055,1.0,0.23997306320565404
resid_q25,0.18200494237714765,0.007893786106650806,0.87,0.1827559105162404
resid_mean,0.17455167967032909,0.010894886552743625,0.85,0.17595723753865208
resid_q75,0.1322292609424193,0.05456126390637975,0.475,0.13212893293518926
resid_sd,0.0038695971624784094,0.7016317720732245,0.0,0.0031903406676483713
