experiment,o_observed,coverage_donor_none,coverage_donor_ols,coverage_stdcp,coverage_hcp,width_donor_none,width_donor_ols,width_stdcp,width_hcp,infinite_donor_none,infinite_donor_ols,infinite_stdcp,infinite_hcp
10,10,0.82,0.84,0.86,0.9,5.059077820200335,4.913562956018138,11.667836779953337,5.98276951469607,0,0,0,0
10,20,0.84,0.8,0.8,0.84,4.475857945282483,4.414615191977438,6.712478033375474,5.98276951469607,0,0,0,0
10,30,0.68,0.8,0.8,0.84,4.756203392783221,5.5517288063855315,6.43977267422824,5.98276951469607,0,0,0,0
10,40,0.78,0.84,0.78,0.9,4.226006025345779,4.823030010380857,4.937501149516555,5.98276951469607,0,0,0,0
10,50,0.88,0.76,0.84,0.92,4.525127936112879,4.472229743695264,5.336441884593421,5.98276951469607,0,0,0,0
10,100,0.78,0.76,0.8,0.9,4.424032102548777,4.6194977614731805,4.666427458253221,5.98276951469607,0,0,0,0
10,200,0.78,0.78,0.82,0.92,4.3885634751667375,4.332601973122943,4.278886626367804,5.98276951469607,0,0,0,0
11,0,0.92,0.92,,0.92,5.8553315031099,5.8553315031099,,5.8553315031099,0,0,0,0
11,10,0.82,0.84,0.8,0.86,5.139556962014407,5.311025202167634,10.392926232258699,5.8553315031099,0,0,0,0
11,20,0.82,0.8,0.82,0.88,4.7247819338625066,4.546670821049938,7.387891230234908,5.8553315031099,0,0,0,0
11,30,0.8,0.88,0.8,0.86,4.629921217627653,5.612962940218378,6.272788032187656,5.8553315031099,0,0,0,0
11,40,0.68,0.72,0.78,0.78,4.437869987735709,4.7798210213655254,5.403373779702096,5.8553315031099,0,0,0,0
11,50,0.86,0.78,0.82,0.92,4.343027604565982,4.720506614957868,4.6550071580796635,5.8553315031099,0,0,0,0
11,100,0.66,0.72,0.68,0.74,4.5413375003242,4.484400706799113,4.365764348363259,5.8553315031099,0,0,0,0
11,200,0.78,0.8,0.84,0.94,4.47528417237343,4.417816050150379,4.296641981275716,5.8553315031099,0,0,0,0
12,0,0.94,0.94,,0.94,6.596157341702285,6.596157341702285,,6.596157341702285,0,0,0,0
12,10,0.88,0.88,0.76,0.9,5.506115829753597,5.732328222760822,11.047589128368564,6.596157341702285,0,0,0,0
12,20,0.84,0.78,0.86,0.9,4.983311555710747,4.764642546693467,7.295541817033329,6.596157341702285,0,0,0,0
12,30,0.88,0.92,0.88,0.9,4.412235037092018,5.213999235174242,5.823894245207013,6.596157341702285,0,0,0,0
12,40,0.78,0.7,0.82,0.86,4.399660028773686,4.895232319662553,5.491986414409437,6.596157341702285,0,0,0,0
12,50,0.78,0.8,0.82,0.92,4.443404447096846,4.569392567106087,5.147752989029817,6.596157341702285,0,0,0,0
12,100,0.8,0.72,0.78,0.94,4.256739282739689,4.465116409560725,4.595819853406217,6.596157341702285,0,0,0,0
12,200,0.86,0.88,0.84,0.94,4.317470170147931,4.251333927182597,4.305055665044906,6.596157341702285,0,0,0,0
13,0,0.94,0.94,,0.94,5.870618496874936,5.870618496874936,,5.870618496874936,0,0,0,0
13,10,0.78,0.78,0.82,0.88,4.7082158042115,4.733883535533178,10.916304976751967,5.870618496874936,0,0,0,0
13,20,0.72,0.78,0.82,0.86,4.212978889607879,4.807921964563585,7.783542814416871,5.870618496874936,0,0,0,0
13,30,0.78,0.74,0.74,0.84,4.306936502715384,4.8021990809707535,5.1375941056499475,5.870618496874936,0,0,0,0
13,40,0.82,0.78,0.84,0.88,4.433793621132676,4.717553526657351,5.278542509741939,5.870618496874936,0,0,0,0
13,50,0.88,0.74,0.84,0.88,4.13947109630262,4.749575060425239,4.738479929411451,5.870618496874936,0,0,0,0
