experiment,o_observed,coverage_donor_hcp_randomized,coverage_donor_hcp_derandomized,coverage_sample_hcp_randomized,coverage_sample_hcp_derandomized,coverage_stdcp,coverage_hcp,coverage_pool,coverage_sub,coverage_rep,width_donor_hcp_randomized,width_donor_hcp_derandomized,width_sample_hcp_randomized,width_sample_hcp_derandomized,width_stdcp,width_hcp,width_pool,width_sub,width_rep,infinite_donor_hcp_randomized,infinite_donor_hcp_derandomized,infinite_sample_hcp_randomized,infinite_sample_hcp_derandomized,infinite_stdcp,infinite_hcp,infinite_pool,infinite_sub,infinite_rep,test_sample_size_o
3,35,0.88,1.0,0.88,1.0,0.86,0.87,0.8,1.0,0.98,4.9300832402343095,inf,4.9300832402343095,inf,4.492324375794036,6.569733298015784,4.880578633163925,12.277264614829761,9.37455156237985,0,100,0,100,0,0,0,0,0,35
3,40,0.85,1.0,0.85,1.0,0.87,0.87,0.8,1.0,0.98,4.7422959086924905,inf,4.7422959086924905,inf,3.781449176376041,6.569733298015784,4.880578633163925,12.277264614829761,9.37455156237985,0,100,0,100,0,0,0,0,0,40
4,0,0.96,0.99,0.93,0.99,1.0,0.96,0.9,0.9,0.95,12.143166464510202,16.484097839317783,9.581769026707136,15.566188041856705,inf,12.143166464510202,9.905724439200188,9.905724439200188,11.098713754465315,0,0,0,0,100,0,0,0,0,0
4,5,0.96,0.99,0.94,0.98,0.76,0.96,0.9,0.9,0.95,11.78258118087281,15.138469876320734,9.184374481964198,10.720582028281683,4.919588461846793,12.143166464510202,9.905724439200188,9.905724439200188,11.098713754465315,0,0,0,0,0,0,0,0,0,5
4,10,0.96,0.98,0.89,0.97,0.82,0.96,0.9,0.9,0.95,10.804921247176644,14.284331106166086,8.6866111830021,10.401025437262753,13.888057905825747,12.143166464510202,9.905724439200188,9.905724439200188,11.098713754465315,0,0,0,0,0,0,0,0,0,10
4,15,0.93,0.98,0.94,0.97,0.92,0.96,0.9,0.9,0.95,9.85401674860866,12.715754111518892,8.6866111830021,10.401025437262753,7.945086147334454,12.143166464510202,9.905724439200188,9.905724439200188,11.098713754465315,0,0,0,0,0,0,0,0,0,15
4,20,0.71,0.9,0.7,0.88,0.85,0.96,0.9,0.9,0.95,5.065661266012194,6.935762163772765,5.270192279709306,6.730069918166194,4.522708381418503,12.143166464510202,9.905724439200188,9.905724439200188,11.098713754465315,0,0,0,0,0,0,0,0,0,20
4,25,0.96,0.97,0.93,0.97,0.89,0.96,0.9,0.9,0.95,7.2630480747781085,8.811331158565192,6.771648388721616,8.808018147407438,5.103238163799553,12.143166464510202,9.905724439200188,9.905724439200188,11.098713754465315,0,0,0,0,0,0,0,0,0,25
4,30,0.79,1.0,0.79,1.0,0.82,0.96,0.9,0.9,0.95,4.787422189636503,inf,4.787422189636503,inf,4.016899682407287,12.143166464510202,9.905724439200188,9.905724439200188,11.098713754465315,0,100,0,100,0,0,0,0,0,30
4,35,0.84,1.0,0.84,1.0,0.85,0.96,0.9,0.9,0.95,5.0932322547433735,inf,5.0932322547433735,inf,4.316015130077282,12.143166464510202,9.905724439200188,9.905724439200188,11.098713754465315,0,100,0,100,0,0,0,0,0,35
4,40,0.8,1.0,0.8,1.0,0.87,0.96,0.9,0.9,0.95,4.669557589744642,inf,4.669557589744642,inf,3.951631494853822,12.143166464510202,9.905724439200188,9.905724439200188,11.098713754465315,0,100,0,100,0,0,0,0,0,40
5,0,0.8,1.0,0.78,0.98,1.0,0.8,0.74,0.72,0.79,5.39455171198383,8.982069437506023,4.777925013005352,8.286235501358902,inf,5.39455171198383,4.901925060753715,4.814828439381458,5.215496074976425,0,0,0,0,100,0,0,0,0,0
5,5,0.79,0.96,0.76,0.83,0.72,0.8,0.74,0.72,0.79,5.313376004537943,7.429971822435327,4.764915777719121,5.670343765822793,4.715527659990888,5.39455171198383,4.901925060753715,4.814828439381458,5.215496074976425,0,0,0,0,0,0,0,0,0,5
5,10,0.79,0.91,0.77,0.82,0.9,0.8,0.74,0.72,0.79,5.329174559094465,6.5996991550755695,4.525266069271741,5.655680097678751,13.41082955387568,5.39455171198383,4.901925060753715,4.814828439381458,5.215496074976425,0,0,0,0,0,0,0,0,0,10
5,15,0.85,0.89,0.78,0.85,0.9,0.8,0.74,0.72,0.79,5.61837229529999,6.912938570965034,5.004645236698941,5.75375856765605,7.629449143491468,5.39455171198383,4.901925060753715,4.814828439381458,5.215496074976425,0,0,0,0,0,0,0,0,0,15
5,20,0.66,0.87,0.71,0.82,0.84,0.8,0.74,0.72,0.79,4.737257553054606,7.132516420547692,5.296576316958289,6.716451884230057,4.845874727706436,5.39455171198383,4.901925060753715,4.814828439381458,5.215496074976425,0,0,0,0,0,0,0,0,0,20
5,25,0.88,0.93,0.8,0.9,0.84,0.8,0.74,0.72,0.79,6.319233416371027,7.748740764354963,5.6854802102871425,7.0718779436287225,4.802482162819405,5.39455171198383,4.901925060753715,4.814828439381458,5.215496074976425,0,0,0,0,0,0,0,0,0,25
5,30,0.91,0.98,0.85,0.95,0.83,0.8,0.74,0.72,0.79,5.886082642150887,9.464866301285213,6.210569327097755,8.017728228419418,4.1080730305982485,5.39455171198383,4.901925060753715,4.814828439381458,5.215496074976425,0,0,0,0,0,0,0,0,0,30
5,35,0.91,0.98,0.87,0.93,0.84,0.8,0.74,0.72,0.79,6.350226761685333,8.167010678981029,5.469632699221684,6.033890076198482,4.176595146986603,5.39455171198383,4.901925060753715,4.814828439381458,5.215496074976425,0,0,0,0,0,0,0,0,0,35
5,40,0.79,1.0,0.79,1.0,0.8,0.8,0.74,0.72,0.79,5.338906659699473,inf,5.338906659699473,inf,3.901370670383895,5.39455171198383,4.901925060753715,4.814828439381458,5.215496074976425,0,100,0,100,0,0,0,0,0,40
6,0,0.86,0.95,0.83,0.96,1.0,0.86,0.78,0.91,0.85,6.048680598911464,10.542997273129199,5.05181447268056,8.441606615674889,inf,6.048680598911464,5.2884896576047105,8.713862748301592,5.881360019013087,0,0,0,0,100,0,0,0,0,0
6,5,0.84,0.94,0.82,0.9,0.74,0.86,0.78,0.91,0.85,5.68606010451489,9.313655347503087,4.933979871710456,5.953163489797923,4.456728293265108,6.048680598911464,5.2884896576047105,8.713862748301592,5.881360019013087,0,0,0,0,0,0,0,0,0,5
6,10,0.82,0.89,0.82,0.91,0.86,0.86,0.78,0.91,0.85,5.612837622688765,7.627469092508573,4.7251767595890755,5.953163489797923,8.78718907871755,6.048680598911464,5.2884896576047105,8.713862748301592,5.881360019013087,0,0,0,0,0,0,0,0,0,10
6,15,0.79,0.88,0.82,0.89,0.9,0.86,0.78,0.91,0.85,5.219847038139289,7.1411223797142185,4.736007130702369,5.820481073214047,7.133585256246883,6.048680598911464,5.2884896576047105,8.713862748301592,5.881360019013087,0,0,0,0,0,0,0,0,0,15
6,20,0.8,0.94,0.76,0.93,0.83,0.86,0.78,0.91,0.85,6.0175076252993325,7.692539786587929,5.625620406362817,7.1751573243710665,4.507486772244242,6.048680598911464,5.2884896576047105,8.713862748301592,5.881360019013087,0,0,0,0,0,0,0,0,0,20
6,25,0.76,0.87,0.78,0.86,0.82,0.86,0.78,0.91,0.85,3.5167329037869592,5.27109430780482,4.103000851523724,4.953776664706628,4.556778246040983,6.048680598911464,5.2884896576047105,8.713862748301592,5.881360019013087,0,0,0,0,0,0,0,0,0,25
6,30,0.84,1.0,0.84,1.0,0.8,0.86,0.78,0.91,0.85,4.3719016885093085,inf,4.3719016885093085,inf,3.9413000697077987,6.048680598911464,5.2884896576047105,8.713862748301592,5.881360019013087,0,100,0,100,0,0,0,0,0,30
6,35,0.89,1.0,0.89,1.0,0.81,0.86,0.78,0.91,0.85,4.485079286963189,inf,4.485079286963189,inf,4.033202791652796,6.048680598911464,5.2884896576047105,8.713862748301592,5.881360019013087,0,100,0,100,0,0,0,0,0,35
6,40,0.84,1.0,0.84,1.0,0.81,0.86,0.78,0.91,0.85,4.509088395625245,inf,4.509088395625245,inf,3.6024432148077015,6.048680598911464,5.2884896576047105,8.713862748301592,5.881360019013087,0,100,0,100,0,0,0,0,0,40
7,0,0.95,1.0,0.77,1.0,1.0,0.95,0.79,0.93,0.98,7.957425742582117,14.018796554016347,6.577112861252537,13.54391669922233,inf,7.957425742582117,6.280931181834596,7.692404569548735,10.184325694223705,0,0,0,0,100,0,0,0,0,0
7,5,0.93,1.0,0.82,0.96,0.76,0.95,0.79,0.93,0.98,7.522043674693776,11.271013492732123,6.376925063859655,8.272403157626421,4.78798980199838,7.957425742582117,6.280931181834596,7.692404569548735,10.184325694223705,0,0,0,0,0,0,0,0,0,5
7,10,0.92,0.98,0.78,0.96,0.87,0.95,0.79,0.93,0.98,7.182024019255767,9.10894329348097,6.007969897539576,8.036404830873074,10.926992505378973,7.957425742582117,6.280931181834596,7.692404569548735,10.184325694223705,0,0,0,0,0,0,0,0,0,10
7,15,0.77,0.97,0.77,0.95,0.89,0.95,0.79,0.93,0.98,5.762632910895292,7.895533865343928,6.085467536157652,8.279414077506566,7.403721021698,7.957425742582117,6.280931181834596,7.692404569548735,10.184325694223705,0,0,0,0,0,0,0,0,0,15
7,20,0.86,0.95,0.8,0.92,0.77,0.95,0.79,0.93,0.98,7.331686636145889,10.251036474981579,6.761934966091591,9.784356309042245,4.80145691387188,7.957425742582117,6.280931181834596,7.692404569548735,10.184325694223705,0,0,0,0,0,0,0,0,0,20
7,25,0.83,0.89,0.8,0.88,0.79,0.95,0.79,0.93,0.98,4.768698377353193,6.324517151136501,4.39868092661801,5.9473223441190886,4.809591835487728,7.957425742582117,6.280931181834596,7.692404569548735,10.184325694223705,0,0,0,0,0,0,0,0,0,25
7,30,0.78,1.0,0.78,1.0,0.81,0.95,0.79,0.93,0.98,4.58264463348304,inf,4.58264463348304,inf,4.397460094498808,7.957425742582117,6.280931181834596,7.692404569548735,10.184325694223705,0,100,0,100,0,0,0,0,0,30
7,35,0.83,1.0,0.83,1.0,0.87,0.95,0.79,0.93,0.98,4.823033501918857,inf,4.823033501918857,inf,4.400803388770852,7.957425742582117,6.280931181834596,7.692404569548735,10.184325694223705,0,100,0,100,0,0,0,0,0,35
7,40,0.82,1.0,0.82,1.0,0.8,0.95,0.79,0.93,0.98,4.402204312189202,inf,4.402204312189202,inf,4.037063614927071,7.957425742582117,6.280931181834596,7.692404569548735,10.184325694223705,0,100,0,100,0,0,0,0,0,40
8,0,0.98,1.0,0.9,1.0,1.0,0.98,0.96,0.94,0.98,9.634555696530832,18.640200413074798,5.899009107885762,9.63461197298242,inf,9.634555696530832,8.614217397673816,8.487632936864149,9.566463722763086,0,0,0,0,100,0,0,0,0,0
8,5,0.97,1.0,0.88,0.94,0.7,0.98,0.96,0.94,0.98,9.420012991430568,14.187602688832413,5.8038407239282535,6.694786512395751,4.642798892660115,9.634555696530832,8.614217397673816,8.487632936864149,9.566463722763086,0,0,0,0,0,0,0,0,0,5
8,10,0.97,1.0,0.86,0.94,0.83,0.98,0.96,0.94,0.98,9.396933342358015,12.635950419660954,5.519607740030082,6.5773608981037555,10.824078496479526,9.634555696530832,8.614217397673816,8.487632936864149,9.566463722763086,0,0,0,0,0,0,0,0,0,10
8,15,0.97,1.0,0.86,0.94,0.87,0.98,0.96,0.94,0.98,8.892465059187174,11.736734494372286,5.578901275099831,6.609991790090687,7.007388072773237,9.634555696530832,8.614217397673816,8.487632936864149,9.566463722763086,0,0,0,0,0,0,0,0,0,15
8,20,0.92,0.95,0.91,0.98,0.89,0.98,0.96,0.94,0.98,9.201611913709497,12.336977741712492,7.933227977179726,10.389252824100438,4.663165401594184,9.634555696530832,8.614217397673816,8.487632936864149,9.566463722763086,0,0,0,0,0,0,0,0,0,20
8,25,0.93,0.96,0.94,0.96,0.91,0.98,0.96,0.94,0.98,7.508208708452038,8.201842559428526,7.740779092627534,8.32708209736709,4.881179638961837,9.634555696530832,8.614217397673816,8.487632936864149,9.566463722763086,0,0,0,0,0,0,0,0,0,25
8,30,0.78,1.0,0.78,1.0,0.88,0.98,0.96,0.94,0.98,4.926017047535297,inf,4.926017047535297,inf,4.03240233155994,9.634555696530832,8.614217397673816,8.487632936864149,9.566463722763086,0,100,0,100,0,0,0,0,0,30
8,35,0.86,1.0,0.86,1.0,0.87,0.98,0.96,0.94,0.98,5.07969208573769,inf,5.07969208573769,inf,4.437652142150438,9.634555696530832,8.614217397673816,8.487632936864149,9.566463722763086,0,100,0,100,0,0,0,0,0,35
8,40,0.81,1.0,0.81,1.0,0.88,0.98,0.96,0.94,0.98,4.805589180554486,inf,4.805589180554486,inf,3.7236606046539893,9.634555696530832,8.614217397673816,8.487632936864149,9.566463722763086,0,100,0,100,0,0,0,0,0,40
9,0,0.89,1.0,0.82,1.0,1.0,0.89,0.81,0.91,0.86,8.471371659314613,16.534760839997844,7.1047083033210665,15.366351971459636,inf,8.471371659314613,7.319465314058624,9.329391338993695,7.827364955244201,0,0,0,0,100,0,0,0,0,0
9,5,0.86,0.99,0.81,0.92,0.74,0.89,0.81,0.91,0.86,7.969588412464688,12.162890971477673,6.764686289034099,8.452879274387179,5.167270847531234,8.471371659314613,7.319465314058624,9.329391338993695,7.827364955244201,0,0,0,0,0,0,0,0,0,5
9,10,0.87,0.95,0.81,0.92,0.84,0.89,0.81,0.91,0.86,7.662776290940393,10.238140135464906,6.776706256548621,9.13565270055297,14.77194255578828,8.471371659314613,7.319465314058624,9.329391338993695,7.827364955244201,0,0,0,0,0,0,0,0,0,10
9,15,0.77,0.99,0.67,0.99,0.81,0.89,0.81,0.91,0.86,6.659016165474533,11.647250586614255,6.4341092507778,11.574758927411665,7.680850532107128,8.471371659314613,7.319465314058624,9.329391338993695,7.827364955244201,0,0,0,0,0,0,0,0,0,15
9,20,0.95,0.97,0.94,0.97,0.75,0.89,0.81,0.91,0.86,6.94674691309681,11.661894707650724,10.128366778387594,11.283601481360641,4.521863081349433,8.471371659314613,7.319465314058624,9.329391338993695,7.827364955244201,0,0,0,0,0,0,0,0,0,20
9,25,0.92,0.93,0.79,0.89,0.82,0.89,0.81,0.91,0.86,6.863299058773701,6.931164459990168,5.100563883678724,6.0563015423008935,4.6720711972270275,8.471371659314613,7.319465314058624,9.329391338993695,7.827364955244201,0,0,0,0,0,0,0,0,0,25
9,30,0.78,1.0,0.78,1.0,0.81,0.89,0.81,0.91,0.86,5.086675095772948,inf,5.086675095772948,inf,3.7914246485683623,8.471371659314613,7.319465314058624,9.329391338993695,7.827364955244201,0,100,0,100,0,0,0,0,0,30
9,35,0.82,1.0,0.82,1.0,0.83,0.89,0.81,0.91,0.86,5.440303257166756,inf,5.440303257166756,inf,4.256910563810044,8.471371659314613,7.319465314058624,9.329391338993695,7.827364955244201,0,100,0,100,0,0,0,0,0,35
9,40,0.8,1.0,0.8,1.0,0.85,0.89,0.81,0.91,0.86,5.208969735820507,inf,5.208969735820507,inf,3.7310133777344343,8.471371659314613,7.319465314058624,9.329391338993695,7.827364955244201,0,100,0,100,0,0,0,0,0,40
10,0,0.88,0.95,0.78,0.92,1.0,0.88,0.77,0.63,0.77,5.408515746597708,8.51410135208491,4.721271801476526,7.189987184503828,inf,5.408515746597708,4.701408279872361,3.458359038474003,4.710278688233611,0,0,0,0,100,0,0,0,0,0
10,5,0.84,0.92,0.78,0.86,0.77,0.88,0.77,0.63,0.77,5.086758257016257,6.648185894436931,4.671466075146563,5.250502801162302,4.95256493053957,5.408515746597708,4.701408279872361,3.458359038474003,4.710278688233611,0,0,0,0,0,0,0,0,0,5
10,10,0.83,0.9,0.75,0.84,0.79,0.88,0.77,0.63,0.77,4.884164454614273,6.149343293757717,4.2841176446495375,5.250502801162302,11.58190271146721,5.408515746597708,4.701408279872361,3.458359038474003,4.710278688233611,0,0,0,0,0,0,0,0,0,10
10,15,0.8,0.9,0.81,0.88,0.87,0.88,0.77,0.63,0.77,4.520351058136799,5.9284619746272815,4.74641211001828,5.651724457050861,6.929443229237496,5.408515746597708,4.701408279872361,3.458359038474003,4.710278688233611,0,0,0,0,0,0,0,0,0,15
10,20,0.77,0.88,0.76,0.86,0.8,0.88,0.77,0.63,0.77,4.2448922523847905,5.860373143265772,4.309211074525468,6.951993687077916,5.205032520905322,5.408515746597708,4.701408279872361,3.458359038474003,4.710278688233611,0,0,0,0,0,0,0,0,0,20
10,25,0.87,0.92,0.83,0.88,0.85,0.88,0.77,0.63,0.77,5.662742908476286,6.788388340981504,5.417943986990171,6.716973380381397,4.891181465753455,5.408515746597708,4.701408279872361,3.458359038474003,4.710278688233611,0,0,0,0,0,0,0,0,0,25
10,30,0.86,1.0,0.86,1.0,0.83,0.88,0.77,0.63,0.77,4.539104113206658,inf,4.539104113206658,inf,4.248336034665627,5.408515746597708,4.701408279872361,3.458359038474003,4.710278688233611,0,100,0,100,0,0,0,0,0,30
10,35,0.89,1.0,0.89,1.0,0.85,0.88,0.77,0.63,0.77,4.894842198741802,inf,4.894842198741802,inf,4.324875521326132,5.408515746597708,4.701408279872361,3.458359038474003,4.710278688233611,0,100,0,100,0,0,0,0,0,35
10,40,0.82,1.0,0.82,1.0,0.8,0.88,0.77,0.63,0.77,4.190097558226156,inf,4.190097558226156,inf,4.007918224808755,5.408515746597708,4.701408279872361,3.458359038474003,4.710278688233611,0,100,0,100,0,0,0,0,0,40
11,0,0.93,1.0,0.91,0.99,1.0,0.93,0.89,0.88,0.93,7.980610335990086,inf,9.372788830206556,14.352841370586269,inf,7.980610335990086,6.973421511927295,6.679535807878938,8.90165080156188,0,100,0,0,100,0,0,0,0,0
