test_state,percentile,n_observed,method,covered,width,infinite,lower,upper,true_y,mu_hat,n_cal_groups,n_cal_total_obs,n_test_total
AR,0,3,HCP++,1,4.242766059354242,0,8.447554960491376,12.690321019845618,11.225256725762893,10.568937990168497,25,788,4
AR,0,3,HCP.sample,1,2.778131907969602,0,10.551735857606419,13.32986776557602,11.225256725762893,10.568937990168497,25,788,4
AR,0,3,HCP,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,4
AR,0,3,Pooling,1,1.9912474819854324,0,10.525039305393294,12.516286787378727,11.225256725762893,11.52066304638601,25,788,4
AR,0,3,Subsampling,1,2.243684923298453,0,10.398820584736784,12.642505508035237,11.225256725762893,11.52066304638601,25,788,4
AR,0,3,Repeated,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,4
AR,25,3,HCP++,1,4.170680052705112,0,8.469904163442203,12.640584216147316,11.225256725762893,10.55524418979476,25,788,4
AR,25,3,HCP.sample,1,3.606840916093205,0,10.137381353544617,13.744222269637822,11.225256725762893,10.55524418979476,25,788,4
AR,25,3,HCP,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,4
AR,25,3,Pooling,1,1.9912474819854324,0,10.525039305393294,12.516286787378727,11.225256725762893,11.52066304638601,25,788,4
AR,25,3,Subsampling,1,2.2537646510347678,0,10.393780720868627,12.647545371903394,11.225256725762893,11.52066304638601,25,788,4
AR,25,3,Repeated,1,2.249439739269146,0,10.395943176751437,12.645382916020584,11.225256725762893,11.52066304638601,25,788,4
AR,50,4,HCP++,1,3.9525808248331913,0,8.872530030641128,12.82511085547432,10.596659732783579,10.848820443057724,25,788,4
AR,50,4,HCP.sample,1,1.42681155967675,0,10.144002383909626,11.570813943586376,10.596659732783579,10.848820443057724,25,788,4
AR,50,4,HCP,0,2.2537646510347678,0,10.712102170487801,12.96586682152257,10.596659732783579,11.838984496005185,25,788,4
AR,50,4,Pooling,0,1.9912474819854324,0,10.843360755012469,12.834608236997902,10.596659732783579,11.838984496005185,25,788,4
AR,50,4,Subsampling,0,2.249439739269146,0,10.714264626370612,12.963704365639758,10.596659732783579,11.838984496005185,25,788,4
AR,50,4,Repeated,0,2.2537646510347678,0,10.712102170487801,12.96586682152257,10.596659732783579,11.838984496005185,25,788,4
AR,75,2,HCP++,1,2.1416433399934682,0,10.636103794050538,12.777747134044006,12.100717685412471,11.706925464047272,25,788,4
AR,75,2,HCP.sample,1,2.234687905022991,0,10.590014264530353,12.824702169553344,12.100717685412471,11.706925464047272,25,788,4
AR,75,2,HCP,1,2.2537646510347678,0,10.581832767646278,12.835597418681045,12.100717685412471,11.708715093163661,25,788,4
AR,75,2,Pooling,1,1.9912474819854324,0,10.713091352170945,12.704338834156378,12.100717685412471,11.708715093163661,25,788,4
AR,75,2,Subsampling,1,2.4916480210187366,0,10.462891082654293,12.95453910367303,12.100717685412471,11.708715093163661,25,788,4
AR,75,2,Repeated,1,2.2537646510347678,0,10.581832767646278,12.835597418681045,12.100717685412471,11.708715093163661,25,788,4
