experiment,o_observed,coverage_donor_within,coverage_donor_no_within,coverage_stdcp,coverage_hcp,width_donor_within,width_donor_no_within,width_stdcp,width_hcp,infinite_donor_within,infinite_donor_no_within,infinite_stdcp,infinite_hcp
24,40,0.8,0.79,0.78,0.72,2.293839537978305,1.4564081684234276,1.6808711545912636,1.5096527749562543,0,0,0,0
24,50,0.8,0.73,0.82,0.74,2.2347987101296165,1.4588253629394452,1.5036239590587541,1.5096527749562543,0,0,0,0
25,0,0.84,0.84,,0.84,1.7543659089672483,1.7543659089672483,,1.7543659089672483,0,0,0,0
25,10,0.82,0.84,0.85,0.88,1.5886624367473101,1.6060803479893542,3.751227934461708,1.7543659089672483,0,0,0,0
25,20,0.76,0.76,0.82,0.8,1.6640406408653652,1.5220772533578637,1.7725272701394665,1.7543659089672483,0,0,0,0
25,30,0.74,0.71,0.72,0.81,2.207645462575679,1.39693543250235,1.7432602986820886,1.7543659089672483,0,0,0,0
25,40,0.87,0.82,0.9,0.9,2.3198604907935723,1.4785735559415865,1.7713330473501379,1.7543659089672483,0,0,0,0
25,50,0.81,0.76,0.75,0.81,2.421185286978722,1.491994326238522,1.573319917168079,1.7543659089672483,0,0,0,0
26,0,0.91,0.91,,0.91,1.98203872233334,1.98203872233334,,1.98203872233334,0,0,0,0
26,10,0.87,0.9,0.82,0.94,1.8407839470817842,1.772523062831582,6.854035560779327,1.98203872233334,0,0,0,0
26,20,0.9,0.86,0.87,0.92,1.8026543691028651,1.6402569410095162,1.8927560859332895,1.98203872233334,0,0,0,0
26,30,0.73,0.8,0.77,0.87,2.391732155369354,1.4156051212286758,1.632594911285785,1.98203872233334,0,0,0,0
26,40,0.77,0.81,0.81,0.91,2.36152574798858,1.4446272224202759,1.5996263485590356,1.98203872233334,0,0,0,0
26,50,0.86,0.78,0.8,0.91,2.200152454860976,1.358383423182071,1.4340537213850615,1.98203872233334,0,0,0,0
27,0,0.92,0.92,,0.92,1.7332650011087756,1.7332650011087756,,1.7332650011087756,0,0,0,0
