o,Donor-HCP,HCP,Pooled-Income-Quantile,Pooling,Repeated,S-HCP,Std-CP,Subsampling
0,281735.3968195722,263034.835894824,151975.00000000035,172434.97778221557,268977.9144563585,234367.6600293492,,238525.1107064892
5,215532.90964130932,,151975.00000000035,,,,143962.1087971392,
10,189575.55034791742,,151975.00000000035,,,,145677.50178585213,
15,175545.29813512895,,151975.00000000035,,,,144517.88678443074,
20,160823.10438151937,,151975.00000000035,,,,169361.64653097614,
